Jan. 28, 2006   03:31:39
Square Wave Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_17_19_psoralen_nonequil_2\data\psoralen\3\75um_psoralen_transfer_3_swv_15.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5
Sens 2 (A/V) = 1e-5

Potential/V, i1/A, i2/A

0.099, 1.6381329e-5, 1.5199348e-5
0.098, 1.8356672e-5, 1.6380007e-5
0.097, 1.8379258e-5, 1.6358412e-5
0.096, 1.8372724e-5, 1.6336902e-5
0.095, 1.8340172e-5, 1.6358685e-5
0.094, 1.8300620e-5, 1.6296872e-5
0.093, 1.8185880e-5, 1.6222381e-5
0.092, 1.8150955e-5, 1.6188205e-5
0.091, 1.8140960e-5, 1.6166110e-5
0.090, 1.8137449e-5, 1.6211237e-5
0.089, 1.8093046e-5, 1.6157042e-5
0.088, 1.7980870e-5, 1.6073856e-5
0.087, 1.7936833e-5, 1.6033844e-5
0.086, 1.7941606e-5, 1.6029922e-5
0.085, 1.7926683e-5, 1.6061334e-5
0.084, 1.7873621e-5, 1.6002188e-5
0.083, 1.7776420e-5, 1.5933059e-5
0.082, 1.7742921e-5, 1.5896092e-5
0.081, 1.7734634e-5, 1.5889495e-5
0.080, 1.7724607e-5, 1.5919608e-5
0.079, 1.7670891e-5, 1.5855003e-5
0.078, 1.7588614e-5, 1.5808548e-5
0.077, 1.7536604e-5, 1.5752659e-5
0.076, 1.7534778e-5, 1.5747408e-5
0.075, 1.7526912e-5, 1.5787551e-5
0.074, 1.7482724e-5, 1.5724030e-5
0.073, 1.7371045e-5, 1.5653277e-5
0.072, 1.7347387e-5, 1.5619033e-5
0.071, 1.7337739e-5, 1.5605954e-5
0.070, 1.7336557e-5, 1.5659207e-5
0.069, 1.7282144e-5, 1.5583615e-5
0.068, 1.7181148e-5, 1.5518455e-5
0.067, 1.7153247e-5, 1.5493712e-5
0.066, 1.7150414e-5, 1.5481230e-5
0.065, 1.7139453e-5, 1.5518601e-5
0.064, 1.7092159e-5, 1.5458161e-5
0.063, 1.6991977e-5, 1.5387659e-5
0.062, 1.6967289e-5, 1.5363856e-5
0.061, 1.6962302e-5, 1.5354182e-5
0.060, 1.6956077e-5, 1.5389778e-5
0.059, 1.6901256e-5, 1.5330155e-5
0.058, 1.6812621e-5, 1.5264912e-5
0.057, 1.6780041e-5, 1.5233671e-5
0.056, 1.6780974e-5, 1.5234676e-5
0.055, 1.6767162e-5, 1.5262329e-5
0.054, 1.6730493e-5, 1.5210712e-5
0.053, 1.6627502e-5, 1.5144544e-5
