Dec. 15, 2005   04:16:34
Cyclic Voltammetry
File: d:\ida_biofilms\12_04_18_psoralenbiofilm\psoralen\psoralen_100um_pyo_transfer_gc.txt
Data Source:  Experiment
Instrument Model:  CHI760B
Header: 
Note: 

Init E (V) = 0.1
High E (V) = 0.1
Low E (V) = -0.5
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 2
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-8
2nd E (V) = 0.1
Sens 2 (A/V) = 1e-8

Potential/V, i1/A, i2/A, Time/s

0.100, -1.0037344e-7, -1.0019017e-7, 3.3333334e-1
0.099, -1.0037344e-7, -1.0019017e-7, 6.6666669e-1
0.098, -1.0037344e-7, -1.0019017e-7, 1.0000000e+0
0.097, -1.0037344e-7, -1.0019017e-7, 1.3333334e+0
0.096, -1.0037344e-7, -9.9977242e-8, 1.6666667e+0
0.095, -1.0006809e-7, -8.5183636e-8, 2.0000000e+0
0.094, -8.6505814e-8, -7.7127368e-8, 2.3333333e+0
0.093, -7.9291880e-8, -7.0705639e-8, 2.6666665e+0
0.092, -7.3299397e-8, -6.5301549e-8, 2.9999998e+0
0.091, -6.8108285e-8, -6.0647679e-8, 3.3333330e+0
0.090, -6.3484293e-8, -5.6626380e-8, 3.6666663e+0
0.089, -5.9284204e-8, -5.3106358e-8, 3.9999995e+0
0.088, -5.5545446e-8, -4.9997546e-8, 4.3333330e+0
0.087, -5.2145523e-8, -4.7268109e-8, 4.6666665e+0
0.086, -4.9069360e-8, -4.4811049e-8, 5.0000000e+0
0.085, -4.6264425e-8, -4.2640853e-8, 5.3333335e+0
0.084, -4.3728853e-8, -4.0676888e-8, 5.6666670e+0
0.083, -4.1416033e-8, -3.8899525e-8, 6.0000005e+0
0.082, -3.9256030e-8, -3.7278127e-8, 6.3333340e+0
0.081, -3.7286334e-8, -3.5813201e-8, 6.6666675e+0
0.080, -3.5483335e-8, -3.4468744e-8, 7.0000010e+0
0.079, -3.3774107e-8, -3.3223646e-8, 7.3333344e+0
0.078, -3.2229636e-8, -3.2087581e-8, 7.6666679e+0
0.077, -3.0791877e-8, -3.1039978e-8, 8.0000010e+0
0.076, -2.9412064e-8, -3.0065436e-8, 8.3333340e+0
0.075, -2.8127239e-8, -2.9163727e-8, 8.6666670e+0
0.074, -2.6951131e-8, -2.8314217e-8, 9.0000000e+0
0.073, -2.5816508e-8, -2.7509069e-8, 9.3333330e+0
0.072, -2.4748223e-8, -2.6779459e-8, 9.6666660e+0
0.071, -2.3746409e-8, -2.6080295e-8, 9.9999990e+0
0.070, -2.2814232e-8, -2.5425765e-8, 1.0333332e+1
0.069, -2.1897590e-8, -2.4803610e-8, 1.0666665e+1
0.068, -2.1043148e-8, -2.4204869e-8, 1.0999998e+1
0.067, -2.0244645e-8, -2.3651724e-8, 1.1333331e+1
0.066, -1.9446473e-8, -2.3123741e-8, 1.1666664e+1
0.065, -1.8732766e-8, -2.2617165e-8, 1.1999997e+1
0.064, -1.8037033e-8, -2.2152991e-8, 1.2333330e+1
0.063, -1.7352754e-8, -2.1689329e-8, 1.2666663e+1
0.062, -1.6710628e-8, -2.1233879e-8, 1.2999996e+1
