Dec. 15, 2005   06:26:01
Cyclic Voltammetry
File: d:\ida_biofilms\12_04_18_psoralenbiofilm\control\control_200um_pyo_transfer_gc.txt
Data Source:  Experiment
Instrument Model:  CHI760B
Header: 
Note: 

Init E (V) = 0.1
High E (V) = 0.1
Low E (V) = -0.5
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 2
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0.1
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.100, -1.0122994e-7, -9.9337505e-8, 3.3333334e-1
0.099, -9.1636636e-8, -9.1923965e-8, 6.6666669e-1
0.098, -8.3711058e-8, -8.5606466e-8, 1.0000000e+0
0.097, -7.6878059e-8, -8.0117076e-8, 1.3333334e+0
0.096, -7.0900604e-8, -7.5226524e-8, 1.6666667e+0
0.095, -6.5679487e-8, -7.0838240e-8, 2.0000000e+0
0.094, -6.1098604e-8, -6.6880993e-8, 2.3333333e+0
0.093, -5.7044346e-8, -6.3304519e-8, 2.6666665e+0
0.092, -5.3440768e-8, -6.0041231e-8, 2.9999998e+0
0.091, -5.0253039e-8, -5.7085469e-8, 3.3333330e+0
0.090, -4.7375092e-8, -5.4400452e-8, 3.6666663e+0
0.089, -4.4768665e-8, -5.1960786e-8, 3.9999995e+0
0.088, -4.2398682e-8, -4.9750284e-8, 4.3333330e+0
0.087, -4.0234081e-8, -4.7729110e-8, 4.6666665e+0
0.086, -3.8237065e-8, -4.5843368e-8, 5.0000000e+0
0.085, -3.6438351e-8, -4.4171664e-8, 5.3333335e+0
0.084, -3.4740140e-8, -4.2587299e-8, 5.6666670e+0
0.083, -3.3193221e-8, -4.1153022e-8, 6.0000005e+0
0.082, -3.1741376e-8, -3.9835985e-8, 6.3333340e+0
0.081, -3.0362987e-8, -3.8584776e-8, 6.6666675e+0
0.080, -2.9090893e-8, -3.7424687e-8, 7.0000010e+0
0.079, -2.7877853e-8, -3.6344368e-8, 7.3333344e+0
0.078, -2.6751737e-8, -3.5330586e-8, 7.6666679e+0
0.077, -2.5682665e-8, -3.4393391e-8, 8.0000010e+0
0.076, -2.4675476e-8, -3.3502527e-8, 8.3333340e+0
0.075, -2.3728168e-8, -3.2665312e-8, 8.6666670e+0
0.074, -2.2818652e-8, -3.1872894e-8, 9.0000000e+0
0.073, -2.1958385e-8, -3.1123253e-8, 9.3333330e+0
0.072, -2.1146306e-8, -3.0403161e-8, 9.6666660e+0
0.071, -2.0363988e-8, -2.9724905e-8, 9.9999990e+0
0.070, -1.9629503e-8, -2.9082578e-8, 1.0333332e+1
0.069, -1.8952178e-8, -2.8477363e-8, 1.0666665e+1
