echem_swv,rep,minutes_swv,E_swv,electrode_swv,current_swv,max_current_swv,echem_gc,minutes_gc,E_gc,electrode_gc,current_gc,max_current_gc,reactor
swv,4,1287.7333333333333,-0.277,i1,9.4689349e-6,9.4689349e-6,gc,1287.5666666666666,-0.385,i2,-4.9361319e-7,4.9361319e-7,transfer_3
swv,49,1400.2666666666667,-0.263,i1,4.7159565e-6,4.7159565e-6,gc,1400.1,-0.202,i2,3.5811645e-9,3.5811645e-9,transfer_3
swv,50,1402.7666666666667,-0.265,i1,4.7029289e-6,4.7029289e-6,gc,1402.6,-0.205,i2,3.6650398e-9,3.6650398e-9,transfer_3
swv,51,1405.2666666666667,-0.271,i1,4.7045783e-6,4.7045783e-6,gc,1405.1,-0.204,i2,3.5987382e-9,3.5987382e-9,transfer_3
swv,52,1407.7666666666667,-0.265,i1,4.7039184e-6,4.7039184e-6,gc,1407.6,-0.207,i2,3.5571999e-9,3.5571999e-9,transfer_3
swv,53,1410.2666666666667,-0.254,i1,4.6873456e-6,4.6873456e-6,gc,1410.1,-0.204,i2,3.5468153e-9,3.5468153e-9,transfer_3
swv,54,1412.7666666666667,-0.262,i1,4.6776158e-6,4.6776158e-6,gc,1412.6,-0.206,i2,3.7736783e-9,3.7736783e-9,transfer_3
swv,55,1415.2666666666667,-0.269,i1,4.6813266e-6,4.6813266e-6,gc,1415.1,-0.204,i2,3.5827619e-9,3.5827619e-9,transfer_3
swv,56,1417.7833333333333,-0.261,i1,4.6674736e-6,4.6674736e-6,gc,1417.6,-0.207,i2,3.5843595e-9,3.5843595e-9,transfer_3
swv,57,1420.2833333333333,-0.271,i1,4.6970749e-6,4.6970749e-6,gc,1420.1,-0.203,i2,3.5939454e-9,3.5939454e-9,transfer_3
swv,58,1422.7833333333333,-0.252,i1,4.671102e-6,4.671102e-6,gc,1422.6,-0.201,i2,3.5548036e-9,3.5548036e-9,transfer_3
swv,5,1290.2333333333333,-0.278,i1,8.8962925e-6,8.8962925e-6,gc,1290.0666666666666,-0.399,i2,-4.0199421e-7,4.0199421e-7,transfer_3
swv,59,1425.2833333333333,-0.26,i1,4.6532914e-6,4.6532914e-6,gc,1425.1,-0.202,i2,3.5508094e-9,3.5508094e-9,transfer_3
swv,60,1427.7833333333333,-0.258,i1,4.6641758e-6,4.6641758e-6,gc,1427.6,-0.203,i2,3.6858088e-9,3.6858088e-9,transfer_3
swv,61,1430.2833333333333,-0.26,i1,4.6364712e-6,4.6364712e-6,gc,1430.1,-0.215,i2,4.383971e-9,4.383971e-9,transfer_3
swv,62,1432.7833333333333,-0.256,i1,4.7049907e-6,4.7049907e-6,gc,1432.6,-0.219,i2,3.672229e-9,3.672229e-9,transfer_3
swv,63,1435.2833333333333,-0.251,i1,4.6332552e-6,4.6332552e-6,gc,1435.1166666666666,-0.205,i2,3.5707797e-9,3.5707797e-9,transfer_3
swv,64,1437.7833333333333,-0.256,i1,4.616682e-6,4.616682e-6,gc,1437.6166666666666,-0.204,i2,3.6506611e-9,3.6506611e-9,transfer_3
swv,65,0.2833333333333333,-0.252,i1,4.6310292e-6,4.6310292e-6,gc,0.11666666666666667,-0.21,i2,3.6458681e-9,3.6458681e-9,transfer_3
swv,66,2.783333333333333,-0.256,i1,4.6147857e-6,4.6147857e-6,gc,2.6166666666666667,-0.217,i2,9.2535304e-9,9.2535304e-9,transfer_3
swv,67,5.283333333333333,-0.244,i1,4.606623e-6,4.606623e-6,gc,5.116666666666666,-0.214,i2,3.6466672e-9,3.6466672e-9,transfer_3
swv,68,7.783333333333333,-0.253,i1,4.6150335e-6,4.6150335e-6,gc,7.616666666666666,-0.224,i2,3.9318433e-9,3.9318433e-9,transfer_3
swv,6,1292.7333333333333,-0.276,i1,8.4186368e-6,8.4186368e-6,gc,1292.5666666666666,-0.399,i2,-3.3238652e-7,3.3238652e-7,transfer_3
swv,69,10.283333333333333,-0.245,i1,4.5959864e-6,4.5959864e-6,gc,10.116666666666667,-0.203,i2,3.6666374e-9,3.6666374e-9,transfer_3
swv,70,12.783333333333333,-0.253,i1,4.6203922e-6,4.6203922e-6,gc,12.616666666666667,-0.208,i2,3.5995369e-9,3.5995369e-9,transfer_3
swv,71,15.283333333333333,-0.253,i1,4.6067053e-6,4.6067053e-6,gc,15.116666666666667,-0.201,i2,3.6378798e-9,3.6378798e-9,transfer_3
swv,72,17.783333333333335,-0.257,i1,4.6023351e-6,4.6023351e-6,gc,17.616666666666667,-0.207,i2,4.4135264e-9,4.4135264e-9,transfer_3
swv,73,20.283333333333335,-0.246,i1,4.6090145e-6,4.6090145e-6,gc,20.116666666666667,-0.209,i2,4.0732329e-9,4.0732329e-9,transfer_3
swv,74,22.783333333333335,-0.249,i1,4.5976349e-6,4.5976349e-6,gc,22.616666666666667,-0.208,i2,3.6826135e-9,3.6826135e-9,transfer_3
swv,75,25.283333333333335,-0.251,i1,4.5884826e-6,4.5884826e-6,gc,25.116666666666667,-0.207,i2,3.5779693e-9,3.5779693e-9,transfer_3
swv,75,25.283333333333335,-0.251,i1,4.5884826e-6,4.5884826e-6,gc,25.116666666666667,-0.21,i2,3.5779693e-9,3.5779693e-9,transfer_3
swv,76,27.8,-0.249,i1,4.5645711e-6,4.5645711e-6,gc,27.616666666666667,-0.209,i2,4.0660435e-9,4.0660435e-9,transfer_3
swv,77,30.3,-0.262,i1,4.5717447e-6,4.5717447e-6,gc,30.116666666666667,-0.21,i2,3.6993886e-9,3.6993886e-9,transfer_3
swv,78,32.8,-0.25,i1,4.6125597e-6,4.6125597e-6,gc,32.61666666666667,-0.201,i2,3.6626433e-9,3.6626433e-9,transfer_3
swv,78,32.8,-0.25,i1,4.6125597e-6,4.6125597e-6,gc,32.61666666666667,-0.206,i2,3.6626433e-9,3.6626433e-9,transfer_3
swv,7,1295.2333333333333,-0.279,i1,8.0012542e-6,8.0012542e-6,gc,1295.0666666666666,-0.399,i2,-2.7438875e-7,2.7438875e-7,transfer_3
swv,79,35.3,-0.246,i1,4.5781762e-6,4.5781762e-6,gc,35.11666666666667,-0.206,i2,3.7257495e-9,3.7257495e-9,transfer_3
swv,80,37.8,-0.247,i1,4.5755378e-6,4.5755378e-6,gc,37.61666666666667,-0.207,i2,3.5204546e-9,3.5204546e-9,transfer_3
swv,81,40.3,-0.251,i1,4.5766919000000004e-06,4.5766919000000004e-06,gc,40.11666666666667,-0.208,i2,3.6578502e-9,3.6578502e-9,transfer_3
swv,82,42.8,-0.244,i1,4.5555839e-6,4.5555839e-6,gc,42.61666666666667,-0.201,i2,3.5763716e-9,3.5763716e-9,transfer_3
swv,83,45.3,-0.244,i1,4.5611905e-6,4.5611905e-6,gc,45.11666666666667,-0.204,i2,3.6778205e-9,3.6778205e-9,transfer_3
swv,84,47.8,-0.248,i1,4.552533e-6,4.552533e-6,gc,47.61666666666667,-0.202,i2,3.6730277e-9,3.6730277e-9,transfer_3
swv,85,50.3,-0.244,i1,4.5607785e-6,4.5607785e-6,gc,50.13333333333333,-0.205,i2,3.5492116e-9,3.5492116e-9,transfer_3
swv,86,52.8,-0.241,i1,4.5496472e-6,4.5496472e-6,gc,52.63333333333333,-0.205,i2,3.6969923e-9,3.6969923e-9,transfer_3
swv,87,55.3,-0.255,i1,4.5214479e-6,4.5214479e-6,gc,55.13333333333333,-0.203,i2,3.6410752e-9,3.6410752e-9,transfer_3
swv,88,57.8,-0.244,i1,4.543298e-6,4.543298e-6,gc,57.63333333333333,-0.218,i2,4.2681427e-9,4.2681427e-9,transfer_3
swv,8,1297.7333333333333,-0.281,i1,7.6125662e-6,7.6125662e-6,gc,1297.5666666666666,-0.399,i2,-2.3064899e-7,2.3064899e-7,transfer_3
swv,89,60.3,-0.255,i1,4.5204583e-6,4.5204583e-6,gc,60.13333333333333,-0.208,i2,3.7321399e-9,3.7321399e-9,transfer_3
swv,90,62.8,-0.242,i1,4.5626748e-6,4.5626748e-6,gc,62.63333333333333,-0.202,i2,3.6027321e-9,3.6027321e-9,transfer_3
swv,91,65.3,-0.249,i1,4.5404122e-6,4.5404122e-6,gc,65.13333333333334,-0.202,i2,3.7009862e-9,3.7009862e-9,transfer_3
swv,92,67.8,-0.239,i1,4.5381857e-6,4.5381857e-6,gc,67.63333333333334,-0.214,i2,3.6466672e-9,3.6466672e-9,transfer_3
swv,93,70.3,-0.245,i1,4.5112238e-6,4.5112238e-6,gc,70.13333333333334,-0.217,i2,3.5651879e-9,3.5651879e-9,transfer_3
swv,94,72.81666666666666,-0.252,i1,4.5290335e-6,4.5290335e-6,gc,72.63333333333334,-0.207,i2,3.6618444e-9,3.6618444e-9,transfer_3
swv,95,75.31666666666666,-0.234,i1,4.4991029e-6,4.4991029e-6,gc,75.13333333333334,-0.205,i2,3.6019336e-9,3.6019336e-9,transfer_3
swv,96,77.81666666666666,-0.244,i1,4.4809631e-6,4.4809631e-6,gc,77.63333333333334,-0.209,i2,3.8327901e-9,3.8327901e-9,transfer_3
swv,97,80.31666666666666,-0.243,i1,4.4948979e-6,4.4948979e-6,gc,80.13333333333334,-0.204,i2,3.6858088e-9,3.6858088e-9,transfer_3
swv,98,82.81666666666666,-0.246,i1,4.4787366e-6,4.4787366e-6,gc,82.63333333333334,-0.214,i2,3.663442e-9,3.663442e-9,transfer_3
swv,0,1277.7333333333333,-0.279,i2,8.6384589e-6,8.6384589e-6,NA,NA,NA,NA,NA,NA,transfer_3
swv,9,1300.2333333333333,-0.281,i2,5.0406607e-6,5.0406607e-6,gc,1300.0666666666666,-0.399,i2,-1.953934e-7,1.953934e-7,transfer_3
swv,99,85.31666666666666,-0.318,i2,3.2030907e-6,3.2030907e-6,gc,85.13333333333334,-0.215,i2,3.7097732e-9,3.7097732e-9,transfer_3
swv,10,1302.7333333333333,-0.287,i2,4.8510165e-6,4.8510165e-6,gc,1302.5666666666666,-0.399,i2,-1.6681669e-7,1.6681669e-7,transfer_3
swv,11,1305.2333333333333,-0.288,i2,4.69724e-6,4.69724e-6,gc,1305.0666666666666,-0.399,i2,-1.4365433e-7,1.4365433e-7,transfer_3
swv,12,1307.7333333333333,-0.282,i2,4.5574802e-6,4.5574802e-6,gc,1307.5666666666666,-0.399,i2,-1.240339e-7,1.240339e-7,transfer_3
swv,13,1310.25,-0.29,i2,4.4340468e-6,4.4340468e-6,gc,1310.0666666666666,-0.399,i2,-1.0837638e-7,1.0837638e-7,transfer_3
swv,14,1312.75,-0.297,i2,4.3351838e-6,4.3351838e-6,gc,1312.5666666666666,-0.399,i2,-9.4741452e-8,9.4741452e-8,transfer_3
swv,15,1315.25,-0.286,i2,4.1893231e-6,4.1893231e-6,gc,1315.0666666666666,-0.399,i2,-8.367391e-8,8.367391e-8,transfer_3
swv,16,1317.75,-0.28,i2,4.1623607e-6,4.1623607e-6,gc,1317.5666666666666,-0.399,i2,-7.381017e-8,7.381017e-8,transfer_3
swv,17,1320.25,-0.278,i2,4.1011799e-6,4.1011799e-6,gc,1320.0666666666666,-0.399,i2,-6.542983e-8,6.542983e-8,transfer_3
swv,18,1322.75,-0.294,i2,4.0248274e-6,4.0248274e-6,gc,1322.5666666666666,-0.399,i2,-5.8620756e-8,5.8620756e-8,transfer_3
swv,1,1280.2333333333333,-0.276,i2,8.3750183e-6,8.3750183e-6,gc,1280.0666666666666,-0.399,i2,-9.1490523e-7,9.1490523e-7,transfer_3
swv,19,1325.25,-0.287,i2,3.9648007e-6,3.9648007e-6,gc,1325.0666666666666,-0.399,i2,-5.2669602e-8,5.2669602e-8,transfer_3
swv,20,1327.75,-0.284,i2,3.9457541e-6,3.9457541e-6,gc,1327.5666666666666,-0.399,i2,-4.6691291e-8,4.6691291e-8,transfer_3
swv,21,1330.25,-0.291,i2,3.954659e-6,3.954659e-6,gc,1330.0833333333333,-0.399,i2,-4.2282643e-8,4.2282643e-8,transfer_3
swv,22,1332.75,-0.291,i2,3.8448302e-6,3.8448302e-6,gc,1332.5833333333333,-0.399,i2,-3.8314948e-8,3.8314948e-8,transfer_3
swv,23,1335.25,-0.283,i2,3.805912e-6,3.805912e-6,gc,1335.0833333333333,-0.399,i2,-3.3994969e-8,3.3994969e-8,transfer_3
swv,24,1337.75,-0.291,i2,3.8289163e-6,3.8289163e-6,gc,1337.5833333333333,-0.399,i2,-3.0357178e-8,3.0357178e-8,transfer_3
swv,25,1340.25,-0.294,i2,3.8050875e-6,3.8050875e-6,gc,1340.0833333333333,-0.399,i2,-2.8446417e-8,2.8446417e-8,transfer_3
swv,26,1342.75,-0.287,i2,3.7935442e-6,3.7935442e-6,gc,1342.5833333333333,-0.397,i2,-2.5121761e-8,2.5121761e-8,transfer_3
swv,27,1345.25,-0.281,i2,3.7276632e-6,3.7276632e-6,gc,1345.0833333333333,-0.399,i2,-2.3261327e-8,2.3261327e-8,transfer_3
swv,28,1347.75,-0.294,i2,3.7481118e-6,3.7481118e-6,gc,1347.5833333333333,-0.399,i2,-2.0365633e-8,2.0365633e-8,transfer_3
swv,2,1282.7333333333333,-0.28,i2,7.6301294e-6,7.6301294e-6,gc,1282.5666666666666,-0.395,i2,-7.5541038e-7,7.5541038e-7,transfer_3
swv,29,1350.25,-0.3,i2,3.6933623e-6,3.6933623e-6,gc,1350.0833333333333,-0.399,i2,-1.9055578e-8,1.9055578e-8,transfer_3
swv,30,1352.75,-0.284,i2,3.6788506e-6,3.6788506e-6,gc,1352.5833333333333,-0.399,i2,-1.6738225e-8,1.6738225e-8,transfer_3
swv,31,1355.25,-0.28,i2,3.6434776e-6,3.6434776e-6,gc,1355.0833333333333,-0.399,i2,-1.5151782e-8,1.5151782e-8,transfer_3
swv,32,1357.75,-0.294,i2,3.6354795e-6,3.6354795e-6,gc,1357.5833333333333,-0.394,i2,-1.450874e-8,1.450874e-8,transfer_3
swv,33,1360.2666666666667,-0.3,i2,3.6362217e-6,3.6362217e-6,gc,1360.0833333333333,-0.397,i2,-1.3356853e-8,1.3356853e-8,transfer_3
swv,34,1362.7666666666667,-0.308,i2,3.5795756e-6,3.5795756e-6,gc,1362.5833333333333,-0.397,i2,-1.1509997e-8,1.1509997e-8,transfer_3
swv,35,1365.2666666666667,-0.302,i2,3.5823791e-6,3.5823791e-6,gc,1365.0833333333333,-0.398,i2,-1.0404442e-8,1.0404442e-8,transfer_3
swv,36,1367.7666666666667,-0.29,i2,3.5135299e-6,3.5135299e-6,gc,1367.5833333333333,-0.397,i2,-9.8229069e-9,9.8229069e-9,transfer_3
swv,37,1370.2666666666667,-0.295,i2,3.5019038e-6,3.5019038e-6,gc,1370.0833333333333,-0.399,i2,-9.3420214e-9,9.3420214e-9,transfer_3
swv,38,1372.7666666666667,-0.292,i2,3.4868149e-6,3.4868149e-6,gc,1372.5833333333333,-0.399,i2,-8.5384162e-9,8.5384162e-9,transfer_3
swv,3,1285.2333333333333,-0.279,i2,7.0757078e-6,7.0757078e-6,gc,1285.0666666666666,-0.382,i2,-6.1144362e-7,6.1144362e-7,transfer_3
swv,39,1375.2666666666667,-0.298,i2,3.4729628e-6,3.4729628e-6,gc,1375.0833333333333,-0.381,i2,-8.0239806e-9,8.0239806e-9,transfer_3
swv,40,1377.7666666666667,-0.299,i2,3.4587806e-6,3.4587806e-6,gc,1377.6,-0.398,i2,-6.3249073e-9,6.3249073e-9,transfer_3
swv,41,1380.2666666666667,-0.28,i2,3.487145e-6,3.487145e-6,gc,1380.1,-0.399,i2,-5.6946443e-9,5.6946443e-9,transfer_3
swv,42,1382.7666666666667,-0.303,i2,3.5376065e-6,3.5376065e-6,gc,1382.6,-0.399,i2,-5.2776645e-9,5.2776645e-9,transfer_3
swv,43,1385.2666666666667,-0.315,i2,3.4295094e-6,3.4295094e-6,gc,1385.1,-0.399,i2,-5.1858011e-9,5.1858011e-9,transfer_3
swv,44,1387.7666666666667,-0.294,i2,3.431076e-6,3.431076e-6,gc,1387.6,-0.398,i2,-4.6402122e-9,4.6402122e-9,transfer_3
swv,45,1390.2666666666667,-0.285,i2,3.4788993e-6,3.4788993e-6,gc,1390.1,-0.396,i2,-4.4429056e-9,4.4429056e-9,transfer_3
swv,46,1392.7666666666667,-0.288,i2,3.4921745e-6,3.4921745e-6,gc,1392.6,-0.397,i2,-4.3446517e-9,4.3446517e-9,transfer_3
swv,47,1395.2666666666667,-0.289,i2,3.4980285e-6,3.4980285e-6,gc,1395.1,-0.399,i2,-4.0658663e-9,4.0658663e-9,transfer_3
swv,48,1397.7666666666667,-0.296,i2,3.4756013e-6,3.4756013e-6,gc,1397.6,-0.397,i2,-3.9740029e-9,3.9740029e-9,transfer_3
swv,4,1287.7333333333333,-0.282,i2,6.6515645e-6,6.6515645e-6,gc,1287.5666666666666,-0.385,i2,-4.9361319e-7,4.9361319e-7,transfer_3
swv,49,1400.2666666666667,-0.297,i2,3.4333848e-6,3.4333848e-6,gc,1400.1,-0.202,i2,3.5811645e-9,3.5811645e-9,transfer_3
swv,50,1402.7666666666667,-0.282,i2,3.4243972e-6,3.4243972e-6,gc,1402.6,-0.205,i2,3.6650398e-9,3.6650398e-9,transfer_3
swv,51,1405.2666666666667,-0.288,i2,3.4430318e-6,3.4430318e-6,gc,1405.1,-0.204,i2,3.5987382e-9,3.5987382e-9,transfer_3
swv,52,1407.7666666666667,-0.306,i2,3.4219233e-6,3.4219233e-6,gc,1407.6,-0.207,i2,3.5571999e-9,3.5571999e-9,transfer_3
swv,53,1410.2666666666667,-0.3,i2,3.4259638e-6,3.4259638e-6,gc,1410.1,-0.204,i2,3.5468153e-9,3.5468153e-9,transfer_3
swv,54,1412.7666666666667,-0.291,i2,3.437425e-6,3.437425e-6,gc,1412.6,-0.206,i2,3.7736783e-9,3.7736783e-9,transfer_3
swv,55,1415.2666666666667,-0.286,i2,3.4422073e-6,3.4422073e-6,gc,1415.1,-0.204,i2,3.5827619e-9,3.5827619e-9,transfer_3
swv,56,1417.7833333333333,-0.283,i2,3.4270356e-6,3.4270356e-6,gc,1417.6,-0.207,i2,3.5843595e-9,3.5843595e-9,transfer_3
swv,57,1420.2833333333333,-0.283,i2,3.4276129e-6,3.4276129e-6,gc,1420.1,-0.203,i2,3.5939454e-9,3.5939454e-9,transfer_3
swv,58,1422.7833333333333,-0.29,i2,3.3975998e-6,3.3975998e-6,gc,1422.6,-0.201,i2,3.5548036e-9,3.5548036e-9,transfer_3
swv,5,1290.2333333333333,-0.281,i2,6.1104188e-6,6.1104188e-6,gc,1290.0666666666666,-0.399,i2,-4.0199421e-7,4.0199421e-7,transfer_3
swv,59,1425.2833333333333,-0.302,i2,3.3863862e-6,3.3863862e-6,gc,1425.1,-0.202,i2,3.5508094e-9,3.5508094e-9,transfer_3
swv,60,1427.7833333333333,-0.285,i2,3.3860561e-6,3.3860561e-6,gc,1427.6,-0.203,i2,3.6858088e-9,3.6858088e-9,transfer_3
swv,61,1430.2833333333333,-0.287,i2,3.344994e-6,3.344994e-6,gc,1430.1,-0.215,i2,4.383971e-9,4.383971e-9,transfer_3
swv,62,1432.7833333333333,-0.311,i2,3.4237376e-6,3.4237376e-6,gc,1432.6,-0.219,i2,3.672229e-9,3.672229e-9,transfer_3
swv,63,1435.2833333333333,-0.303,i2,3.3150632e-6,3.3150632e-6,gc,1435.1166666666666,-0.205,i2,3.5707797e-9,3.5707797e-9,transfer_3
swv,64,1437.7833333333333,-0.275,i2,3.3666797e-6,3.3666797e-6,gc,1437.6166666666666,-0.204,i2,3.6506611e-9,3.6506611e-9,transfer_3
swv,65,0.2833333333333333,-0.29,i2,3.3551362e-6,3.3551362e-6,gc,0.11666666666666667,-0.21,i2,3.6458681e-9,3.6458681e-9,transfer_3
swv,66,2.783333333333333,-0.29,i2,3.3773981e-6,3.3773981e-6,gc,2.6166666666666667,-0.217,i2,9.2535304e-9,9.2535304e-9,transfer_3
swv,67,5.283333333333333,-0.287,i2,3.3380679e-6,3.3380679e-6,gc,5.116666666666666,-0.214,i2,3.6466672e-9,3.6466672e-9,transfer_3
swv,68,7.783333333333333,-0.292,i2,3.3209176e-6,3.3209176e-6,gc,7.616666666666666,-0.224,i2,3.9318433e-9,3.9318433e-9,transfer_3
swv,6,1292.7333333333333,-0.276,i2,5.681658e-6,5.681658e-6,gc,1292.5666666666666,-0.399,i2,-3.3238652e-7,3.3238652e-7,transfer_3
swv,69,10.283333333333333,-0.302,i2,3.3430154e-6,3.3430154e-6,gc,10.116666666666667,-0.203,i2,3.6666374e-9,3.6666374e-9,transfer_3
swv,70,12.783333333333333,-0.299,i2,3.3632164e-6,3.3632164e-6,gc,12.616666666666667,-0.208,i2,3.5995369e-9,3.5995369e-9,transfer_3
swv,71,15.283333333333333,-0.306,i2,3.3266069e-6,3.3266069e-6,gc,15.116666666666667,-0.201,i2,3.6378798e-9,3.6378798e-9,transfer_3
swv,72,17.783333333333335,-0.31,i2,3.3204228e-6,3.3204228e-6,gc,17.616666666666667,-0.207,i2,4.4135264e-9,4.4135264e-9,transfer_3
swv,73,20.283333333333335,-0.284,i2,3.3295753e-6,3.3295753e-6,gc,20.116666666666667,-0.209,i2,4.0732329e-9,4.0732329e-9,transfer_3
swv,74,22.783333333333335,-0.285,i2,3.3472204000000002e-06,3.3472204000000002e-06,gc,22.616666666666667,-0.208,i2,3.6826135e-9,3.6826135e-9,transfer_3
swv,75,25.283333333333335,-0.299,i2,3.3327085e-6,3.3327085e-6,gc,25.116666666666667,-0.207,i2,3.5779693e-9,3.5779693e-9,transfer_3
swv,75,25.283333333333335,-0.299,i2,3.3327085e-6,3.3327085e-6,gc,25.116666666666667,-0.21,i2,3.5779693e-9,3.5779693e-9,transfer_3
swv,76,27.8,-0.298,i2,3.2782063e-6,3.2782063e-6,gc,27.616666666666667,-0.209,i2,4.0660435e-9,4.0660435e-9,transfer_3
swv,77,30.3,-0.284,i2,3.3120127e-6,3.3120127e-6,gc,30.116666666666667,-0.21,i2,3.6993886e-9,3.6993886e-9,transfer_3
swv,78,32.8,-0.295,i2,3.3343576e-6,3.3343576e-6,gc,32.61666666666667,-0.201,i2,3.6626433e-9,3.6626433e-9,transfer_3
swv,78,32.8,-0.295,i2,3.3343576e-6,3.3343576e-6,gc,32.61666666666667,-0.206,i2,3.6626433e-9,3.6626433e-9,transfer_3
swv,7,1295.2333333333333,-0.288,i2,5.5068558e-6,5.5068558e-6,gc,1295.0666666666666,-0.399,i2,-2.7438875e-7,2.7438875e-7,transfer_3
swv,79,35.3,-0.295,i2,3.2910691e-6,3.2910691e-6,gc,35.11666666666667,-0.206,i2,3.7257495e-9,3.7257495e-9,transfer_3
swv,80,37.8,-0.285,i2,3.2858743e-6,3.2858743e-6,gc,37.61666666666667,-0.207,i2,3.5204546e-9,3.5204546e-9,transfer_3
swv,81,40.3,-0.294,i2,3.2759799e-6,3.2759799e-6,gc,40.11666666666667,-0.208,i2,3.6578502e-9,3.6578502e-9,transfer_3
swv,82,42.8,-0.29,i2,3.3148985e-6,3.3148985e-6,gc,42.61666666666667,-0.201,i2,3.5763716e-9,3.5763716e-9,transfer_3
swv,83,45.3,-0.302,i2,3.2993146e-6,3.2993146e-6,gc,45.11666666666667,-0.204,i2,3.6778205e-9,3.6778205e-9,transfer_3
swv,84,47.8,-0.294,i2,3.2705379e-6,3.2705379e-6,gc,47.61666666666667,-0.202,i2,3.6730277e-9,3.6730277e-9,transfer_3
swv,85,50.3,-0.285,i2,3.2830712e-6,3.2830712e-6,gc,50.13333333333333,-0.205,i2,3.5492116e-9,3.5492116e-9,transfer_3
swv,86,52.8,-0.301,i2,3.2819166e-6,3.2819166e-6,gc,52.63333333333333,-0.205,i2,3.6969923e-9,3.6969923e-9,transfer_3
swv,87,55.3,-0.289,i2,3.2735065e-6,3.2735065e-6,gc,55.13333333333333,-0.203,i2,3.6410752e-9,3.6410752e-9,transfer_3
swv,88,57.8,-0.287,i2,3.2900798e-6,3.2900798e-6,gc,57.63333333333333,-0.218,i2,4.2681427e-9,4.2681427e-9,transfer_3
swv,8,1297.7333333333333,-0.273,i2,5.1959214e-6,5.1959214e-6,gc,1297.5666666666666,-0.399,i2,-2.3064899e-7,2.3064899e-7,transfer_3
swv,89,60.3,-0.301,i2,3.239453e-6,3.239453e-6,gc,60.13333333333333,-0.208,i2,3.7321399e-9,3.7321399e-9,transfer_3
swv,90,62.8,-0.314,i2,3.2711978e-6,3.2711978e-6,gc,62.63333333333333,-0.202,i2,3.6027321e-9,3.6027321e-9,transfer_3
swv,91,65.3,-0.278,i2,3.2406072e-6,3.2406072e-6,gc,65.13333333333334,-0.202,i2,3.7009862e-9,3.7009862e-9,transfer_3
swv,92,67.8,-0.285,i2,3.261056e-6,3.261056e-6,gc,67.63333333333334,-0.214,i2,3.6466672e-9,3.6466672e-9,transfer_3
swv,93,70.3,-0.31,i2,3.2522332e-6,3.2522332e-6,gc,70.13333333333334,-0.217,i2,3.5651879e-9,3.5651879e-9,transfer_3
swv,94,72.81666666666666,-0.297,i2,3.23566e-6,3.23566e-6,gc,72.63333333333334,-0.207,i2,3.6618444e-9,3.6618444e-9,transfer_3
swv,95,75.31666666666666,-0.318,i2,3.2292287e-6,3.2292287e-6,gc,75.13333333333334,-0.205,i2,3.6019336e-9,3.6019336e-9,transfer_3
swv,96,77.81666666666666,-0.28,i2,3.2211483e-6,3.2211483e-6,gc,77.63333333333334,-0.209,i2,3.8327901e-9,3.8327901e-9,transfer_3
swv,97,80.31666666666666,-0.308,i2,3.2363196e-6,3.2363196e-6,gc,80.13333333333334,-0.204,i2,3.6858088e-9,3.6858088e-9,transfer_3
swv,98,82.81666666666666,-0.301,i2,3.2425037e-6,3.2425037e-6,gc,82.63333333333334,-0.214,i2,3.663442e-9,3.663442e-9,transfer_3
swv,0,1245.6666666666667,-0.291,i1,4.1809953e-6,4.1809953e-6,NA,NA,NA,NA,NA,NA,soak_2
swv,9,1268.1666666666667,-0.274,i1,1.0569532e-5,1.0569532e-5,gc,1268,-0.399,i2,-8.5604955e-7,8.5604955e-7,soak_2
swv,10,1270.6666666666667,-0.273,i1,1.0801805e-5,1.0801805e-5,gc,1270.5,-0.399,i2,-8.9014208e-7,8.9014208e-7,soak_2
swv,11,1273.1833333333334,-0.272,i1,1.1015691e-5,1.1015691e-5,gc,1273,-0.399,i2,-9.2546395e-7,9.2546395e-7,soak_2
swv,12,1275.6833333333334,-0.277,i1,1.1162376e-5,1.1162376e-5,gc,1275.5,-0.399,i2,-9.4916231e-7,9.4916231e-7,soak_2
swv,1,1248.1666666666667,-0.268,i1,4.8525831e-6,4.8525831e-6,gc,1248,-0.399,i2,-6.9967889e-8,6.9967889e-8,soak_2
swv,2,1250.6666666666667,-0.273,i1,6.1105015e-6,6.1105015e-6,gc,1250.5,-0.399,i2,-2.2771256e-7,2.2771256e-7,soak_2
swv,3,1253.1666666666667,-0.271,i1,7.2798639e-6,7.2798639e-6,gc,1253,-0.399,i2,-3.8270929e-7,3.8270929e-7,soak_2
swv,4,1255.6666666666667,-0.28,i1,8.2087909e-6,8.2087909e-6,gc,1255.5,-0.399,i2,-5.0524875e-7,5.0524875e-7,soak_2
swv,5,1258.1666666666667,-0.276,i1,8.9959794e-6,8.9959794e-6,gc,1258,-0.399,i2,-6.065676e-7,6.065676e-7,soak_2
swv,6,1260.6666666666667,-0.27,i1,9.4457655e-6,9.4457655e-6,gc,1260.5,-0.399,i2,-6.9164281e-7,6.9164281e-7,soak_2
swv,7,1263.1666666666667,-0.273,i1,9.9502195e-6,9.9502195e-6,gc,1263,-0.399,i2,-7.5447576e-7,7.5447576e-7,soak_2
swv,8,1265.6666666666667,-0.278,i1,1.0261483e-5,1.0261483e-5,gc,1265.5,-0.399,i2,-8.1058914e-7,8.1058914e-7,soak_2
swv,0,1245.6666666666667,-0.289,i2,3.1837967e-6,3.1837967e-6,NA,NA,NA,NA,NA,NA,soak_2
