echem,rep,minutes,E,electrode,current,max_current,reactor
swv,7,1292.7333333333333,-0.276,i2,5.681658e-6,5.681658e-6,transfer_3
swv,70,1450.2833333333333,-0.302,i2,3.3430154e-6,3.3430154e-6,transfer_3
swv,71,1452.7833333333333,-0.299,i2,3.3632164e-6,3.3632164e-6,transfer_3
swv,72,1455.2833333333333,-0.306,i2,3.3266069e-6,3.3266069e-6,transfer_3
swv,73,1457.7833333333333,-0.31,i2,3.3204228e-6,3.3204228e-6,transfer_3
swv,74,1460.2833333333333,-0.284,i2,3.3295753e-6,3.3295753e-6,transfer_3
swv,75,1462.7833333333333,-0.285,i2,3.3472204000000002e-06,3.3472204000000002e-06,transfer_3
swv,76,1465.2833333333333,-0.299,i2,3.3327085e-6,3.3327085e-6,transfer_3
swv,77,1467.8,-0.298,i2,3.2782063e-6,3.2782063e-6,transfer_3
swv,78,1470.3,-0.284,i2,3.3120127e-6,3.3120127e-6,transfer_3
swv,79,1472.8,-0.295,i2,3.3343576e-6,3.3343576e-6,transfer_3
swv,8,1295.2333333333333,-0.288,i2,5.5068558e-6,5.5068558e-6,transfer_3
swv,80,1475.3,-0.295,i2,3.2910691e-6,3.2910691e-6,transfer_3
swv,81,1477.8,-0.285,i2,3.2858743e-6,3.2858743e-6,transfer_3
swv,82,1480.3,-0.294,i2,3.2759799e-6,3.2759799e-6,transfer_3
swv,83,1482.8,-0.29,i2,3.3148985e-6,3.3148985e-6,transfer_3
swv,84,1485.3,-0.302,i2,3.2993146e-6,3.2993146e-6,transfer_3
swv,85,1487.8,-0.294,i2,3.2705379e-6,3.2705379e-6,transfer_3
swv,86,1490.3,-0.285,i2,3.2830712e-6,3.2830712e-6,transfer_3
swv,87,1492.8,-0.301,i2,3.2819166e-6,3.2819166e-6,transfer_3
swv,88,1495.3,-0.289,i2,3.2735065e-6,3.2735065e-6,transfer_3
swv,89,1497.8,-0.287,i2,3.2900798e-6,3.2900798e-6,transfer_3
swv,9,1297.7333333333333,-0.273,i2,5.1959214e-6,5.1959214e-6,transfer_3
swv,90,1500.3,-0.301,i2,3.239453e-6,3.239453e-6,transfer_3
