Jan. 28, 2006   01:16:49
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_17_19_psoralen_nonequil_2\data\control\2\75um_control_transfer_2_gc_7.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -4.5861508e-8, -5.9835834e-8, 3.3333334e-1
-0.001, -4.1576918e-8, -5.5663236e-8, 6.6666669e-1
-0.002, -3.8134115e-8, -5.2005230e-8, 1.0000000e+0
-0.003, -3.5258552e-8, -4.8886111e-8, 1.3333334e+0
-0.004, -3.2570306e-8, -4.6107044e-8, 1.6666667e+0
-0.005, -3.0380843e-8, -4.3704695e-8, 2.0000000e+0
-0.006, -2.8432298e-8, -4.1517865e-8, 2.3333333e+0
-0.007, -2.6681462e-8, -3.9589054e-8, 2.6666665e+0
-0.008, -2.5125853e-8, -3.7883510e-8, 2.9999998e+0
-0.009, -2.3723938e-8, -3.6258562e-8, 3.3333330e+0
-0.010, -2.2422592e-8, -3.4815912e-8, 3.6666663e+0
-0.011, -2.1294031e-8, -3.3516400e-8, 3.9999995e+0
-0.012, -2.0205329e-8, -3.2312190e-8, 4.3333330e+0
-0.013, -1.9238687e-8, -3.1233792e-8, 4.6666665e+0
-0.014, -1.8320531e-8, -3.0227131e-8, 5.0000000e+0
-0.015, -1.7492562e-8, -2.9286131e-8, 5.3333335e+0
-0.016, -1.6674898e-8, -2.8346488e-8, 5.6666670e+0
-0.017, -1.5990075e-8, -2.7431128e-8, 6.0000005e+0
-0.018, -1.5219861e-8, -2.6660114e-8, 6.3333340e+0
-0.019, -1.4620033e-8, -2.5963789e-8, 6.6666675e+0
-0.020, -1.4044089e-8, -2.5331531e-8, 7.0000010e+0
-0.021, -1.3448336e-8, -2.4660528e-8, 7.3333344e+0
-0.022, -1.2847868e-8, -2.4056307e-8, 7.6666679e+0
-0.023, -1.2395979e-8, -2.3529649e-8, 8.0000010e+0
-0.024, -1.1829622e-8, -2.3000675e-8, 8.3333340e+0
-0.025, -1.1406091e-8, -2.2552303e-8, 8.6666670e+0
-0.026, -1.0949091e-8, -2.2044096e-8, 9.0000000e+0
-0.027, -1.0580279e-8, -2.1600037e-8, 9.3333330e+0
-0.028, -1.0149639e-8, -2.1150626e-8, 9.6666660e+0
-0.029, -9.7217958e-9, -2.0793717e-8, 9.9999990e+0
-0.030, -9.3477119e-9, -2.0456698e-8, 1.0333332e+1
-0.031, -9.0417664e-9, -2.0055055e-8, 1.0666665e+1
-0.032, -8.7151317e-9, -1.9640630e-8, 1.0999998e+1
-0.033, -8.3519121e-9, -1.9378222e-8, 1.1333331e+1
-0.034, -8.0478841e-9, -1.9058218e-8, 1.1666664e+1
-0.035, -7.7563973e-9, -1.8703703e-8, 1.1999997e+1
-0.036, -7.4800877e-9, -1.8497850e-8, 1.2333330e+1
-0.037, -7.2212725e-9, -1.8134710e-8, 1.2666663e+1
-0.038, -6.8996715e-9, -1.7889475e-8, 1.2999996e+1
-0.039, -6.7071571e-9, -1.7625307e-8, 1.3333329e+1
-0.040, -6.3972183e-9, -1.7377914e-8, 1.3666662e+1
-0.041, -6.2173258e-9, -1.7132839e-8, 1.3999995e+1
-0.042, -5.9252794e-9, -1.6914443e-8, 1.4333328e+1
-0.043, -5.7611240e-9, -1.6670645e-8, 1.4666661e+1
-0.044, -5.5290688e-9, -1.6503535e-8, 1.4999994e+1
-0.045, -5.3347975e-9, -1.6202623e-8, 1.5333327e+1
-0.046, -5.1709610e-9, -1.6087673e-8, 1.5666660e+1
-0.047, -4.8812319e-9, -1.5808009e-8, 1.5999993e+1
-0.048, -4.7955195e-9, -1.5642735e-8, 1.6333326e+1
-0.049, -4.6399906e-9, -1.5506139e-8, 1.6666660e+1
-0.050, -4.3567314e-9, -1.5225435e-8, 1.6999994e+1
-0.051, -4.2429007e-9, -1.5141719e-8, 1.7333328e+1
-0.052, -4.0032573e-9, -1.4981879e-8, 1.7666662e+1
-0.053, -3.8540389e-9, -1.4758130e-8, 1.7999996e+1
