echem_swv,rep,minutes_swv,E_swv,electrode_swv,current_swv,max_current_swv,echem_gc,minutes_gc,E_gc,electrode_gc,current_gc,max_current_gc,reactor
swv,17,1126.3,-0.269,i1,1.4257535e-5,1.4257535e-5,gc,1126.1333333333334,-0.399,i2,-1.5898577e-6,1.5898577e-6,soak
swv,18,1128.8166666666666,-0.27,i1,1.4430606e-5,1.4430606e-5,gc,1128.6333333333334,-0.399,i2,-1.591711e-6,1.591711e-6,soak
swv,1,1086.3,-0.229,i1,5.1556017e-6,5.1556017e-6,gc,1086.1166666666666,-0.399,i2,-2.4315759e-7,2.4315759e-7,soak
swv,19,1131.3166666666666,-0.27,i1,1.4541423e-5,1.4541423e-5,gc,1131.1333333333334,-0.399,i2,-1.5966516e-6,1.5966516e-6,soak
swv,20,1133.8166666666666,-0.267,i1,1.4663043e-5,1.4663043e-5,gc,1133.6333333333334,-0.399,i2,-1.5976015e-6,1.5976015e-6,soak
swv,21,1136.3166666666666,-0.269,i1,1.4800658e-5,1.4800658e-5,gc,1136.1333333333334,-0.399,i2,-1.6008358e-6,1.6008358e-6,soak
swv,2,1088.8,-0.257,i1,7.0701835e-6,7.0701835e-6,gc,1088.6166666666666,-0.399,i2,-6.1854342e-7,6.1854342e-7,soak
swv,3,1091.3,-0.262,i1,8.5673837e-6,8.5673837e-6,gc,1091.1166666666666,-0.399,i2,-9.0091083e-7,9.0091083e-7,soak
swv,4,1093.8,-0.262,i1,9.6998883e-6,9.6998883e-6,gc,1093.6333333333334,-0.399,i2,-1.0978205e-6,1.0978205e-6,soak
swv,5,1096.3,-0.269,i1,1.0615953e-5,1.0615953e-5,gc,1096.1333333333334,-0.399,i2,-1.2350372e-6,1.2350372e-6,soak
swv,6,1098.8,-0.267,i1,1.1318049e-5,1.1318049e-5,gc,1098.6333333333334,-0.399,i2,-1.3321248e-6,1.3321248e-6,soak
swv,7,1101.3,-0.267,i1,1.1796117e-5,1.1796117e-5,gc,1101.1333333333334,-0.399,i2,-1.4000279e-6,1.4000279e-6,soak
swv,8,1103.8,-0.27,i1,1.2255716e-5,1.2255716e-5,gc,1103.6333333333334,-0.399,i2,-1.4489536e-6,1.4489536e-6,soak
swv,0,1083.8,-0.232,i2,1.3994918e-6,1.3994918e-6,NA,NA,NA,NA,NA,NA,soak
swv,9,1106.3,-0.269,i2,9.7670891e-6,9.7670891e-6,gc,1106.1333333333334,-0.399,i2,-1.4851613e-6,1.4851613e-6,soak
swv,10,1108.8,-0.268,i2,1.0109026e-5,1.0109026e-5,gc,1108.6333333333334,-0.399,i2,-1.5128658e-6,1.5128658e-6,soak
swv,11,1111.3,-0.269,i2,1.0207641e-5,1.0207641e-5,gc,1111.1333333333334,-0.399,i2,-1.5334057e-6,1.5334057e-6,soak
swv,12,1113.8,-0.268,i2,1.0368426e-5,1.0368426e-5,gc,1113.6333333333334,-0.399,i2,-1.5503684e-6,1.5503684e-6,soak
swv,13,1116.3,-0.268,i2,1.033256e-5,1.033256e-5,gc,1116.1333333333334,-0.399,i2,-1.5629018e-6,1.5629018e-6,soak
swv,14,1118.8,-0.272,i2,1.063632e-5,1.063632e-5,gc,1118.6333333333334,-0.399,i2,-1.5719188e-6,1.5719188e-6,soak
swv,15,1121.3,-0.268,i2,1.0741118e-5,1.0741118e-5,gc,1121.1333333333334,-0.399,i2,-1.5778379e-6,1.5778379e-6,soak
swv,16,1123.8,-0.272,i2,1.0763712e-5,1.0763712e-5,gc,1123.6333333333334,-0.399,i2,-1.5842827e-6,1.5842827e-6,soak
swv,17,1126.3,-0.272,i2,1.0913531e-5,1.0913531e-5,gc,1126.1333333333334,-0.399,i2,-1.5898577e-6,1.5898577e-6,soak
swv,18,1128.8166666666666,-0.274,i2,1.0897946e-5,1.0897946e-5,gc,1128.6333333333334,-0.399,i2,-1.591711e-6,1.591711e-6,soak
swv,1,1086.3,-0.239,i2,3.6085171e-6,3.6085171e-6,gc,1086.1166666666666,-0.399,i2,-2.4315759e-7,2.4315759e-7,soak
swv,19,1131.3166666666666,-0.268,i2,1.1005383e-5,1.1005383e-5,gc,1131.1333333333334,-0.399,i2,-1.5966516e-6,1.5966516e-6,soak
swv,20,1133.8166666666666,-0.271,i2,1.1157512e-5,1.1157512e-5,gc,1133.6333333333334,-0.399,i2,-1.5976015e-6,1.5976015e-6,soak
swv,21,1136.3166666666666,-0.274,i2,1.1127004e-5,1.1127004e-5,gc,1136.1333333333334,-0.399,i2,-1.6008358e-6,1.6008358e-6,soak
swv,2,1088.8,-0.259,i2,5.4272878e-6,5.4272878e-6,gc,1088.6166666666666,-0.399,i2,-6.1854342e-7,6.1854342e-7,soak
swv,3,1091.3,-0.263,i2,6.6529665e-6,6.6529665e-6,gc,1091.1166666666666,-0.399,i2,-9.0091083e-7,9.0091083e-7,soak
swv,4,1093.8,-0.268,i2,7.647197e-6,7.647197e-6,gc,1093.6333333333334,-0.399,i2,-1.0978205e-6,1.0978205e-6,soak
swv,5,1096.3,-0.272,i2,8.3034483e-6,8.3034483e-6,gc,1096.1333333333334,-0.399,i2,-1.2350372e-6,1.2350372e-6,soak
swv,6,1098.8,-0.272,i2,8.8284332e-6,8.8284332e-6,gc,1098.6333333333334,-0.399,i2,-1.3321248e-6,1.3321248e-6,soak
swv,7,1101.3,-0.267,i2,9.2653572e-6,9.2653572e-6,gc,1101.1333333333334,-0.399,i2,-1.4000279e-6,1.4000279e-6,soak
swv,8,1103.8,-0.27,i2,9.5229434e-6,9.5229434e-6,gc,1103.6333333333334,-0.399,i2,-1.4489536e-6,1.4489536e-6,soak
