PHZadded,molecule,reactor_from_transfer,echem_from_transfer,rep,minutes_from_transfer,E_from_maxs_from_transfer,PHZaddedInt,electrode,current_from_maxs_from_transfer,max_current_from_transfer,E_from_mins_from_transfer,current_from_mins_from_transfer,min_current_from_transfer,signal_from_transfer,min_time,norm_time,reactor_from_soak,echem_from_soak,minutes_from_soak,E_from_maxs_from_soak,current_from_maxs_from_soak,max_current_from_soak,E_from_mins_from_soak,current_from_mins_from_soak,min_current_from_soak,signal_from_soak,i0,norm_signal
10uM,PYO,transfer,SWV,6,78.01666666666667,-0.299,10,i1,7.598137e-7,7.598137e-7,-0.19,4.0306821e-7,4.0306821e-7,3.5674548999999996e-7,77.28333333333333,0.9333333333333342,soak,SWVfast.txt,72.4,-0.284,2.1487845e-6,2.1487845e-6,-0.007,1.4836775e-7,1.4836775e-7,2.0004167500000003e-6,2.0004167500000003e-6,0.17833558432261673
10uM,PYO,transfer,SWV,7,78.15,-0.3,10,i1,8.133099e-7,8.133099e-7,-0.167,4.3601682e-7,4.3601682e-7,3.7729308e-7,77.28333333333333,1.0666666666666742,soak,SWVfast.txt,72.4,-0.284,2.1487845e-6,2.1487845e-6,-0.007,1.4836775e-7,1.4836775e-7,2.0004167500000003e-6,2.0004167500000003e-6,0.18860723896658033
10uM,PYO,transfer,SWV,8,78.3,-0.295,10,i1,7.4566458e-7,7.4566458e-7,-0.193,4.1294618e-7,4.1294618e-7,3.3271839999999994e-7,77.28333333333333,1.2166666666666657,soak,SWVfast.txt,72.4,-0.284,2.1487845e-6,2.1487845e-6,-0.007,1.4836775e-7,1.4836775e-7,2.0004167500000003e-6,2.0004167500000003e-6,0.16632454212353495
10uM,PYO,transfer,SWV,9,78.45,-0.296,10,i1,7.7063169e-7,7.7063169e-7,-0.175,4.2531428e-7,4.2531428e-7,3.4531740999999995e-7,77.28333333333333,1.3666666666666714,soak,SWVfast.txt,72.4,-0.284,2.1487845e-6,2.1487845e-6,-0.007,1.4836775e-7,1.4836775e-7,2.0004167500000003e-6,2.0004167500000003e-6,0.172622734737649
25uM,PYO,transfer,SWV,1,124.95,-0.286,25,i1,1.7534999e-6,1.7534999e-6,-0.021,2.809868e-7,2.809868e-7,1.4725131e-6,124.95,0.2,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.3776400797891892
25uM,PYO,transfer,SWV,10,126.25,-0.299,25,i1,1.1284822e-6,1.1284822e-6,-0.01,3.3926528e-7,3.3926528e-7,7.892169200000001e-7,124.95,1.4999999999999971,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.20240223373209934
25uM,PYO,transfer,SWV,11,126.38333333333334,-0.295,25,i1,1.1120737e-6,1.1120737e-6,-0.035,3.4815383e-7,3.4815383e-7,7.639198700000001e-7,124.95,1.633333333333337,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.19591456310938563
25uM,PYO,transfer,SWV,12,126.53333333333333,-0.296,25,i1,1.1304115e-6,1.1304115e-6,-0.005,3.499843e-7,3.499843e-7,7.804272e-7,124.95,1.7833333333333286,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.200148025900519
25uM,PYO,transfer,SWV,13,126.66666666666667,-0.29,25,i1,1.1189669e-6,1.1189669e-6,0.001,3.483517e-7,3.483517e-7,7.706152e-7,124.95,1.9166666666666685,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.19763164457739762
25uM,PYO,transfer,SWV,14,126.81666666666666,-0.289,25,i1,1.1014042e-6,1.1014042e-6,-0.024,3.440806e-7,3.440806e-7,7.573236e-7,124.95,2.06666666666666,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.19422288652660272
25uM,PYO,transfer,SWV,15,126.96666666666667,-0.297,25,i1,1.1191812e-6,1.1191812e-6,-0.025,3.5476666e-7,3.5476666e-7,7.644145400000001e-7,124.95,2.216666666666666,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.19604142596600083
25uM,PYO,transfer,SWV,16,127.1,-0.299,25,i1,1.0986173e-6,1.0986173e-6,-0.027,3.5113865e-7,3.5113865e-7,7.474786500000001e-7,124.95,2.3499999999999917,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.1916980548605751
25uM,PYO,transfer,SWV,17,127.25,-0.291,25,i1,1.0940988e-6,1.0940988e-6,-0.019,3.5310106e-7,3.5310106e-7,7.409977399999999e-7,124.95,2.4999999999999973,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.1900359634540493
25uM,PYO,transfer,SWV,18,127.4,-0.294,25,i1,1.0905203e-6,1.0905203e-6,-0.02,3.6039e-7,3.6039e-7,7.301302999999999e-7,124.95,2.650000000000003,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.18724890443997044
25uM,PYO,transfer,SWV,19,127.53333333333333,-0.294,25,i1,1.0878323e-6,1.0878323e-6,-0.022,3.5120462e-7,3.5120462e-7,7.366276800000001e-7,124.95,2.7833333333333288,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.1889152197356515
25uM,PYO,transfer,SWV,2,125.08333333333333,-0.283,25,i1,1.437091e-6,1.437091e-6,-0.016,3.2503374e-7,3.2503374e-7,1.1120572599999999e-6,124.95,0.33333333333332577,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.2851977292402676
25uM,PYO,transfer,SWV,20,127.68333333333334,-0.29,25,i1,1.0945935e-6,1.0945935e-6,-0.021,3.5001727e-7,3.5001727e-7,7.4457623e-7,124.95,2.9333333333333345,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.19095370146882476
25uM,PYO,transfer,SWV,21,127.83333333333333,-0.297,25,i1,1.0859522e-6,1.0859522e-6,-0.023,3.508253e-7,3.508253e-7,7.351269000000001e-7,124.95,3.083333333333326,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.1885303303387789
25uM,PYO,transfer,SWV,22,127.96666666666667,-0.294,25,i1,1.080329e-6,1.080329e-6,-0.01,3.6088471e-7,3.6088471e-7,7.1944429e-7,124.95,3.216666666666666,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.18450837488608868
25uM,PYO,transfer,SWV,23,128.11666666666667,-0.297,25,i1,1.0832478e-6,1.0832478e-6,-0.018,3.5080885e-7,3.5080885e-7,7.3243895e-7,124.95,3.3666666666666716,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.1878409798314935
25uM,PYO,transfer,SWV,24,128.26666666666668,-0.283,25,i1,1.0674992e-6,1.0674992e-6,-0.023,3.549975e-7,3.549975e-7,7.125017e-7,124.95,3.5166666666666773,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.18272788122423694
25uM,PYO,transfer,SWV,25,128.4,-0.296,25,i1,1.08554e-6,1.08554e-6,-0.029,3.5720728e-7,3.5720728e-7,7.283327200000001e-7,124.95,3.650000000000003,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.18678789784204788
25uM,PYO,transfer,SWV,26,128.55,-0.295,25,i1,1.0666581e-6,1.0666581e-6,-0.025,3.641664e-7,3.641664e-7,7.024917e-7,124.95,3.8000000000000087,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.18016072090580598
25uM,PYO,transfer,SWV,27,128.7,-0.294,25,i1,1.0700882e-6,1.0700882e-6,-0.027,3.5976333e-7,3.5976333e-7,7.103248699999999e-7,124.95,3.949999999999986,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.18216961233353063
25uM,PYO,transfer,SWV,28,128.83333333333334,-0.294,25,i1,1.0734688e-6,1.0734688e-6,-0.017,3.5847705e-7,3.5847705e-7,7.149917500000001e-7,124.95,4.08333333333334,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.18336647838216993
25uM,PYO,transfer,SWV,29,128.98333333333332,-0.297,25,i1,1.0798342e-6,1.0798342e-6,-0.035,3.5527785e-7,3.5527785e-7,7.2455635e-7,124.95,4.233333333333317,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.18581941160711146
25uM,PYO,transfer,SWV,3,125.23333333333333,-0.286,25,i1,1.2679448e-6,1.2679448e-6,-0.012,3.2694663e-7,3.2694663e-7,9.409981700000001e-7,124.95,0.48333333333333145,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.2413279881858308
25uM,PYO,transfer,SWV,30,129.11666666666667,-0.298,25,i1,1.069742e-6,1.069742e-6,-0.036,3.6132997e-7,3.6132997e-7,7.0841203e-7,124.95,4.366666666666672,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.18167904620530811
25uM,PYO,transfer,SWV,31,129.26666666666668,-0.292,25,i1,1.076668e-6,1.076668e-6,-0.011,3.6474358e-7,3.6474358e-7,7.1192442e-7,124.95,4.516666666666677,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.18257983224235644
25uM,PYO,transfer,SWV,32,129.41666666666666,-0.298,25,i1,1.0682082e-6,1.0682082e-6,-0.031,3.6009317e-7,3.6009317e-7,7.081150300000001e-7,124.95,4.6666666666666545,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.18160287771234374
25uM,PYO,transfer,SWV,33,129.55,-0.29,25,i1,1.0569945e-6,1.0569945e-6,-0.016,3.5951598e-7,3.5951598e-7,6.974785199999999e-7,124.95,4.800000000000009,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.17887504290728928
25uM,PYO,transfer,SWV,34,129.7,-0.294,25,i1,1.0653553e-6,1.0653553e-6,-0.034,3.6245135e-7,3.6245135e-7,7.0290395e-7,124.95,4.949999999999986,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.18026644636447464
25uM,PYO,transfer,SWV,35,129.85,-0.29,25,i1,1.0500519e-6,1.0500519e-6,-0.035,3.6197312e-7,3.6197312e-7,6.880787799999999e-7,124.95,5.099999999999992,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.17646438960743233
25uM,PYO,transfer,SWV,36,129.98333333333332,-0.299,25,i1,1.0544384e-6,1.0544384e-6,-0.034,3.6459517e-7,3.6459517e-7,6.8984323e-7,124.95,5.233333333333317,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.17691689969972557
25uM,PYO,transfer,SWV,37,130.13333333333333,-0.288,25,i1,1.0681753e-6,1.0681753e-6,-0.038,3.6650806e-7,3.6650806e-7,7.0166724e-7,124.95,5.383333333333323,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.17994928024685156
25uM,PYO,transfer,SWV,38,130.28333333333333,-0.287,25,i1,1.0457642e-6,1.0457642e-6,-0.025,3.6096716e-7,3.6096716e-7,6.8479704e-7,124.95,5.533333333333329,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.17562275597072827
25uM,PYO,transfer,SWV,39,130.41666666666666,-0.293,25,i1,1.0486336e-6,1.0486336e-6,-0.026,3.5837812e-7,3.5837812e-7,6.902554799999998e-7,124.95,5.6666666666666545,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.1770226251583942
25uM,PYO,transfer,SWV,4,125.38333333333334,-0.284,25,i1,1.1961604e-6,1.1961604e-6,-0.02,3.2999745e-7,3.2999745e-7,8.6616295e-7,124.95,0.6333333333333371,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.22213577967383755
25uM,PYO,transfer,SWV,40,130.56666666666666,-0.293,25,i1,1.0533006e-6,1.0533006e-6,-0.014,3.7099358e-7,3.7099358e-7,6.823070200000001e-7,124.95,5.81666666666666,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.1749841665065825
25uM,PYO,transfer,SWV,41,130.71666666666667,-0.3,25,i1,1.0537128e-6,1.0537128e-6,-0.038,3.6802524e-7,3.6802524e-7,6.8568756e-7,124.95,5.966666666666666,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.1758511383490269
25uM,PYO,transfer,SWV,42,130.85,-0.299,25,i1,1.0432907e-6,1.0432907e-6,-0.032,3.6281415e-7,3.6281415e-7,6.804765499999999e-7,124.95,6.099999999999992,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.17451472495332787
25uM,PYO,transfer,SWV,43,131,-0.295,25,i1,1.0474628e-6,1.0474628e-6,-0.035,3.5603642e-7,3.5603642e-7,6.9142638e-7,124.95,6.249999999999997,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.17732291367156616
25uM,PYO,transfer,SWV,44,131.15,-0.298,25,i1,1.0531686e-6,1.0531686e-6,-0.029,3.6403446e-7,3.6403446e-7,6.8913414e-7,124.95,6.400000000000003,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.17673504678162405
25uM,PYO,transfer,SWV,45,131.28333333333333,-0.295,25,i1,1.0449726e-6,1.0449726e-6,-0.035,3.6520532e-7,3.6520532e-7,6.797672800000001e-7,124.95,6.533333333333329,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.1743328258725034
25uM,PYO,transfer,SWV,46,131.43333333333334,-0.295,25,i1,1.0543889e-6,1.0543889e-6,-0.04,3.6723367e-7,3.6723367e-7,6.8715523e-7,124.95,6.6833333333333345,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.17622753636946162
25uM,PYO,transfer,SWV,47,131.56666666666666,-0.287,25,i1,1.0429443e-6,1.0429443e-6,-0.01,3.6728315e-7,3.6728315e-7,6.7566115e-7,124.95,6.81666666666666,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.17327976952901497
25uM,PYO,transfer,SWV,48,131.71666666666667,-0.3,25,i1,1.0490294e-6,1.0490294e-6,-0.028,3.6690386e-7,3.6690386e-7,6.821255399999999e-7,124.95,6.966666666666666,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.17493762422340672
25uM,PYO,transfer,SWV,49,131.86666666666667,-0.292,25,i1,1.0261401e-6,1.0261401e-6,-0.03,3.5667958e-7,3.5667958e-7,6.6946052e-7,124.95,7.116666666666672,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.1716895586114053
25uM,PYO,transfer,SWV,5,125.51666666666667,-0.281,25,i1,1.1737e-6,1.1737e-6,-0.033,3.3713798e-7,3.3713798e-7,8.3656202e-7,124.95,0.7666666666666628,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.21454433782721888
25uM,PYO,transfer,SWV,50,132,-0.291,25,i1,1.0437524e-6,1.0437524e-6,-0.029,3.6340782e-7,3.6340782e-7,6.8034458e-7,124.95,7.249999999999997,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.1744808799835753
25uM,PYO,transfer,SWV,6,125.66666666666667,-0.288,25,i1,1.1506457e-6,1.1506457e-6,-0.035,3.3947964e-7,3.3947964e-7,8.111660600000001e-7,124.95,0.9166666666666685,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.20803130078821186
25uM,PYO,transfer,SWV,7,125.81666666666666,-0.285,25,i1,1.1499037e-6,1.1499037e-6,-0.006,3.3379035e-7,3.3379035e-7,8.1611335e-7,124.95,1.06666666666666,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.2093000806655116
25uM,PYO,transfer,SWV,8,125.95,-0.298,25,i1,1.1301312e-6,1.1301312e-6,-0.019,3.3408719e-7,3.3408719e-7,7.960440100000001e-7,124.95,1.2,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.2041531063133538
25uM,PYO,transfer,SWV,9,126.1,-0.282,25,i1,1.1367605e-6,1.1367605e-6,-0.013,3.4614195e-7,3.4614195e-7,7.9061855e-7,124.95,1.3499999999999914,soak,SWVfast.txt,101.13333333333334,-0.279,4.1033732e-6,4.1033732e-6,-0.021,2.0412315e-7,2.0412315e-7,3.89925005e-6,3.89925005e-6,0.20276169516238127
50uM,PYO,transfer,SWV,1,148.45,-0.282,50,i1,3.123457e-6,3.123457e-6,0.011,3.0824609e-7,3.0824609e-7,2.81521091e-6,148.45,0.2,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.420944409555361
50uM,PYO,transfer,SWV,10,149.75,-0.271,50,i1,1.3039278e-6,1.3039278e-6,-0.016,3.5054501e-7,3.5054501e-7,9.5338279e-7,148.45,1.5000000000000113,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.14255456107790968
50uM,PYO,transfer,SWV,11,149.9,-0.283,50,i1,1.289894e-6,1.289894e-6,0.001,3.4637281e-7,3.4637281e-7,9.435211899999999e-7,148.45,1.650000000000017,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.14108000534408327
50uM,PYO,transfer,SWV,12,150.05,-0.285,50,i1,1.2832484e-6,1.2832484e-6,0.011,3.4807135e-7,3.4807135e-7,9.351770500000001e-7,148.45,1.8000000000000227,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.13983234781580695
50uM,PYO,transfer,SWV,13,150.18333333333334,-0.274,50,i1,1.266774e-6,1.266774e-6,-0.019,3.5008327e-7,3.5008327e-7,9.1669073e-7,148.45,1.9333333333333484,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.1370681808293798
50uM,PYO,transfer,SWV,14,150.33333333333334,-0.294,50,i1,1.2598148e-6,1.2598148e-6,-0.013,3.5339787e-7,3.5339787e-7,9.064169300000001e-7,148.45,2.0833333333333544,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.13553199089081144
50uM,PYO,transfer,SWV,15,150.46666666666667,-0.29,50,i1,1.2556591e-6,1.2556591e-6,-0.011,3.4584508e-7,3.4584508e-7,9.0981402e-7,148.45,2.21666666666668,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.1360399407709348
50uM,PYO,transfer,SWV,16,150.61666666666667,-0.294,50,i1,1.2319784e-6,1.2319784e-6,-0.001,3.4579563e-7,3.4579563e-7,8.861827700000001e-7,148.45,2.366666666666686,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.13250647812947852
50uM,PYO,transfer,SWV,17,150.76666666666668,-0.279,50,i1,1.2363485e-6,1.2363485e-6,-0.005,3.4648826e-7,3.4648826e-7,8.898602400000001e-7,148.45,2.5166666666666915,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.13305635182892633
50uM,PYO,transfer,SWV,18,150.9,-0.283,50,i1,1.2303128e-6,1.2303128e-6,-0.014,3.4299219e-7,3.4299219e-7,8.8732061e-7,148.45,2.6500000000000172,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.13267661365476618
50uM,PYO,transfer,SWV,19,151.05,-0.281,50,i1,1.2305768e-6,1.2305768e-6,-0.021,3.4777452e-7,3.4777452e-7,8.828022800000001e-7,148.45,2.800000000000023,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.13200101036434478
50uM,PYO,transfer,SWV,2,148.6,-0.275,50,i1,2.2380823e-6,2.2380823e-6,-0.013,3.34351e-7,3.34351e-7,1.9037313e-6,148.45,0.3500000000000057,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.2846554214407189
50uM,PYO,transfer,SWV,20,151.2,-0.279,50,i1,1.2206162e-6,1.2206162e-6,-0.015,3.4508653e-7,3.4508653e-7,8.7552967e-7,148.45,2.95,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.1309135733586476
50uM,PYO,transfer,SWV,21,151.33333333333334,-0.28,50,i1,1.2135087e-6,1.2135087e-6,-0.018,3.5699293e-7,3.5699293e-7,8.565157699999999e-7,148.45,3.0833333333333544,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.12807051997305074
50uM,PYO,transfer,SWV,22,151.48333333333332,-0.281,50,i1,1.2062362e-6,1.2062362e-6,-0.021,3.5033059e-7,3.5033059e-7,8.5590561e-7,148.45,3.2333333333333316,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.1279792857994327
50uM,PYO,transfer,SWV,23,151.63333333333333,-0.298,50,i1,1.2003654e-6,1.2003654e-6,-0.012,3.4851664e-7,3.4851664e-7,8.518487600000001e-7,148.45,3.3833333333333373,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.12737268530572243
50uM,PYO,transfer,SWV,24,151.76666666666668,-0.287,50,i1,1.1982052e-6,1.1982052e-6,-0.006,3.5514591e-7,3.5514591e-7,8.4305929e-7,148.45,3.5166666666666915,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.12605843980947484
50uM,PYO,transfer,SWV,25,151.91666666666666,-0.287,50,i1,1.1894485e-6,1.1894485e-6,0.004,3.5028114e-7,3.5028114e-7,8.391673599999999e-7,148.45,3.6666666666666687,soak,SWVfast.txt,145.85,-0.28,6.9212392e-6,6.9212392e-6,0.004,2.3339433e-7,2.3339433e-7,6.68784487e-6,6.68784487e-6,0.12547649897866126
