reactor,PHZadded,molecule,echem,rep,sub_rep,minutes,E_from_maxs,PHZaddedInt,electrode,current_from_maxs,max_current,E_from_mins,current_from_mins,min_current,signal,min_time,norm_time
A,75uM,PYO,SWVfast,0,1,358.23333333333335,-0.271,75,i1,4.4028466e-6,4.4028466e-6,-0.102,1.2718697e-6,1.2718697e-6,3.1309769e-6,358.23333333333335,0
A,75uM,PYO,SWVfast,0,2,359.3833333333333,-0.274,75,i1,2.5805632e-6,2.5805632e-6,-0.119,1.3194291e-6,1.3194291e-6,1.2611341e-6,358.23333333333335,1.1499999999999773
A,75uM,PYO,SWVfast,0,3,360.53333333333336,-0.271,75,i1,2.069035e-6,2.069035e-6,-0.076,1.3350789e-6,1.3350789e-6,7.339560999999999e-7,358.23333333333335,2.3000000000000114
A,75uM,PYO,SWVfast,0,4,361.6666666666667,-0.268,75,i1,1.8729099e-6,1.8729099e-6,-0.078,1.3470512e-6,1.3470512e-6,5.258587e-7,358.23333333333335,3.433333333333337
A,75uM,PYO,SWVfast,0,5,362.81666666666666,-0.273,75,i1,1.7674677e-6,1.7674677e-6,-0.08,1.3575559e-6,1.3575559e-6,4.099117999999999e-7,358.23333333333335,4.583333333333314
A,75uM,PYO,SWVfast,1,1,367.51666666666665,-0.272,75,i1,1.6171871e-6,1.6171871e-6,-0.113,1.3763884e-6,1.3763884e-6,2.4079870000000003e-7,358.23333333333335,9.283333333333303
A,75uM,PYO,SWVfast,1,2,368.65,-0.273,75,i1,1.5902245e-6,1.5902245e-6,-0.123,1.3708309e-6,1.3708309e-6,2.1939360000000004e-7,358.23333333333335,10.416666666666629
A,75uM,PYO,SWVfast,1,3,369.8,-0.265,75,i1,1.5716889e-6,1.5716889e-6,-0.089,1.3714412e-6,1.3714412e-6,2.0024770000000003e-7,358.23333333333335,11.566666666666663
A,75uM,PYO,SWVfast,1,4,370.95,-0.27,75,i1,1.5618109e-6,1.5618109e-6,-0.101,1.3705836e-6,1.3705836e-6,1.912272999999999e-7,358.23333333333335,12.71666666666664
A,75uM,PYO,SWVfast,1,5,372.1,-0.268,75,i1,1.5497892e-6,1.5497892e-6,-0.154,1.3750031e-6,1.3750031e-6,1.7478609999999998e-7,358.23333333333335,13.866666666666674
A,75uM,PYO,SWVfast,2,1,376.1333333333333,-0.271,75,i1,1.5546044e-6,1.5546044e-6,-0.083,1.392269e-6,1.392269e-6,1.623354e-7,358.23333333333335,17.899999999999977
A,75uM,PYO,SWVfast,2,2,377.28333333333336,-0.259,75,i1,1.5350959e-6,1.5350959e-6,-0.107,1.3800658e-6,1.3800658e-6,1.5503010000000013e-7,358.23333333333335,19.05000000000001
A,75uM,PYO,SWVfast,2,3,378.43333333333334,-0.271,75,i1,1.5218702e-6,1.5218702e-6,-0.107,1.3763224e-6,1.3763224e-6,1.455478000000001e-7,358.23333333333335,20.19999999999999
A,75uM,PYO,SWVfast,2,4,379.56666666666666,-0.268,75,i1,1.5263886e-6,1.5263886e-6,-0.125,1.3803461e-6,1.3803461e-6,1.4604249999999997e-7,358.23333333333335,21.333333333333314
A,75uM,PYO,SWVfast,2,5,380.71666666666664,-0.263,75,i1,1.5208973e-6,1.5208973e-6,-0.094,1.3790764e-6,1.3790764e-6,1.4182090000000007e-7,358.23333333333335,22.48333333333329
A,75uM,PYO,SWVfast,3,1,384.71666666666664,-0.273,75,i1,1.5222331e-6,1.5222331e-6,-0.102,1.3970183e-6,1.3970183e-6,1.252148e-7,358.23333333333335,26.48333333333329
A,75uM,PYO,SWVfast,3,2,385.8666666666667,-0.272,75,i1,1.514268e-6,1.514268e-6,-0.091,1.3813685e-6,1.3813685e-6,1.328994999999999e-7,358.23333333333335,27.633333333333326
A,75uM,PYO,SWVfast,3,3,387.01666666666665,-0.266,75,i1,1.5088094e-6,1.5088094e-6,-0.102,1.3844524e-6,1.3844524e-6,1.243570000000001e-7,358.23333333333335,28.783333333333303
A,75uM,PYO,SWVfast,3,4,388.1666666666667,-0.277,75,i1,1.5172857e-6,1.5172857e-6,-0.099,1.3816818e-6,1.3816818e-6,1.3560389999999998e-7,358.23333333333335,29.933333333333337
A,75uM,PYO,SWVfast,3,5,389.3,-0.281,75,i1,1.5170549e-6,1.5170549e-6,-0.155,1.3868106e-6,1.3868106e-6,1.3024430000000001e-7,358.23333333333335,31.066666666666663
A,75uM,PYO,SWVfast,4,1,393.35,-0.243,75,i1,1.5220846e-6,1.5220846e-6,-0.136,1.3967051e-6,1.3967051e-6,1.2537950000000007e-7,358.23333333333335,35.116666666666674
A,75uM,PYO,SWVfast,4,2,394.5,-0.264,75,i1,1.5095352e-6,1.5095352e-6,-0.107,1.3865797e-6,1.3865797e-6,1.2295549999999986e-7,358.23333333333335,36.26666666666665
A,75uM,PYO,SWVfast,4,3,395.65,-0.252,75,i1,1.5138393e-6,1.5138393e-6,-0.088,1.3803461e-6,1.3803461e-6,1.3349319999999997e-7,358.23333333333335,37.41666666666663
A,75uM,PYO,SWVfast,4,4,396.78333333333336,-0.259,75,i1,1.5062204e-6,1.5062204e-6,-0.152,1.3919556e-6,1.3919556e-6,1.1426479999999991e-7,358.23333333333335,38.55000000000001
A,75uM,PYO,SWVfast,4,5,397.93333333333334,-0.254,75,i1,1.511415e-6,1.511415e-6,-0.093,1.3800493e-6,1.3800493e-6,1.313657e-7,358.23333333333335,39.69999999999999
A,75uM,PYO,SWVfast,5,1,401.9166666666667,-0.268,75,i1,1.5233708e-6,1.5233708e-6,-0.085,1.3980903e-6,1.3980903e-6,1.252805000000001e-7,358.23333333333335,43.68333333333334
A,75uM,PYO,SWVfast,5,2,403.06666666666666,-0.264,75,i1,1.514268e-6,1.514268e-6,-0.114,1.3909827e-6,1.3909827e-6,1.2328529999999998e-7,358.23333333333335,44.833333333333314
A,75uM,PYO,SWVfast,5,3,404.21666666666664,-0.265,75,i1,1.5061214e-6,1.5061214e-6,-0.144,1.3919062e-6,1.3919062e-6,1.1421519999999998e-7,358.23333333333335,45.98333333333329
A,75uM,PYO,SWVfast,5,4,405.35,-0.25,75,i1,1.5037633e-6,1.5037633e-6,-0.088,1.3899438e-6,1.3899438e-6,1.1381949999999988e-7,358.23333333333335,47.116666666666674
A,75uM,PYO,SWVfast,5,5,406.5,-0.255,75,i1,1.5077871e-6,1.5077871e-6,-0.124,1.3904055e-6,1.3904055e-6,1.173816000000001e-7,358.23333333333335,48.26666666666665
A,75uM,PYO,SWVfast,6,1,410.56666666666666,-0.273,75,i1,1.514977e-6,1.514977e-6,-0.092,1.4017512e-6,1.4017512e-6,1.1322579999999981e-7,358.23333333333335,52.333333333333314
A,75uM,PYO,SWVfast,6,2,411.71666666666664,-0.27,75,i1,1.5176154e-6,1.5176154e-6,-0.111,1.3939346e-6,1.3939346e-6,1.236808e-7,358.23333333333335,53.48333333333329
A,75uM,PYO,SWVfast,6,3,412.8666666666667,-0.257,75,i1,1.5087435e-6,1.5087435e-6,-0.117,1.3935553e-6,1.3935553e-6,1.1518820000000016e-7,358.23333333333335,54.633333333333326
A,75uM,PYO,SWVfast,6,4,414,-0.248,75,i1,1.5056762000000001e-06,1.5056762000000001e-06,-0.072,1.3907847e-6,1.3907847e-6,1.1489150000000003e-7,358.23333333333335,55.76666666666665
A,75uM,PYO,SWVfast,6,5,415.15,-0.267,75,i1,1.5026584e-6,1.5026584e-6,-0.115,1.3940664e-6,1.3940664e-6,1.0859199999999989e-7,358.23333333333335,56.91666666666663
A,75uM,PYO,SWVfast,7,1,423.55,-0.269,75,i1,1.5130313e-6,1.5130313e-6,-0.127,1.4004484e-6,1.4004484e-6,1.125829e-7,358.23333333333335,65.31666666666666
