Dec. 21, 2005   03:07:14
Square Wave Voltammetry
File: d:\ida_biofilms\12_10_18_dphzstar\a_760b\50um_pyo\a_50um_pyo_swvfast_6_5.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A

0.099, 1.5336941e-6, 1.7936551e-6
0.098, 1.5125363e-6, 1.9338270e-6
0.097, 1.4721174e-6, 1.9326067e-6
0.096, 1.5148287e-6, 1.9646977e-6
0.095, 1.4749044e-6, 2.0183093e-6
0.094, 1.5163293e-6, 2.0127684e-6
0.093, 1.5148781e-6, 1.9982399e-6
0.092, 1.5056269e-6, 1.9728443e-6
0.091, 1.5406862e-6, 1.9576396e-6
0.090, 1.4955015e-6, 1.9530387e-6
0.089, 1.5364481e-6, 2.0105422e-6
0.088, 1.4879156e-6, 1.9931445e-6
0.087, 1.5273781e-6, 2.0247903e-6
0.086, 1.5284006e-6, 2.0425177e-6
0.085, 1.4951715e-6, 1.9666436e-6
0.084, 1.5319461e-6, 1.9933586e-6
0.083, 1.4861182e-6, 1.9376694e-6
0.082, 1.5149935e-6, 1.9941174e-6
0.081, 1.5218372e-6, 2.0073264e-6
0.080, 1.5011578e-6, 1.9737181e-6
0.079, 1.5403893e-6, 2.0344373e-6
0.078, 1.4853597e-6, 1.9976133e-6
0.077, 1.5273616e-6, 1.9942493e-6
0.076, 1.4793404e-6, 1.9786489e-6
0.075, 1.5091063e-6, 1.9527913e-6
0.074, 1.5215073e-6, 1.9584311e-6
0.073, 1.4782850e-6, 1.9907366e-6
0.072, 1.5105410e-6, 1.9766042e-6
0.071, 1.4777243e-6, 1.9987347e-6
0.070, 1.5149276e-6, 2.0128346e-6
0.069, 1.4920383e-6, 1.9856905e-6
0.068, 1.4948913e-6, 1.9799188e-6
0.067, 1.5157357e-6, 1.9452386e-6
0.066, 1.4812040e-6, 1.9699087e-6
0.065, 1.5161974e-6, 1.9989820e-6
0.064, 1.4556927e-6, 1.9738170e-6
0.063, 1.5131961e-6, 2.0170560e-6
0.062, 1.4869756e-6, 2.0293912e-6
0.061, 1.4837599e-6, 1.9571614e-6
0.060, 1.5026089e-6, 1.9726133e-6
0.059, 1.4628661e-6, 1.9218216e-6
0.058, 1.5065667e-6, 1.9484871e-6
0.057, 1.4747066e-6, 1.9772801e-6
0.056, 1.4763061e-6, 1.9490149e-6
0.055, 1.4913128e-6, 2.0087446e-6
0.054, 1.4641524e-6, 1.9927486e-6
0.053, 1.4969032e-6, 1.9583817e-6
0.052, 1.4619591e-6, 1.9577715e-6
0.051, 1.4859697e-6, 1.9237182e-6
0.050, 1.4849143e-6, 1.9461950e-6
0.049, 1.4802638e-6, 1.9479266e-6
0.048, 1.4750692e-6, 1.9603608e-6
0.047, 1.4450395e-6, 1.9936886e-6
0.046, 1.4857224e-6, 2.0268681e-6
0.045, 1.4667579e-6, 1.9487181e-6
0.044, 1.4594691e-6, 1.9563040e-6
0.043, 1.4846999e-6, 1.9560400e-6
0.042, 1.4591062e-6, 1.9085464e-6
0.041, 1.4939842e-6, 1.9642196e-6
0.040, 1.4375858e-6, 1.9551660e-6
0.039, 1.4807586e-6, 1.9805289e-6
0.038, 1.4831662e-6, 2.0384446e-6
0.037, 1.4581497e-6, 1.9504828e-6
0.036, 1.4911808e-6, 1.9607894e-6
0.035, 1.4389215e-6, 1.9438862e-6
0.034, 1.4860523e-6, 1.9216568e-6
0.033, 1.4632784e-6, 1.9482400e-6
0.032, 1.4486016e-6, 1.9397801e-6
0.031, 1.4808907e-6, 1.9862182e-6
0.030, 1.4450395e-6, 1.9785500e-6
0.029, 1.4711279e-6, 1.9714425e-6
0.028, 1.4264544e-6, 1.9274448e-6
0.027, 1.4674010e-6, 1.9569800e-6
0.026, 1.4577211e-6, 1.9076231e-6
0.025, 1.4446439e-6, 1.9053473e-6
0.024, 1.4711279e-6, 1.9615150e-6
0.023, 1.4313687e-6, 1.9404069e-6
0.022, 1.4644163e-6, 2.0087612e-6
0.021, 1.4359862e-6, 1.9382135e-6
0.020, 1.4703035e-6, 1.9259937e-6
0.019, 1.4740469e-6, 1.9561721e-6
0.018, 1.4240303e-6, 1.8898295e-6
0.017, 1.4646801e-6, 1.8900605e-6
0.016, 1.4298186e-6, 1.9358058e-6
0.015, 1.4518007e-6, 1.9539293e-6
0.014, 1.4548351e-6, 1.9588269e-6
0.013, 1.4342546e-6, 1.9528902e-6
0.012, 1.4704190e-6, 1.9505487e-6
0.011, 1.4164281e-6, 1.9227450e-6
0.010, 1.4671043e-6, 1.9322767e-6
0.009, 1.4129484e-6, 1.8804792e-6
0.008, 1.4552473e-6, 1.9128177e-6
0.007, 1.4428133e-6, 1.9496415e-6
0.006, 1.4193469e-6, 1.9483225e-6
0.005, 1.4575560e-6, 1.9474649e-6
0.004, 1.4073580e-6, 1.8968710e-6
0.003, 1.4688358e-6, 1.9229265e-6
0.002, 1.4271305e-6, 1.9395657e-6
0.001, 1.4248548e-6, 1.8505484e-6
-0.000, 1.4428463e-6, 1.9436720e-6
-0.001, 1.4035322e-6, 1.9347669e-6
-0.002, 1.4583147e-6, 1.9086951e-6
-0.003, 1.4142347e-6, 1.9300671e-6
-0.004, 1.4393502e-6, 1.9443314e-6
-0.005, 1.4333805e-6, 1.9309905e-6
-0.006, 1.4251023e-6, 1.9062708e-6
-0.007, 1.4460290e-6, 1.8690345e-6
-0.008, 1.4012401e-6, 1.8605747e-6
-0.009, 1.4502507e-6, 1.9431773e-6
-0.010, 1.4134762e-6, 1.9284344e-6
-0.011, 1.4303791e-6, 1.9197603e-6
-0.012, 1.4371404e-6, 1.9657202e-6
-0.013, 1.3947921e-6, 1.9026429e-6
-0.014, 1.4440666e-6, 1.9043249e-6
-0.015, 1.4020316e-6, 1.9122404e-6
-0.016, 1.4283178e-6, 1.8594205e-6
-0.017, 1.4296371e-6, 1.9506144e-6
-0.018, 1.4117115e-6, 1.8958651e-6
-0.019, 1.4282848e-6, 1.9320789e-6
-0.020, 1.3925987e-6, 1.9572767e-6
-0.021, 1.4395976e-6, 1.9297372e-6
-0.022, 1.4197262e-6, 1.9007630e-6
-0.023, 1.4127340e-6, 1.9036158e-6
-0.024, 1.4362499e-6, 1.8972503e-6
-0.025, 1.4123713e-6, 1.8887906e-6
-0.026, 1.4403231e-6, 1.9003342e-6
-0.027, 1.3795216e-6, 1.8904892e-6
-0.028, 1.4225296e-6, 1.9567822e-6
-0.029, 1.4221173e-6, 1.9492952e-6
-0.030, 1.4091225e-6, 1.8800504e-6
-0.031, 1.4430111e-6, 1.9086785e-6
-0.032, 1.3888059e-6, 1.8546382e-6
-0.033, 1.4436707e-6, 1.8656704e-6
-0.034, 1.4031859e-6, 1.8972999e-6
-0.035, 1.4120250e-6, 1.8921053e-6
-0.036, 1.4346998e-6, 1.9560730e-6
-0.037, 1.3946271e-6, 1.9004824e-6
-0.038, 1.4299010e-6, 1.8942160e-6
-0.039, 1.3942973e-6, 1.8717885e-6
-0.040, 1.4237829e-6, 1.8630649e-6
-0.041, 1.4170876e-6, 1.8614653e-6
-0.042, 1.3913290e-6, 1.8781210e-6
-0.043, 1.4254319e-6, 1.9127683e-6
-0.044, 1.3949734e-6, 1.8966732e-6
-0.045, 1.4270975e-6, 1.9478937e-6
-0.046, 1.3898944e-6, 1.8705516e-6
-0.047, 1.4238324e-6, 1.8835630e-6
-0.048, 1.4248053e-6, 1.8873229e-6
-0.049, 1.3844028e-6, 1.8497072e-6
-0.050, 1.4338918e-6, 1.8922535e-6
-0.051, 1.3764047e-6, 1.8957167e-6
-0.052, 1.4183739e-6, 1.9247900e-6
-0.053, 1.4043237e-6, 1.9481079e-6
-0.054, 1.4020810e-6, 1.8880320e-6
-0.055, 1.4344195e-6, 1.8976460e-6
-0.056, 1.3852605e-6, 1.8722172e-6
-0.057, 1.4222823e-6, 1.8505649e-6
