Dec. 21, 2005   03:23:57
Square Wave Voltammetry
File: d:\ida_biofilms\12_10_18_dphzstar\a_760b\50um_pyo\a_50um_pyo_swvfast_final.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A

0.099, 1.3234198e-6, 1.7578701e-6
0.098, 1.4541260e-6, 1.8618116e-6
0.097, 1.4211278e-6, 1.8799350e-6
0.096, 1.4653892e-6, 1.8712609e-6
0.095, 1.4739809e-6, 1.9184411e-6
0.094, 1.4558575e-6, 1.8427318e-6
0.093, 1.4757619e-6, 1.9162642e-6
0.092, 1.4421702e-6, 1.8997735e-6
0.091, 1.4843206e-6, 1.9504002e-6
0.090, 1.4573582e-6, 1.9517195e-6
0.089, 1.4702705e-6, 1.8860367e-6
0.088, 1.4828034e-6, 1.9420722e-6
0.087, 1.4384268e-6, 1.8709804e-6
0.086, 1.4909665e-6, 1.8856408e-6
0.085, 1.4418404e-6, 1.9154561e-6
0.084, 1.4685884e-6, 1.9321449e-6
0.083, 1.4759928e-6, 1.9877025e-6
0.082, 1.4582652e-6, 1.9216898e-6
0.081, 1.4796208e-6, 1.9263073e-6
0.080, 1.4382783e-6, 1.8901922e-6
0.079, 1.4850792e-6, 1.9078868e-6
0.078, 1.4529221e-6, 1.9279728e-6
0.077, 1.4495085e-6, 1.9138895e-6
0.076, 1.4828036e-6, 1.9944307e-6
0.075, 1.4480079e-6, 1.9257959e-6
0.074, 1.4922857e-6, 1.9052648e-6
0.073, 1.4359366e-6, 1.9063203e-6
0.072, 1.4605243e-6, 1.8741798e-6
0.071, 1.4657190e-6, 1.9447768e-6
0.070, 1.4483047e-6, 1.8884773e-6
0.069, 1.4795382e-6, 1.9551001e-6
0.068, 1.4250527e-6, 1.9290776e-6
0.067, 1.4798352e-6, 1.9076065e-6
0.066, 1.4532191e-6, 1.8877847e-6
0.065, 1.4617283e-6, 1.8500866e-6
0.064, 1.4711775e-6, 1.9410663e-6
0.063, 1.4253990e-6, 1.8852452e-6
0.062, 1.4680113e-6, 1.9290117e-6
0.061, 1.4173680e-6, 1.9009607e-6
0.060, 1.4552144e-6, 1.9201232e-6
0.059, 1.4462269e-6, 1.9013236e-6
0.058, 1.4383608e-6, 1.8349151e-6
0.057, 1.4682091e-6, 1.9257300e-6
0.056, 1.4099801e-6, 1.8952385e-6
0.055, 1.4567150e-6, 1.9253175e-6
0.054, 1.4237498e-6, 1.9247734e-6
0.053, 1.4519657e-6, 1.8857563e-6
