Dec. 9, 2005   02:56:21
Square Wave Voltammetry
File: d:\ida_biofilms\11_28_18_blankidapyo\75um_transfer\75um_pyo_transfer_swv_3.txt
Data Source:  Experiment
Instrument Model:  CHI760B
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A

0.099, 5.7153818e-7, 2.9145843e-7
0.098, 5.7298945e-7, 3.4817032e-7
0.097, 5.6121496e-7, 3.5077585e-7
0.096, 5.5522884e-7, 3.2750734e-7
0.095, 5.6255072e-7, 2.8745117e-7
0.094, 5.3431847e-7, 3.2582528e-7
0.093, 5.6040693e-7, 3.3423561e-7
0.092, 5.2909093e-7, 3.5239196e-7
0.091, 5.4347089e-7, 3.2076258e-7
0.090, 5.4764308e-7, 3.4711491e-7
0.089, 5.1424922e-7, 3.1569994e-7
0.088, 5.5000123e-7, 2.6320970e-7
0.087, 4.9523533e-7, 3.1569994e-7
0.086, 5.3499463e-7, 3.1693673e-7
0.085, 5.1558493e-7, 3.5954895e-7
0.084, 5.0592132e-7, 3.3543941e-7
0.083, 5.2481977e-7, 3.0008312e-7
0.082, 4.8288371e-7, 2.9818671e-7
0.081, 5.2752426e-7, 2.5435412e-7
0.080, 4.9940746e-7, 2.7290631e-7
0.079, 4.9348728e-7, 3.1414979e-7
0.078, 5.0664693e-7, 3.1911350e-7
0.077, 4.6454591e-7, 3.3415313e-7
0.076, 5.1062119e-7, 3.1335824e-7
0.075, 4.5206238e-7, 2.7053161e-7
0.074, 5.0077620e-7, 2.8684104e-7
0.073, 4.8217458e-7, 2.6738186e-7
0.072, 4.7328604e-7, 2.8075593e-7
0.071, 4.8875438e-7, 3.0987866e-7
0.070, 4.4742845e-7, 2.9192017e-7
0.069, 4.8656113e-7, 3.2857923e-7
0.068, 4.4836844e-7, 2.6185745e-7
0.067, 4.6848720e-7, 2.7272489e-7
0.066, 4.7671611e-7, 2.4934093e-7
0.065, 4.4920947e-7, 2.5773477e-7
0.064, 4.6324311e-7, 2.7956855e-7
0.063, 4.2600689e-7, 2.7585816e-7
0.062, 4.6640935e-7, 3.0940043e-7
0.061, 4.4279452e-7, 2.4376703e-7
0.060, 4.4591130e-7, 2.4462457e-7
0.059, 4.5677876e-7, 2.3822614e-7
0.058, 4.1654118e-7, 2.3271821e-7
0.057, 4.5735590e-7, 2.7129019e-7
0.056, 4.0229313e-7, 2.4835148e-7
0.055, 4.5222728e-7, 3.1217087e-7
0.054, 4.4627410e-7, 2.6749731e-7
0.053, 4.1256692e-7, 2.4297549e-7
0.052, 4.7074644e-7, 2.0732236e-7
0.051, 3.9409719e-7, 1.9572934e-7
0.050, 4.4406431e-7, 2.8761610e-7
0.049, 4.0399169e-7, 2.5481589e-7
0.048, 4.1283073e-7, 2.5621762e-7
0.047, 4.5122135e-7, 2.7579219e-7
0.046, 3.8804507e-7, 2.2938707e-7
0.045, 4.4490537e-7, 2.4802168e-7
0.044, 3.8776471e-7, 1.8583484e-7
0.043, 4.2519883e-7, 2.4244778e-7
0.042, 4.2605637e-7, 2.5948279e-7
0.041, 3.9558137e-7, 2.5819651e-7
0.040, 4.3492841e-7, 2.5557446e-7
0.039, 3.7181815e-7, 2.2443982e-7
0.038, 4.3425229e-7, 2.3881978e-7
0.037, 3.8039335e-7, 1.9858226e-7
0.036, 4.1748115e-7, 2.3162981e-7
0.035, 4.1073645e-7, 2.6137923e-7
0.034, 3.7074619e-7, 2.6190693e-7
0.033, 4.2094422e-7, 2.8205869e-7
0.032, 3.7493487e-7, 2.3402097e-7
0.031, 4.1141254e-7, 2.3494447e-7
0.030, 3.9853322e-7, 2.0933425e-7
0.029, 4.1050555e-7, 2.1878348e-7
0.028, 3.9879706e-7, 2.5026441e-7
0.027, 3.6784382e-7, 2.3093719e-7
0.026, 4.1141254e-7, 2.7974997e-7
0.025, 3.7603974e-7, 2.4538315e-7
0.024, 4.0283732e-7, 2.2740817e-7
0.023, 4.1047258e-7, 2.3085474e-7
0.022, 3.6123103e-7, 1.9327220e-7
0.021, 4.0963153e-7, 2.4122747e-7
0.020, 3.4511953e-7, 2.2005327e-7
0.019, 4.0057807e-7, 2.7353295e-7
0.018, 3.8238875e-7, 2.7899139e-7
0.017, 3.8215785e-7, 2.1329205e-7
0.016, 4.1736570e-7, 2.3886929e-7
0.015, 3.5728974e-7, 1.7640211e-7
0.014, 4.1306163e-7, 2.3903416e-7
0.013, 3.7460507e-7, 2.4386597e-7
0.012, 3.8789665e-7, 2.6908043e-7
0.011, 3.9272845e-7, 2.9645514e-7
0.010, 3.6240186e-7, 2.0384280e-7
0.009, 4.1578261e-7, 2.3301504e-7
0.008, 3.5407402e-7, 1.6548520e-7
0.007, 3.9917637e-7, 2.0372738e-7
0.006, 3.8809458e-7, 2.4498735e-7
0.005, 3.7138938e-7, 2.3797877e-7
0.004, 4.0509656e-7, 3.0511282e-7
0.003, 3.5432140e-7, 2.2526436e-7
0.002, 4.1504052e-7, 2.2927162e-7
0.001, 3.6696983e-7, 1.9594373e-7
-0.000, 4.0611900e-7, 1.9945625e-7
-0.001, 3.9678520e-7, 2.5907050e-7
-0.002, 3.7328579e-7, 2.1254996e-7
-0.003, 4.0989539e-7, 2.7595709e-7
-0.004, 3.5298564e-7, 2.4027099e-7
-0.005, 4.0747125e-7, 2.4914306e-7
-0.006, 3.8657740e-7, 2.3431782e-7
-0.007, 3.6875085e-7, 1.8733552e-7
-0.008, 4.1276479e-7, 2.5221033e-7
-0.009, 3.4714787e-7, 2.4036993e-7
-0.010, 4.1010975e-7, 2.5684426e-7
-0.011, 3.5618484e-7, 2.3288311e-7
-0.012, 4.1227008e-7, 2.2285670e-7
-0.013, 4.1190728e-7, 2.3440026e-7
-0.014, 3.6174225e-7, 1.7671545e-7
-0.015, 4.2010319e-7, 2.3304801e-7
-0.016, 3.4228310e-7, 2.2867795e-7
-0.017, 4.1001084e-7, 2.7194983e-7
-0.018, 3.8022844e-7, 2.5740493e-7
-0.019, 3.8690723e-7, 2.1566672e-7
-0.020, 4.2064738e-7, 2.4879674e-7
-0.021, 3.6823963e-7, 1.7509934e-7
-0.022, 4.2599041e-7, 2.2683099e-7
-0.023, 3.6134645e-7, 2.3557112e-7
-0.024, 4.1903129e-7, 2.5892211e-7
-0.025, 3.9137620e-7, 2.9150792e-7
-0.026, 3.9231620e-7, 2.3761598e-7
-0.027, 4.1692050e-7, 2.2330195e-7
-0.028, 3.7196654e-7, 1.8357562e-7
-0.029, 4.3019557e-7, 2.0418912e-7
-0.030, 3.8532409e-7, 2.4920902e-7
-0.031, 4.0921927e-7, 2.1243451e-7
-0.032, 4.1334198e-7, 3.0720713e-7
-0.033, 3.7656747e-7, 2.6215429e-7
-0.034, 4.3369158e-7, 2.4254672e-7
-0.035, 3.8060773e-7, 2.4182111e-7
-0.036, 4.1339143e-7, 2.1279732e-7
-0.037, 4.1790992e-7, 2.7307118e-7
-0.038, 4.0834527e-7, 2.2712781e-7
-0.039, 4.2389610e-7, 2.9528428e-7
-0.040, 3.8722055e-7, 2.6205535e-7
-0.041, 4.4272855e-7, 2.5455202e-7
-0.042, 4.1334198e-7, 2.3494445e-7
-0.043, 4.2330240e-7, 1.9262906e-7
-0.044, 4.4906102e-7, 2.8075590e-7
-0.045, 3.9343757e-7, 2.5112195e-7
-0.046, 4.5353005e-7, 2.7104284e-7
-0.047, 3.9429509e-7, 2.8454878e-7
-0.048, 4.4726355e-7, 2.5989505e-7
-0.049, 4.3646207e-7, 2.6360547e-7
-0.050, 4.2534731e-7, 1.9236521e-7
-0.051, 4.6725037e-7, 2.6291286e-7
-0.052, 3.9985247e-7, 2.5616814e-7
-0.053, 4.6797598e-7, 2.8662663e-7
-0.054, 4.3487896e-7, 2.8774801e-7
-0.055, 4.4307490e-7, 2.6131326e-7
-0.056, 4.6817388e-7, 2.8388916e-7
-0.057, 4.4061773e-7, 1.8680781e-7
-0.058, 4.7077941e-7, 2.3143193e-7
-0.059, 4.1908075e-7, 2.5768529e-7
-0.060, 4.6474378e-7, 2.9620779e-7
-0.061, 4.6532097e-7, 3.0839450e-7
-0.062, 4.7000435e-7, 2.2782044e-7
-0.063, 4.9180517e-7, 2.9041951e-7
-0.064, 4.4340470e-7, 2.5163317e-7
-0.065, 4.9787383e-7, 2.4464106e-7
-0.066, 4.5405775e-7, 2.7315366e-7
-0.067, 4.9134349e-7, 2.8728627e-7
-0.068, 5.1223731e-7, 3.0948289e-7
-0.069, 4.7757362e-7, 2.8393862e-7
-0.070, 5.2274197e-7, 2.6817344e-7
-0.071, 4.6375436e-7, 2.7453888e-7
-0.072, 5.2343455e-7, 2.6240164e-7
-0.073, 4.8943059e-7, 3.0308445e-7
-0.074, 4.9175571e-7, 2.8534035e-7
-0.075, 5.3187784e-7, 3.1995455e-7
-0.076, 4.6710198e-7, 3.1665638e-7
-0.077, 5.4902830e-7, 2.8898484e-7
-0.078, 4.9182171e-7, 2.6878359e-7
-0.079, 5.4515294e-7, 2.5005002e-7
-0.080, 5.5212854e-7, 3.3100338e-7
-0.081, 5.1162715e-7, 3.0648158e-7
-0.082, 5.7684827e-7, 3.3987544e-7
-0.083, 5.0290350e-7, 3.2326921e-7
-0.084, 5.6759694e-7, 3.2002052e-7
-0.085, 5.4469126e-7, 3.0898818e-7
-0.086, 5.5689441e-7, 2.5054476e-7
-0.087, 5.8220775e-7, 3.2076258e-7
-0.088, 5.2915686e-7, 3.1827250e-7
-0.089, 5.9292677e-7, 3.4109576e-7
-0.090, 5.4911072e-7, 3.5720728e-7
-0.091, 5.8633043e-7, 3.1634306e-7
-0.092, 6.0235953e-7, 3.5247439e-7
-0.093, 5.9843472e-7, 2.7669915e-7
-0.094, 6.1055550e-7, 2.9810423e-7
-0.095, 5.6068728e-7, 3.5329896e-7
-0.096, 6.2887676e-7, 3.6207206e-7
-0.097, 6.1504102e-7, 3.9404773e-7
-0.098, 6.2928905e-7, 3.6071981e-7
-0.099, 6.3227390e-7, 3.8646195e-7
-0.100, 6.0856007e-7, 3.3210824e-7
-0.101, 6.5733991e-7, 3.2096051e-7
-0.102, 6.0405813e-7, 3.5409050e-7
-0.103, 6.4358653e-7, 3.8179508e-7
-0.104, 6.6358990e-7, 4.4869824e-7
-0.105, 6.5117229e-7, 3.5938407e-7
-0.106, 6.8723773e-7, 3.5859250e-7
-0.107, 6.4310831e-7, 3.7602328e-7
-0.108, 7.0611969e-7, 3.3337807e-7
-0.109, 6.7228052e-7, 3.8342765e-7
-0.110, 6.7590850e-7, 3.9625752e-7
-0.111, 7.1939473e-7, 4.4530111e-7
-0.112, 6.6289726e-7, 4.1278128e-7
-0.113, 7.2599107e-7, 3.9530104e-7
-0.114, 6.7320400e-7, 3.8924890e-7
-0.115, 7.3436843e-7, 3.6169277e-7
-0.116, 7.2928924e-7, 4.3397196e-7
-0.117, 7.2035118e-7, 3.9005695e-7
-0.118, 7.5265672e-7, 4.7795288e-7
-0.119, 7.0832948e-7, 4.2467116e-7
-0.120, 7.6561849e-7, 4.0916979e-7
-0.121, 7.3873844e-7, 3.9861570e-7
-0.122, 7.5646608e-7, 3.7290653e-7
-0.123, 7.9142654e-7, 4.4413031e-7
-0.124, 7.4724773e-7, 4.0554181e-7
-0.125, 7.9078347e-7, 4.4749441e-7
-0.126, 7.4888032e-7, 4.5064417e-7
-0.127, 7.9733030e-7, 4.3743506e-7
-0.128, 7.8624851e-7, 4.3341123e-7
-0.129, 7.8598464e-7, 3.7872775e-7
-0.130, 8.2132442e-7, 4.0697654e-7
-0.131, 7.5852745e-7, 4.5422269e-7
-0.132, 8.1860344e-7, 4.6378733e-7
-0.133, 7.7305583e-7, 4.8215810e-7
-0.134, 8.3705663e-7, 4.8041005e-7
-0.135, 8.4540102e-7, 4.6903142e-7
-0.136, 7.8426962e-7, 4.0806492e-7
-0.137, 8.6004485e-7, 3.9074956e-7
-0.138, 7.8171354e-7, 4.6662376e-7
-0.139, 8.4615954e-7, 4.8816071e-7
-0.140, 8.2988311e-7, 4.9706580e-7
-0.141, 8.2374856e-7, 4.6743179e-7
-0.142, 8.8074080e-7, 4.8275172e-7
-0.143, 8.0447080e-7, 4.4121140e-7
-0.144, 8.7209958e-7, 4.2295613e-7
-0.145, 8.3087264e-7, 4.7033421e-7
-0.146, 8.6580008e-7, 4.8395555e-7
-0.147, 8.6593201e-7, 5.3065753e-7
-0.148, 8.3108705e-7, 4.9637316e-7
-0.149, 8.9136086e-7, 4.7346742e-7
-0.150, 8.4007445e-7, 4.7498457e-7
-0.151, 8.8994261e-7, 4.2963487e-7
-0.152, 8.5722490e-7, 4.8697342e-7
-0.153, 8.7874537e-7, 4.5651490e-7
-0.154, 8.8766689e-7, 5.2966811e-7
-0.155, 8.5206329e-7, 4.9998465e-7
-0.156, 8.9495586e-7, 4.8702287e-7
-0.157, 8.6260093e-7, 4.9775838e-7
-0.158, 9.0747233e-7, 4.2890929e-7
-0.159, 8.8862339e-7, 5.2465487e-7
