Jan. 28, 2006   03:17:31
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_17_19_psoralen_nonequil_2\data\psoralen\3\75um_psoralen_transfer_3_gc_9.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -3.9031548e-8, -4.0701561e-8, 3.3333334e-1
-0.001, -3.2127335e-8, -3.5953537e-8, 6.6666669e-1
-0.002, -2.8092803e-8, -3.2297649e-8, 1.0000000e+0
-0.003, -2.5002503e-8, -2.9350147e-8, 1.3333334e+0
-0.004, -2.2493396e-8, -2.6932820e-8, 1.6666667e+0
-0.005, -2.0447962e-8, -2.4907981e-8, 2.0000000e+0
-0.006, -1.8706288e-8, -2.3188056e-8, 2.3333333e+0
-0.007, -1.7195037e-8, -2.1695161e-8, 2.6666665e+0
-0.008, -1.5893770e-8, -2.0406841e-8, 2.9999998e+0
-0.009, -1.4700334e-8, -1.9278545e-8, 3.3333330e+0
-0.010, -1.3689958e-8, -1.8270674e-8, 3.6666663e+0
-0.011, -1.2791309e-8, -1.7385005e-8, 3.9999995e+0
-0.012, -1.1884391e-8, -1.6552876e-8, 4.3333330e+0
-0.013, -1.1205414e-8, -1.5846375e-8, 4.6666665e+0
-0.014, -1.0472936e-8, -1.5166110e-8, 5.0000000e+0
-0.015, -9.8198241e-9, -1.4536074e-8, 5.3333335e+0
-0.016, -9.2400541e-9, -1.3979784e-8, 5.6666670e+0
-0.017, -8.6707947e-9, -1.3474904e-8, 6.0000005e+0
-0.018, -8.1837355e-9, -1.3000161e-8, 6.3333340e+0
-0.019, -7.6967952e-9, -1.2565836e-8, 6.6666675e+0
-0.020, -7.2209558e-9, -1.2148884e-8, 7.0000010e+0
-0.021, -6.8179871e-9, -1.1770815e-8, 7.3333344e+0
-0.022, -6.4159624e-9, -1.1414728e-8, 7.6666679e+0
-0.023, -6.0399210e-9, -1.1082277e-8, 8.0000010e+0
-0.024, -5.6844289e-9, -1.0766019e-8, 8.3333340e+0
-0.025, -5.3312994e-9, -1.0475051e-8, 8.6666670e+0
-0.026, -5.0407647e-9, -1.0195547e-8, 9.0000000e+0
-0.027, -4.7191691e-9, -9.9382609e-9, 9.3333330e+0
-0.028, -4.4150528e-9, -9.6901935e-9, 9.6666660e+0
-0.029, -4.1607757e-9, -9.4580805e-9, 9.9999990e+0
-0.030, -3.8777994e-9, -9.2345962e-9, 1.0333332e+1
-0.031, -3.6170271e-9, -9.0269481e-9, 1.0666665e+1
-0.032, -3.4065664e-9, -8.8315897e-9, 1.0999998e+1
-0.033, -3.1300862e-9, -8.6420231e-9, 1.1333331e+1
-0.034, -2.9314360e-9, -8.4613214e-9, 1.1666664e+1
-0.035, -2.7051497e-9, -8.2882998e-9, 1.1999997e+1
-0.036, -2.4714228e-9, -8.1198888e-9, 1.2333330e+1
-0.037, -2.2924960e-9, -7.9650677e-9, 1.2666663e+1
-0.038, -2.0930191e-9, -7.8134379e-9, 1.2999996e+1
-0.039, -1.9007467e-9, -7.6729183e-9, 1.3333329e+1
-0.040, -1.7230009e-9, -7.5332247e-9, 1.3666662e+1
-0.041, -1.5306101e-9, -7.3979050e-9, 1.3999995e+1
-0.042, -1.3918385e-9, -7.2726309e-9, 1.4333328e+1
-0.043, -1.2126754e-9, -7.1510198e-9, 1.4666661e+1
-0.044, -1.0377641e-9, -7.0328361e-9, 1.4999994e+1
-0.045, -8.9710284e-10, -6.9140613e-9, 1.5333327e+1
-0.046, -7.4144241e-10, -6.8052142e-9, 1.5666660e+1
-0.047, -5.9180516e-10, -6.7020403e-9, 1.5999993e+1
-0.048, -4.5893872e-10, -6.6027663e-9, 1.6333326e+1
-0.049, -2.9430242e-10, -6.5044374e-9, 1.6666660e+1
-0.050, -1.7986010e-10, -6.4129635e-9, 1.6999994e+1
-0.051, -4.4749669e-11, -6.3258621e-9, 1.7333328e+1
-0.052, 9.4730598e-11, -6.2341514e-9, 1.7666662e+1
-0.053, 1.9783497e-10, -6.1537868e-9, 1.7999996e+1
-0.054, 3.1511180e-10, -6.0724767e-9, 1.8333330e+1
-0.055, 4.4786014e-10, -5.9928209e-9, 1.8666664e+1
-0.056, 5.5474386e-10, -5.9095013e-9, 1.8999998e+1
-0.057, 6.7060341e-10, -5.8396550e-9, 1.9333332e+1
-0.058, 7.6425954e-10, -5.7693361e-9, 1.9666666e+1
-0.059, 8.6594654e-10, -5.6974803e-9, 2.0000000e+1
-0.060, 9.9090014e-10, -5.6323608e-9, 2.0333334e+1
-0.061, 1.0570381e-9, -5.5634599e-9, 2.0666668e+1
-0.062, 1.1654572e-9, -5.5021228e-9, 2.1000002e+1
-0.063, 1.2643098e-9, -5.4375948e-9, 2.1333336e+1
-0.064, 1.3409590e-9, -5.3764935e-9, 2.1666670e+1
-0.065, 1.4486695e-9, -5.3214202e-9, 2.2000004e+1
-0.066, 1.5127997e-9, -5.2622098e-9, 2.2333338e+1
-0.067, 1.6062195e-9, -5.2070184e-9, 2.2666672e+1
-0.068, 1.7045997e-9, -5.1506444e-9, 2.3000006e+1
-0.069, 1.7569196e-9, -5.0952167e-9, 2.3333340e+1
-0.070, 1.8486861e-9, -5.0471156e-9, 2.3666674e+1
-0.071, 1.9258077e-9, -5.0044515e-9, 2.4000008e+1
-0.072, 1.9946620e-9, -4.9528053e-9, 2.4333342e+1
-0.073, 2.0770983e-9, -4.9071862e-9, 2.4666676e+1
-0.074, 2.1285913e-9, -4.8648769e-9, 2.5000010e+1
-0.075, 2.2051225e-9, -4.8191398e-9, 2.5333344e+1
-0.076, 2.2846063e-9, -4.7744666e-9, 2.5666677e+1
-0.077, 2.3149587e-9, -4.7335749e-9, 2.6000011e+1
-0.078, 2.3950331e-9, -4.6938653e-9, 2.6333345e+1
-0.079, 2.4632967e-9, -4.6491917e-9, 2.6666679e+1
-0.080, 2.5129001e-9, -4.6090092e-9, 2.7000013e+1
-0.081, 2.5925020e-9, -4.5705999e-9, 2.7333347e+1
-0.082, 2.6304134e-9, -4.5353810e-9, 2.7666681e+1
-0.083, 2.6966693e-9, -4.4928350e-9, 2.8000015e+1
-0.084, 2.7669409e-9, -4.4629349e-9, 2.8333349e+1
-0.085, 2.7936322e-9, -4.4247614e-9, 2.8666683e+1
-0.086, 2.8505582e-9, -4.3891881e-9, 2.9000017e+1
-0.087, 2.9118541e-9, -4.3591695e-9, 2.9333351e+1
-0.088, 2.9504739e-9, -4.3201691e-9, 2.9666685e+1
-0.089, 3.0198006e-9, -4.2922776e-9, 3.0000019e+1
-0.090, 3.0508620e-9, -4.2640318e-9, 3.0333353e+1
-0.091, 3.1008196e-9, -4.2316493e-9, 3.0666687e+1
-0.092, 3.1636507e-9, -4.2005670e-9, 3.1000021e+1
-0.093, 3.1785317e-9, -4.1774033e-9, 3.1333355e+1
-0.094, 3.2406542e-9, -4.1451393e-9, 3.1666689e+1
-0.095, 3.2880139e-9, -4.1160657e-9, 3.2000023e+1
-0.096, 3.3364362e-9, -4.0951473e-9, 3.2333355e+1
-0.097, 3.3918266e-9, -4.0660741e-9, 3.2666687e+1
-0.098, 3.4045819e-9, -4.0367647e-9, 3.3000019e+1
-0.099, 3.4512326e-9, -4.0128918e-9, 3.3333351e+1
-0.100, 3.5061509e-9, -3.9881911e-9, 3.3666683e+1
-0.101, 3.5308343e-9, -3.9636090e-9, 3.4000015e+1
-0.102, 3.6022871e-9, -3.9383177e-9, 3.4333347e+1
-0.103, 3.6435053e-9, -3.9168082e-9, 3.4666679e+1
-0.104, 3.6537804e-9, -3.8976626e-9, 3.5000011e+1
-0.105, 3.7084624e-9, -3.8661079e-9, 3.5333344e+1
-0.106, 3.7194456e-9, -3.8480255e-9, 3.5666676e+1
-0.107, 3.7701122e-9, -3.8327799e-9, 3.6000008e+1
-0.108, 3.8184167e-9, -3.8141068e-9, 3.6333340e+1
-0.109, 3.8375494e-9, -3.7946069e-9, 3.6666672e+1
-0.110, 3.8794759e-9, -3.7730969e-9, 3.7000004e+1
-0.111, 3.9219934e-9, -3.7564329e-9, 3.7333336e+1
-0.112, 3.9371106e-9, -3.7345691e-9, 3.7666668e+1
-0.113, 3.9963988e-9, -3.7182599e-9, 3.8000000e+1
-0.114, 4.0096264e-9, -3.7011236e-9, 3.8333332e+1
-0.115, 4.0417505e-9, -3.6807959e-9, 3.8666664e+1
-0.116, 4.1000936e-9, -3.6655501e-9, 3.8999996e+1
-0.117, 4.1121400e-9, -3.6436860e-9, 3.9333328e+1
-0.118, 4.1462722e-9, -3.6324588e-9, 3.9666660e+1
-0.119, 4.1818211e-9, -3.6124856e-9, 3.9999992e+1
-0.120, 4.2053236e-9, -3.6006675e-9, 4.0333324e+1
-0.121, 4.2615409e-9, -3.5873127e-9, 4.0666656e+1
-0.122, 4.2757131e-9, -3.5723031e-9, 4.0999989e+1
-0.123, 4.3029957e-9, -3.5545760e-9, 4.1333321e+1
-0.124, 4.3500008e-9, -3.5425212e-9, 4.1666653e+1
-0.125, 4.3546065e-9, -3.5283392e-9, 4.1999985e+1
-0.126, 4.4102335e-9, -3.5120298e-9, 4.2333317e+1
-0.127, 4.4438928e-9, -3.4977294e-9, 4.2666649e+1
-0.128, 4.4541681e-9, -3.4849659e-9, 4.2999981e+1
-0.129, 4.5089683e-9, -3.4710199e-9, 4.3333313e+1
-0.130, 4.5258566e-9, -3.4537651e-9, 4.3666645e+1
-0.131, 4.5495958e-9, -3.4431287e-9, 4.3999977e+1
-0.132, 4.5957740e-9, -3.4278829e-9, 4.4333309e+1
-0.133, 4.6072302e-9, -3.4196102e-9, 4.4666641e+1
-0.134, 4.6514010e-9, -3.4047190e-9, 4.4999973e+1
-0.135, 4.6922648e-9, -3.3906553e-9, 4.5333305e+1
-0.136, 4.7102167e-9, -3.3791916e-9, 4.5666637e+1
-0.137, 4.7578119e-9, -3.3677277e-9, 4.5999969e+1
-0.138, 4.7702127e-9, -3.3570908e-9, 4.6333302e+1
-0.139, 4.8116675e-9, -3.3413727e-9, 4.6666634e+1
-0.140, 4.8533582e-9, -3.3371181e-9, 4.6999966e+1
-0.141, 4.8509960e-9, -3.3256542e-9, 4.7333298e+1
-0.142, 4.8944577e-9, -3.3117087e-9, 4.7666630e+1
-0.143, 4.9336681e-9, -3.3031997e-9, 4.7999962e+1
-0.144, 4.9503206e-9, -3.2932719e-9, 4.8333294e+1
-0.145, 5.0079554e-9, -3.2823988e-9, 4.8666626e+1
-0.146, 5.0224824e-9, -3.2737717e-9, 4.8999958e+1
-0.147, 5.0596847e-9, -3.2602989e-9, 4.9333290e+1
-0.148, 5.1109414e-9, -3.2545076e-9, 4.9666622e+1
-0.149, 5.1175553e-9, -3.2416259e-9, 4.9999954e+1
-0.150, 5.1473177e-9, -3.2364258e-9, 5.0333286e+1
-0.151, 5.1901887e-9, -3.2256711e-9, 5.0666618e+1
-0.152, 5.2144005e-9, -3.2186982e-9, 5.0999950e+1
-0.153, 5.2605791e-9, -3.2129068e-9, 5.1333282e+1
-0.154, 5.2863256e-9, -3.1990797e-9, 5.1666615e+1
-0.155, 5.3282521e-9, -3.1890341e-9, 5.1999947e+1
-0.156, 5.3784461e-9, -3.1765066e-9, 5.2333279e+1
-0.157, 5.3638014e-9, -3.1812337e-9, 5.2666611e+1
-0.158, 5.4161209e-9, -3.1689429e-9, 5.2999943e+1
-0.159, 5.4601736e-9, -3.1629157e-9, 5.3333275e+1
-0.160, 5.4874554e-9, -3.1523972e-9, 5.3666607e+1
-0.161, 5.5356417e-9, -3.1440062e-9, 5.3999939e+1
-0.162, 5.5520584e-9, -3.1442422e-9, 5.4333271e+1
-0.163, 5.5834737e-9, -3.1353786e-9, 5.4666603e+1
-0.164, 5.6198499e-9, -3.1311240e-9, 5.4999935e+1
-0.165, 5.6609499e-9, -3.1248604e-9, 5.5333267e+1
-0.166, 5.6990972e-9, -3.1158782e-9, 5.5666599e+1
-0.167, 5.7370082e-9, -3.1115055e-9, 5.5999931e+1
-0.168, 5.7687783e-9, -3.1029965e-9, 5.6333263e+1
-0.169, 5.8231056e-9, -3.0948417e-9, 5.6666595e+1
-0.170, 5.8339715e-9, -3.0933054e-9, 5.6999928e+1
-0.171, 5.8893623e-9, -3.0855052e-9, 5.7333260e+1
-0.172, 5.9389653e-9, -3.0784142e-9, 5.7666592e+1
-0.173, 5.9627041e-9, -3.0735687e-9, 5.7999924e+1
-0.174, 6.0106542e-9, -3.0697869e-9, 5.8333256e+1
-0.175, 6.0574235e-9, -3.0668323e-9, 5.8666588e+1
-0.176, 6.0821068e-9, -3.0608049e-9, 5.8999920e+1
-0.177, 6.1489533e-9, -3.0623413e-9, 5.9333252e+1
-0.178, 6.1713932e-9, -3.0591500e-9, 5.9666584e+1
-0.179, 6.2148553e-9, -3.0553684e-9, 5.9999916e+1
-0.180, 6.2713088e-9, -3.0514684e-9, 6.0333248e+1
-0.181, 6.2886700e-9, -3.0492229e-9, 6.0666580e+1
-0.182, 6.3356751e-9, -3.0483955e-9, 6.0999912e+1
-0.183, 6.3929559e-9, -3.0420138e-9, 6.1333244e+1
-0.184, 6.4307484e-9, -3.0423684e-9, 6.1666576e+1
-0.185, 6.5212160e-9, -3.0274772e-9, 6.1999908e+1
-0.186, 6.5477894e-9, -3.0158951e-9, 6.2333241e+1
-0.187, 6.5647963e-9, -3.0493410e-9, 6.2666573e+1
-0.188, 6.6487678e-9, -3.0374046e-9, 6.2999905e+1
-0.189, 6.6722698e-9, -3.0249951e-9, 6.3333237e+1
-0.190, 6.7205752e-9, -3.0270044e-9, 6.3666569e+1
-0.191, 6.7745476e-9, -3.0299590e-9, 6.3999901e+1
-0.192, 6.8250960e-9, -3.0351590e-9, 6.4333237e+1
-0.193, 6.8908799e-9, -3.0338589e-9, 6.4666573e+1
-0.194, 6.9282002e-9, -3.0370499e-9, 6.4999908e+1
-0.195, 6.9860713e-9, -3.0336227e-9, 6.5333244e+1
-0.196, 7.0709878e-9, -3.0364593e-9, 6.5666580e+1
-0.197, 7.0957902e-9, -3.0411862e-9, 6.5999916e+1
-0.198, 7.1527153e-9, -3.0482774e-9, 6.6333252e+1
-0.199, 7.2233415e-9, -3.0485137e-9, 6.6666588e+1
-0.200, 7.2760149e-9, -3.0465046e-9, 6.6999924e+1
-0.201, 7.3539637e-9, -3.0504048e-9, 6.7333260e+1
-0.202, 7.3970714e-9, -3.0649412e-9, 6.7666595e+1
-0.203, 7.4787989e-9, -3.0690779e-9, 6.7999931e+1
-0.204, 7.5559203e-9, -3.0761687e-9, 6.8333267e+1
-0.205, 7.6383566e-9, -3.0816052e-9, 6.8666603e+1
-0.206, 7.6930391e-9, -3.0890508e-9, 6.8999939e+1
-0.207, 7.7667357e-9, -3.0974419e-9, 6.9333275e+1
-0.208, 7.8267322e-9, -3.1089056e-9, 6.9666611e+1
-0.209, 7.9278291e-9, -3.1175331e-9, 6.9999947e+1
-0.210, 7.9888878e-9, -3.1299423e-9, 7.0333282e+1
-0.211, 8.0811278e-9, -3.1454244e-9, 7.0666618e+1
-0.212, 8.1756104e-9, -3.1573608e-9, 7.0999954e+1
-0.213, 8.2117495e-9, -3.1761520e-9, 7.1333290e+1
-0.214, 8.3462703e-9, -3.1874974e-9, 7.1666626e+1
-0.215, 8.4373273e-9, -3.2059342e-9, 7.1999962e+1
-0.216, 8.5234246e-9, -3.2250804e-9, 7.2333298e+1
-0.217, 8.6447169e-9, -3.2420986e-9, 7.2666634e+1
-0.218, 8.7175867e-9, -3.2682170e-9, 7.2999969e+1
-0.219, 8.8302574e-9, -3.2936265e-9, 7.3333305e+1
-0.220, 8.9598169e-9, -3.3196268e-9, 7.3666641e+1
-0.221, 9.0450873e-9, -3.3471637e-9, 7.3999977e+1
-0.222, 9.1797263e-9, -3.3815553e-9, 7.4333313e+1
-0.223, 9.3057428e-9, -3.4177192e-9, 7.4666649e+1
-0.224, 9.4288062e-9, -3.4534109e-9, 7.4999985e+1
-0.225, 9.5680504e-9, -3.4879200e-9, 7.5333321e+1
-0.226, 9.6860360e-9, -3.5329484e-9, 7.5666656e+1
-0.227, 9.8257518e-9, -3.5866035e-9, 7.5999992e+1
-0.228, 9.9946407e-9, -3.6317498e-9, 7.6333328e+1
-0.229, 1.0120185e-8, -3.6812686e-9, 7.6666664e+1
-0.230, 1.0274074e-8, -3.7381152e-9, 7.7000000e+1
-0.231, 1.0443671e-8, -3.7957881e-9, 7.7333336e+1
-0.232, 1.0605590e-8, -3.8551162e-9, 7.7666672e+1
-0.233, 1.0796446e-8, -3.9268544e-9, 7.8000008e+1
-0.234, 1.0947382e-8, -3.9899639e-9, 7.8333344e+1
-0.235, 1.1154300e-8, -4.0672559e-9, 7.8666679e+1
-0.236, 1.1350587e-8, -4.1498662e-9, 7.9000015e+1
-0.237, 1.1530459e-8, -4.2315311e-9, 7.9333351e+1
-0.238, 1.1743517e-8, -4.3208779e-9, 7.9666687e+1
-0.239, 1.1956104e-8, -4.4181427e-9, 8.0000023e+1
-0.240, 1.2137274e-8, -4.5143445e-9, 8.0333359e+1
-0.241, 1.2370057e-8, -4.6139732e-9, 8.0666695e+1
-0.242, 1.2580636e-8, -4.7270747e-9, 8.1000031e+1
-0.243, 1.2810466e-8, -4.8405311e-9, 8.1333366e+1
-0.244, 1.3063915e-8, -4.9649787e-9, 8.1666702e+1
-0.245, 1.3280282e-8, -5.0867079e-9, 8.2000038e+1
-0.246, 1.3540227e-8, -5.2103273e-9, 8.2333374e+1
-0.247, 1.3791551e-8, -5.3429297e-9, 8.2666710e+1
-0.248, 1.4036380e-8, -5.4823857e-9, 8.3000046e+1
-0.249, 1.4311679e-8, -5.6236154e-9, 8.3333382e+1
-0.250, 1.4551429e-8, -5.7729994e-9, 8.3666718e+1
-0.251, 1.4823303e-8, -5.9223835e-9, 8.4000053e+1
-0.252, 1.5106043e-8, -6.0761400e-9, 8.4333389e+1
-0.253, 1.5332095e-8, -6.2372241e-9, 8.4666725e+1
-0.254, 1.5619911e-8, -6.3986629e-9, 8.5000061e+1
-0.255, 1.5903005e-8, -6.5654198e-9, 8.5333397e+1
-0.256, 1.6168267e-8, -6.7350134e-9, 8.5666733e+1
-0.257, 1.6443803e-8, -6.9049610e-9, 8.6000069e+1
-0.258, 1.6692054e-8, -7.0915731e-9, 8.6333405e+1
-0.259, 1.6954955e-8, -7.2676674e-9, 8.6666740e+1
-0.260, 1.7237694e-8, -7.4417517e-9, 8.7000076e+1
-0.261, 1.7486421e-8, -7.6222175e-9, 8.7333412e+1
-0.262, 1.7752093e-8, -7.8054017e-9, 8.7666748e+1
-0.263, 1.8015584e-8, -7.9848048e-9, 8.8000084e+1
-0.264, 1.8251198e-8, -8.1678708e-9, 8.8333420e+1
-0.265, 1.8525023e-8, -8.3518836e-9, 8.8666756e+1
-0.266, 1.8734537e-8, -8.5303409e-9, 8.9000092e+1
-0.267, 1.8988638e-8, -8.7126972e-9, 8.9333427e+1
-0.268, 1.9238838e-8, -8.8903276e-9, 8.9666763e+1
-0.269, 1.9442567e-8, -9.0659480e-9, 9.0000099e+1
-0.270, 1.9681492e-8, -9.2438146e-9, 9.0333435e+1
-0.271, 1.9904945e-8, -9.4210897e-9, 9.0666771e+1
-0.272, 2.0103240e-8, -9.5883195e-9, 9.1000107e+1
-0.273, 2.0337557e-8, -9.7567305e-9, 9.1333443e+1
-0.274, 2.0515596e-8, -9.9318784e-9, 9.1666779e+1
-0.275, 2.0720213e-8, -1.0091782e-8, 9.2000114e+1
-0.276, 2.0936223e-8, -1.0253574e-8, 9.2333450e+1
-0.277, 2.1086274e-8, -1.0408631e-8, 9.2666786e+1
-0.278, 2.1275179e-8, -1.0570779e-8, 9.3000122e+1
-0.279, 2.1447908e-8, -1.0725600e-8, 9.3333458e+1
-0.280, 2.1614374e-8, -1.0869901e-8, 9.3666794e+1
-0.281, 2.1793182e-8, -1.1023658e-8, 9.4000130e+1
-0.282, 2.1925281e-8, -1.1167015e-8, 9.4333466e+1
