Jan. 28, 2006   01:51:47
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_17_19_psoralen_nonequil_2\data\psoralen\2\75um_psoralen_transfer_2_gc_13.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -3.6561175e-8, -3.8535607e-8, 3.3333334e-1
-0.001, -3.0129140e-8, -3.4185863e-8, 6.6666669e-1
-0.002, -2.6396126e-8, -3.0798841e-8, 1.0000000e+0
-0.003, -2.3530463e-8, -2.8064072e-8, 1.3333334e+0
-0.004, -2.1183746e-8, -2.5807712e-8, 1.6666667e+0
-0.005, -1.9282396e-8, -2.3919258e-8, 2.0000000e+0
-0.006, -1.7628947e-8, -2.2296005e-8, 2.3333333e+0
-0.007, -1.6200486e-8, -2.0897541e-8, 2.6666665e+0
-0.008, -1.4964650e-8, -1.9678831e-8, 2.9999998e+0
-0.009, -1.3838415e-8, -1.8608207e-8, 3.3333330e+0
-0.010, -1.2896422e-8, -1.7657655e-8, 3.6666663e+0
-0.011, -1.2000724e-8, -1.6797991e-8, 3.9999995e+0
-0.012, -1.1176479e-8, -1.6024478e-8, 4.3333330e+0
-0.013, -1.0476716e-8, -1.5320694e-8, 4.6666665e+0
-0.014, -9.7924238e-9, -1.4673403e-8, 5.0000000e+0
-0.015, -9.1657668e-9, -1.4082604e-8, 5.3333335e+0
-0.016, -8.6157588e-9, -1.3540495e-8, 5.6666670e+0
-0.017, -8.0646876e-9, -1.3042117e-8, 6.0000005e+0
-0.018, -7.5887305e-9, -1.2585573e-8, 6.3333340e+0
-0.019, -7.1166708e-9, -1.2155384e-8, 6.6666675e+0
-0.020, -6.6700037e-9, -1.1758051e-8, 7.0000010e+0
-0.021, -6.2874661e-9, -1.1387782e-8, 7.3333344e+0
-0.022, -5.8932361e-9, -1.1038195e-8, 7.6666679e+0
-0.023, -5.5164859e-9, -1.0702081e-8, 8.0000010e+0
-0.024, -5.1940634e-9, -1.0398940e-8, 8.3333340e+0
-0.025, -4.8416426e-9, -1.0108800e-8, 8.6666670e+0
-0.026, -4.5581943e-9, -9.8362687e-9, 9.0000000e+0
-0.027, -4.2506523e-9, -9.5748467e-9, 9.3333330e+0
-0.028, -3.9484256e-9, -9.3253609e-9, 9.6666660e+0
-0.029, -3.7170609e-9, -9.0960848e-9, 9.9999990e+0
-0.030, -3.4547527e-9, -8.8744905e-9, 1.0333332e+1
-0.031, -3.1998855e-9, -8.6629424e-9, 1.0666665e+1
-0.032, -2.9682843e-9, -8.4720755e-9, 1.0999998e+1
-0.033, -2.7202669e-9, -8.2784908e-9, 1.1333331e+1
-0.034, -2.5278761e-9, -8.0953066e-9, 1.1666664e+1
-0.035, -2.3099753e-9, -7.9218125e-9, 1.1999997e+1
-0.036, -2.0869957e-9, -7.7628561e-9, 1.2333330e+1
-0.037, -1.9165725e-9, -7.6038988e-9, 1.2666663e+1
-0.038, -1.7141429e-9, -7.4532149e-9, 1.2999996e+1
-0.039, -1.5332084e-9, -7.3085586e-9, 1.3333329e+1
-0.040, -1.3727057e-9, -7.1709922e-9, 1.3666662e+1
-0.041, -1.1823229e-9, -7.0395729e-9, 1.3999995e+1
-0.042, -1.0431969e-9, -6.9054344e-9, 1.4333328e+1
-0.043, -8.7737956e-10, -6.7818142e-9, 1.4666661e+1
-0.044, -6.8345352e-10, -6.6602031e-9, 1.4999994e+1
-0.045, -5.5342153e-10, -6.5202745e-9, 1.5333327e+1
-0.046, -4.4204992e-10, -6.4412093e-9, 1.5666660e+1
-0.047, -2.9040498e-10, -6.3448891e-9, 1.5999993e+1
-0.048, -1.5966439e-10, -6.2314336e-9, 1.6333326e+1
-0.049, -1.9961914e-12, -6.1301502e-9, 1.6666660e+1
-0.050, 1.1232801e-10, -6.0379670e-9, 1.6999994e+1
-0.051, 2.3255742e-10, -5.9442473e-9, 1.7333328e+1
-0.052, 3.6719541e-10, -5.8580913e-9, 1.7666662e+1
-0.053, 4.6675669e-10, -5.7673266e-9, 1.7999996e+1
-0.054, 5.8403349e-10, -5.6840070e-9, 1.8333330e+1
-0.055, 7.0449913e-10, -5.6078968e-9, 1.8666664e+1
-0.056, 7.9898194e-10, -5.5333231e-9, 1.8999998e+1
-0.057, 9.2133723e-10, -5.4528400e-9, 1.9333332e+1
-0.058, 1.0155838e-9, -5.3741300e-9, 1.9666666e+1
-0.059, 1.0958942e-9, -5.3189382e-9, 2.0000000e+1
-0.060, 1.2263986e-9, -5.2345550e-9, 2.0333334e+1
-0.061, 1.2693883e-9, -5.1859814e-9, 2.0666668e+1
-0.062, 1.4049711e-9, -5.0894258e-9, 2.1000002e+1
-0.063, 1.4608341e-9, -5.0596434e-9, 2.1333336e+1
-0.064, 1.5327591e-9, -5.0019699e-9, 2.1666670e+1
-0.065, 1.6564137e-9, -4.9230233e-9, 2.2000004e+1
-0.066, 1.6892463e-9, -4.8834319e-9, 2.2333338e+1
-0.067, 1.7768791e-9, -4.8230402e-9, 2.2666672e+1
-0.068, 1.8744326e-9, -4.7678483e-9, 2.3000006e+1
-0.069, 1.9310042e-9, -4.7158477e-9, 2.3333340e+1
-0.070, 2.0205266e-9, -4.6629012e-9, 2.3666674e+1
-0.071, 2.0871369e-9, -4.6213007e-9, 2.4000008e+1
-0.072, 2.1559914e-9, -4.5675272e-9, 2.4333342e+1
-0.073, 2.2380735e-9, -4.5169442e-9, 2.4666676e+1
-0.074, 2.2733864e-9, -4.4717985e-9, 2.5000010e+1
-0.075, 2.3552320e-9, -4.4223976e-9, 2.5333344e+1
-0.076, 2.4264486e-9, -4.3790243e-9, 2.5666677e+1
-0.077, 2.4539666e-9, -4.3331689e-9, 2.6000011e+1
-0.078, 2.5310882e-9, -4.2894412e-9, 2.6333345e+1
-0.079, 2.5998244e-9, -4.2468953e-9, 2.6666679e+1
-0.080, 2.6429321e-9, -4.2078945e-9, 2.7000013e+1
-0.081, 2.7246598e-9, -4.1606212e-9, 2.7333347e+1
-0.082, 2.7636342e-9, -4.1251660e-9, 2.7666681e+1
-0.083, 2.8131195e-9, -4.0905381e-9, 2.8000015e+1
-0.084, 2.8832730e-9, -4.0522470e-9, 2.8333349e+1
-0.085, 2.9064213e-9, -4.0150190e-9, 2.8666683e+1
-0.086, 2.9644101e-9, -3.9810999e-9, 2.9000017e+1
-0.087, 3.0242886e-9, -3.9422181e-9, 2.9333351e+1
-0.088, 3.0651526e-9, -3.9146810e-9, 2.9666685e+1
-0.089, 3.1334162e-9, -3.8812349e-9, 3.0000019e+1
-0.090, 3.1505414e-9, -3.8512167e-9, 3.0333353e+1
-0.091, 3.2053411e-9, -3.8209613e-9, 3.0666687e+1
-0.092, 3.2693532e-9, -3.7905883e-9, 3.1000021e+1
-0.093, 3.2802188e-9, -3.7517061e-9, 3.1333355e+1
-0.094, 3.3422232e-9, -3.7265329e-9, 3.1666689e+1
-0.095, 3.3908818e-9, -3.6986414e-9, 3.2000023e+1
-0.096, 3.4270216e-9, -3.6701593e-9, 3.2333355e+1
-0.097, 3.4872543e-9, -3.6447496e-9, 3.2666687e+1
-0.098, 3.5030800e-9, -3.6215861e-9, 3.3000019e+1
-0.099, 3.5464243e-9, -3.5951127e-9, 3.3333351e+1
-0.100, 3.6001613e-9, -3.5682854e-9, 3.3666683e+1
-0.101, 3.6240180e-9, -3.5335388e-9, 3.4000015e+1
-0.102, 3.6877938e-9, -3.5107297e-9, 3.4333347e+1
-0.103, 3.7284220e-9, -3.4909931e-9, 3.4666679e+1
-0.104, 3.7395234e-9, -3.4709018e-9, 3.5000011e+1
-0.105, 3.7880636e-9, -3.4388743e-9, 3.5333344e+1
-0.106, 3.8028269e-9, -3.4178373e-9, 3.5666676e+1
-0.107, 3.8467611e-9, -3.3989280e-9, 3.6000008e+1
-0.108, 3.8969556e-9, -3.3744640e-9, 3.6333340e+1
-0.109, 3.9167967e-9, -3.3600458e-9, 3.6666672e+1
-0.110, 3.9567158e-9, -3.3430272e-9, 3.7000004e+1
-0.111, 3.9958081e-9, -3.3180905e-9, 3.7333336e+1
-0.112, 4.0180113e-9, -3.3033174e-9, 3.7666668e+1
-0.113, 4.0843857e-9, -3.2605350e-9, 3.8000000e+1
-0.114, 4.0671426e-9, -3.2581713e-9, 3.8333332e+1
-0.115, 4.0997392e-9, -3.2514349e-9, 3.8666664e+1
-0.116, 4.1612713e-9, -3.2251981e-9, 3.8999996e+1
-0.117, 4.1685939e-9, -3.2073524e-9, 3.9333328e+1
-0.118, 4.2073318e-9, -3.1885614e-9, 3.9666660e+1
-0.119, 4.2548089e-9, -3.1690610e-9, 3.9999992e+1
-0.120, 4.2781938e-9, -3.1499154e-9, 4.0333324e+1
-0.121, 4.3130339e-9, -3.1486154e-9, 4.0666656e+1
-0.122, 4.3377182e-9, -3.1267513e-9, 4.0999989e+1
-0.123, 4.3692516e-9, -3.1044147e-9, 4.1333321e+1
-0.124, 4.4127133e-9, -3.0851506e-9, 4.1666653e+1
-0.125, 4.4304289e-9, -3.0618685e-9, 4.1999985e+1
-0.126, 4.4663326e-9, -3.0507592e-9, 4.2333317e+1
-0.127, 4.4991655e-9, -3.0442593e-9, 4.2666649e+1
-0.128, 4.5133377e-9, -3.0209768e-9, 4.2999981e+1
-0.129, 4.5634136e-9, -3.0148315e-9, 4.3333313e+1
-0.130, 4.5811293e-9, -2.9936766e-9, 4.3666645e+1
-0.131, 4.6061670e-9, -2.9726397e-9, 4.3999977e+1
-0.132, 4.6521094e-9, -2.9679128e-9, 4.4333309e+1
-0.133, 4.6617941e-9, -2.9491212e-9, 4.4666641e+1
-0.134, 4.7086810e-9, -2.9252483e-9, 4.4999973e+1
-0.135, 4.7426947e-9, -2.9115390e-9, 4.5333305e+1
-0.136, 4.7601740e-9, -2.9079934e-9, 4.5666637e+1
-0.137, 4.8046993e-9, -2.8953480e-9, 4.5999969e+1
-0.138, 4.8109583e-9, -2.8815204e-9, 4.6333302e+1
-0.139, 4.8525308e-9, -2.8650928e-9, 4.6666634e+1
-0.140, 4.9000088e-9, -2.8533926e-9, 4.6999966e+1
-0.141, 4.8965840e-9, -2.8479561e-9, 4.7333298e+1
-0.142, 4.9427622e-9, -2.8341287e-9, 4.7666630e+1
-0.143, 4.9790199e-9, -2.8264469e-9, 4.7999962e+1
-0.144, 4.9920117e-9, -2.8127374e-9, 4.8333294e+1
-0.145, 5.0522440e-9, -2.8000919e-9, 4.8666626e+1
-0.146, 5.0618105e-9, -2.7893372e-9, 4.8999958e+1
-0.147, 5.1104689e-9, -2.7675915e-9, 4.9333290e+1
-0.148, 5.1507425e-9, -2.7625096e-9, 4.9666622e+1
-0.149, 5.1592464e-9, -2.7553004e-9, 4.9999954e+1
-0.150, 5.1815676e-9, -2.7453730e-9, 5.0333286e+1
-0.151, 5.2260924e-9, -2.7395821e-9, 5.0666618e+1
-0.152, 5.2519571e-9, -2.7304818e-9, 5.0999950e+1
