img_num,time,bleach_int,ref_int,filename,condition,agarose,PYO,objective,excitation,resolution,bleach_rep,bleach_speed,id
45,17.2952,2878.251,2081.421,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
46,17.6693,2825.693,2024.828,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
47,17.8573,2908.064,2098.662,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
48,18.0404,2798.795,2129.016,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
49,18.2155,2880.443,2107.981,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
50,18.3846,2874.358,2156.517,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
51,18.5677,2998.994,2156.436,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
52,18.7558,2882.325,2155.51,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
53,18.9359,2880.2,2235.241,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
54,19.127,2899.198,2246.422,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
55,19.307,2941.251,2220.599,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
56,19.4871,3009.652,2314.928,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
57,19.6782,2891.852,2278.043,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
58,19.8563,2942.626,2312.621,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
59,20.0504,3049.407,2350.968,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
60,20.2245,3005.671,2381.116,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
61,20.4076,2984.668,2415.837,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
62,20.5967,2998.035,2385.69,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
63,20.7878,3009.579,2316.628,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
64,20.9598,2957.615,2422.806,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
65,21.1479,3059.924,2409.761,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
66,21.325,3089.264,2466.014,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
67,21.5051,3028.347,2470.931,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
68,21.8772,3024.086,2380.614,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
69,22.0703,2908.641,2316.473,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
70,22.2484,3037.727,2447.854,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
71,22.4285,3055.523,2343.839,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
72,22.6195,3016.562,2419.943,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
73,22.7946,2992.699,2475.58,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
74,23.0347,2974.482,2436.542,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
75,23.2148,3049.521,2449.289,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
76,23.3979,3053.836,2535.342,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
77,23.586,3095.198,2440.541,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
78,23.7661,3049.025,2511.314,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
79,23.9572,3000.47,2522.292,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
80,24.1382,3123.699,2562.764,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
81,24.3153,2996.105,2565.349,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
82,24.5034,3113.434,2545.468,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
83,24.6865,3113.093,2537.676,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
84,24.8646,3095.553,2498.026,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
85,25.0367,3116.214,2597.109,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
86,25.2218,3193.19,2603.899,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
87,25.4079,3192.832,2589.261,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
88,25.585,3140.481,2639.919,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
89,25.776,3229.283,2618.595,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
90,25.9561,3161.223,2674.927,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
91,26.1362,3254.682,2620.254,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
92,26.3253,3170.186,2810.571,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
93,26.5054,3159.969,2661.052,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
94,26.6855,3149.583,2713.291,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
95,26.8606,3313.285,2664.103,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
96,27.0457,3232.164,2728.61,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
97,27.2267,3160.04,2652.699,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
98,27.4068,3221.308,2733.665,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
99,27.5979,3303.541,2737.534,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
100,27.775,3242.867,2770.543,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
101,27.9691,3197.716,2684.461,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
102,28.1462,3296.494,2678.147,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
103,28.3263,3212.587,2803.539,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
104,28.5174,3283.168,2777.608,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
105,28.6954,3369.65,2810.12,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
106,28.8785,3269.459,2801.816,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
107,29.0666,3245.54,2699.023,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
108,29.2467,3374.842,2820.44,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
109,29.4358,3237.357,2788.261,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
110,29.6179,3320.184,2760.748,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
111,29.799,3284.421,2831.406,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
112,29.9841,3286.718,2818.644,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
113,30.1702,3377.169,2848.205,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
114,30.3502,3320.915,2852.804,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
115,30.5353,3329.512,2848.215,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
116,30.7164,3251.268,2829.229,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
117,30.9075,3271.125,2810.923,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
118,31.0876,3429.454,2827.919,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
119,31.2707,3299.195,2793.97,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
120,31.4558,3390.596,2914.304,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
121,31.6359,3328.408,2902.29,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
122,31.8169,3306.987,2929.652,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
123,32.005,3400.154,2954.478,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
124,32.2261,3339.225,2835.496,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
125,32.4062,3338.014,2862.773,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
126,32.5893,3386.847,2892.766,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
127,32.7774,3432.879,2850.709,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
128,32.9555,3428.335,2795.965,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
129,33.1406,3382.685,2919.285,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
130,33.3266,3378.328,2850.149,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
131,33.5067,3437.402,2950.152,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
132,33.6978,3439.858,2896.494,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
133,33.8779,3429.468,2959.088,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
134,34.056,3500.801,2970.749,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
135,34.2471,3447.705,2974.985,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
136,34.4272,3399.308,2931.6,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
137,34.6153,3514.225,2991.281,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
138,34.9594,3385.418,2982.433,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
139,35.1454,3397.703,2863.426,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
140,35.3305,3505.665,2958.154,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
141,35.5136,3434.884,2896.9,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
142,35.6967,3523.174,2955.734,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
143,35.8768,3408.703,2954.406,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
144,36.0679,3433.334,2982.352,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
145,36.248,3482.522,3017.212,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
146,36.4371,3500.851,2980.258,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
147,36.6201,3530.163,2996.17,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
148,36.7942,3502.071,3000.409,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
149,37.0483,3548.335,2964.633,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
150,37.2344,3642.577,2969.407,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
151,37.4385,3498.804,2930.926,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
152,37.6136,3556.399,3048.931,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
153,37.9767,3575.738,2910.165,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
154,38.1568,3444.754,2932.599,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
155,38.3368,3559.201,2969.541,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
156,38.5289,3479.878,2948.267,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
157,38.706,3418.599,2985.506,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
158,38.8861,3527.275,3061.558,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
159,39.0772,3578.415,3039.127,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
160,39.3363,3521.088,3022.408,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
161,39.5284,3599.035,2971.178,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
162,39.7055,3587.243,3059.571,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
163,39.8966,3591.521,3011.579,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
164,40.0766,3492.427,3027.784,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
165,40.2567,3628.367,3073.433,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
166,40.4478,3568.259,3009.187,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
167,40.6279,3511.775,2967.187,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
168,40.806,3613.303,2986.627,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
169,40.9911,3622.412,2992.956,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
170,41.1772,3592.226,3063.036,1pctAg_PBSglyc_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_4,PBSglyc,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,4
