img_num,time,bleach_int,ref_int,filename,condition,agarose,PYO,objective,excitation,resolution,bleach_rep,bleach_speed,id
1,0,5741.285,5762.919,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
2,0.1951,5698.421,5764.186,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
3,0.3752,5679.034,5748.152,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
4,0.5493,5676.557,5759.04,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
5,0.7464,5739.592,5803.332,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
6,1.1154,5688.274,5785.492,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
7,1.3065,5809.74,5769.367,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
8,1.4886,5651.298,5809.995,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
9,1.6717,5673.178,5788.882,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
10,1.8608,5646.145,5750.333,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
11,10.7445,4684.595,5447.087,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
12,10.9255,4671.83,5513.644,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
13,11.1136,4767.256,5381.827,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
14,11.3027,4795.192,5619.142,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
15,11.4858,4726.428,5414.937,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
16,11.6659,4827.175,5439.316,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
17,11.854,4881.282,5540.26,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
18,12.0371,5037.625,5361.894,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
19,12.2122,4915.901,5370.69,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
20,12.4082,4885.973,5433.966,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
21,12.6023,4924.626,5357.987,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
22,12.7854,4957.997,5471.08,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
23,12.9705,4926.328,5317.232,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
24,13.1486,5057.635,5481.539,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
25,13.3367,5035.653,5498.264,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
26,13.5168,5058.161,5525.651,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
27,13.6949,5100.186,5369.342,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
28,13.913,5033.375,5491.653,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
29,14.104,5012.983,5418.517,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
30,14.2901,5161.793,5355.051,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
31,14.4702,5101.563,5215.832,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
32,14.6553,5083.827,5380.316,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
33,14.8414,5079.678,5528.655,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
34,15.0185,5145.645,5507.285,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
35,15.2096,5150.702,5379.291,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
36,15.3957,5072.861,5364.26,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
37,15.5677,5174.997,5405.034,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
38,15.7558,5204.35,5366.041,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
39,15.9359,5222.644,5420.38,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
40,16.119,5199.988,5389.817,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
41,16.3271,5182.525,5480.073,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
42,16.5102,5122.324,5371.832,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
43,16.6903,5262.895,5461.319,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
44,16.8754,5173.997,5438.192,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
45,17.0564,5245.295,5400.339,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
46,17.2385,5247.43,5387.683,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
47,17.4276,5214.805,5478.776,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
48,17.6127,5059.562,5446.345,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
49,17.7848,5226.739,5430.633,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
50,17.9539,5185.377,5495.713,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
51,18.304,5322.65,5457.752,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
52,18.4841,5309.798,5475.813,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
53,18.6532,5272.9,5455.635,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
54,18.8232,5327.2,5447.238,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
55,19.0029,5302.727,5517.681,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
56,19.175,5323.861,5513.752,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
57,19.3691,5293.297,5355.002,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
58,19.5462,5250.367,5387.139,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
59,19.7263,5374.332,5496.672,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
60,19.9154,5273.132,5391.918,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
61,20.0955,5208.76,5447.931,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
62,20.2725,5233.433,5310.241,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
63,20.4446,5201.654,5359.074,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
64,20.6247,5224.309,5424.05,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
65,20.8548,5349.206,5469.672,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
66,21.0369,5263.876,5462.686,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
67,21.218,5370.792,5513.562,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
68,21.3951,5425.174,5404.476,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
69,21.5702,5251.569,5450.728,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
70,21.7552,5211.378,5357.303,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
71,21.9333,5263.784,5457.03,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
72,22.1154,5312.029,5404.869,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
73,22.3045,5332.885,5452.341,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
74,22.4846,5243.654,5504.514,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
75,22.6677,5284.466,5471.89,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
76,22.8558,5334.614,5450.527,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
77,23.1049,5217.646,5468.158,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
78,23.285,5275.472,5418.793,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
79,23.476,5243.116,5425.757,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
80,23.6561,5265.071,5552.111,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
81,23.8332,5311.694,5289.467,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
82,24.0083,5203.398,5509.252,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
83,24.1854,5368.872,5384.6,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
84,24.5595,5253.609,5528.549,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
85,24.7456,5336.994,5354.605,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
86,24.9257,5186.325,5485.333,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
87,25.1037,5416.107,5356.57,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
88,25.2748,5312.321,5393.141,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
89,25.4559,5357.626,5483.999,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
90,25.625,5309.021,5542.165,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
91,25.8151,5260.518,5447.038,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
92,25.9962,5260.602,5353.737,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
93,26.1763,5304.045,5428.328,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
94,26.3644,5234.91,5472.277,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
95,26.5454,5374.657,5411.943,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
96,26.7225,5366.362,5352.314,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
97,26.8972,5361.725,5445.393,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
98,27.0743,5199.798,5447.705,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
99,27.4434,5372.572,5500.322,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
100,27.6675,5410.092,5475.534,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
101,27.8446,5270.247,5427.665,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
102,28.0137,5361,5367.768,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
103,28.1968,5311.099,5394.745,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
104,28.3858,5354.539,5428.644,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
105,28.5659,5276.787,5571.192,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
106,28.757,5216.358,5485.757,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
107,28.9371,5305.721,5491.328,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
108,29.1142,5341.54,5375.61,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
109,29.2843,5326.362,5547.889,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
110,29.4664,5352.859,5509.768,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
111,29.6555,5468.222,5467.437,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
112,29.8325,5346.752,5419.41,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
113,30.1846,5407.155,5490.901,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
114,30.3787,5337.997,5460.387,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
115,30.5568,5316.99,5504.219,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
116,30.7369,5277.314,5484.28,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
117,30.925,5283.307,5576.99,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
118,31.1081,5340.252,5401.945,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
119,31.2962,5426.457,5575.754,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
120,31.4762,5355.905,5427.204,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
121,31.6573,5186.551,5436.659,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
122,31.9464,5359.975,5531.154,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
123,32.1645,5386.113,5513.259,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
124,32.3476,5288.921,5370.604,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
125,32.5257,5509.578,5398.643,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
126,32.7138,5364.933,5454.385,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
127,32.8939,5367.777,5605.644,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
128,33.077,5426.689,5385.052,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
129,33.265,5341.599,5437.333,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
130,33.4451,5294.666,5476.057,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
131,33.6282,5394.603,5487.53,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
132,33.8173,5352.078,5497.314,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
133,33.9944,5283.305,5472.582,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
134,34.1855,5362.067,5414.979,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
135,34.3656,5308.817,5471.308,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
136,34.5537,5370.277,5477.597,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
137,34.7367,5352.59,5515.108,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
138,34.9168,5275.766,5492.874,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
139,35.0949,5319.551,5465.187,1pctAg_300uMPYO_FRAP_10xMag_750ex_128px_20xBl_4sp_id_6,PBS,1pctAg,300uMPYO,10xMag,750ex,128px,20xBl,4sp,6
