PHZadded_from_swv,treatment,reactor,run,echem_from_swv,rep,minutes_from_swv,E_from_maxs_from_swv,PHZaddedInt_from_swv,electrode_from_swv,current_from_maxs_from_swv,max_current_from_swv,E_from_mins_from_swv,current_from_mins_from_swv,min_current_from_swv,signal_from_swv,PHZadded_from_gc,echem_from_gc,minutes_from_gc,E_from_maxs_from_gc,t_from_maxs,PHZaddedInt_from_gc,electrode_from_gc,current_from_maxs_from_gc,max_current_from_gc,E_from_mins_from_gc,t_from_mins,current_from_mins_from_gc,min_current_from_gc,signal_from_gc
75uM,psoralen,transfer,1,SWV,0,942.1333333333333,-0.273,75,i1,3.0574774e-6,3.0574774e-6,-0.114,1.4322262e-7,1.4322262e-7,2.91425478e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,psoralen,transfer,1,SWV,9,967.3,-0.278,75,i1,2.3171226e-7,2.3171226e-7,-0.121,1.2699567e-7,1.2699567e-7,1.0471658999999999e-7,75uM,GC,966.8833333333333,-0.399,133.33363,75,i2,1.095107e-8,1.095107e-8,-0.205,68.666603,3.9180064e-9,3.9180064e-9,7.0330636000000004e-9
75uM,psoralen,transfer,1,SWV,10,970.1166666666667,-0.276,75,i1,2.2942004e-7,2.2942004e-7,-0.124,1.1690329e-7,1.1690329e-7,1.1251675000000001e-7,75uM,GC,969.7666666666667,-0.399,133.33363,75,i2,9.8775459e-9,9.8775459e-9,-0.204,68.333267,3.8170365e-9,3.8170365e-9,6.0605094000000004e-9
75uM,psoralen,transfer,1,SWV,11,972.8666666666667,-0.265,75,i1,2.2391211e-7,2.2391211e-7,-0.132,1.2447258e-7,1.2447258e-7,9.943953000000001e-8,75uM,GC,972.5666666666667,-0.399,133.33363,75,i2,8.8930898e-9,8.8930898e-9,-0.214,71.666626,2.8211569e-9,2.8211569e-9,6.0719329e-9
75uM,psoralen,transfer,1,SWV,12,975.6333333333333,-0.291,75,i1,2.2038309e-7,2.2038309e-7,-0.165,1.2892509e-7,1.2892509e-7,9.1458e-8,75uM,GC,975.3333333333334,-0.399,133.33363,75,i2,7.562428e-9,7.562428e-9,-0.208,69.666611,3.0123926e-9,3.0123926e-9,4.550035399999999e-9
75uM,psoralen,transfer,1,SWV,13,978.4333333333333,-0.279,75,i1,2.2011923e-7,2.2011923e-7,-0.122,1.2953525e-7,1.2953525e-7,9.058397999999999e-8,75uM,GC,978.1166666666667,-0.399,133.33363,75,i2,7.2841222e-9,7.2841222e-9,-0.212,70.999954,3.0452236e-9,3.0452236e-9,4.2388986e-9
75uM,psoralen,transfer,1,SWV,1,945.1666666666666,-0.269,75,i1,5.7272558e-7,5.7272558e-7,-0.117,1.274904e-7,1.274904e-7,4.4523517999999997e-7,75uM,GC,944.85,-0.399,133.33363,75,i2,9.7121124e-8,9.7121124e-8,-0.17,56.999928,9.4890833e-9,9.4890833e-9,8.76320407e-8
75uM,psoralen,transfer,1,SWV,2,947.8833333333333,-0.272,75,i1,3.914092e-7,3.914092e-7,-0.141,1.32685e-7,1.32685e-7,2.5872419999999997e-7,75uM,GC,947.6,-0.399,133.33363,75,i2,5.0399144e-8,5.0399144e-8,-0.167,55.999931,7.4287065e-9,7.4287065e-9,4.29704375e-8
75uM,psoralen,transfer,1,SWV,3,950.65,-0.268,75,i1,3.1972368e-7,3.1972368e-7,-0.133,1.2704514e-7,1.2704514e-7,1.9267854000000003e-7,75uM,GC,950.2833333333333,-0.399,133.33363,75,i2,3.2964742e-8,3.2964742e-8,-0.18,60.333248,6.3009433e-9,6.3009433e-9,2.66637987e-8
75uM,psoralen,transfer,1,SWV,4,953.3833333333333,-0.275,75,i1,2.8875394e-7,2.8875394e-7,-0.135,1.3134924e-7,1.3134924e-7,1.574047e-7,75uM,GC,953.1166666666667,-0.399,133.33363,75,i2,2.4458828e-8,2.4458828e-8,-0.186,62.333241,5.8272476e-9,5.8272476e-9,1.86315804e-8
75uM,psoralen,transfer,1,SWV,5,956.1,-0.264,75,i1,2.6847025e-7,2.6847025e-7,-0.117,1.2913948e-7,1.2913948e-7,1.3933076999999998e-7,75uM,GC,955.8166666666667,-0.399,133.33363,75,i2,1.97563e-8,1.97563e-8,-0.186,62.333241,5.2765463e-9,5.2765463e-9,1.44797537e-8
75uM,psoralen,transfer,1,SWV,6,958.8833333333333,-0.267,75,i1,2.5918592e-7,2.5918592e-7,-0.115,1.2856229e-7,1.2856229e-7,1.3062363e-7,75uM,GC,958.5833333333334,-0.399,133.33363,75,i2,1.6707071e-8,1.6707071e-8,-0.195,65.333244,4.8961519e-9,4.8961519e-9,1.1810919100000001e-8
75uM,psoralen,transfer,1,SWV,7,961.6333333333333,-0.268,75,i1,2.514023e-7,2.514023e-7,-0.116,1.2646797e-7,1.2646797e-7,1.2493433000000003e-7,75uM,GC,961.35,-0.399,133.33363,75,i2,1.4210783e-8,1.4210783e-8,-0.195,65.333244,4.5219886e-9,4.5219886e-9,9.688794399999999e-9
75uM,psoralen,transfer,1,SWV,8,964.35,-0.27,75,i1,2.4269514e-7,2.4269514e-7,-0.149,1.26402e-7,1.26402e-7,1.1629314000000003e-7,75uM,GC,964.0666666666667,-0.399,133.33363,75,i2,1.2382702e-8,1.2382702e-8,-0.208,69.666611,4.2262678e-9,4.2262678e-9,8.1564342e-9
75uM,control,transfer,1,SWV,0,922.9166666666666,-0.219,75,i1,4.0279101e-6,4.0279101e-6,-0.011,1.0984237e-6,1.0984237e-6,2.9294864e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
