time,intensity,condition,min,bg_sub
1.7781e-7,0.0122447,dPHZ + 1uM Ru 1uM Rh,0.00411838,0.008126320000000001
1.8201e-7,0.011994,dPHZ + 1uM Ru 1uM Rh,0.00362487,0.008369129999999999
1.8621e-7,0.0122915,dPHZ + 1uM Ru 1uM Rh,0.0039203,0.0083712
1.9051e-7,0.0115336,dPHZ + 1uM Ru 1uM Rh,0.00372983,0.00780377
1.9501e-7,0.0118574,dPHZ + 1uM Ru 1uM Rh,0.00376113,0.008096270000000001
1.9961e-7,0.0108197,dPHZ + 1uM Ru 1uM Rh,0.00367923,0.0071404699999999995
2.0421e-7,0.011638,dPHZ + 1uM Ru 1uM Rh,0.00369991,0.007938090000000002
2.0891e-7,0.0108794,dPHZ + 1uM Ru 1uM Rh,0.00350336,0.007376039999999999
2.1381e-7,0.0109415,dPHZ + 1uM Ru 1uM Rh,0.00339128,0.00755022
2.1881e-7,0.0106479,dPHZ + 1uM Ru 1uM Rh,0.00305451,0.00759339
2.2391e-7,0.0108,dPHZ + 1uM Ru 1uM Rh,0.00337486,0.00742514
2.2911e-7,0.0104277,dPHZ + 1uM Ru 1uM Rh,0.00346403,0.00696367
2.3441e-7,0.0104616,dPHZ + 1uM Ru 1uM Rh,0.00327803,0.00718357
2.3991e-7,0.00997485,dPHZ + 1uM Ru 1uM Rh,0.00344543,0.00652942
2.4551e-7,0.00995374,dPHZ + 1uM Ru 1uM Rh,0.00332502,0.006628720000000001
2.5121e-7,0.00958739,dPHZ + 1uM Ru 1uM Rh,0.00317719,0.0064102
2.5711e-7,0.00963139,dPHZ + 1uM Ru 1uM Rh,0.00310922,0.00652217
2.6311e-7,0.00916525,dPHZ + 1uM Ru 1uM Rh,0.00302511,0.00614014
2.6921e-7,0.00890819,dPHZ + 1uM Ru 1uM Rh,0.00280703,0.00610116
2.7551e-7,0.0087873,dPHZ + 1uM Ru 1uM Rh,0.00256387,0.006223429999999999
2.8191e-7,0.00868161,dPHZ + 1uM Ru 1uM Rh,0.00268074,0.006000869999999999
2.8841e-7,0.00854436,dPHZ + 1uM Ru 1uM Rh,0.00292034,0.00562402
2.9511e-7,0.00842236,dPHZ + 1uM Ru 1uM Rh,0.00246647,0.00595589
3.0201e-7,0.0080333,dPHZ + 1uM Ru 1uM Rh,0.00262544,0.0054078600000000004
3.0901e-7,0.00796812,dPHZ + 1uM Ru 1uM Rh,0.00274297,0.0052251500000000005
3.1621e-7,0.00770363,dPHZ + 1uM Ru 1uM Rh,0.00245342,0.00525021
3.2361e-7,0.00776397,dPHZ + 1uM Ru 1uM Rh,0.00239113,0.00537284
3.3111e-7,0.00733827,dPHZ + 1uM Ru 1uM Rh,0.00236362,0.004974650000000001
3.3881e-7,0.00712283,dPHZ + 1uM Ru 1uM Rh,0.00246108,0.00466175
3.4671e-7,0.0072086,dPHZ + 1uM Ru 1uM Rh,0.00220481,0.005003789999999999
3.5481e-7,0.00688971,dPHZ + 1uM Ru 1uM Rh,0.00220617,0.00468354
3.6311e-7,0.00679705,dPHZ + 1uM Ru 1uM Rh,0.00218086,0.004616189999999999
3.7161e-7,0.00654542,dPHZ + 1uM Ru 1uM Rh,0.00240988,0.00413554
3.8021e-7,0.00658846,dPHZ + 1uM Ru 1uM Rh,0.00239482,0.00419364
3.8901e-7,0.00617608,dPHZ + 1uM Ru 1uM Rh,0.00237158,0.0038044999999999997
3.9811e-7,0.00633091,dPHZ + 1uM Ru 1uM Rh,0.00206077,0.00427014
4.0741e-7,0.00605448,dPHZ + 1uM Ru 1uM Rh,0.00215776,0.0038967200000000002
4.1691e-7,0.00592461,dPHZ + 1uM Ru 1uM Rh,0.00201196,0.00391265
4.2661e-7,0.00580433,dPHZ + 1uM Ru 1uM Rh,0.00200212,0.00380221
4.3651e-7,0.00568098,dPHZ + 1uM Ru 1uM Rh,0.00186228,0.0038187000000000004
4.4671e-7,0.0054239,dPHZ + 1uM Ru 1uM Rh,0.00202986,0.0033940399999999996
4.5711e-7,0.00536838,dPHZ + 1uM Ru 1uM Rh,0.00176276,0.00360562
4.6771e-7,0.00540499,dPHZ + 1uM Ru 1uM Rh,0.00170215,0.00370284
4.7861e-7,0.00507415,dPHZ + 1uM Ru 1uM Rh,0.0017112,0.0033629500000000004
4.8981e-7,0.00520226,dPHZ + 1uM Ru 1uM Rh,0.00159557,0.00360669
5.0121e-7,0.00492057,dPHZ + 1uM Ru 1uM Rh,0.00169473,0.00322584
5.1281e-7,0.00483091,dPHZ + 1uM Ru 1uM Rh,0.00164037,0.00319054
5.2481e-7,0.00475681,dPHZ + 1uM Ru 1uM Rh,0.00161026,0.00314655
5.3711e-7,0.0043323,dPHZ + 1uM Ru 1uM Rh,0.00168979,0.00264251
5.4961e-7,0.00437589,dPHZ + 1uM Ru 1uM Rh,0.00143821,0.0029376800000000002
5.6241e-7,0.00423256,dPHZ + 1uM Ru 1uM Rh,0.00147288,0.0027596799999999996
5.7551e-7,0.00414098,dPHZ + 1uM Ru 1uM Rh,0.00144178,0.0026991999999999997
5.8891e-7,0.00402598,dPHZ + 1uM Ru 1uM Rh,0.00139918,0.0026268000000000003
6.0261e-7,0.00409756,dPHZ + 1uM Ru 1uM Rh,0.00148406,0.0026135000000000004
6.1661e-7,0.0038783,dPHZ + 1uM Ru 1uM Rh,0.00127866,0.00259964
6.3101e-7,0.00382149,dPHZ + 1uM Ru 1uM Rh,0.00135075,0.00247074
6.4571e-7,0.00379021,dPHZ + 1uM Ru 1uM Rh,0.00126646,0.00252375
6.6071e-7,0.00358145,dPHZ + 1uM Ru 1uM Rh,0.00120039,0.00238106
6.7611e-7,0.00345514,dPHZ + 1uM Ru 1uM Rh,0.00127259,0.00218255
6.9191e-7,0.0033273,dPHZ + 1uM Ru 1uM Rh,0.00117371,0.0021535900000000004
7.0801e-7,0.00332037,dPHZ + 1uM Ru 1uM Rh,0.00116109,0.00215928
7.2451e-7,0.00309432,dPHZ + 1uM Ru 1uM Rh,0.0011212,0.00197312
7.4141e-7,0.00309611,dPHZ + 1uM Ru 1uM Rh,0.00113427,0.0019618400000000003
7.5861e-7,0.00304773,dPHZ + 1uM Ru 1uM Rh,0.00116593,0.0018817999999999999
7.7631e-7,0.00290063,dPHZ + 1uM Ru 1uM Rh,0.00112266,0.00177797
7.9441e-7,0.00278088,dPHZ + 1uM Ru 1uM Rh,0.00103178,0.0017491
8.1291e-7,0.00292215,dPHZ + 1uM Ru 1uM Rh,0.00107765,0.0018445
8.3181e-7,0.0027047,dPHZ + 1uM Ru 1uM Rh,0.00100434,0.00170036
8.5111e-7,0.00262743,dPHZ + 1uM Ru 1uM Rh,0.00101073,0.0016167
8.7101e-7,0.00255107,dPHZ + 1uM Ru 1uM Rh,0.00102981,0.00152126
8.9131e-7,0.00234514,dPHZ + 1uM Ru 1uM Rh,8.73068e-4,0.001472072
9.1201e-7,0.00243984,dPHZ + 1uM Ru 1uM Rh,8.0181e-4,0.00163803
9.3331e-7,0.00228872,dPHZ + 1uM Ru 1uM Rh,8.31902e-4,0.0014568180000000001
9.5511e-7,0.00225825,dPHZ + 1uM Ru 1uM Rh,9.7825e-4,0.0012799999999999999
9.7731e-7,0.00223859,dPHZ + 1uM Ru 1uM Rh,8.53956e-4,0.001384634
1.00001e-6,0.00205859,dPHZ + 1uM Ru 1uM Rh,7.67745e-4,0.0012908449999999999
1.02331e-6,0.00200999,dPHZ + 1uM Ru 1uM Rh,7.65374e-4,0.001244616
1.04721e-6,0.00193477,dPHZ + 1uM Ru 1uM Rh,7.20011e-4,0.001214759
1.07161e-6,0.00186569,dPHZ + 1uM Ru 1uM Rh,6.6754e-4,0.0011981499999999998
1.09651e-6,0.00192212,dPHZ + 1uM Ru 1uM Rh,6.5423e-4,0.00126789
1.12211e-6,0.00172183,dPHZ + 1uM Ru 1uM Rh,6.23229e-4,0.0010986009999999998
1.14831e-6,0.00172933,dPHZ + 1uM Ru 1uM Rh,6.37052e-4,0.001092278
1.17501e-6,0.00169707,dPHZ + 1uM Ru 1uM Rh,5.39227e-4,0.001157843
1.20231e-6,0.00156109,dPHZ + 1uM Ru 1uM Rh,5.77185e-4,9.83905e-4
1.23031e-6,0.00152329,dPHZ + 1uM Ru 1uM Rh,4.59682e-4,0.0010636080000000002
1.25901e-6,0.00152838,dPHZ + 1uM Ru 1uM Rh,5.34097e-4,9.942829999999999e-4
1.28831e-6,0.0013573,dPHZ + 1uM Ru 1uM Rh,5.57928e-4,7.993720000000001e-4
1.31831e-6,0.00137985,dPHZ + 1uM Ru 1uM Rh,5.32875e-4,8.469749999999999e-4
1.34901e-6,0.0012492,dPHZ + 1uM Ru 1uM Rh,3.85072e-4,8.64128e-4
1.38041e-6,0.00130322,dPHZ + 1uM Ru 1uM Rh,4.81571e-4,8.216489999999999e-4
1.41261e-6,0.00122266,dPHZ + 1uM Ru 1uM Rh,5.15675e-4,7.069849999999999e-4
1.44551e-6,0.00115547,dPHZ + 1uM Ru 1uM Rh,4.33716e-4,7.21754e-4
1.47921e-6,0.00110822,dPHZ + 1uM Ru 1uM Rh,3.96383e-4,7.118370000000001e-4
1.51371e-6,0.00105423,dPHZ + 1uM Ru 1uM Rh,3.69259e-4,6.849709999999999e-4
1.54891e-6,0.00101062,dPHZ + 1uM Ru 1uM Rh,5.25184e-4,4.85436e-4
1.58501e-6,9.77431e-4,dPHZ + 1uM Ru 1uM Rh,4.6627e-4,5.11161e-4
1.62191e-6,9.16996e-4,dPHZ + 1uM Ru 1uM Rh,3.32517e-4,5.844789999999999e-4
1.65961e-6,8.38215e-4,dPHZ + 1uM Ru 1uM Rh,3.18254e-4,5.19961e-4
1.69831e-6,8.60167e-4,dPHZ + 1uM Ru 1uM Rh,2.24698e-4,6.35469e-4
1.73791e-6,8.75898e-4,dPHZ + 1uM Ru 1uM Rh,3.65412e-4,5.104859999999999e-4
1.77841e-6,7.42936e-4,dPHZ + 1uM Ru 1uM Rh,3.51634e-4,3.9130200000000006e-4
1.81981e-6,7.72718e-4,dPHZ + 1uM Ru 1uM Rh,3.84947e-4,3.87771e-4
1.86221e-6,6.9352e-4,dPHZ + 1uM Ru 1uM Rh,2.2848e-4,4.6504e-4
-9.939e-8,-2.11806e-5,dPHZ + 1uM Ru 2uM Rh,-1.9954e-4,1.783594e-4
-9.779e-8,-3.05855e-4,dPHZ + 1uM Ru 2uM Rh,-3.05855e-4,0
-9.559e-8,1.33933e-4,dPHZ + 1uM Ru 2uM Rh,-3.66273e-4,5.00206e-4
-9.339e-8,6.72506e-5,dPHZ + 1uM Ru 2uM Rh,-2.84336e-4,3.5158659999999997e-4
-9.119e-8,-8.07134e-5,dPHZ + 1uM Ru 2uM Rh,-4.35701e-4,3.5498759999999996e-4
-8.909e-8,-1.5651e-4,dPHZ + 1uM Ru 2uM Rh,-2.0362e-4,4.711e-5
-8.709e-8,3.68056e-5,dPHZ + 1uM Ru 2uM Rh,2.88194e-5,7.986199999999998e-6
-8.509e-8,1.84288e-4,dPHZ + 1uM Ru 2uM Rh,-4.43576e-6,1.8872376000000001e-4
-8.319e-8,1.94329e-4,dPHZ + 1uM Ru 2uM Rh,-1.52479e-5,2.095769e-4
-8.129e-8,-3.10764e-5,dPHZ + 1uM Ru 2uM Rh,-1.72057e-4,1.409806e-4
-7.939e-8,2.08796e-4,dPHZ + 1uM Ru 2uM Rh,-9.57562e-5,3.045522e-4
-7.759e-8,-1.63194e-5,dPHZ + 1uM Ru 2uM Rh,-2.90394e-4,2.740746e-4
-7.579e-8,4.69888e-4,dPHZ + 1uM Ru 2uM Rh,-1.4726e-4,6.17148e-4
-7.409e-8,5.49544e-4,dPHZ + 1uM Ru 2uM Rh,9.64844e-6,5.3989556e-4
-7.249e-8,1.63368e-4,dPHZ + 1uM Ru 2uM Rh,-1.4125e-4,3.04618e-4
-7.079e-8,4.29012e-5,dPHZ + 1uM Ru 2uM Rh,-5.58664e-4,6.015651999999999e-4
-6.919e-8,1.51463e-4,dPHZ + 1uM Ru 2uM Rh,-3.67237e-4,5.187e-4
-6.769e-8,-1.19944e-4,dPHZ + 1uM Ru 2uM Rh,-3.66727e-4,2.46783e-4
-6.609e-8,-2.41363e-4,dPHZ + 1uM Ru 2uM Rh,-2.83689e-4,4.2326e-5
-6.459e-8,-1.45833e-5,dPHZ + 1uM Ru 2uM Rh,-2.90324e-4,2.7574070000000003e-4
-6.309e-8,7.08116e-5,dPHZ + 1uM Ru 2uM Rh,-3.35447e-4,4.062586e-4
-6.159e-8,-1.39335e-4,dPHZ + 1uM Ru 2uM Rh,-1.50954e-4,1.1618999999999985e-5
-6.019e-8,4.39484e-5,dPHZ + 1uM Ru 2uM Rh,-1.95596e-4,2.395444e-4
-5.889e-8,-1.99334e-4,dPHZ + 1uM Ru 2uM Rh,-1.99334e-4,0
-5.759e-8,-6.35367e-4,dPHZ + 1uM Ru 2uM Rh,-6.36706e-4,1.3390000000000494e-6
-5.629e-8,-5.0897e-5,dPHZ + 1uM Ru 2uM Rh,-2.60446e-4,2.09549e-4
-5.499e-8,5.80903e-4,dPHZ + 1uM Ru 2uM Rh,-2.67246e-4,8.481490000000001e-4
-5.369e-8,5.18837e-4,dPHZ + 1uM Ru 2uM Rh,-1.43238e-4,6.62075e-4
-5.249e-8,2.62153e-5,dPHZ + 1uM Ru 2uM Rh,-4.41386e-4,4.676013e-4
-5.129e-8,-9.21296e-5,dPHZ + 1uM Ru 2uM Rh,-5.50645e-4,4.5851539999999997e-4
-5.009e-8,1.62211e-4,dPHZ + 1uM Ru 2uM Rh,-2.97428e-4,4.59639e-4
-4.899e-8,3.73958e-4,dPHZ + 1uM Ru 2uM Rh,-1.57465e-4,5.31423e-4
-4.789e-8,2.86748e-5,dPHZ + 1uM Ru 2uM Rh,-8.85706e-5,1.1724540000000001e-4
-4.679e-8,4.21875e-5,dPHZ + 1uM Ru 2uM Rh,-1.90026e-4,2.322135e-4
-4.569e-8,1.75955e-4,dPHZ + 1uM Ru 2uM Rh,-1.69251e-4,3.4520600000000003e-4
-4.459e-8,1.72917e-4,dPHZ + 1uM Ru 2uM Rh,-1.47491e-4,3.20408e-4
-4.359e-8,1.36806e-4,dPHZ + 1uM Ru 2uM Rh,-3.82986e-4,5.19792e-4
-4.259e-8,4.78646e-4,dPHZ + 1uM Ru 2uM Rh,-2.45139e-4,7.23785e-4
-4.169e-8,6.27561e-4,dPHZ + 1uM Ru 2uM Rh,5.42448e-5,5.733162e-4
-4.079e-8,3.59375e-5,dPHZ + 1uM Ru 2uM Rh,-2.87161e-4,3.230985e-4
-3.979e-8,-4.80035e-4,dPHZ + 1uM Ru 2uM Rh,-8.4566e-4,3.65625e-4
-3.889e-8,-3.90017e-4,dPHZ + 1uM Ru 2uM Rh,-9.71528e-4,5.81511e-4
-3.799e-8,-2.93403e-4,dPHZ + 1uM Ru 2uM Rh,-6.39063e-4,3.4566e-4
-3.709e-8,-3.7678e-4,dPHZ + 1uM Ru 2uM Rh,-5.8546e-4,2.0868e-4
-3.629e-8,-8.88021e-5,dPHZ + 1uM Ru 2uM Rh,-8.88021e-5,0
-3.549e-8,5.03863e-4,dPHZ + 1uM Ru 2uM Rh,3.09809e-5,4.728821e-4
-3.469e-8,7.13064e-4,dPHZ + 1uM Ru 2uM Rh,1.81467e-4,5.31597e-4
-3.389e-8,6.85286e-4,dPHZ + 1uM Ru 2uM Rh,6.80903e-5,6.171957e-4
-3.309e-8,6.9401e-5,dPHZ + 1uM Ru 2uM Rh,-3.04306e-4,3.7370700000000003e-4
-3.229e-8,-5.57118e-4,dPHZ + 1uM Ru 2uM Rh,-5.57118e-4,0
-3.159e-8,6.875e-5,dPHZ + 1uM Ru 2uM Rh,-6.84606e-5,1.372106e-4
-3.089e-8,0.00130573,dPHZ + 1uM Ru 2uM Rh,5.04601e-4,8.011289999999999e-4
-3.019e-8,0.00206788,dPHZ + 1uM Ru 2uM Rh,8.61282e-4,0.0012065979999999997
-2.949e-8,0.00118464,dPHZ + 1uM Ru 2uM Rh,-7.84262e-4,0.001968902
-2.879e-8,-8.47338e-4,dPHZ + 1uM Ru 2uM Rh,-0.00241389,0.0015665520000000001
-2.819e-8,-0.00205451,dPHZ + 1uM Ru 2uM Rh,-0.00237761,3.231000000000002e-4
-2.759e-8,-0.00168183,dPHZ + 1uM Ru 2uM Rh,-0.00168183,0
-2.699e-8,-3.91898e-4,dPHZ + 1uM Ru 2uM Rh,-3.91898e-4,0
-2.639e-8,8.07176e-4,dPHZ + 1uM Ru 2uM Rh,8.07176e-4,0
-2.579e-8,0.00166279,dPHZ + 1uM Ru 2uM Rh,0.00165174,1.1049999999999862e-5
-2.519e-8,0.0016026,dPHZ + 1uM Ru 2uM Rh,8.76328e-4,7.26272e-4
-2.459e-8,2.44965e-4,dPHZ + 1uM Ru 2uM Rh,-9.1447e-4,0.001159435
-2.399e-8,-0.00117373,dPHZ + 1uM Ru 2uM Rh,-0.00167102,4.972900000000001e-4
-2.339e-8,-7.33623e-4,dPHZ + 1uM Ru 2uM Rh,-8.29262e-4,9.563900000000001e-5
-2.289e-8,5.84375e-4,dPHZ + 1uM Ru 2uM Rh,9.21788e-5,4.921962e-4
-2.239e-8,0.00165845,dPHZ + 1uM Ru 2uM Rh,6.22127e-4,0.001036323
-2.189e-8,0.00200278,dPHZ + 1uM Ru 2uM Rh,7.39748e-4,0.0012630319999999999
-2.139e-8,0.00210405,dPHZ + 1uM Ru 2uM Rh,0.0010835,0.00102055
-2.089e-8,0.00253533,dPHZ + 1uM Ru 2uM Rh,0.00201088,5.244500000000001e-4
-2.039e-8,0.00330862,dPHZ + 1uM Ru 2uM Rh,0.00297813,3.304900000000001e-4
-1.989e-8,0.00410391,dPHZ + 1uM Ru 2uM Rh,0.00403672,6.718999999999996e-5
-1.949e-8,0.00501233,dPHZ + 1uM Ru 2uM Rh,0.00501233,0
-1.909e-8,0.00696719,dPHZ + 1uM Ru 2uM Rh,0.00696719,0
-1.869e-8,0.0104299,dPHZ + 1uM Ru 2uM Rh,0.0104299,0
-1.819e-8,0.0169209,dPHZ + 1uM Ru 2uM Rh,0.0169209,0
-1.769e-8,0.0255757,dPHZ + 1uM Ru 2uM Rh,0.0252055,3.702000000000011e-4
-1.729e-8,0.0344481,dPHZ + 1uM Ru 2uM Rh,0.0339173,5.308000000000049e-4
-1.689e-8,0.0456408,dPHZ + 1uM Ru 2uM Rh,0.045202,4.388000000000031e-4
-1.659e-8,0.0557771,dPHZ + 1uM Ru 2uM Rh,0.0555423,2.3480000000000029e-4
-1.629e-8,0.0677172,dPHZ + 1uM Ru 2uM Rh,0.0676634,5.380000000000662e-5
-1.589e-8,0.0834468,dPHZ + 1uM Ru 2uM Rh,0.0834468,0
-1.549e-8,0.0940909,dPHZ + 1uM Ru 2uM Rh,0.0940909,0
-1.509e-8,0.0991738,dPHZ + 1uM Ru 2uM Rh,0.0991738,0
-1.479e-8,0.100948,dPHZ + 1uM Ru 2uM Rh,0.100591,3.569999999999962e-4
-1.449e-8,0.102272,dPHZ + 1uM Ru 2uM Rh,0.102049,2.2300000000000098e-4
-1.409e-8,0.103406,dPHZ + 1uM Ru 2uM Rh,0.103141,2.6500000000000135e-4
-1.379e-8,0.103207,dPHZ + 1uM Ru 2uM Rh,0.102889,3.1799999999999884e-4
-1.349e-8,0.101887,dPHZ + 1uM Ru 2uM Rh,0.10136,5.269999999999997e-4
-1.319e-8,0.099798799999999993,dPHZ + 1uM Ru 2uM Rh,0.0991351,6.636999999999893e-4
-1.289e-8,0.09737,dPHZ + 1uM Ru 2uM Rh,0.0967237,6.463000000000024e-4
-1.259e-8,0.0952328,dPHZ + 1uM Ru 2uM Rh,0.094717,5.158000000000107e-4
-1.229e-8,0.0940145,dPHZ + 1uM Ru 2uM Rh,0.0935469,4.6759999999999857e-4
-1.199e-8,0.0936113,dPHZ + 1uM Ru 2uM Rh,0.0932665,3.4479999999999233e-4
-1.179e-8,0.0937632,dPHZ + 1uM Ru 2uM Rh,0.0934783,2.849000000000046e-4
-1.149e-8,0.0943917,dPHZ + 1uM Ru 2uM Rh,0.0939522,4.3949999999999545e-4
-1.119e-8,0.0951043,dPHZ + 1uM Ru 2uM Rh,0.0944167,6.875999999999965e-4
-1.099e-8,0.0955167,dPHZ + 1uM Ru 2uM Rh,0.094618,8.987000000000023e-4
-1.079e-8,0.0957806,dPHZ + 1uM Ru 2uM Rh,0.0948498,9.307999999999955e-4
-1.049e-8,0.0961621,dPHZ + 1uM Ru 2uM Rh,0.0952101,9.519999999999945e-4
-1.019e-8,0.096534,dPHZ + 1uM Ru 2uM Rh,0.0957075,8.264999999999939e-4
-9.99e-9,0.0967615,dPHZ + 1uM Ru 2uM Rh,0.0961102,6.512999999999936e-4
-9.79e-9,0.0970523,dPHZ + 1uM Ru 2uM Rh,0.0964618,5.904999999999938e-4
-9.59e-9,0.0972971,dPHZ + 1uM Ru 2uM Rh,0.096816,4.810999999999982e-4
-9.39e-9,0.097488,dPHZ + 1uM Ru 2uM Rh,0.0970495,4.3850000000000833e-4
-9.19e-9,0.0975271,dPHZ + 1uM Ru 2uM Rh,0.0971085,4.186000000000051e-4
-8.99e-9,0.097251,dPHZ + 1uM Ru 2uM Rh,0.0969375,3.135000000000082e-4
-8.79e-9,0.0967563,dPHZ + 1uM Ru 2uM Rh,0.0964425,3.1380000000000297e-4
-8.59e-9,0.0961339,dPHZ + 1uM Ru 2uM Rh,0.0958227,3.111999999999976e-4
-8.39e-9,0.0954993,dPHZ + 1uM Ru 2uM Rh,0.095045,4.542999999999908e-4
-8.19e-9,0.0950132,dPHZ + 1uM Ru 2uM Rh,0.0944078,6.054000000000059e-4
-7.99e-9,0.0946564,dPHZ + 1uM Ru 2uM Rh,0.0939773,6.791000000000019e-4
-7.79e-9,0.0946139,dPHZ + 1uM Ru 2uM Rh,0.0939,7.139000000000034e-4
-7.59e-9,0.0947059,dPHZ + 1uM Ru 2uM Rh,0.0940997,6.062000000000012e-4
-7.39e-9,0.0950965,dPHZ + 1uM Ru 2uM Rh,0.0945545,5.420000000000008e-4
-7.19e-9,0.0956113,dPHZ + 1uM Ru 2uM Rh,0.0951648,4.4650000000000245e-4
-6.99e-9,0.0962597,dPHZ + 1uM Ru 2uM Rh,0.0958306,4.291000000000017e-4
-6.79e-9,0.0967684,dPHZ + 1uM Ru 2uM Rh,0.0963238,4.446000000000033e-4
-6.59e-9,0.0970931,dPHZ + 1uM Ru 2uM Rh,0.0965894,5.036999999999958e-4
-6.39e-9,0.0971365,dPHZ + 1uM Ru 2uM Rh,0.0966076,5.288999999999988e-4
-6.19e-9,0.0969637,dPHZ + 1uM Ru 2uM Rh,0.0963897,5.740000000000051e-4
-5.99e-9,0.0965436,dPHZ + 1uM Ru 2uM Rh,0.0960382,5.053999999999892e-4
-5.79e-9,0.0960957,dPHZ + 1uM Ru 2uM Rh,0.0955799,5.158000000000107e-4
-5.59e-9,0.0956503,dPHZ + 1uM Ru 2uM Rh,0.0951205,5.297999999999969e-4
-5.39e-9,0.095291,dPHZ + 1uM Ru 2uM Rh,0.0947533,5.377000000000021e-4
-5.19e-9,0.0950167,dPHZ + 1uM Ru 2uM Rh,0.0944677,5.489999999999939e-4
-4.99e-9,0.0949767,dPHZ + 1uM Ru 2uM Rh,0.0944028,5.739000000000022e-4
-4.79e-9,0.0949299,dPHZ + 1uM Ru 2uM Rh,0.0945234,4.065000000000041e-4
-4.59e-9,0.0951825,dPHZ + 1uM Ru 2uM Rh,0.0947101,4.723999999999978e-4
-4.39e-9,0.0954056,dPHZ + 1uM Ru 2uM Rh,0.0950234,3.821999999999992e-4
-4.19e-9,0.0957936,dPHZ + 1uM Ru 2uM Rh,0.0953446,4.4900000000000495e-4
-3.99e-9,0.0961252,dPHZ + 1uM Ru 2uM Rh,0.0956788,4.463999999999996e-4
-3.79e-9,0.0964073,dPHZ + 1uM Ru 2uM Rh,0.0959592,4.481000000000068e-4
-3.59e-9,0.0967146,dPHZ + 1uM Ru 2uM Rh,0.0962674,4.471999999999948e-4
-3.39e-9,0.097008,dPHZ + 1uM Ru 2uM Rh,0.0965521,4.558999999999952e-4
-3.19e-9,0.0972719,dPHZ + 1uM Ru 2uM Rh,0.0968316,4.402999999999907e-4
-2.99e-9,0.0975106,dPHZ + 1uM Ru 2uM Rh,0.0970712,4.3940000000000645e-4
-2.79e-9,0.0976295,dPHZ + 1uM Ru 2uM Rh,0.0972144,4.150999999999877e-4
-2.59e-9,0.0976321,dPHZ + 1uM Ru 2uM Rh,0.0971988,4.332999999999976e-4
-2.39e-9,0.0974976,dPHZ + 1uM Ru 2uM Rh,0.0971163,3.813000000000011e-4
-2.19e-9,0.0972658,dPHZ + 1uM Ru 2uM Rh,0.0967995,4.663000000000028e-4
-1.99e-9,0.0967753,dPHZ + 1uM Ru 2uM Rh,0.0962439,5.314000000000013e-4
-1.79e-9,0.0961451,dPHZ + 1uM Ru 2uM Rh,0.0954809,6.642000000000037e-4
-1.59e-9,0.09533,dPHZ + 1uM Ru 2uM Rh,0.094671,6.589999999999929e-4
-1.39e-9,0.0944472,dPHZ + 1uM Ru 2uM Rh,0.0938689,5.782999999999899e-4
-1.19e-9,0.0936651,dPHZ + 1uM Ru 2uM Rh,0.0930851,5.799999999999972e-4
-9.9e-10,0.0930818,dPHZ + 1uM Ru 2uM Rh,0.0924097,6.721000000000088e-4
-7.9e-10,0.0927536,dPHZ + 1uM Ru 2uM Rh,0.0919479,8.057000000000064e-4
-5.9e-10,0.0927693,dPHZ + 1uM Ru 2uM Rh,0.0919097,8.59600000000002e-4
-3.9e-10,0.0929524,dPHZ + 1uM Ru 2uM Rh,0.0921371,8.153000000000049e-4
-1.9e-10,0.0934464,dPHZ + 1uM Ru 2uM Rh,0.0926293,8.171000000000012e-4
1e-11,0.0941035,dPHZ + 1uM Ru 2uM Rh,0.0933915,7.120000000000043e-4
2.1e-10,0.0949142,dPHZ + 1uM Ru 2uM Rh,0.0942491,6.651000000000018e-4
4.1e-10,0.0957719,dPHZ + 1uM Ru 2uM Rh,0.0950842,6.876999999999994e-4
6.1e-10,0.096587,dPHZ + 1uM Ru 2uM Rh,0.0959245,6.625000000000103e-4
8.1e-10,0.0973674,dPHZ + 1uM Ru 2uM Rh,0.096691,6.764000000000076e-4
1.01e-9,0.0980497,dPHZ + 1uM Ru 2uM Rh,0.0974054,6.443000000000004e-4
1.21e-9,0.0986408,dPHZ + 1uM Ru 2uM Rh,0.0981189,5.219000000000057e-4
1.41e-9,0.099179,dPHZ + 1uM Ru 2uM Rh,0.098691,4.880000000000023e-4
1.61e-9,0.0997094,dPHZ + 1uM Ru 2uM Rh,0.099203,5.064000000000041e-4
1.81e-9,0.100127,dPHZ + 1uM Ru 2uM Rh,0.0995538,5.731999999999959e-4
2.01e-9,0.100421,dPHZ + 1uM Ru 2uM Rh,0.0998325,5.884999999999918e-4
2.21e-9,0.100467,dPHZ + 1uM Ru 2uM Rh,0.0999115,5.555000000000004e-4
2.41e-9,0.100351,dPHZ + 1uM Ru 2uM Rh,0.0999549,3.9609999999999645e-4
2.61e-9,0.10014,dPHZ + 1uM Ru 2uM Rh,0.0997734,3.666000000000086e-4
2.81e-9,0.0997259,dPHZ + 1uM Ru 2uM Rh,0.0993887,3.372000000000097e-4
3.01e-9,0.099192,dPHZ + 1uM Ru 2uM Rh,0.0988366,3.554000000000057e-4
3.21e-9,0.0985332,dPHZ + 1uM Ru 2uM Rh,0.09817,3.6320000000000796e-4
3.41e-9,0.09787,dPHZ + 1uM Ru 2uM Rh,0.0974677,4.0229999999999433e-4
3.61e-9,0.0972727,dPHZ + 1uM Ru 2uM Rh,0.0968349,4.378000000000021e-4
3.81e-9,0.0967823,dPHZ + 1uM Ru 2uM Rh,0.0964434,3.389000000000031e-4
