time,intensity,condition,min,bg_sub
-3.469e-8,6.05495e-4,dPHZ + 1uM Ru 1uM Rh,1.81467e-4,4.2402799999999996e-4
-3.389e-8,5.90738e-4,dPHZ + 1uM Ru 1uM Rh,6.80903e-5,5.226477e-4
-3.309e-8,-9.78472e-5,dPHZ + 1uM Ru 1uM Rh,-3.04306e-4,2.0645880000000002e-4
-3.229e-8,-2.67769e-4,dPHZ + 1uM Ru 1uM Rh,-5.57118e-4,2.89349e-4
-3.159e-8,1.36745e-4,dPHZ + 1uM Ru 1uM Rh,-6.84606e-5,2.052056e-4
-3.089e-8,8.62005e-4,dPHZ + 1uM Ru 1uM Rh,5.04601e-4,3.5740399999999997e-4
-3.019e-8,8.61282e-4,dPHZ + 1uM Ru 1uM Rh,8.61282e-4,0
-2.949e-8,-7.84262e-4,dPHZ + 1uM Ru 1uM Rh,-7.84262e-4,0
-2.879e-8,-0.00241389,dPHZ + 1uM Ru 1uM Rh,-0.00241389,0
-2.819e-8,-0.00192576,dPHZ + 1uM Ru 1uM Rh,-0.00237761,4.5184999999999995e-4
-2.759e-8,-1.30906e-4,dPHZ + 1uM Ru 1uM Rh,-0.00168183,0.001550924
-2.699e-8,0.00123715,dPHZ + 1uM Ru 1uM Rh,-3.91898e-4,0.0016290480000000001
-2.639e-8,0.0019044,dPHZ + 1uM Ru 1uM Rh,8.07176e-4,0.001097224
-2.579e-8,0.00183408,dPHZ + 1uM Ru 1uM Rh,0.00165174,1.8234000000000002e-4
-2.519e-8,8.76328e-4,dPHZ + 1uM Ru 1uM Rh,8.76328e-4,0
-2.459e-8,-9.1447e-4,dPHZ + 1uM Ru 1uM Rh,-9.1447e-4,0
-2.399e-8,-0.00155567,dPHZ + 1uM Ru 1uM Rh,-0.00167102,1.1534999999999996e-4
-2.339e-8,-1.63892e-4,dPHZ + 1uM Ru 1uM Rh,-8.29262e-4,6.6537e-4
-2.289e-8,0.00120185,dPHZ + 1uM Ru 1uM Rh,9.21788e-5,0.0011096712
-2.239e-8,0.00141597,dPHZ + 1uM Ru 1uM Rh,6.22127e-4,7.938429999999999e-4
-2.189e-8,9.96554e-4,dPHZ + 1uM Ru 1uM Rh,7.39748e-4,2.5680599999999994e-4
-2.139e-8,0.0010835,dPHZ + 1uM Ru 1uM Rh,0.0010835,0
-2.089e-8,0.00201088,dPHZ + 1uM Ru 1uM Rh,0.00201088,0
-2.039e-8,0.00324438,dPHZ + 1uM Ru 1uM Rh,0.00297813,2.6625e-4
-1.989e-8,0.00456904,dPHZ + 1uM Ru 1uM Rh,0.00403672,5.323200000000002e-4
-1.949e-8,0.00607728,dPHZ + 1uM Ru 1uM Rh,0.00501233,0.0010649500000000003
-1.909e-8,0.00854951,dPHZ + 1uM Ru 1uM Rh,0.00696719,0.00158232
-1.869e-8,0.0124627,dPHZ + 1uM Ru 1uM Rh,0.0104299,0.0020327999999999995
-1.819e-8,0.0193824,dPHZ + 1uM Ru 1uM Rh,0.0169209,0.002461500000000002
-1.769e-8,0.0280404,dPHZ + 1uM Ru 1uM Rh,0.0252055,0.0028349000000000013
-1.729e-8,0.037263,dPHZ + 1uM Ru 1uM Rh,0.0339173,0.0033457
-1.689e-8,0.0495647,dPHZ + 1uM Ru 1uM Rh,0.045202,0.004362700000000004
-1.659e-8,0.0608572,dPHZ + 1uM Ru 1uM Rh,0.0555423,0.005314899999999997
-1.629e-8,0.0733442,dPHZ + 1uM Ru 1uM Rh,0.0676634,0.0056808
-1.589e-8,0.0881723,dPHZ + 1uM Ru 1uM Rh,0.0834468,0.004725499999999994
-1.549e-8,0.096392,dPHZ + 1uM Ru 1uM Rh,0.0940909,0.0023011000000000004
-1.509e-8,0.0996394,dPHZ + 1uM Ru 1uM Rh,0.0991738,4.6559999999999657e-4
-1.479e-8,0.101184,dPHZ + 1uM Ru 1uM Rh,0.100591,5.929999999999963e-4
-1.449e-8,0.102638,dPHZ + 1uM Ru 1uM Rh,0.102049,5.889999999999923e-4
-1.409e-8,0.103784,dPHZ + 1uM Ru 1uM Rh,0.103141,6.430000000000047e-4
-1.379e-8,0.103533,dPHZ + 1uM Ru 1uM Rh,0.102889,6.440000000000057e-4
-1.349e-8,0.101836,dPHZ + 1uM Ru 1uM Rh,0.10136,4.759999999999903e-4
-1.319e-8,0.0994475,dPHZ + 1uM Ru 1uM Rh,0.0991351,3.1239999999999046e-4
-1.289e-8,0.0968468,dPHZ + 1uM Ru 1uM Rh,0.0967237,1.2310000000000099e-4
-1.259e-8,0.0947895,dPHZ + 1uM Ru 1uM Rh,0.094717,7.250000000000312e-5
-1.229e-8,0.0936775,dPHZ + 1uM Ru 1uM Rh,0.0935469,1.305999999999946e-4
-1.199e-8,0.0934545,dPHZ + 1uM Ru 1uM Rh,0.0932665,1.8799999999999373e-4
-1.179e-8,0.0937114,dPHZ + 1uM Ru 1uM Rh,0.0934783,2.3309999999999997e-4
-1.149e-8,0.0944045,dPHZ + 1uM Ru 1uM Rh,0.0939522,4.523000000000027e-4
-1.119e-8,0.095056,dPHZ + 1uM Ru 1uM Rh,0.0944167,6.392999999999954e-4
-1.099e-8,0.0953225,dPHZ + 1uM Ru 1uM Rh,0.094618,7.045000000000107e-4
-1.079e-8,0.0955083,dPHZ + 1uM Ru 1uM Rh,0.0948498,6.585000000000063e-4
-1.049e-8,0.0958164,dPHZ + 1uM Ru 1uM Rh,0.0952101,6.062999999999902e-4
-1.019e-8,0.096201,dPHZ + 1uM Ru 1uM Rh,0.0957075,4.934999999999939e-4
-9.99e-9,0.0966003,dPHZ + 1uM Ru 1uM Rh,0.0961102,4.900999999999933e-4
-9.79e-9,0.0970213,dPHZ + 1uM Ru 1uM Rh,0.0964618,5.595000000000044e-4
-9.59e-9,0.0974736,dPHZ + 1uM Ru 1uM Rh,0.096816,6.575999999999943e-4
-9.39e-9,0.0976689,dPHZ + 1uM Ru 1uM Rh,0.0970495,6.194000000000061e-4
-9.19e-9,0.0976324,dPHZ + 1uM Ru 1uM Rh,0.0971085,5.238999999999938e-4
-8.99e-9,0.0973555,dPHZ + 1uM Ru 1uM Rh,0.0969375,4.180000000000017e-4
-8.79e-9,0.096819,dPHZ + 1uM Ru 1uM Rh,0.0964425,3.7650000000000183e-4
-8.59e-9,0.0961246,dPHZ + 1uM Ru 1uM Rh,0.0958227,3.019000000000077e-4
-8.39e-9,0.0953911,dPHZ + 1uM Ru 1uM Rh,0.095045,3.4610000000000196e-4
-8.19e-9,0.0947965,dPHZ + 1uM Ru 1uM Rh,0.0944078,3.887000000000057e-4
-7.99e-9,0.0943321,dPHZ + 1uM Ru 1uM Rh,0.0939773,3.5480000000000234e-4
-7.79e-9,0.0942635,dPHZ + 1uM Ru 1uM Rh,0.0939,3.635000000000027e-4
-7.59e-9,0.0944848,dPHZ + 1uM Ru 1uM Rh,0.0940997,3.8509999999999933e-4
-7.39e-9,0.0949058,dPHZ + 1uM Ru 1uM Rh,0.0945545,3.5129999999999884e-4
-7.19e-9,0.0955317,dPHZ + 1uM Ru 1uM Rh,0.0951648,3.6690000000000333e-4
-6.99e-9,0.0961845,dPHZ + 1uM Ru 1uM Rh,0.0958306,3.539000000000042e-4
-6.79e-9,0.096648,dPHZ + 1uM Ru 1uM Rh,0.0963238,3.241999999999967e-4
-6.59e-9,0.0969753,dPHZ + 1uM Ru 1uM Rh,0.0965894,3.858999999999946e-4
-6.39e-9,0.0969883,dPHZ + 1uM Ru 1uM Rh,0.0966076,3.806999999999977e-4
-6.19e-9,0.0967123,dPHZ + 1uM Ru 1uM Rh,0.0963897,3.226000000000062e-4
-5.99e-9,0.0962791,dPHZ + 1uM Ru 1uM Rh,0.0960382,2.4090000000000222e-4
-5.79e-9,0.0958234,dPHZ + 1uM Ru 1uM Rh,0.0955799,2.435000000000076e-4
-5.59e-9,0.0953815,dPHZ + 1uM Ru 1uM Rh,0.0951205,2.6099999999999735e-4
-5.39e-9,0.0949727,dPHZ + 1uM Ru 1uM Rh,0.0947533,2.193999999999946e-4
-5.19e-9,0.0947001,dPHZ + 1uM Ru 1uM Rh,0.0944677,2.3239999999999372e-4
-4.99e-9,0.0947045,dPHZ + 1uM Ru 1uM Rh,0.0944028,3.0170000000000197e-4
-4.79e-9,0.0948902,dPHZ + 1uM Ru 1uM Rh,0.0945234,3.6680000000000046e-4
-4.59e-9,0.0952062,dPHZ + 1uM Ru 1uM Rh,0.0947101,4.960999999999993e-4
-4.39e-9,0.0955074,dPHZ + 1uM Ru 1uM Rh,0.0950234,4.840000000000122e-4
-4.19e-9,0.0958633,dPHZ + 1uM Ru 1uM Rh,0.0953446,5.186999999999969e-4
-3.99e-9,0.096076,dPHZ + 1uM Ru 1uM Rh,0.0956788,3.9720000000000033e-4
-3.79e-9,0.0962947,dPHZ + 1uM Ru 1uM Rh,0.0959592,3.3550000000000246e-4
-3.59e-9,0.0966003,dPHZ + 1uM Ru 1uM Rh,0.0962674,3.328999999999971e-4
-3.39e-9,0.0968998,dPHZ + 1uM Ru 1uM Rh,0.0965521,3.4769999999999246e-4
-3.19e-9,0.0972166,dPHZ + 1uM Ru 1uM Rh,0.0968316,3.8499999999999646e-4
-2.99e-9,0.0974736,dPHZ + 1uM Ru 1uM Rh,0.0970712,4.023999999999972e-4
-2.79e-9,0.0976315,dPHZ + 1uM Ru 1uM Rh,0.0972144,4.170999999999897e-4
-2.59e-9,0.0976758,dPHZ + 1uM Ru 1uM Rh,0.0971988,4.769999999999913e-4
-2.39e-9,0.0975387,dPHZ + 1uM Ru 1uM Rh,0.0971163,4.2240000000000333e-4
-2.19e-9,0.0972539,dPHZ + 1uM Ru 1uM Rh,0.0967995,4.544000000000076e-4
-1.99e-9,0.0967157,dPHZ + 1uM Ru 1uM Rh,0.0962439,4.718000000000083e-4
-1.79e-9,0.0960578,dPHZ + 1uM Ru 1uM Rh,0.0954809,5.769000000000052e-4
-1.59e-9,0.0952201,dPHZ + 1uM Ru 1uM Rh,0.094671,5.490999999999968e-4
-1.39e-9,0.0942982,dPHZ + 1uM Ru 1uM Rh,0.0938689,4.292999999999936e-4
-1.19e-9,0.0934605,dPHZ + 1uM Ru 1uM Rh,0.0930851,3.7539999999999796e-4
-9.9e-10,0.0928772,dPHZ + 1uM Ru 1uM Rh,0.0924097,4.674999999999957e-4
-7.9e-10,0.09251,dPHZ + 1uM Ru 1uM Rh,0.0919479,5.620999999999959e-4
-5.9e-10,0.0924701,dPHZ + 1uM Ru 1uM Rh,0.0919097,5.604000000000026e-4
-3.9e-10,0.0927557,dPHZ + 1uM Ru 1uM Rh,0.0921371,6.185999999999969e-4
-1.9e-10,0.0932157,dPHZ + 1uM Ru 1uM Rh,0.0926293,5.864000000000008e-4
1e-11,0.0939206,dPHZ + 1uM Ru 1uM Rh,0.0933915,5.291000000000046e-4
2.1e-10,0.0946697,dPHZ + 1uM Ru 1uM Rh,0.0942491,4.205999999999932e-4
4.1e-10,0.0955395,dPHZ + 1uM Ru 1uM Rh,0.0950842,4.553000000000057e-4
6.1e-10,0.0963216,dPHZ + 1uM Ru 1uM Rh,0.0959245,0.00039709999999999746
8.1e-10,0.097122,dPHZ + 1uM Ru 1uM Rh,0.096691,4.310000000000008e-4
1.01e-9,0.0978433,dPHZ + 1uM Ru 1uM Rh,0.0974054,4.378999999999911e-4
1.21e-9,0.0984397,dPHZ + 1uM Ru 1uM Rh,0.0981189,3.2080000000000997e-4
1.41e-9,0.0989692,dPHZ + 1uM Ru 1uM Rh,0.098691,2.7819999999999234e-4
1.61e-9,0.0994519,dPHZ + 1uM Ru 1uM Rh,0.099203,2.4889999999999635e-4
1.81e-9,0.0998989,dPHZ + 1uM Ru 1uM Rh,0.0995538,3.4510000000000096e-4
2.01e-9,0.10015400000000001,dPHZ + 1uM Ru 1uM Rh,0.0998325,3.2150000000000234e-4
2.21e-9,0.100273,dPHZ + 1uM Ru 1uM Rh,0.0999115,3.615000000000007e-4
2.41e-9,0.100217,dPHZ + 1uM Ru 1uM Rh,0.0999549,2.621000000000012e-4
2.61e-9,0.100007,dPHZ + 1uM Ru 1uM Rh,0.0997734,2.3360000000000047e-4
2.81e-9,0.0995551,dPHZ + 1uM Ru 1uM Rh,0.0993887,1.663999999999971e-4
3.01e-9,0.0990534,dPHZ + 1uM Ru 1uM Rh,0.0988366,2.168000000000031e-4
3.21e-9,0.0983989,dPHZ + 1uM Ru 1uM Rh,0.09817,2.289000000000041e-4
3.41e-9,0.0976958,dPHZ + 1uM Ru 1uM Rh,0.0974677,2.2809999999999497e-4
3.61e-9,0.0971038,dPHZ + 1uM Ru 1uM Rh,0.0968349,2.6890000000000247e-4
3.81e-9,0.0966871,dPHZ + 1uM Ru 1uM Rh,0.0964434,2.4369999999999947e-4
4.01e-9,0.0965039,dPHZ + 1uM Ru 1uM Rh,0.0961995,3.044000000000102e-4
4.21e-9,0.0965656,dPHZ + 1uM Ru 1uM Rh,0.0962073,3.5830000000000584e-4
4.41e-9,0.0968781,dPHZ + 1uM Ru 1uM Rh,0.0964599,4.181999999999936e-4
4.61e-9,0.097392,dPHZ + 1uM Ru 1uM Rh,0.0968359,5.561000000000038e-4
4.81e-9,0.0979805,dPHZ + 1uM Ru 1uM Rh,0.0973307,6.49799999999992e-4
5.01e-9,0.0985638,dPHZ + 1uM Ru 1uM Rh,0.0978767,6.87099999999996e-4
5.21e-9,0.0990647,dPHZ + 1uM Ru 1uM Rh,0.0984236,6.411000000000056e-4
5.41e-9,0.099497,dPHZ + 1uM Ru 1uM Rh,0.098888,6.089999999999984e-4
5.61e-9,0.0997123,dPHZ + 1uM Ru 1uM Rh,0.0991033,6.089999999999984e-4
5.81e-9,0.099773,dPHZ + 1uM Ru 1uM Rh,0.099184,5.890000000000062e-4
6.01e-9,0.0996185,dPHZ + 1uM Ru 1uM Rh,0.0991432,4.7529999999999795e-4
6.21e-9,0.0994032,dPHZ + 1uM Ru 1uM Rh,0.0990102,3.929999999999906e-4
6.41e-9,0.0991298,dPHZ + 1uM Ru 1uM Rh,0.0987802,3.4960000000000546e-4
6.61e-9,0.0989258,dPHZ + 1uM Ru 1uM Rh,0.0985337,3.9209999999999245e-4
6.81e-9,0.098635,dPHZ + 1uM Ru 1uM Rh,0.0981943,4.407000000000022e-4
7.01e-9,0.0984796,dPHZ + 1uM Ru 1uM Rh,0.0980146,4.650000000000071e-4
7.21e-9,0.0983381,dPHZ + 1uM Ru 1uM Rh,0.0978314,5.066999999999988e-4
7.41e-9,0.0983277,dPHZ + 1uM Ru 1uM Rh,0.0976884,6.393000000000093e-4
7.61e-9,0.0981758,dPHZ + 1uM Ru 1uM Rh,0.0976233,5.524999999999974e-4
7.81e-9,0.0980239,dPHZ + 1uM Ru 1uM Rh,0.0975347,4.891999999999952e-4
8.01e-9,0.097761700000000007,dPHZ + 1uM Ru 1uM Rh,0.097395,3.6670000000001146e-4
8.21e-9,0.09753,dPHZ + 1uM Ru 1uM Rh,0.0971406,3.8940000000001196e-4
8.41e-9,0.0972105,dPHZ + 1uM Ru 1uM Rh,0.0969505,2.600000000000102e-4
8.71e-9,0.0967275,dPHZ + 1uM Ru 1uM Rh,0.0964106,3.1689999999999496e-4
9.01e-9,0.096115,dPHZ + 1uM Ru 1uM Rh,0.0957943,3.207000000000071e-4
9.21e-9,0.0957131,dPHZ + 1uM Ru 1uM Rh,0.0954201,2.930000000000016e-4
9.41e-9,0.0953972,dPHZ + 1uM Ru 1uM Rh,0.0950642,3.3299999999999996e-4
9.61e-9,0.0952652,dPHZ + 1uM Ru 1uM Rh,0.094822,4.431999999999908e-4
9.81e-9,0.0953607,dPHZ + 1uM Ru 1uM Rh,0.0948203,5.404000000000103e-4
1.001e-8,0.0955317,dPHZ + 1uM Ru 1uM Rh,0.0950599,4.7179999999999445e-4
1.021e-8,0.0960326,dPHZ + 1uM Ru 1uM Rh,0.0955191,5.135000000000001e-4
1.041e-8,0.0965196,dPHZ + 1uM Ru 1uM Rh,0.0961397,3.7990000000000246e-4
1.071e-8,0.0975799,dPHZ + 1uM Ru 1uM Rh,0.0970719,5.079999999999946e-4
1.101e-8,0.0987583,dPHZ + 1uM Ru 1uM Rh,0.098117,6.412999999999974e-4
1.121e-8,0.0995057,dPHZ + 1uM Ru 1uM Rh,0.0987707,7.349999999999995e-4
1.151e-8,0.100101,dPHZ + 1uM Ru 1uM Rh,0.0994178,6.831999999999949e-4
1.181e-8,0.0998546,dPHZ + 1uM Ru 1uM Rh,0.099341,5.136000000000029e-4
1.201e-8,0.0992565,dPHZ + 1uM Ru 1uM Rh,0.0988392,4.1729999999999545e-4
1.231e-8,0.0983177,dPHZ + 1uM Ru 1uM Rh,0.0980172,3.004999999999952e-4
1.261e-8,0.0978373,dPHZ + 1uM Ru 1uM Rh,0.0974601,3.772000000000081e-4
1.291e-8,0.0982405,dPHZ + 1uM Ru 1uM Rh,0.0977166,5.238999999999938e-4
1.321e-8,0.0993051,dPHZ + 1uM Ru 1uM Rh,0.098704,6.010999999999933e-4
1.351e-8,0.10162,dPHZ + 1uM Ru 1uM Rh,0.100917,7.029999999999953e-4
1.381e-8,0.104938,dPHZ + 1uM Ru 1uM Rh,0.104147,7.91e-4
1.411e-8,0.108617,dPHZ + 1uM Ru 1uM Rh,0.107885,7.320000000000104e-4
1.451e-8,0.112575,dPHZ + 1uM Ru 1uM Rh,0.112156,4.189999999999888e-4
1.481e-8,0.11429,dPHZ + 1uM Ru 1uM Rh,0.113981,3.090000000000037e-4
1.511e-8,0.11405,dPHZ + 1uM Ru 1uM Rh,0.113924,1.260000000000011e-4
1.551e-8,0.110743,dPHZ + 1uM Ru 1uM Rh,0.110743,0
1.591e-8,0.103866,dPHZ + 1uM Ru 1uM Rh,0.103866,0
1.621e-8,0.0970326,dPHZ + 1uM Ru 1uM Rh,0.0970326,0
1.651e-8,0.0894584,dPHZ + 1uM Ru 1uM Rh,0.0894584,0
1.691e-8,0.0803043,dPHZ + 1uM Ru 1uM Rh,0.0803043,0
1.731e-8,0.0749436,dPHZ + 1uM Ru 1uM Rh,0.0747713,1.7230000000000023e-4
1.771e-8,0.0764158,dPHZ + 1uM Ru 1uM Rh,0.0759531,4.627000000000103e-4
1.811e-8,0.0852309,dPHZ + 1uM Ru 1uM Rh,0.0843663,8.645999999999932e-4
1.861e-8,0.101399,dPHZ + 1uM Ru 1uM Rh,0.10043,9.689999999999976e-4
1.911e-8,0.114854,dPHZ + 1uM Ru 1uM Rh,0.114062,7.92000000000001e-4
1.951e-8,0.118983,dPHZ + 1uM Ru 1uM Rh,0.118428,5.549999999999999e-4
1.991e-8,0.117225,dPHZ + 1uM Ru 1uM Rh,0.116922,3.029999999999977e-4
2.041e-8,0.110474,dPHZ + 1uM Ru 1uM Rh,0.110192,2.8200000000000447e-4
2.091e-8,0.102657,dPHZ + 1uM Ru 1uM Rh,0.102295,3.620000000000012e-4
2.141e-8,0.0953538,dPHZ + 1uM Ru 1uM Rh,0.0948832,4.7060000000000157e-4
2.191e-8,0.089921,dPHZ + 1uM Ru 1uM Rh,0.089298,6.229999999999986e-4
2.241e-8,0.0886208,dPHZ + 1uM Ru 1uM Rh,0.0878436,7.772000000000057e-4
2.291e-8,0.0907548,dPHZ + 1uM Ru 1uM Rh,0.0899668,7.87999999999997e-4
2.341e-8,0.0935248,dPHZ + 1uM Ru 1uM Rh,0.0928795,6.453000000000014e-4
2.401e-8,0.0949102,dPHZ + 1uM Ru 1uM Rh,0.0945218,3.883999999999971e-4
2.461e-8,0.0980904,dPHZ + 1uM Ru 1uM Rh,0.0977701,3.202999999999956e-4
2.511e-8,0.104066,dPHZ + 1uM Ru 1uM Rh,0.103694,3.720000000000112e-4
2.561e-8,0.109349,dPHZ + 1uM Ru 1uM Rh,0.108642,7.069999999999993e-4
2.621e-8,0.107701,dPHZ + 1uM Ru 1uM Rh,0.107061,6.400000000000017e-4
2.691e-8,0.0964555,dPHZ + 1uM Ru 1uM Rh,0.0959092,5.462999999999996e-4
2.761e-8,0.0888859,dPHZ + 1uM Ru 1uM Rh,0.0887034,1.825000000000021e-4
2.821e-8,0.0892267,dPHZ + 1uM Ru 1uM Rh,0.0888597,3.670000000000062e-4
2.881e-8,0.0918089,dPHZ + 1uM Ru 1uM Rh,0.0911727,6.362000000000034e-4
2.951e-8,0.0957129,dPHZ + 1uM Ru 1uM Rh,0.0943934,0.0013195000000000012
3.021e-8,0.0986692,dPHZ + 1uM Ru 1uM Rh,0.0961826,0.0024866000000000055
3.091e-8,0.095224,dPHZ + 1uM Ru 1uM Rh,0.0927958,0.0024282000000000054
3.161e-8,0.0900606,dPHZ + 1uM Ru 1uM Rh,0.0883032,0.0017574000000000062
3.231e-8,0.0918739,dPHZ + 1uM Ru 1uM Rh,0.0882211,0.0036527999999999977
3.311e-8,0.0941864,dPHZ + 1uM Ru 1uM Rh,0.0875067,0.006679699999999997
3.391e-8,0.091615,dPHZ + 1uM Ru 1uM Rh,0.083972,0.007642999999999997
3.471e-8,0.0933783,dPHZ + 1uM Ru 1uM Rh,0.0823253,0.011052999999999993
3.551e-8,0.0948603,dPHZ + 1uM Ru 1uM Rh,0.0802821,0.0145782
3.631e-8,0.0922294,dPHZ + 1uM Ru 1uM Rh,0.07701,0.015219400000000008
3.711e-8,0.0899488,dPHZ + 1uM Ru 1uM Rh,0.0739818,0.015966999999999995
3.801e-8,0.0865944,dPHZ + 1uM Ru 1uM Rh,0.0703767,0.0162177
3.891e-8,0.0843162,dPHZ + 1uM Ru 1uM Rh,0.0674668,0.0168494
3.981e-8,0.0832067,dPHZ + 1uM Ru 1uM Rh,0.0653687,0.017837999999999993
4.071e-8,0.0803173,dPHZ + 1uM Ru 1uM Rh,0.0626263,0.017691
4.161e-8,0.0782515,dPHZ + 1uM Ru 1uM Rh,0.0597696,0.018481900000000002
4.261e-8,0.0759461,dPHZ + 1uM Ru 1uM Rh,0.0570415,0.0189046
4.361e-8,0.0729812,dPHZ + 1uM Ru 1uM Rh,0.0543333,0.018647899999999995
4.461e-8,0.0704394,dPHZ + 1uM Ru 1uM Rh,0.0519717,0.018467699999999997
4.571e-8,0.0680689,dPHZ + 1uM Ru 1uM Rh,0.0494402,0.018628700000000005
4.681e-8,0.0659529,dPHZ + 1uM Ru 1uM Rh,0.0474097,0.018543199999999996
4.791e-8,0.0627506,dPHZ + 1uM Ru 1uM Rh,0.0447624,0.017988200000000003
4.901e-8,0.0597909,dPHZ + 1uM Ru 1uM Rh,0.0424795,0.017311399999999998
5.011e-8,0.0580515,dPHZ + 1uM Ru 1uM Rh,0.0409363,0.017115199999999997
5.131e-8,0.056182,dPHZ + 1uM Ru 1uM Rh,0.0390197,0.017162300000000005
5.251e-8,0.0533839,dPHZ + 1uM Ru 1uM Rh,0.0363546,0.017029299999999997
5.371e-8,0.0516887,dPHZ + 1uM Ru 1uM Rh,0.0346545,0.0170342
5.491e-8,0.0501475,dPHZ + 1uM Ru 1uM Rh,0.0330502,0.017097299999999996
5.621e-8,0.0483513,dPHZ + 1uM Ru 1uM Rh,0.0314901,0.0168612
5.761e-8,0.0455832,dPHZ + 1uM Ru 1uM Rh,0.0293513,0.016231899999999997
5.891e-8,0.0440456,dPHZ + 1uM Ru 1uM Rh,0.028217,0.015828599999999998
6.021e-8,0.0430302,dPHZ + 1uM Ru 1uM Rh,0.0268755,0.016154699999999998
6.161e-8,0.0406934,dPHZ + 1uM Ru 1uM Rh,0.0251953,0.015498099999999997
6.311e-8,0.0390729,dPHZ + 1uM Ru 1uM Rh,0.0234912,0.0155817
6.461e-8,0.0376397,dPHZ + 1uM Ru 1uM Rh,0.0228175,0.014822199999999997
6.611e-8,0.0360527,dPHZ + 1uM Ru 1uM Rh,0.0212433,0.0148094
6.761e-8,0.0356437,dPHZ + 1uM Ru 1uM Rh,0.0209565,0.014687200000000001
6.911e-8,0.0343031,dPHZ + 1uM Ru 1uM Rh,0.0199295,0.014373600000000004
7.081e-8,0.0326658,dPHZ + 1uM Ru 1uM Rh,0.0184848,0.014181000000000003
7.251e-8,0.0316373,dPHZ + 1uM Ru 1uM Rh,0.017505,0.0141323
7.411e-8,0.0306841,dPHZ + 1uM Ru 1uM Rh,0.0164439,0.014240199999999998
7.581e-8,0.0296628,dPHZ + 1uM Ru 1uM Rh,0.0157815,0.0138813
7.761e-8,0.0286205,dPHZ + 1uM Ru 1uM Rh,0.0148994,0.0137211
7.941e-8,0.0280729,dPHZ + 1uM Ru 1uM Rh,0.0139651,0.014107800000000002
8.131e-8,0.0273204,dPHZ + 1uM Ru 1uM Rh,0.0137719,0.013548500000000002
8.321e-8,0.025767,dPHZ + 1uM Ru 1uM Rh,0.0119153,0.013851700000000002
8.511e-8,0.0257416,dPHZ + 1uM Ru 1uM Rh,0.0122491,0.0134925
8.711e-8,0.025062,dPHZ + 1uM Ru 1uM Rh,0.0118091,0.013252900000000001
8.911e-8,0.02389,dPHZ + 1uM Ru 1uM Rh,0.0107851,0.013104900000000001
9.121e-8,0.0234162,dPHZ + 1uM Ru 1uM Rh,0.0106334,0.012782800000000002
9.331e-8,0.022606,dPHZ + 1uM Ru 1uM Rh,0.00944938,0.01315662
9.541e-8,0.0221486,dPHZ + 1uM Ru 1uM Rh,0.00982291,0.01232569
9.771e-8,0.0216545,dPHZ + 1uM Ru 1uM Rh,0.00993359,0.01172091
1.0001e-7,0.0211723,dPHZ + 1uM Ru 1uM Rh,0.00905933,0.01211297
1.0231e-7,0.0209035,dPHZ + 1uM Ru 1uM Rh,0.00841536,0.012488139999999998
1.0471e-7,0.0204917,dPHZ + 1uM Ru 1uM Rh,0.00817657,0.012315130000000002
1.0711e-7,0.0201647,dPHZ + 1uM Ru 1uM Rh,0.00822894,0.01193576
1.0961e-7,0.0194784,dPHZ + 1uM Ru 1uM Rh,0.00804279,0.01143561
1.1221e-7,0.0185346,dPHZ + 1uM Ru 1uM Rh,0.00729259,0.011242009999999998
1.1481e-7,0.0188786,dPHZ + 1uM Ru 1uM Rh,0.00724659,0.011632009999999998
1.1751e-7,0.0180871,dPHZ + 1uM Ru 1uM Rh,0.00733407,0.010753029999999998
1.2031e-7,0.0177846,dPHZ + 1uM Ru 1uM Rh,0.00664998,0.011134620000000001
1.2311e-7,0.0180768,dPHZ + 1uM Ru 1uM Rh,0.00694419,0.011132610000000001
1.2591e-7,0.0172788,dPHZ + 1uM Ru 1uM Rh,0.00639694,0.01088186
1.2881e-7,0.016733,dPHZ + 1uM Ru 1uM Rh,0.00667684,0.010056160000000001
1.3181e-7,0.0163867,dPHZ + 1uM Ru 1uM Rh,0.00610092,0.010285780000000001
1.3491e-7,0.0167973,dPHZ + 1uM Ru 1uM Rh,0.00638015,0.01041715
1.3811e-7,0.0156804,dPHZ + 1uM Ru 1uM Rh,0.00606374,0.00961666
1.4131e-7,0.0151338,dPHZ + 1uM Ru 1uM Rh,0.00566818,0.00946562
1.4461e-7,0.0154016,dPHZ + 1uM Ru 1uM Rh,0.00538495,0.010016649999999998
1.4801e-7,0.0148951,dPHZ + 1uM Ru 1uM Rh,0.00534742,0.00954768
1.5141e-7,0.0140075,dPHZ + 1uM Ru 1uM Rh,0.00476209,0.00924541
1.5491e-7,0.0143466,dPHZ + 1uM Ru 1uM Rh,0.00470191,0.00964469
1.5851e-7,0.0138206,dPHZ + 1uM Ru 1uM Rh,0.00477449,0.00904611
1.6221e-7,0.0137757,dPHZ + 1uM Ru 1uM Rh,0.00494393,0.00883177
1.6601e-7,0.0134816,dPHZ + 1uM Ru 1uM Rh,0.00444042,0.00904118
1.6981e-7,0.0127527,dPHZ + 1uM Ru 1uM Rh,0.00432844,0.00842426
1.7371e-7,0.0128363,dPHZ + 1uM Ru 1uM Rh,0.00418441,0.008651889999999999
