img_num,time,intensity,avg_baseline,scaled,filename,condition,PYO,objective,resolution,bleach,id
14,6.9434,138.917,143.2317778,0.969875555,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
15,7.1509,137.967,143.2317778,0.963242949,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
16,7.3584,138.747,143.2317778,0.968688668,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
17,7.5659,138.704,143.2317778,0.968388455,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
18,7.7576,139.451,143.2317778,0.973603778,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
19,7.9492,139.424,143.2317778,0.973415273,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
20,8.1408,139.141,143.2317778,0.971439454,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
21,8.3324,139.562,143.2317778,0.974378746,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
22,8.5241,139.198,143.2317778,0.97183741,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
23,8.7157,139.778,143.2317778,0.975886791,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
24,8.9073,139.059,143.2317778,0.970866955,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
25,9.0831,139.014,143.2317778,0.970552779,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
26,9.2588,139.983,143.2317778,0.977318038,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
27,9.4345,140.355,143.2317778,0.979915227,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
28,9.6421,140.193,143.2317778,0.978784193,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
29,9.8496,139.829,143.2317778,0.976242857,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
30,10.0571,139.792,143.2317778,0.975984535,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
31,10.2646,139.725,143.2317778,0.975516762,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
32,10.4721,140.227,143.2317778,0.97902157,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
33,10.6796,140.056,143.2317778,0.977827701,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
34,10.8713,139.974,143.2317778,0.977255203,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
35,11.0629,140.536,143.2317778,0.981178913,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
36,11.2545,139.67,143.2317778,0.975132769,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
37,11.4461,139.595,143.2317778,0.974609142,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
38,11.6378,139.956,143.2317778,0.977129532,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
39,11.8294,140.434,143.2317778,0.98046678,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
40,12.021,140.103,143.2317778,0.978155841,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
41,12.2127,140.284,143.2317778,0.979419527,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
42,12.3884,140.161,143.2317778,0.978560779,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
43,12.5641,140.895,143.2317778,0.98368534,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
44,12.7717,139.877,143.2317778,0.976577979,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
45,12.9792,140.853,143.2317778,0.983392109,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
46,13.1708,140.766,143.2317778,0.982784702,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
47,13.3624,141.173,143.2317778,0.98562625,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
48,13.5541,141.57,143.2317778,0.988397981,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
49,13.7457,140.586,143.2317778,0.981527997,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
50,13.9373,140.362,143.2317778,0.979964099,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
51,14.1289,140.055,143.2317778,0.97782072,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
52,14.3206,140.712,143.2317778,0.98240769,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
53,14.5122,140.915,143.2317778,0.983824974,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
54,14.7038,140.166,143.2317778,0.978595687,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
55,14.8954,140.934,143.2317778,0.983957626,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
56,15.0871,141.17,143.2317778,0.985605305,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
57,15.2787,140.244,143.2317778,0.979140259,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
58,15.4703,140.819,143.2317778,0.983154731,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
59,15.6461,140.735,143.2317778,0.982568269,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
60,15.8218,141.13,143.2317778,0.985326037,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
61,16.0134,140.326,143.2317778,0.979712758,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
62,16.2051,140.696,143.2317778,0.982295983,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
63,16.3967,140.332,143.2317778,0.979754648,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
64,16.6042,141.382,143.2317778,0.987085423,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
65,16.8117,141.387,143.2317778,0.987120332,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
66,17.0192,140.197,143.2317778,0.97881212,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
67,17.2109,141.144,143.2317778,0.985423781,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
68,17.4025,140.873,143.2317778,0.983531743,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
69,17.5941,141.093,143.2317778,0.985067715,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
70,17.7857,140.635,143.2317778,0.9818701,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
71,17.9774,141.183,143.2317778,0.985696067,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
72,18.169,140.191,143.2317778,0.978770229,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
73,18.3606,141.031,143.2317778,0.98463485,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
74,18.5523,140.483,143.2317778,0.980808883,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
75,18.728,140.109,143.2317778,0.978197731,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
76,18.9037,140.134,143.2317778,0.978372273,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
77,19.1113,141.44,143.2317778,0.987490361,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
78,19.3188,141.202,143.2317778,0.985828719,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
79,19.5104,141.702,143.2317778,0.989319564,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
80,19.7179,140.782,143.2317778,0.982896409,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
81,19.9254,140.553,143.2317778,0.981297602,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
82,20.1329,140.687,143.2317778,0.982233148,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
83,20.3246,141.599,143.2317778,0.98860045,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
84,20.5162,141.207,143.2317778,0.985863627,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
85,20.7078,139.851,143.2317778,0.976396455,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
86,20.8995,141.271,143.2317778,0.986310456,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
87,21.0911,140.962,143.2317778,0.984153113,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
88,21.2827,141.319,143.2317778,0.986645577,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
89,21.4743,141.492,143.2317778,0.987853409,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
90,21.666,141.143,143.2317778,0.985416799,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
91,21.8576,140.568,143.2317778,0.981402327,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
92,22.0333,141.272,143.2317778,0.986317437,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
93,22.2408,140.325,143.2317778,0.979705776,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
94,22.4484,141.77,143.2317778,0.989794319,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
95,22.6559,141.274,143.2317778,0.986331401,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
96,22.8634,141.526,143.2317778,0.988090787,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
97,23.0709,141.616,143.2317778,0.988719139,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
98,23.2467,141.894,143.2317778,0.990660049,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
99,23.4383,141.112,143.2317778,0.985200367,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
100,23.6299,141.452,143.2317778,0.987574142,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
101,23.8215,140.815,143.2317778,0.983126805,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
102,24.0132,141.234,143.2317778,0.986052133,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
103,24.2048,140.79,143.2317778,0.982952262,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
104,24.3964,140.369,143.2317778,0.98001297,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
105,24.588,141.339,143.2317778,0.986785211,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
106,24.7797,141.51,143.2317778,0.98797908,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
107,24.9554,140.797,143.2317778,0.983001134,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
108,25.2265,141.608,143.2317778,0.988663286,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
109,25.4022,141.316,143.2317778,0.986624632,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
110,25.5938,140.688,143.2317778,0.98224013,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
111,25.8014,140.653,143.2317778,0.981995771,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
112,26.0089,141.239,143.2317778,0.986087042,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
113,26.2005,141.268,143.2317778,0.986289511,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
114,26.408,140.273,143.2317778,0.979342728,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
115,26.6155,142.533,143.2317778,0.99512135,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
116,26.8072,141.391,143.2317778,0.987148259,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
117,26.9988,141.386,143.2317778,0.98711335,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
118,27.1904,141.436,143.2317778,0.987462435,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
119,27.382,141.625,143.2317778,0.988781974,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
120,27.5737,141.682,143.2317778,0.989179931,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
121,27.7653,141.26,143.2317778,0.986233657,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
122,27.9569,140.376,143.2317778,0.980061842,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
123,28.1486,141.378,143.2317778,0.987057497,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
124,28.3243,141.434,143.2317778,0.987448471,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
125,28.5,141.606,143.2317778,0.988649322,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
126,28.7076,141.947,143.2317778,0.991030079,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
127,28.9151,141.551,143.2317778,0.988265329,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
128,29.1226,141.692,143.2317778,0.989249748,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
129,29.3301,141.053,143.2317778,0.984788447,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
130,29.5376,141.005,143.2317778,0.984453326,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
131,29.7451,141.464,143.2317778,0.987657922,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
132,29.9368,141.249,143.2317778,0.986156858,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
133,30.1284,141.795,143.2317778,0.989968862,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
134,30.32,141.884,143.2317778,0.990590232,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
135,30.5116,141.584,143.2317778,0.988495725,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
136,30.7033,140.603,143.2317778,0.981646686,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
137,30.8949,142.198,143.2317778,0.992782483,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
138,31.0865,140.802,143.2317778,0.983036043,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
139,31.2782,141.268,143.2317778,0.986289511,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
140,31.4539,141.333,143.2317778,0.986743321,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
141,31.6296,140.998,143.2317778,0.984404454,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
142,31.8371,140.735,143.2317778,0.982568269,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
143,32.0447,141.595,143.2317778,0.988572524,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
144,32.2522,140.807,143.2317778,0.983070951,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
145,32.4597,141.091,143.2317778,0.985053751,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
146,32.6672,140.755,143.2317778,0.982707903,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
147,32.8747,141.292,143.2317778,0.986457071,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
148,33.0822,141.147,143.2317778,0.985444726,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
149,33.2739,141.647,143.2317778,0.988935571,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
150,33.4655,140.942,143.2317778,0.984013479,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
151,33.6571,140.208,143.2317778,0.978888918,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
152,33.8488,141.555,143.2317778,0.988293256,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
153,34.0404,141.502,143.2317778,0.987923226,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
154,34.232,141.348,143.2317778,0.986848046,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
155,34.4236,140.825,143.2317778,0.983196622,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
156,34.5994,140.905,143.2317778,0.983755157,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
157,34.7751,140.857,143.2317778,0.983420036,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
158,34.9509,140.762,143.2317778,0.982756775,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
159,35.1584,140.756,143.2317778,0.982714885,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
160,35.3659,141.56,143.2317778,0.988328164,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
161,35.5734,141.647,143.2317778,0.988935571,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
162,35.7809,142.195,143.2317778,0.992761538,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
163,35.9884,142.333,143.2317778,0.993725011,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
164,36.196,142.277,143.2317778,0.993334037,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
165,36.3876,141.958,143.2317778,0.991106877,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
166,36.5792,142.148,143.2317778,0.992433399,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
167,36.7708,141.626,143.2317778,0.988788956,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
168,36.9625,141.911,143.2317778,0.990778738,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
169,37.1541,140.603,143.2317778,0.981646686,1percentAgarose_300uMPYO_10x_128px_bleach20x5sp_id_18,1percentAgarose,300uMPYO,10x,128px,bleach20x5sp,18
