img_num,time,intensity,avg_baseline,scaled,filename,condition,PYO,objective,resolution,bleach,id
218,46.3691,126.619,129.8733333,0.974942251,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
219,46.5607,127.74,129.8733333,0.983573739,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
220,46.7523,126.992,129.8733333,0.977814281,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
221,46.944,127.882,129.8733333,0.984667112,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
222,47.1356,128.04,129.8733333,0.985883682,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
223,47.3272,127.371,129.8733333,0.980732509,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
224,47.5188,127.232,129.8733333,0.979662235,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
225,47.7105,128.023,129.8733333,0.985752785,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
226,47.9021,126.973,129.8733333,0.977667984,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
227,48.0778,127.404,129.8733333,0.980986602,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
228,48.2536,127.833,129.8733333,0.984289821,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
229,48.4293,127.937,129.8733333,0.985090601,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
230,48.6368,127.296,129.8733333,0.980155023,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
231,48.8443,127.383,129.8733333,0.980824906,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
232,49.0519,127.815,129.8733333,0.984151224,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
233,49.2594,127.194,129.8733333,0.979369642,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
234,49.4669,127.516,129.8733333,0.981848981,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
235,49.6744,127.376,129.8733333,0.980771008,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
236,49.866,127.675,129.8733333,0.983073251,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
237,50.0577,127.424,129.8733333,0.981140599,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
238,50.2493,127.856,129.8733333,0.984466917,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
239,50.4409,127.594,129.8733333,0.982449566,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
240,50.6326,128.3,129.8733333,0.987885632,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
241,50.8242,127.594,129.8733333,0.982449566,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
242,51.0158,126.863,129.8733333,0.976821005,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
243,51.1915,127.825,129.8733333,0.984228222,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
244,51.3673,127.726,129.8733333,0.983465941,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
245,51.543,127.376,129.8733333,0.980771008,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
246,51.7505,127.296,129.8733333,0.980155023,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
247,51.9581,127.017,129.8733333,0.978006776,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
248,52.1656,127.522,129.8733333,0.98189518,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
249,52.3731,127.229,129.8733333,0.979639136,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
250,52.5806,128.592,129.8733333,0.990133977,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_3,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,3
1,0,0.044,124.2216667,0.000354206,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
2,0.2075,124.814,124.2216667,1.004768358,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
3,0.415,124.478,124.2216667,1.002063515,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
4,0.6225,123.969,124.2216667,0.997966002,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
5,0.8301,124.244,124.2216667,1.000179786,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
6,1.0376,123.741,124.2216667,0.996130573,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
7,1.2292,123.742,124.2216667,0.996138623,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
8,1.4208,124.208,124.2216667,0.999889982,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
9,1.6125,124.626,124.2216667,1.003254934,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
10,1.8041,124.173,124.2216667,0.999608227,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
11,6.1143,0.042,124.2216667,0.000338105,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
12,6.3059,117.951,124.2216667,0.949520347,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
13,6.4975,118.876,124.2216667,0.956966713,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
14,6.6892,119.679,124.2216667,0.963430964,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
15,6.8808,119.336,124.2216667,0.96066977,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
16,7.0724,119.674,124.2216667,0.963390713,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
17,7.2641,118.864,124.2216667,0.956870111,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
18,7.4557,119.792,124.2216667,0.964340628,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
19,7.6473,118.606,124.2216667,0.954793179,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
20,7.8231,119.918,124.2216667,0.965354943,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
21,7.9988,120.321,124.2216667,0.968599144,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
22,8.2063,119.675,124.2216667,0.963398763,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
23,8.4138,121.5,124.2216667,0.978090242,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
24,8.6213,119.986,124.2216667,0.965902352,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
25,8.8289,119.819,124.2216667,0.964557981,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
26,9.0364,120.546,124.2216667,0.970410422,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
27,9.2439,121.224,124.2216667,0.975868407,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
28,9.4355,120.439,124.2216667,0.969549059,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
29,9.6271,120.761,124.2216667,0.972141199,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
30,9.8188,120.658,124.2216667,0.971312036,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
31,10.0104,120.3,124.2216667,0.968430091,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
32,10.202,121.095,124.2216667,0.974829941,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
33,10.3937,122.221,124.2216667,0.983894382,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
34,10.5853,120.174,124.2216667,0.967415776,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
35,10.7769,121.359,124.2216667,0.976955174,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
36,10.9526,121.106,124.2216667,0.974918493,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
37,11.1284,120.824,124.2216667,0.972648357,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
38,11.3041,121.696,124.2216667,0.979668067,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
39,11.5116,122.043,124.2216667,0.98246146,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
40,11.7192,122.316,124.2216667,0.984659144,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
41,11.9267,121.355,124.2216667,0.976922974,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
42,12.1342,121.032,124.2216667,0.974322783,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
43,12.3417,121.456,124.2216667,0.977736036,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
44,12.5492,120.718,124.2216667,0.971795044,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
45,12.7408,121.276,124.2216667,0.976287014,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
46,12.9325,123.113,124.2216667,0.991075094,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
47,13.1241,121.915,124.2216667,0.981431044,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
48,13.3157,122.302,124.2216667,0.984546443,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
49,13.5074,121.978,124.2216667,0.981938202,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
50,13.699,122.498,124.2216667,0.986124267,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
51,13.8906,121.436,124.2216667,0.977575034,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
52,14.0822,121.549,124.2216667,0.978484698,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
53,14.258,122.055,124.2216667,0.982558062,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
54,14.4337,121.134,124.2216667,0.975143896,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
55,14.6412,121.681,124.2216667,0.979547315,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
56,14.8488,122.124,124.2216667,0.98311352,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
57,15.0563,122.698,124.2216667,0.987734292,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
58,15.2638,121.849,124.2216667,0.980899736,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
59,15.4713,122.906,124.2216667,0.989408718,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
60,15.6788,121.663,124.2216667,0.979402412,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
61,15.8704,121.773,124.2216667,0.980287926,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
62,16.0621,122.168,124.2216667,0.983467726,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
63,16.2537,121.772,124.2216667,0.980279876,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
64,16.4453,122.534,124.2216667,0.986414072,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
65,16.637,122.177,124.2216667,0.983540177,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
66,16.8286,122.037,124.2216667,0.982413159,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
67,17.0202,122.225,124.2216667,0.983926583,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
68,17.2118,122.447,124.2216667,0.985713711,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
69,17.3876,122.715,124.2216667,0.987871144,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
70,17.5633,121.582,124.2216667,0.978750352,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
71,17.7708,122.267,124.2216667,0.984264688,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
72,17.9783,122.4,124.2216667,0.985335355,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
73,18.1859,122.567,124.2216667,0.986679726,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
74,18.3934,122.353,124.2216667,0.984956999,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
75,18.6009,122.863,124.2216667,0.989062563,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
76,18.8084,122.008,124.2216667,0.982179706,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
77,19,123.06,124.2216667,0.990648438,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
78,19.1917,122.633,124.2216667,0.987211034,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
79,19.3833,122.275,124.2216667,0.984329089,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
80,19.5749,122.603,124.2216667,0.98696953,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
81,19.7665,121.473,124.2216667,0.977872889,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
82,19.9582,121.915,124.2216667,0.981431044,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
83,20.1498,122.298,124.2216667,0.984514242,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
84,20.3414,122.198,124.2216667,0.98370923,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
85,20.5331,122.755,124.2216667,0.988193149,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
86,20.7088,123.308,124.2216667,0.992644869,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
87,20.8845,122.591,124.2216667,0.986872929,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
88,21.0921,122.41,124.2216667,0.985415856,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
89,21.2996,123.376,124.2216667,0.993192277,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
90,21.5071,123.167,124.2216667,0.991509801,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
91,21.7146,122.267,124.2216667,0.984264688,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
92,21.9221,121.946,124.2216667,0.981680598,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
93,22.1296,123.704,124.2216667,0.995832718,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
94,22.3213,122.704,124.2216667,0.987782593,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
95,22.5129,122.591,124.2216667,0.986872929,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
96,22.7045,122.854,124.2216667,0.988990112,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
97,22.8961,122.699,124.2216667,0.987742342,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
98,23.0878,123.221,124.2216667,0.991944508,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
99,23.2794,122.926,124.2216667,0.989569721,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
100,23.471,122.93,124.2216667,0.989601921,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
101,23.6627,122.336,124.2216667,0.984820147,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
102,23.8543,122.941,124.2216667,0.989690473,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
103,24.03,123.699,124.2216667,0.995792468,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
104,24.2375,123.041,124.2216667,0.990495485,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
105,24.4451,123.431,124.2216667,0.993635034,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
106,24.6526,123.891,124.2216667,0.997338092,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
107,24.8601,122.951,124.2216667,0.989770974,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
108,25.0676,122.724,124.2216667,0.987943596,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
109,25.2751,122.431,124.2216667,0.985584909,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
110,25.4667,123.092,124.2216667,0.990906042,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
111,25.6584,123.13,124.2216667,0.991211946,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
112,25.85,123.705,124.2216667,0.995840769,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
113,26.0416,122.382,124.2216667,0.985190453,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
114,26.2333,123.015,124.2216667,0.990286182,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
115,26.4249,123.597,124.2216667,0.994971355,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
116,26.6165,124.053,124.2216667,0.998642212,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
117,26.8081,122.698,124.2216667,0.987734292,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
118,26.9998,122.688,124.2216667,0.987653791,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
119,27.1755,122.755,124.2216667,0.988193149,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
120,27.3512,123.919,124.2216667,0.997563495,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
121,27.5588,122.952,124.2216667,0.989779024,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
122,27.7663,123.451,124.2216667,0.993796037,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
123,27.9579,123.23,124.2216667,0.992016959,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
124,28.1495,123.219,124.2216667,0.991928408,4pctAgarose_300uMPYO_10x_128px_bleach20x5sp_id_4,4pctAgarose,300uMPYO,10x,128px,bleach20x5sp,4
