PHZadded_from_swv,treatment,reactor,run,echem_from_swv,rep,minutes_from_swv,E_from_maxs_from_swv,PHZaddedInt_from_swv,electrode_from_swv,current_from_maxs_from_swv,max_current_from_swv,E_from_mins_from_swv,current_from_mins_from_swv,min_current_from_swv,signal_from_swv,PHZadded_from_gc,echem_from_gc,minutes_from_gc,E_from_maxs_from_gc,t_from_maxs,PHZaddedInt_from_gc,electrode_from_gc,current_from_maxs_from_gc,max_current_from_gc,E_from_mins_from_gc,t_from_mins,current_from_mins_from_gc,min_current_from_gc,signal_from_gc
75uM,control,transfer,2,SWV,1,1020.4,-0.364,75,i2,1.9662807e-6,1.9662807e-6,-0.015,8.0788439e-8,8.0788439e-8,1.885492261e-6,75uM,GC,1020.0833333333334,-0.399,133.33363,75,i2,1.5488308e-7,1.5488308e-7,-0.176,58.99992,1.5244606e-8,1.5244606e-8,1.39638474e-7
75uM,control,transfer,2,SWV,2,1023.1333333333333,-0.359,75,i2,2.2607239e-6,2.2607239e-6,-0.011,8.8225796e-8,8.8225796e-8,2.1724981040000003e-6,75uM,GC,1022.8333333333334,-0.399,133.33363,75,i2,8.063148e-8,8.063148e-8,-0.183,61.333244,1.1425086e-8,1.1425086e-8,6.920639399999999e-8
75uM,control,transfer,2,SWV,3,1025.8666666666666,-0.348,75,i2,2.3237519e-6,2.3237519e-6,-0.016,8.8671044e-8,8.8671044e-8,2.235080856e-6,75uM,GC,1025.6166666666666,-0.399,133.33363,75,i2,4.9406939e-8,4.9406939e-8,-0.189,63.333237,9.8820996e-9,9.8820996e-9,3.9524839399999997e-8
75uM,control,transfer,2,SWV,4,1028.55,-0.348,75,i2,2.2620104e-6,2.2620104e-6,-0.026,9.3568808e-8,9.3568808e-8,2.168441592e-6,75uM,GC,1028.2833333333333,-0.399,133.33363,75,i2,3.3036876e-8,3.3036876e-8,-0.196,65.66658,8.2653031e-9,8.2653031e-9,2.47715729e-8
75uM,control,transfer,2,SWV,5,1031.2666666666667,-0.35,75,i2,2.2218883e-6,2.2218883e-6,-0.007,8.4432912e-8,8.4432912e-8,2.1374553880000002e-6,75uM,GC,1030.9833333333333,-0.399,133.33363,75,i2,2.6007804e-8,2.6007804e-8,-0.201,67.33326,7.6991853e-9,7.6991853e-9,1.83086187e-8
75uM,control,transfer,2,SWV,6,1034.4,-0.355,75,i2,2.2272477e-6,2.2272477e-6,-0.002,7.8760074e-8,7.8760074e-8,2.1484876259999996e-6,75uM,GC,1034.1666666666667,-0.399,133.33363,75,i2,2.0422588e-8,2.0422588e-8,-0.207,69.333275,7.371991e-9,7.371991e-9,1.3050597000000001e-8
75uM,control,transfer,2,SWV,7,1037.1,-0.349,75,i2,2.1624885e-6,2.1624885e-6,-0.008,8.2437523e-8,8.2437523e-8,2.0800509769999997e-6,75uM,GC,1036.8166666666666,-0.399,133.33363,75,i2,1.6998001e-8,1.6998001e-8,-0.207,69.333275,6.6390804e-9,6.6390804e-9,1.0358920600000001e-8
75uM,control,transfer,2,SWV,8,1039.8333333333333,-0.35,75,i2,2.1140054e-6,2.1140054e-6,-0.011,6.8354375e-8,6.8354375e-8,2.0456510250000003e-6,75uM,GC,1039.5833333333333,-0.399,133.33363,75,i2,1.4154788e-8,1.4154788e-8,-0.211,70.666618,6.3169994e-9,6.3169994e-9,7.8377886e-9
75uM,control,soak,3,SWV,0,1102.15,-0.273,75,i2,3.6312913e-6,3.6312913e-6,-0.059,8.3344517e-8,8.3344517e-8,3.547946783e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,transfer,3,SWV,0,1108.9833333333333,-0.273,75,i2,2.3449593e-6,2.3449593e-6,-0.032,8.2124195e-8,8.2124195e-8,2.2628351050000004e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75uM,control,transfer,3,SWV,9,1134.0833333333333,-0.361,75,i2,2.4196461e-6,2.4196461e-6,-0.028,8.4779217e-8,8.4779217e-8,2.334866883e-6,75uM,GC,1133.8166666666666,-0.399,133.33363,75,i2,2.0584906e-8,2.0584906e-8,-0.205,68.666603,7.2870772e-9,7.2870772e-9,1.32978288e-8
75uM,control,transfer,3,SWV,10,1136.8166666666666,-0.355,75,i2,2.4341907e-6,2.4341907e-6,-0.008,6.9871533e-8,6.9871533e-8,2.364319167e-6,75uM,GC,1136.5333333333333,-0.399,133.33363,75,i2,1.8555285e-8,1.8555285e-8,-0.205,68.666603,6.9525345e-9,6.9525345e-9,1.1602750500000001e-8
75uM,control,transfer,3,SWV,11,1139.6333333333334,-0.361,75,i2,2.3941348e-6,2.3941348e-6,-0.053,7.1207282e-8,7.1207282e-8,2.3229275180000003e-6,75uM,GC,1139.25,-0.399,133.33363,75,i2,1.6692214e-8,1.6692214e-8,-0.208,69.666611,6.8481296e-9,6.8481296e-9,9.844084399999999e-9
75uM,control,transfer,3,SWV,12,1142.4,-0.355,75,i2,2.3792104e-6,2.3792104e-6,-0.015,6.800807e-8,6.800807e-8,2.31120233e-6,75uM,GC,1142.0833333333333,-0.399,133.33363,75,i2,1.5177665e-8,1.5177665e-8,-0.209,69.999947,6.499608e-9,6.499608e-9,8.678057000000002e-9
75uM,control,transfer,3,SWV,13,1145.1666666666667,-0.362,75,i2,2.319184e-6,2.319184e-6,-0.016,8.0491603e-8,8.0491603e-8,2.238692397e-6,75uM,GC,1144.8833333333334,-0.399,133.33363,75,i2,1.3730538e-8,1.3730538e-8,-0.211,70.666618,6.3253069e-9,6.3253069e-9,7.405231100000001e-9
75uM,control,transfer,3,SWV,14,1148,-0.349,75,i2,2.3053647e-6,2.3053647e-6,-0.001,7.5890668e-8,7.5890668e-8,2.229474032e-6,75uM,GC,1147.6333333333334,-0.399,133.33363,75,i2,1.266572e-8,1.266572e-8,-0.214,71.666626,6.1947811e-9,6.1947811e-9,6.470938900000001e-9
75uM,control,transfer,3,SWV,15,1150.7666666666667,-0.35,75,i2,2.257063e-6,2.257063e-6,-0.013,7.3779852e-8,7.3779852e-8,2.183283148e-6,75uM,GC,1150.4333333333334,-0.399,133.33363,75,i2,1.2138425e-8,1.2138425e-8,-0.213,71.33329,5.8369136e-9,5.8369136e-9,6.3015114000000005e-9
75uM,control,transfer,3,SWV,1,1111.8833333333334,-0.378,75,i2,2.1249552e-6,2.1249552e-6,-0.018,9.6504181e-8,9.6504181e-8,2.028451019e-6,75uM,GC,1111.4833333333333,-0.399,133.33363,75,i2,2.4151404e-7,2.4151404e-7,-0.173,57.999924,2.4928131e-8,2.4928131e-8,2.16585909e-7
75uM,control,transfer,3,SWV,2,1114.5666666666666,-0.37,75,i2,2.7684264e-6,2.7684264e-6,-0.029,1.0516185e-7,1.0516185e-7,2.66326455e-6,75uM,GC,1114.3,-0.399,133.33363,75,i2,1.3029612e-7,1.3029612e-7,-0.181,60.66658,1.7528331e-8,1.7528331e-8,1.12767789e-7
75uM,control,transfer,3,SWV,3,1117.2833333333333,-0.352,75,i2,2.6155731e-6,2.6155731e-6,-0.059,9.0435563e-8,9.0435563e-8,2.525137537e-6,75uM,GC,1117,-0.399,133.33363,75,i2,8.9127084e-8,8.9127084e-8,-0.183,61.333244,1.4216694e-8,1.4216694e-8,7.491039e-8
75uM,control,transfer,3,SWV,4,1120.05,-0.359,75,i2,2.51709e-6,2.51709e-6,-0.021,7.8182893e-8,7.8182893e-8,2.438907107e-6,75uM,GC,1119.75,-0.399,133.33363,75,i2,6.1866494e-8,6.1866494e-8,-0.188,62.999905,1.1784391e-8,1.1784391e-8,5.0082103e-8
75uM,control,transfer,3,SWV,5,1122.8666666666666,-0.359,75,i2,2.408317e-6,2.408317e-6,-0.01,8.9182258e-8,8.9182258e-8,2.319134742e-6,75uM,GC,1122.4833333333333,-0.399,133.33363,75,i2,4.6520508e-8,4.6520508e-8,-0.194,64.999908,1.0103291e-8,1.0103291e-8,3.6417217e-8
75uM,control,transfer,3,SWV,6,1125.8333333333333,-0.362,75,i2,2.3479606e-6,2.3479606e-6,-0.002,7.457141e-8,7.457141e-8,2.27338919e-6,75uM,GC,1125.3166666666666,-0.399,133.33363,75,i2,3.6709334e-8,3.6709334e-8,-0.198,66.333252,9.2082209e-9,9.2082209e-9,2.7501113100000004e-8
75uM,control,transfer,3,SWV,7,1128.6333333333334,-0.356,75,i2,2.4414303e-6,2.4414303e-6,-0.035,9.2694805e-8,9.2694805e-8,2.3487354949999998e-6,75uM,GC,1128.3,-0.399,133.33363,75,i2,2.8860363e-8,2.8860363e-8,-0.201,67.33326,8.4058938e-9,8.4058938e-9,2.0454469200000003e-8
75uM,control,transfer,3,SWV,8,1131.3833333333334,-0.35,75,i2,2.4390226e-6,2.4390226e-6,-0.044,8.9578037e-8,8.9578037e-8,2.3494445630000003e-6,75uM,GC,1131.0833333333333,-0.399,133.33363,75,i2,2.4386376e-8,2.4386376e-8,-0.201,67.33326,7.7839379e-9,7.7839379e-9,1.66024381e-8
