Jan. 28, 2006   03:28:45
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_17_19_psoralen_nonequil_2\data\control\4\75um_control_soak_4_gc_1.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
2nd E (V) = 0
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A, Time/s

0.000, -1.2748895e-7, -1.0411232e-7, 3.3333334e-1
-0.001, -1.1860615e-7, -9.7885575e-8, 6.6666669e-1
-0.002, -1.1153028e-7, -9.2392149e-8, 1.0000000e+0
-0.003, -1.0564543e-7, -8.7955542e-8, 1.3333334e+0
-0.004, -1.0013202e-7, -8.3359978e-8, 1.6666667e+0
-0.005, -9.5623520e-8, -7.9367510e-8, 2.0000000e+0
-0.006, -9.1663807e-8, -7.6840074e-8, 2.3333333e+0
-0.007, -8.7501199e-8, -7.3711121e-8, 2.6666665e+0
-0.008, -8.4737309e-8, -7.1357022e-8, 2.9999998e+0
-0.009, -8.1846409e-8, -6.9197036e-8, 3.3333330e+0
-0.010, -7.8501778e-8, -6.7369349e-8, 3.6666663e+0
-0.011, -7.6623770e-8, -6.4802762e-8, 3.9999995e+0
-0.012, -7.3722482e-8, -6.3398460e-8, 4.3333330e+0
-0.013, -7.2373282e-8, -6.1589944e-8, 4.6666665e+0
-0.014, -7.0280400e-8, -5.9553773e-8, 5.0000000e+0
-0.015, -6.8122006e-8, -5.8864394e-8, 5.3333335e+0
-0.016, -6.6990090e-8, -5.7810762e-8, 5.6666670e+0
-0.017, -6.5799860e-8, -5.5908792e-8, 6.0000005e+0
-0.018, -6.3408216e-8, -5.4636281e-8, 6.3333340e+0
-0.019, -6.2645356e-8, -5.3971672e-8, 6.6666675e+0
-0.020, -6.1505446e-8, -5.3262323e-8, 7.0000010e+0
-0.021, -5.9762435e-8, -5.2191918e-8, 7.3333344e+0
-0.022, -5.8411647e-8, -5.0574322e-8, 7.6666679e+0
-0.023, -5.7643192e-8, -4.9822638e-8, 8.0000010e+0
-0.024, -5.6875532e-8, -4.9424031e-8, 8.3333340e+0
-0.025, -5.5847458e-8, -4.9042995e-8, 8.6666670e+0
-0.026, -5.4216283e-8, -4.8348831e-8, 9.0000000e+0
-0.027, -5.3375135e-8, -4.7467740e-8, 9.3333330e+0
-0.028, -5.3016468e-8, -4.6360586e-8, 9.6666660e+0
-0.029, -5.2542774e-8, -4.5493874e-8, 9.9999990e+0
-0.030, -5.1779907e-8, -4.4910738e-8, 1.0333332e+1
-0.031, -5.0621630e-8, -4.4514529e-8, 1.0666665e+1
-0.032, -4.9384266e-8, -4.4065597e-8, 1.0999998e+1
-0.033, -4.8742823e-8, -4.3738087e-8, 1.1333331e+1
-0.034, -4.8322647e-8, -4.3385807e-8, 1.1666664e+1
-0.035, -4.7932826e-8, -4.2857792e-8, 1.1999997e+1
-0.036, -4.7476703e-8, -4.2099721e-8, 1.2333330e+1
-0.037, -4.7105257e-8, -4.1265761e-8, 1.2666663e+1
-0.038, -4.6762565e-8, -4.0573191e-8, 1.2999996e+1
-0.039, -4.6189019e-8, -4.0182570e-8, 1.3333329e+1
-0.040, -4.5222453e-8, -3.9856655e-8, 1.3666662e+1
-0.041, -4.4374918e-8, -3.9677719e-8, 1.3999995e+1
-0.042, -4.3749445e-8, -3.9423700e-8, 1.4333328e+1
-0.043, -4.3436312e-8, -3.9175269e-8, 1.4666661e+1
