Jan. 28, 2006   02:53:49
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_17_19_psoralen_nonequil_2\data\control\3\75um_control_transfer_3_gc_9.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.000, -5.0227655e-8, -6.6487061e-8, 3.3333334e-1
-0.001, -4.5831790e-8, -6.1902682e-8, 6.6666669e-1
-0.002, -4.2231143e-8, -5.7961977e-8, 1.0000000e+0
-0.003, -3.9226091e-8, -5.4525643e-8, 1.3333334e+0
-0.004, -3.6580744e-8, -5.1480651e-8, 1.6666667e+0
-0.005, -3.4215777e-8, -4.8800079e-8, 2.0000000e+0
-0.006, -3.2091979e-8, -4.6478089e-8, 2.3333333e+0
-0.007, -3.0269646e-8, -4.4346780e-8, 2.6666665e+0
-0.008, -2.8591902e-8, -4.2399595e-8, 2.9999998e+0
-0.009, -2.7122006e-8, -4.0678476e-8, 3.3333330e+0
-0.010, -2.5727358e-8, -3.9065274e-8, 3.6666663e+0
-0.011, -2.4518117e-8, -3.7637633e-8, 3.9999995e+0
-0.012, -2.3398581e-8, -3.6298665e-8, 4.3333330e+0
-0.013, -2.2374506e-8, -3.5068975e-8, 4.6666665e+0
-0.014, -2.1406583e-8, -3.3924035e-8, 5.0000000e+0
-0.015, -2.0495058e-8, -3.2869924e-8, 5.3333335e+0
-0.016, -1.9628427e-8, -3.1880113e-8, 5.6666670e+0
-0.017, -1.8884014e-8, -3.0981688e-8, 6.0000005e+0
-0.018, -1.8150384e-8, -3.0173371e-8, 6.3333340e+0
-0.019, -1.7522678e-8, -2.9368168e-8, 6.6666675e+0
-0.020, -1.6873322e-8, -2.8580461e-8, 7.0000010e+0
-0.021, -1.6260874e-8, -2.7772540e-8, 7.3333344e+0
-0.022, -1.5667915e-8, -2.7062875e-8, 7.6666679e+0
-0.023, -1.5139580e-8, -2.6471916e-8, 8.0000010e+0
-0.024, -1.4636249e-8, -2.5839816e-8, 8.3333340e+0
-0.025, -1.4139948e-8, -2.5409973e-8, 8.6666670e+0
-0.026, -1.3652592e-8, -2.4844972e-8, 9.0000000e+0
-0.027, -1.3190718e-8, -2.4345475e-8, 9.3333330e+0
-0.028, -1.2761436e-8, -2.3851332e-8, 9.6666660e+0
-0.029, -1.2421461e-8, -2.3428280e-8, 9.9999990e+0
-0.030, -1.2037872e-8, -2.2961373e-8, 1.0333332e+1
-0.031, -1.1676089e-8, -2.2541439e-8, 1.0666665e+1
-0.032, -1.1287388e-8, -2.2085395e-8, 1.0999998e+1
-0.033, -1.1019866e-8, -2.1761478e-8, 1.1333331e+1
-0.034, -1.0676775e-8, -2.1453456e-8, 1.1666664e+1
-0.035, -1.0342233e-8, -2.1038472e-8, 1.1999997e+1
-0.036, -1.0052504e-8, -2.0658957e-8, 1.2333330e+1
-0.037, -9.7304227e-9, -2.0448230e-8, 1.2666663e+1
-0.038, -9.4967705e-9, -2.0041954e-8, 1.2999996e+1
-0.039, -9.2257331e-9, -1.9660282e-8, 1.3333329e+1
-0.040, -8.9074064e-9, -1.9524483e-8, 1.3666662e+1
-0.041, -8.7057863e-9, -1.9159186e-8, 1.3999995e+1
-0.042, -8.4313934e-9, -1.8996468e-8, 1.4333328e+1
-0.043, -8.2245020e-9, -1.8659051e-8, 1.4666661e+1
-0.044, -7.9355713e-9, -1.8487466e-8, 1.4999994e+1
-0.045, -7.7615097e-9, -1.8142538e-8, 1.5333327e+1
-0.046, -7.5964746e-9, -1.8009617e-8, 1.5666660e+1
-0.047, -7.3180089e-9, -1.7677230e-8, 1.5999993e+1
-0.048, -7.1826904e-9, -1.7558127e-8, 1.6333326e+1
-0.049, -6.9225172e-9, -1.7243556e-8, 1.6666660e+1
-0.050, -6.7798487e-9, -1.7093219e-8, 1.6999994e+1
-0.051, -6.6077850e-9, -1.6895033e-8, 1.7333328e+1
-0.052, -6.3666232e-9, -1.6653791e-8, 1.7666662e+1
-0.053, -6.2357781e-9, -1.6567519e-8, 1.7999996e+1
-0.054, -6.0359149e-9, -1.6258859e-8, 1.8333330e+1
-0.055, -5.8506706e-9, -1.6131528e-8, 1.8666664e+1
-0.056, -5.7450675e-9, -1.6018097e-8, 1.8999998e+1
-0.057, -5.6314762e-9, -1.5745941e-8, 1.9333332e+1
-0.058, -5.3832854e-9, -1.5630913e-8, 1.9666666e+1
-0.059, -5.2936588e-9, -1.5528265e-8, 2.0000000e+1
-0.060, -5.1468367e-9, -1.5250039e-8, 2.0333334e+1
-0.061, -4.9448969e-9, -1.5151706e-8, 2.0666668e+1
-0.062, -4.8459246e-9, -1.5080451e-8, 2.1000002e+1
-0.063, -4.7579749e-9, -1.4837052e-8, 2.1333336e+1
-0.064, -4.6448632e-9, -1.4710121e-8, 2.1666670e+1
-0.065, -4.4485948e-9, -1.4626645e-8, 2.2000004e+1
-0.066, -4.3288528e-9, -1.4444756e-8, 2.2333338e+1
-0.067, -4.2277235e-9, -1.4262307e-8, 2.2666672e+1
-0.068, -4.0477510e-9, -1.4165251e-8, 2.3000006e+1
-0.069, -3.9123527e-9, -1.4109575e-8, 2.3333340e+1
-0.070, -3.8537995e-9, -1.3891898e-8, 2.3666674e+1
-0.071, -3.7751962e-9, -1.3755620e-8, 2.4000008e+1
-0.072, -3.6762233e-9, -1.3676538e-8, 2.4333342e+1
-0.073, -3.5071948e-9, -1.3493769e-8, 2.4666676e+1
-0.074, -3.3687604e-9, -1.3205798e-8, 2.5000010e+1
-0.075, -3.3582959e-9, -1.3363803e-8, 2.5333344e+1
-0.076, -3.2518943e-9, -1.3193895e-8, 2.5666677e+1
-0.077, -3.0991611e-9, -1.3162822e-8, 2.6000011e+1
-0.078, -2.9838927e-9, -1.3114653e-8, 2.6333345e+1
-0.079, -2.9163132e-9, -1.2885474e-8, 2.6666679e+1
-0.080, -2.8488933e-9, -1.2758384e-8, 2.7000013e+1
-0.081, -2.7778790e-9, -1.2700948e-8, 2.7333347e+1
-0.082, -2.6894504e-9, -1.2665561e-8, 2.7666681e+1
-0.083, -2.5556495e-9, -1.2555166e-8, 2.8000015e+1
-0.084, -2.4419784e-9, -1.2379426e-8, 2.8333349e+1
-0.085, -2.3671296e-9, -1.2269830e-8, 2.8666683e+1
-0.086, -2.3181626e-9, -1.2202968e-8, 2.9000017e+1
-0.087, -2.2258195e-9, -1.2165824e-8, 2.9333351e+1
-0.088, -2.0883442e-9, -1.2049118e-8, 2.9666685e+1
-0.089, -1.9931257e-9, -1.1874897e-8, 3.0000019e+1
-0.090, -1.9308184e-9, -1.1794856e-8, 3.0333353e+1
-0.091, -1.8914368e-9, -1.1759069e-8, 3.0666687e+1
-0.092, -1.8447064e-9, -1.1704829e-8, 3.1000021e+1
-0.093, -1.7724937e-9, -1.1671998e-8, 3.1333355e+1
-0.094, -1.6858226e-9, -1.1574143e-8, 3.1666689e+1
