Jan. 28, 2006   03:56:43
Cyclic Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_17_19_psoralen_nonequil_2\data\psoralen\4\75um_psoralen_soak_4_gc_1.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0
Low E (V) = -0.4
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 1
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5
2nd E (V) = 0
Sens 2 (A/V) = 1e-5

Potential/V, i1/A, i2/A, Time/s

0.000, -1.2803487e-7, -1.3427704e-7, 3.3333334e-1
-0.001, -1.1676779e-7, -1.2390052e-7, 6.6666669e-1
-0.002, -1.0870132e-7, -1.1554494e-7, 1.0000000e+0
-0.003, -1.0198124e-7, -1.0869029e-7, 1.3333334e+0
-0.004, -9.6312263e-8, -1.0278113e-7, 1.6666667e+0
-0.005, -9.1588120e-8, -9.7616500e-8, 2.0000000e+0
-0.006, -8.7194671e-8, -9.3019153e-8, 2.3333333e+0
-0.007, -8.3297259e-8, -8.8941832e-8, 2.6666665e+0
-0.008, -7.9836823e-8, -8.5313594e-8, 2.9999998e+0
-0.009, -7.6695272e-8, -8.2075360e-8, 3.3333330e+0
-0.010, -7.3860782e-8, -7.9049869e-8, 3.6666663e+0
-0.011, -7.1168024e-8, -7.6367094e-8, 3.9999995e+0
-0.012, -6.8746907e-8, -7.3991608e-8, 4.3333330e+0
-0.013, -6.6644660e-8, -7.1781571e-8, 4.6666665e+0
-0.014, -6.4554229e-8, -6.9725189e-8, 5.0000000e+0
-0.015, -6.2652759e-8, -6.7834243e-8, 5.3333335e+0
-0.016, -6.0952068e-8, -6.5978767e-8, 5.6666670e+0
-0.017, -5.9215946e-8, -6.4276918e-8, 6.0000005e+0
-0.018, -5.7621552e-8, -6.2693260e-8, 6.3333340e+0
-0.019, -5.6145261e-8, -6.1239604e-8, 6.6666675e+0
-0.020, -5.4728016e-8, -5.9904131e-8, 7.0000010e+0
-0.021, -5.3440687e-8, -5.8627748e-8, 7.3333344e+0
-0.022, -5.2212410e-8, -5.7516822e-8, 7.6666679e+0
-0.023, -5.1031371e-8, -5.6441351e-8, 8.0000010e+0
-0.024, -4.9897579e-8, -5.5424970e-8, 8.3333340e+0
-0.025, -4.8775597e-8, -5.4467687e-8, 8.6666670e+0
-0.026, -4.7724480e-8, -5.3380397e-8, 9.0000000e+0
-0.027, -4.6708788e-8, -5.2482200e-8, 9.3333330e+0
-0.028, -4.5787580e-8, -5.1572187e-8, 9.6666660e+0
-0.029, -4.4866372e-8, -5.0733082e-8, 9.9999990e+0
-0.030, -4.3886111e-8, -4.9905800e-8, 1.0333332e+1
-0.031, -4.3035769e-8, -4.9149424e-8, 1.0666665e+1
-0.032, -4.2338954e-8, -4.8404864e-8, 1.0999998e+1
-0.033, -4.1583096e-8, -4.7672128e-8, 1.1333331e+1
-0.034, -4.0803606e-8, -4.6974847e-8, 1.1666664e+1
-0.035, -4.0142229e-8, -4.6253930e-8, 1.1999997e+1
-0.036, -3.9480849e-8, -4.5568463e-8, 1.2333330e+1
-0.037, -3.8843091e-8, -4.4918455e-8, 1.2666663e+1
-0.038, -3.8205332e-8, -4.4315716e-8, 1.2999996e+1
-0.039, -3.7508521e-8, -4.3677524e-8, 1.3333329e+1
-0.040, -3.6882572e-8, -4.3122064e-8, 1.3666662e+1
-0.041, -3.6303863e-8, -4.2531145e-8, 1.3999995e+1
-0.042, -3.5642486e-8, -4.1892957e-8, 1.4333328e+1
-0.043, -3.5111018e-8, -4.1396586e-8, 1.4666661e+1
-0.044, -3.4591363e-8, -4.0971123e-8, 1.4999994e+1
-0.045, -3.4095329e-8, -4.0427476e-8, 1.5333327e+1
-0.046, -3.3575674e-8, -3.9966565e-8, 1.5666660e+1
-0.047, -3.3044206e-8, -3.9552919e-8, 1.5999993e+1
-0.048, -3.2642657e-8, -3.9115641e-8, 1.6333326e+1
-0.049, -3.2134810e-8, -3.8749274e-8, 1.6666660e+1
-0.050, -3.1745071e-8, -3.8406540e-8, 1.6999994e+1
-0.051, -3.1272656e-8, -3.8051990e-8, 1.7333328e+1
-0.052, -3.0812053e-8, -3.7626531e-8, 1.7666662e+1
-0.053, -3.0398688e-8, -3.7177429e-8, 1.7999996e+1
-0.054, -2.9938086e-8, -3.6834699e-8, 1.8333330e+1
-0.055, -2.9548342e-8, -3.6515601e-8, 1.8666664e+1
-0.056, -2.9194032e-8, -3.6231963e-8, 1.8999998e+1
-0.057, -2.8792481e-8, -3.5759228e-8, 1.9333332e+1
-0.058, -2.8509033e-8, -3.5416495e-8, 1.9666666e+1
-0.059, -2.8012996e-8, -3.5227401e-8, 2.0000000e+1
-0.060, -2.7694119e-8, -3.4967396e-8, 2.0333334e+1
-0.061, -2.7351618e-8, -3.4601030e-8, 2.0666668e+1
-0.062, -2.6938256e-8, -3.4305572e-8, 2.1000002e+1
-0.063, -2.6772911e-8, -3.4045566e-8, 2.1333336e+1
-0.064, -2.6359547e-8, -3.3761925e-8, 2.1666670e+1
-0.065, -2.6005239e-8, -3.3159189e-8, 2.2000004e+1
-0.066, -2.5792652e-8, -3.3029188e-8, 2.2333338e+1
-0.067, -2.5367477e-8, -3.2615546e-8, 2.2666672e+1
-0.068, -2.5237565e-8, -3.2260996e-8, 2.3000006e+1
-0.069, -2.4942306e-8, -3.2308268e-8, 2.3333340e+1
-0.070, -2.4528942e-8, -3.2071902e-8, 2.3666674e+1
-0.071, -2.4304548e-8, -3.1870986e-8, 2.4000008e+1
-0.072, -2.4103771e-8, -3.1823717e-8, 2.4333342e+1
-0.073, -2.3820323e-8, -3.1587351e-8, 2.4666676e+1
-0.074, -2.3607736e-8, -3.1256434e-8, 2.5000010e+1
-0.075, -2.3336097e-8, -3.1008248e-8, 2.5333344e+1
-0.076, -2.3158943e-8, -3.0878248e-8, 2.5666677e+1
-0.077, -2.2946356e-8, -3.0559150e-8, 2.6000011e+1
-0.078, -2.2698339e-8, -3.0299148e-8, 2.6333345e+1
-0.079, -2.2414891e-8, -3.0157327e-8, 2.6666679e+1
-0.080, -2.2131442e-8, -2.9767321e-8, 2.7000013e+1
-0.081, -2.1918858e-8, -2.9341862e-8, 2.7333347e+1
-0.082, -2.1694460e-8, -2.9554592e-8, 2.7666681e+1
-0.083, -2.1540925e-8, -2.9613684e-8, 2.8000015e+1
-0.084, -2.1351960e-8, -2.9270950e-8, 2.8333349e+1
-0.085, -2.1162995e-8, -2.8632760e-8, 2.8666683e+1
-0.086, -2.0985841e-8, -2.8774581e-8, 2.9000017e+1
-0.087, -2.0702389e-8, -2.8833671e-8, 2.9333351e+1
-0.088, -2.0395321e-8, -2.8750945e-8, 2.9666685e+1
-0.089, -2.0300838e-8, -2.8739123e-8, 3.0000019e+1
-0.090, -2.0170924e-8, -2.8278208e-8, 3.0333353e+1
-0.091, -2.0052823e-8, -2.8100935e-8, 3.0666687e+1
-0.092, -1.9804805e-8, -2.8195480e-8, 3.1000021e+1
-0.093, -1.9509544e-8, -2.7959112e-8, 3.1333355e+1
-0.094, -1.9367821e-8, -2.7226376e-8, 3.1666689e+1
-0.095, -1.9332390e-8, -2.7120011e-8, 3.2000023e+1
-0.096, -1.9202476e-8, -2.7356377e-8, 3.2333355e+1
-0.097, -1.8966269e-8, -2.7108191e-8, 3.2666687e+1
-0.098, -1.8765492e-8, -2.6978190e-8, 3.3000019e+1
-0.099, -1.8706441e-8, -2.7320922e-8, 3.3333351e+1
-0.100, -1.8493855e-8, -2.7368197e-8, 3.3666683e+1
-0.101, -1.8352130e-8, -2.7037283e-8, 3.4000015e+1
-0.102, -1.8115923e-8, -2.6930914e-8, 3.4333347e+1
-0.103, -1.8009631e-8, -2.6883644e-8, 3.4666679e+1
-0.104, -1.7808853e-8, -2.6682731e-8, 3.5000011e+1
-0.105, -1.7619888e-8, -2.6162725e-8, 3.5333344e+1
-0.106, -1.7501785e-8, -2.6257270e-8, 3.5666676e+1
-0.107, -1.7336440e-8, -2.6103633e-8, 3.6000008e+1
-0.108, -1.7135664e-8, -2.5926354e-8, 3.6333340e+1
-0.109, -1.7206526e-8, -2.6257270e-8, 3.6666672e+1
-0.110, -1.6958507e-8, -2.6009085e-8, 3.7000004e+1
-0.111, -1.6852216e-8, -2.5997267e-8, 3.7333336e+1
-0.112, -1.6804973e-8, -2.5666351e-8, 3.7666668e+1
-0.113, -1.6556957e-8, -2.5890900e-8, 3.8000000e+1
-0.114, -1.6462474e-8, -2.5914538e-8, 3.8333332e+1
-0.115, -1.6356180e-8, -2.5772719e-8, 3.8666664e+1
-0.116, -1.6155406e-8, -2.5666351e-8, 3.8999996e+1
-0.117, -1.6025492e-8, -2.5512712e-8, 3.9333328e+1
-0.118, -1.5919198e-8, -2.5382711e-8, 3.9666660e+1
-0.119, -1.5801094e-8, -2.5311801e-8, 3.9999992e+1
-0.120, -1.5564888e-8, -2.5382711e-8, 4.0333324e+1
-0.121, -1.5423163e-8, -2.5299984e-8, 4.0666656e+1
-0.122, -1.5364112e-8, -2.4720883e-8, 4.0999989e+1
-0.123, -1.5163335e-8, -2.4602699e-8, 4.1333321e+1
-0.124, -1.4962559e-8, -2.4850888e-8, 4.1666653e+1
-0.125, -1.4797213e-8, -2.4472698e-8, 4.1999985e+1
-0.126, -1.4738163e-8, -2.4779975e-8, 4.2333317e+1
-0.127, -1.4667300e-8, -2.4909976e-8, 4.2666649e+1
-0.128, -1.4537386e-8, -2.4649975e-8, 4.2999981e+1
-0.129, -1.4312990e-8, -2.4531790e-8, 4.3333313e+1
-0.130, -1.4171266e-8, -2.4649975e-8, 4.3666645e+1
-0.131, -1.4029542e-8, -2.4555428e-8, 4.3999977e+1
-0.132, -1.3805145e-8, -2.4437243e-8, 4.4333309e+1
-0.133, -1.3639800e-8, -2.4330879e-8, 4.4666641e+1
-0.134, -1.3450834e-8, -2.4330879e-8, 4.4999973e+1
-0.135, -1.3427214e-8, -2.4307241e-8, 4.5333305e+1
-0.136, -1.3202818e-8, -2.4271786e-8, 4.5666637e+1
-0.137, -1.2990230e-8, -2.4295423e-8, 4.5999969e+1
-0.138, -1.2801265e-8, -2.4307241e-8, 4.6333302e+1
-0.139, -1.2600488e-8, -2.4224514e-8, 4.6666634e+1
