# DNA modified electrode Data by Edmund Tse. 
# No oxygen, PCN modified DNA with well matched (wm) or mismatched (mm) duplex DNA.
E,Current,Construct
-0.143,2.05E-08,wm
-0.144,2.05E-08,wm
-0.145,2.05E-08,wm
-0.146,2.06E-08,wm
-0.147,2.06E-08,wm
-0.148,2.06E-08,wm
-0.149,2.06E-08,wm
-0.15,2.06E-08,wm
-0.151,2.07E-08,wm
-0.152,2.07E-08,wm
-0.153,2.07E-08,wm
-0.154,2.07E-08,wm
-0.155,2.07E-08,wm
-0.156,2.07E-08,wm
-0.157,2.07E-08,wm
-0.158,2.07E-08,wm
-0.159,2.08E-08,wm
-0.16,2.08E-08,wm
-0.161,2.08E-08,wm
-0.162,2.08E-08,wm
-0.163,2.07E-08,wm
-0.164,2.07E-08,wm
-0.165,2.07E-08,wm
-0.166,2.08E-08,wm
-0.167,2.08E-08,wm
-0.168,2.08E-08,wm
-0.169,2.07E-08,wm
-0.17,2.07E-08,wm
-0.171,2.08E-08,wm
-0.172,2.08E-08,wm
-0.173,2.07E-08,wm
-0.174,2.07E-08,wm
-0.175,2.07E-08,wm
-0.176,2.07E-08,wm
-0.177,2.07E-08,wm
-0.178,2.07E-08,wm
-0.179,2.07E-08,wm
-0.18,2.07E-08,wm
-0.181,2.07E-08,wm
-0.182,2.07E-08,wm
-0.183,2.06E-08,wm
-0.184,2.07E-08,wm
-0.185,2.07E-08,wm
-0.186,2.07E-08,wm
-0.187,2.06E-08,wm
-0.188,2.06E-08,wm
-0.189,2.06E-08,wm
-0.19,2.06E-08,wm
-0.191,2.06E-08,wm
-0.192,2.06E-08,wm
-0.193,2.05E-08,wm
-0.194,2.05E-08,wm
-0.195,2.05E-08,wm
-0.196,2.05E-08,wm
-0.197,2.05E-08,wm
-0.198,2.05E-08,wm
-0.199,2.05E-08,wm
-0.2,2.04E-08,wm
-0.201,2.04E-08,wm
-0.202,2.05E-08,wm
-0.203,2.07E-08,wm
-0.204,2.09E-08,wm
-0.205,2.10E-08,wm
-0.206,2.09E-08,wm
-0.207,2.07E-08,wm
-0.208,2.04E-08,wm
-0.209,2.03E-08,wm
-0.21,2.02E-08,wm
-0.211,2.03E-08,wm
-0.212,2.04E-08,wm
-0.213,2.04E-08,wm
-0.214,2.04E-08,wm
-0.215,2.04E-08,wm
-0.216,2.04E-08,wm
-0.217,2.04E-08,wm
-0.218,2.04E-08,wm
-0.219,2.04E-08,wm
-0.22,2.04E-08,wm
-0.221,2.04E-08,wm
-0.222,2.03E-08,wm
-0.223,2.03E-08,wm
-0.224,2.03E-08,wm
-0.225,2.03E-08,wm
-0.226,2.03E-08,wm
-0.227,2.03E-08,wm
-0.228,2.03E-08,wm
-0.229,2.03E-08,wm
-0.23,2.03E-08,wm
-0.231,2.04E-08,wm
-0.232,2.03E-08,wm
-0.233,2.03E-08,wm
-0.234,2.04E-08,wm
-0.235,2.04E-08,wm
-0.236,2.04E-08,wm
-0.237,2.04E-08,wm
-0.238,2.04E-08,wm
-0.239,2.03E-08,wm
-0.24,2.03E-08,wm
-0.241,2.04E-08,wm
-0.242,2.04E-08,wm
-0.243,2.03E-08,wm
-0.244,2.03E-08,wm
-0.245,2.03E-08,wm
-0.246,2.04E-08,wm
-0.247,2.04E-08,wm
-0.248,2.04E-08,wm
-0.249,2.04E-08,wm
-0.25,2.04E-08,wm
-0.251,2.05E-08,wm
-0.252,2.05E-08,wm
-0.253,2.05E-08,wm
-0.254,2.05E-08,wm
-0.255,2.05E-08,wm
-0.256,2.05E-08,wm
-0.257,2.04E-08,wm
-0.258,2.04E-08,wm
-0.259,2.05E-08,wm
-0.26,2.05E-08,wm
-0.261,2.06E-08,wm
-0.262,2.06E-08,wm
-0.263,2.06E-08,wm
-0.264,2.06E-08,wm
-0.265,2.06E-08,wm
-0.266,2.07E-08,wm
-0.267,2.07E-08,wm
-0.268,2.07E-08,wm
-0.269,2.07E-08,wm
-0.27,2.07E-08,wm
-0.271,2.07E-08,wm
-0.272,2.08E-08,wm
-0.273,2.08E-08,wm
-0.274,2.08E-08,wm
-0.275,2.08E-08,wm
-0.276,2.08E-08,wm
-0.277,2.08E-08,wm
-0.278,2.09E-08,wm
-0.279,2.09E-08,wm
-0.28,2.10E-08,wm
-0.281,2.11E-08,wm
-0.282,2.11E-08,wm
-0.283,2.11E-08,wm
-0.284,2.11E-08,wm
-0.285,2.11E-08,wm
-0.286,2.12E-08,wm
-0.287,2.12E-08,wm
-0.288,2.12E-08,wm
-0.289,2.12E-08,wm
-0.29,2.12E-08,wm
-0.291,2.13E-08,wm
-0.292,2.14E-08,wm
-0.293,2.15E-08,wm
-0.294,2.15E-08,wm
-0.295,2.15E-08,wm
-0.296,2.16E-08,wm
-0.297,2.16E-08,wm
-0.298,2.17E-08,wm
-0.299,2.17E-08,wm
-0.3,2.17E-08,wm
-0.301,2.18E-08,wm
-0.302,2.19E-08,wm
-0.303,2.20E-08,wm
-0.304,2.20E-08,wm
-0.305,2.20E-08,wm
-0.306,2.21E-08,wm
-0.307,2.22E-08,wm
-0.308,2.22E-08,wm
-0.309,2.24E-08,wm
-0.31,2.25E-08,wm
-0.311,2.26E-08,wm
-0.312,2.26E-08,wm
-0.313,2.27E-08,wm
-0.314,2.28E-08,wm
-0.315,2.28E-08,wm
-0.316,2.29E-08,wm
-0.317,2.30E-08,wm
-0.318,2.31E-08,wm
-0.319,2.32E-08,wm
-0.32,2.33E-08,wm
-0.321,2.34E-08,wm
-0.322,2.35E-08,wm
-0.323,2.37E-08,wm
-0.324,2.38E-08,wm
-0.325,2.39E-08,wm
-0.326,2.41E-08,wm
-0.327,2.42E-08,wm
-0.328,2.43E-08,wm
-0.329,2.44E-08,wm
-0.33,2.46E-08,wm
-0.331,2.49E-08,wm
-0.332,2.50E-08,wm
-0.333,2.52E-08,wm
-0.334,2.53E-08,wm
-0.335,2.54E-08,wm
-0.336,2.56E-08,wm
-0.337,2.58E-08,wm
-0.338,2.60E-08,wm
-0.339,2.62E-08,wm
-0.34,2.63E-08,wm
-0.341,2.66E-08,wm
-0.342,2.68E-08,wm
-0.343,2.71E-08,wm
-0.344,2.73E-08,wm
-0.345,2.76E-08,wm
-0.346,2.79E-08,wm
-0.347,2.81E-08,wm
-0.348,2.83E-08,wm
-0.349,2.85E-08,wm
-0.35,2.87E-08,wm
-0.351,2.90E-08,wm
-0.352,2.93E-08,wm
-0.353,2.96E-08,wm
-0.354,2.98E-08,wm
-0.355,3.01E-08,wm
-0.356,3.05E-08,wm
-0.357,3.08E-08,wm
-0.358,3.10E-08,wm
-0.359,3.13E-08,wm
-0.36,3.15E-08,wm
-0.361,3.19E-08,wm
-0.362,3.22E-08,wm
-0.363,3.26E-08,wm
-0.364,3.29E-08,wm
-0.365,3.31E-08,wm
-0.366,3.34E-08,wm
-0.367,3.36E-08,wm
-0.368,3.38E-08,wm
-0.369,3.41E-08,wm
-0.37,3.43E-08,wm
-0.371,3.46E-08,wm
-0.372,3.49E-08,wm
-0.373,3.52E-08,wm
-0.374,3.54E-08,wm
-0.375,3.56E-08,wm
-0.376,3.58E-08,wm
-0.377,3.60E-08,wm
-0.378,3.62E-08,wm
-0.379,3.63E-08,wm
-0.38,3.65E-08,wm
-0.381,3.67E-08,wm
-0.382,3.68E-08,wm
-0.383,3.70E-08,wm
-0.384,3.72E-08,wm
-0.385,3.73E-08,wm
-0.386,3.75E-08,wm
-0.387,3.76E-08,wm
-0.388,3.77E-08,wm
-0.389,3.78E-08,wm
-0.39,3.78E-08,wm
-0.391,3.79E-08,wm
-0.392,3.80E-08,wm
-0.393,3.81E-08,wm
-0.394,3.82E-08,wm
-0.395,3.82E-08,wm
-0.396,3.82E-08,wm
-0.397,3.82E-08,wm
-0.398,3.82E-08,wm
-0.399,3.82E-08,wm
-0.4,3.82E-08,wm
-0.401,3.83E-08,wm
-0.402,3.84E-08,wm
-0.403,3.84E-08,wm
-0.404,3.84E-08,wm
-0.405,3.84E-08,wm
-0.406,3.84E-08,wm
-0.407,3.85E-08,wm
-0.408,3.85E-08,wm
-0.409,3.85E-08,wm
-0.41,3.84E-08,wm
-0.411,3.85E-08,wm
-0.412,3.85E-08,wm
-0.413,3.86E-08,wm
-0.414,3.86E-08,wm
-0.415,3.87E-08,wm
-0.416,3.87E-08,wm
-0.417,3.88E-08,wm
-0.418,3.88E-08,wm
-0.419,3.88E-08,wm
-0.42,3.88E-08,wm
-0.421,3.89E-08,wm
-0.422,3.90E-08,wm
-0.423,3.91E-08,wm
-0.424,3.91E-08,wm
-0.425,3.92E-08,wm
-0.426,3.92E-08,wm
-0.427,3.93E-08,wm
-0.428,3.93E-08,wm
-0.429,3.94E-08,wm
-0.43,3.95E-08,wm
-0.431,3.96E-08,wm
-0.432,3.97E-08,wm
-0.433,3.98E-08,wm
-0.434,3.99E-08,wm
-0.435,3.99E-08,wm
-0.436,4.01E-08,wm
-0.437,4.02E-08,wm
-0.438,4.03E-08,wm
-0.439,4.04E-08,wm
-0.44,4.05E-08,wm
-0.441,4.06E-08,wm
-0.442,4.08E-08,wm
-0.443,4.09E-08,wm
-0.444,4.11E-08,wm
-0.445,4.12E-08,wm
-0.446,4.14E-08,wm
-0.447,4.16E-08,wm
-0.448,4.18E-08,wm
-0.449,4.20E-08,wm
-0.45,2.72E-08,wm
-0.449,2.03E-08,wm
-0.448,1.51E-08,wm
-0.447,1.16E-08,wm
-0.446,1.04E-08,wm
-0.445,1.02E-08,wm
-0.444,1.02E-08,wm
-0.443,9.59E-09,wm
-0.442,9.12E-09,wm
-0.441,8.65E-09,wm
-0.44,8.22E-09,wm
-0.439,7.83E-09,wm
-0.438,7.40E-09,wm
-0.437,6.96E-09,wm
-0.436,6.56E-09,wm
-0.435,6.21E-09,wm
-0.434,5.94E-09,wm
-0.433,5.64E-09,wm
-0.432,5.33E-09,wm
-0.431,4.96E-09,wm
-0.43,4.63E-09,wm
-0.429,4.38E-09,wm
-0.428,4.12E-09,wm
-0.427,3.84E-09,wm
-0.426,3.56E-09,wm
-0.425,3.28E-09,wm
-0.424,3.08E-09,wm
-0.423,2.86E-09,wm
-0.422,2.61E-09,wm
-0.421,2.29E-09,wm
-0.42,2.02E-09,wm
-0.419,1.85E-09,wm
-0.418,1.68E-09,wm
-0.417,1.54E-09,wm
-0.416,1.33E-09,wm
-0.415,1.07E-09,wm
-0.414,8.50E-10,wm
-0.413,6.47E-10,wm
-0.412,4.78E-10,wm
-0.411,3.40E-10,wm
-0.41,2.04E-10,wm
-0.409,4.82E-11,wm
-0.408,-1.97E-10,wm
-0.407,-4.40E-10,wm
-0.406,-6.79E-10,wm
-0.405,-8.42E-10,wm
-0.404,-9.18E-10,wm
-0.403,-1.05E-09,wm
-0.402,-1.21E-09,wm
-0.401,-1.41E-09,wm
-0.4,-1.58E-09,wm
-0.399,-1.70E-09,wm
-0.398,-1.82E-09,wm
-0.397,-1.95E-09,wm
-0.396,-2.14E-09,wm
-0.395,-2.32E-09,wm
-0.394,-2.43E-09,wm
-0.393,-2.56E-09,wm
-0.392,-2.66E-09,wm
-0.391,-2.80E-09,wm
-0.39,-2.96E-09,wm
-0.389,-3.09E-09,wm
-0.388,-3.26E-09,wm
-0.387,-3.36E-09,wm
-0.386,-3.52E-09,wm
-0.385,-3.70E-09,wm
-0.384,-3.82E-09,wm
-0.383,-3.96E-09,wm
-0.382,-4.07E-09,wm
-0.381,-4.12E-09,wm
-0.38,-4.20E-09,wm
-0.379,-4.27E-09,wm
-0.378,-4.37E-09,wm
-0.377,-4.49E-09,wm
-0.376,-4.65E-09,wm
-0.375,-4.77E-09,wm
-0.374,-4.85E-09,wm
-0.373,-4.94E-09,wm
-0.372,-5.01E-09,wm
-0.371,-5.13E-09,wm
-0.37,-5.27E-09,wm
-0.369,-5.35E-09,wm
-0.368,-5.44E-09,wm
-0.367,-5.50E-09,wm
-0.366,-5.60E-09,wm
-0.365,-5.72E-09,wm
-0.364,-5.82E-09,wm
-0.363,-5.97E-09,wm
-0.362,-6.07E-09,wm
-0.361,-6.16E-09,wm
-0.36,-6.22E-09,wm
-0.359,-6.23E-09,wm
-0.358,-6.30E-09,wm
-0.357,-6.41E-09,wm
-0.356,-6.58E-09,wm
-0.355,-6.70E-09,wm
-0.354,-6.76E-09,wm
-0.353,-6.81E-09,wm
-0.352,-6.84E-09,wm
-0.351,-6.94E-09,wm
-0.35,-7.07E-09,wm
-0.349,-7.14E-09,wm
-0.348,-7.25E-09,wm
-0.347,-7.32E-09,wm
-0.346,-7.41E-09,wm
-0.345,-7.49E-09,wm
-0.344,-7.55E-09,wm
-0.343,-7.61E-09,wm
-0.342,-7.67E-09,wm
-0.341,-7.76E-09,wm
-0.34,-7.86E-09,wm
-0.339,-7.92E-09,wm
-0.338,-8.02E-09,wm
-0.337,-8.08E-09,wm
-0.336,-8.15E-09,wm
-0.335,-8.23E-09,wm
-0.334,-8.32E-09,wm
-0.333,-8.43E-09,wm
-0.332,-8.52E-09,wm
-0.331,-8.61E-09,wm
-0.33,-8.66E-09,wm
-0.329,-8.67E-09,wm
-0.328,-8.75E-09,wm
-0.327,-8.83E-09,wm
-0.326,-8.94E-09,wm
-0.325,-9.06E-09,wm
-0.324,-9.12E-09,wm
-0.323,-9.17E-09,wm
-0.322,-9.24E-09,wm
-0.321,-9.36E-09,wm
-0.32,-9.47E-09,wm
-0.319,-9.56E-09,wm
-0.318,-9.63E-09,wm
-0.317,-9.67E-09,wm
-0.316,-9.75E-09,wm
-0.315,-9.86E-09,wm
-0.314,-9.96E-09,wm
-0.313,-1.01E-08,wm
-0.312,-1.02E-08,wm
-0.311,-1.03E-08,wm
-0.31,-1.04E-08,wm
-0.309,-1.04E-08,wm
-0.308,-1.05E-08,wm
-0.307,-1.06E-08,wm
-0.306,-1.07E-08,wm
-0.305,-1.08E-08,wm
-0.304,-1.09E-08,wm
-0.303,-1.11E-08,wm
-0.302,-1.12E-08,wm
-0.301,-1.13E-08,wm
-0.3,-1.15E-08,wm
-0.299,-1.16E-08,wm
-0.298,-1.17E-08,wm
-0.297,-1.18E-08,wm
-0.296,-1.20E-08,wm
-0.295,-1.21E-08,wm
-0.294,-1.22E-08,wm
-0.293,-1.23E-08,wm
-0.292,-1.25E-08,wm
-0.291,-1.26E-08,wm
-0.29,-1.28E-08,wm
-0.289,-1.30E-08,wm
-0.288,-1.31E-08,wm
-0.287,-1.33E-08,wm
-0.286,-1.35E-08,wm
-0.285,-1.37E-08,wm
-0.284,-1.38E-08,wm
-0.283,-1.40E-08,wm
-0.282,-1.42E-08,wm
-0.281,-1.44E-08,wm
-0.28,-1.47E-08,wm
-0.279,-1.49E-08,wm
-0.278,-1.51E-08,wm
-0.277,-1.53E-08,wm
-0.276,-1.55E-08,wm
-0.275,-1.58E-08,wm
-0.274,-1.60E-08,wm
-0.273,-1.62E-08,wm
-0.272,-1.64E-08,wm
-0.271,-1.66E-08,wm
-0.27,-1.69E-08,wm
-0.269,-1.72E-08,wm
-0.268,-1.75E-08,wm
-0.267,-1.77E-08,wm
-0.266,-1.80E-08,wm
-0.265,-1.82E-08,wm
-0.264,-1.85E-08,wm
-0.263,-1.89E-08,wm
-0.262,-1.91E-08,wm
-0.261,-1.95E-08,wm
-0.26,-1.98E-08,wm
-0.259,-2.00E-08,wm
-0.258,-2.03E-08,wm
-0.257,-2.05E-08,wm
-0.256,-2.08E-08,wm
-0.255,-2.11E-08,wm
-0.254,-2.14E-08,wm
-0.253,-2.18E-08,wm
-0.252,-2.21E-08,wm
-0.251,-2.23E-08,wm
-0.25,-2.26E-08,wm
-0.249,-2.28E-08,wm
-0.248,-2.31E-08,wm
-0.247,-2.34E-08,wm
-0.246,-2.37E-08,wm
-0.245,-2.40E-08,wm
-0.244,-2.42E-08,wm
-0.243,-2.45E-08,wm
-0.242,-2.47E-08,wm
-0.241,-2.49E-08,wm
-0.24,-2.50E-08,wm
-0.239,-2.51E-08,wm
-0.238,-2.53E-08,wm
-0.237,-2.55E-08,wm
-0.236,-2.57E-08,wm
-0.235,-2.58E-08,wm
-0.234,-2.59E-08,wm
-0.233,-2.60E-08,wm
-0.232,-2.60E-08,wm
-0.231,-2.61E-08,wm
-0.23,-2.61E-08,wm
-0.229,-2.61E-08,wm
-0.228,-2.61E-08,wm
-0.227,-2.60E-08,wm
-0.226,-2.60E-08,wm
-0.225,-2.60E-08,wm
-0.224,-2.58E-08,wm
-0.223,-2.56E-08,wm
-0.222,-2.55E-08,wm
-0.221,-2.54E-08,wm
-0.22,-2.52E-08,wm
-0.219,-2.50E-08,wm
-0.218,-2.47E-08,wm
-0.217,-2.44E-08,wm
-0.216,-2.42E-08,wm
-0.215,-2.40E-08,wm
-0.214,-2.36E-08,wm
-0.213,-2.33E-08,wm
-0.212,-2.29E-08,wm
-0.211,-2.26E-08,wm
-0.21,-2.22E-08,wm
-0.209,-2.18E-08,wm
-0.208,-2.15E-08,wm
-0.207,-2.12E-08,wm
-0.206,-2.10E-08,wm
-0.205,-2.08E-08,wm
-0.204,-2.03E-08,wm
-0.203,-1.98E-08,wm
-0.202,-1.92E-08,wm
-0.201,-1.87E-08,wm
-0.2,-1.83E-08,wm
-0.199,-1.79E-08,wm
-0.198,-1.76E-08,wm
-0.197,-1.72E-08,wm
-0.196,-1.69E-08,wm
-0.195,-1.66E-08,wm
-0.194,-1.63E-08,wm
-0.193,-1.60E-08,wm
-0.192,-1.56E-08,wm
-0.191,-1.54E-08,wm
-0.19,-1.51E-08,wm
-0.189,-1.48E-08,wm
-0.188,-1.46E-08,wm
-0.187,-1.44E-08,wm
-0.186,-1.43E-08,wm
-0.185,-1.41E-08,wm
-0.184,-1.39E-08,wm
-0.183,-1.38E-08,wm
-0.182,-1.35E-08,wm
-0.181,-1.34E-08,wm
-0.18,-1.33E-08,wm
-0.179,-1.32E-08,wm
-0.178,-1.31E-08,wm
-0.177,-1.30E-08,wm
-0.176,-1.29E-08,wm
-0.175,-1.29E-08,wm
-0.174,-1.28E-08,wm
-0.173,-1.28E-08,wm
-0.172,-1.27E-08,wm
-0.171,-1.27E-08,wm
-0.17,-1.26E-08,wm
-0.169,-1.26E-08,wm
-0.168,-1.26E-08,wm
-0.167,-1.26E-08,wm
-0.166,-1.25E-08,wm
-0.165,-1.25E-08,wm
-0.164,-1.25E-08,wm
-0.163,-1.25E-08,wm
-0.162,-1.25E-08,wm
-0.161,-1.26E-08,wm
-0.16,-1.26E-08,wm
-0.159,-1.26E-08,wm
-0.158,-1.26E-08,wm
-0.157,-1.27E-08,wm
-0.156,-1.28E-08,wm
-0.155,-1.29E-08,wm
-0.154,-1.29E-08,wm
-0.153,-1.28E-08,wm
-0.152,-1.28E-08,wm
-0.151,-1.28E-08,wm
-0.15,-1.29E-08,wm
-0.149,-1.30E-08,wm
-0.148,-1.30E-08,wm
-0.147,-1.31E-08,wm
-0.146,-1.31E-08,wm
-0.145,-1.32E-08,wm
-0.144,-1.32E-08,wm
-0.143,-1.32E-08,wm
-0.142,-1.33E-08,wm
-0.141,-1.34E-08,wm
-0.14,-1.35E-08,wm
-0.139,-1.35E-08,wm
-0.138,-1.35E-08,wm
-0.137,-1.35E-08,wm
-0.136,-1.36E-08,wm
-0.135,-1.37E-08,wm
-0.134,-1.37E-08,wm
-0.133,-1.39E-08,wm
-0.132,-1.39E-08,wm
-0.131,-1.40E-08,wm
-0.13,-1.41E-08,wm
-0.129,-1.41E-08,wm
-0.128,-1.42E-08,wm
-0.127,-1.43E-08,wm
-0.126,-1.43E-08,wm
-0.125,-1.44E-08,wm
-0.124,-1.44E-08,wm
-0.123,-1.45E-08,wm
-0.122,-1.45E-08,wm
-0.121,-1.46E-08,wm
-0.12,-1.46E-08,wm
-0.119,-1.46E-08,wm
-0.118,-1.46E-08,wm
-0.117,-1.47E-08,wm
-0.116,-1.48E-08,wm
-0.115,-1.49E-08,wm
-0.114,-1.50E-08,wm
-0.113,-1.50E-08,wm
-0.112,-1.50E-08,wm
-0.111,-1.51E-08,wm
-0.11,-1.52E-08,wm
-0.109,-1.52E-08,wm
-0.108,-1.52E-08,wm
-0.107,-1.53E-08,wm
-0.106,-1.54E-08,wm
-0.105,-1.54E-08,wm
-0.104,-1.55E-08,wm
-0.103,-1.55E-08,wm
-0.102,-1.55E-08,wm
-0.101,-1.55E-08,wm
-0.1,-1.56E-08,wm
-0.099,-1.56E-08,wm
-0.098,-1.57E-08,wm
-0.097,-1.57E-08,wm
-0.096,-1.57E-08,wm
-0.095,-1.57E-08,wm
-0.094,-1.57E-08,wm
-0.093,-1.58E-08,wm
-0.092,-1.58E-08,wm
-0.091,-1.58E-08,wm
-0.09,-1.58E-08,wm
-0.089,-1.59E-08,wm
-0.088,-1.59E-08,wm
-0.087,-1.59E-08,wm
-0.086,-1.59E-08,wm
-0.085,-1.60E-08,wm
-0.084,-1.60E-08,wm
-0.083,-1.60E-08,wm
-0.082,-1.59E-08,wm
-0.081,-1.59E-08,wm
-0.08,-1.58E-08,wm
-0.079,-1.59E-08,wm
-0.078,-1.59E-08,wm
-0.077,-1.59E-08,wm
-0.076,-1.59E-08,wm
-0.075,-1.59E-08,wm
-0.074,-1.58E-08,wm
-0.073,-1.58E-08,wm
-0.072,-1.58E-08,wm
-0.071,-1.58E-08,wm
-0.07,-1.58E-08,wm
-0.069,-1.58E-08,wm
-0.068,-1.58E-08,wm
-0.067,-1.58E-08,wm
-0.066,-1.58E-08,wm
-0.065,-1.58E-08,wm
-0.064,-1.58E-08,wm
-0.063,-1.58E-08,wm
-0.062,-1.57E-08,wm
-0.061,-1.56E-08,wm
-0.06,-1.56E-08,wm
-0.059,-1.56E-08,wm
-0.058,-1.56E-08,wm
-0.057,-1.56E-08,wm
-0.056,-1.56E-08,wm
-0.055,-1.56E-08,wm
-0.054,-1.56E-08,wm
-0.053,-1.55E-08,wm
-0.052,-1.54E-08,wm
-0.051,-1.53E-08,wm
