strain,PHZadded,molecule.x,condition,echem.x,rep,E.x,PHZaddedInt,time,electrode,current.x,PYOmax,molecule.y,echem.y,E.y,current.y,PYOmin,swvPYOsignal,PYOminSig,swvPYOsignalBg,t0.5,I0
blank2,25uM,PYO,transfer,SWVfast,1,-0.221,25,6,i1,1.7306179e-6,1.7306179e-6,PYO,SWVfast,-0.12,1.3813865e-6,1.3813865e-6,3.4923139999999995e-7,-3.7684529999999993e-7,7.260766999999999e-7,0.408248290463863,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,2,-0.215,25,12,i1,1.557266e-6,1.557266e-6,PYO,SWVfast,-0.12,1.5081705e-6,1.5081705e-6,4.909550000000007e-8,-3.7684529999999993e-7,4.259408e-7,0.28867513459481287,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,3,-0.213,25,18,i1,1.4734574e-6,1.4734574e-6,PYO,SWVfast,-0.12,1.494112e-6,1.494112e-6,-2.065459999999992e-8,-3.7684529999999993e-7,3.561907e-7,0.23570226039551584,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,4,-0.212,25,24,i1,1.4084567e-6,1.4084567e-6,PYO,SWVfast,-0.12,1.4772405e-6,1.4772405e-6,-6.878379999999998e-8,-3.7684529999999993e-7,3.0806149999999996e-7,0.2041241452319315,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,5,-0.211,25,30,i1,1.3888105e-6,1.3888105e-6,PYO,SWVfast,-0.12,1.5114413e-6,1.5114413e-6,-1.2263080000000002e-7,-3.7684529999999993e-7,2.542144999999999e-7,0.18257418583505536,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,6,-0.213,25,36,i1,1.3622614e-6,1.3622614e-6,PYO,SWVfast,-0.12,1.4957008e-6,1.4957008e-6,-1.3343940000000006e-7,-3.7684529999999993e-7,2.434058999999999e-7,0.16666666666666666,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,7,-0.212,25,42,i1,1.3287083e-6,1.3287083e-6,PYO,SWVfast,-0.12,1.5079997e-6,1.5079997e-6,-1.7929140000000006e-7,-3.7684529999999993e-7,1.9755389999999987e-7,0.1543033499620919,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,8,-0.212,25,48,i1,1.3046965e-6,1.3046965e-6,PYO,SWVfast,-0.12,1.5140636e-6,1.5140636e-6,-2.0936709999999994e-7,-3.7684529999999993e-7,1.674782e-7,0.14433756729740643,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,9,-0.213,25,54,i1,1.2830978e-6,1.2830978e-6,PYO,SWVfast,-0.12,1.5061153e-6,1.5061153e-6,-2.230175000000002e-7,-3.7684529999999993e-7,1.5382779999999974e-7,0.13608276348795434,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,10,-0.21,25,60,i1,1.2679675e-6,1.2679675e-6,PYO,SWVfast,-0.12,1.5256602e-6,1.5256602e-6,-2.5769269999999987e-7,-3.7684529999999993e-7,1.1915260000000007e-7,0.12909944487358055,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,11,-0.21,25,66,i1,1.2570206e-6,1.2570206e-6,PYO,SWVfast,-0.12,1.5424778e-6,1.5424778e-6,-2.854572e-7,-3.7684529999999993e-7,9.138809999999991e-8,0.12309149097933274,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,12,-0.212,25,72,i1,1.2256543e-6,1.2256543e-6,PYO,SWVfast,-0.12,1.5068479e-6,1.5068479e-6,-2.8119360000000003e-7,-3.7684529999999993e-7,9.56516999999999e-8,0.11785113019775792,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,13,-0.211,25,78,i1,1.2226808e-6,1.2226808e-6,PYO,SWVfast,-0.12,1.5174458e-6,1.5174458e-6,-2.94765e-7,-3.7684529999999993e-7,8.208029999999993e-8,0.11322770341445958,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,14,-0.21,25,84,i1,1.2208437e-6,1.2208437e-6,PYO,SWVfast,-0.12,1.5259167e-6,1.5259167e-6,-3.0507300000000015e-7,-3.7684529999999993e-7,7.177229999999978e-8,0.1091089451179962,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,15,-0.212,25,90,i1,1.2086955e-6,1.2086955e-6,PYO,SWVfast,-0.12,1.5141302e-6,1.5141302e-6,-3.0543469999999995e-7,-3.7684529999999993e-7,7.141059999999998e-8,0.10540925533894598,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,16,-0.21,25,96,i1,1.1933248e-6,1.1933248e-6,PYO,SWVfast,-0.12,1.5165764e-6,1.5165764e-6,-3.232515999999999e-7,-3.7684529999999993e-7,5.359370000000002e-8,0.10206207261596575,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,17,-0.212,25,102,i1,1.1730997e-6,1.1730997e-6,PYO,SWVfast,-0.12,1.4880468e-6,1.4880468e-6,-3.149470999999999e-7,-3.7684529999999993e-7,6.189820000000003e-8,0.09901475429766743,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,18,-0.212,25,108,i1,1.1739011e-6,1.1739011e-6,PYO,SWVfast,-0.12,1.5025615e-6,1.5025615e-6,-3.2866039999999984e-7,-3.7684529999999993e-7,4.818490000000009e-8,0.09622504486493763,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,19,-0.213,25,114,i1,1.157711e-6,1.157711e-6,PYO,SWVfast,-0.12,1.4687932e-6,1.4687932e-6,-3.110821999999999e-7,-3.7684529999999993e-7,6.576310000000005e-8,0.0936585811581694,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,20,-0.21,25,120,i1,1.1605041e-6,1.1605041e-6,PYO,SWVfast,-0.12,1.519002e-6,1.519002e-6,-3.5849790000000005e-7,-3.7684529999999993e-7,1.8347399999999888e-8,0.09128709291752768,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,21,-0.211,25,126,i1,1.1546039e-6,1.1546039e-6,PYO,SWVfast,-0.12,1.5033127e-6,1.5033127e-6,-3.487087999999999e-7,-3.7684529999999993e-7,2.8136500000000048e-8,0.0890870806374748,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,22,-0.211,25,132,i1,1.1470333e-6,1.1470333e-6,PYO,SWVfast,-0.12,1.4952868e-6,1.4952868e-6,-3.482535e-7,-3.7684529999999993e-7,2.8591799999999932e-8,0.08703882797784893,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,23,-0.21,25,138,i1,1.1418133e-6,1.1418133e-6,PYO,SWVfast,-0.12,1.5060576e-6,1.5060576e-6,-3.642443e-7,-3.7684529999999993e-7,1.2600999999999915e-8,0.08512565307587486,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,24,-0.214,25,144,i1,1.1474385e-6,1.1474385e-6,PYO,SWVfast,-0.12,1.4971365e-6,1.4971365e-6,-3.4969800000000017e-7,-3.7684529999999993e-7,2.7147299999999763e-8,0.08333333333333333,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,25,-0.213,25,150,i1,1.1349118e-6,1.1349118e-6,PYO,SWVfast,-0.12,1.4670433e-6,1.4670433e-6,-3.321315000000001e-7,-3.7684529999999993e-7,4.471379999999984e-8,0.08164965809277261,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,26,-0.214,25,156,i1,1.133074e-6,1.133074e-6,PYO,SWVfast,-0.12,1.5026228e-6,1.5026228e-6,-3.695488e-7,-3.7684529999999993e-7,7.2964999999999224e-9,0.08006407690254357,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,27,-0.213,25,162,i1,1.1447534e-6,1.1447534e-6,PYO,SWVfast,-0.12,1.4819343e-6,1.4819343e-6,-3.371809000000001e-7,-3.7684529999999993e-7,3.966439999999984e-8,0.07856742013183861,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,28,-0.21,25,168,i1,1.1428955e-6,1.1428955e-6,PYO,SWVfast,-0.12,1.512735e-6,1.512735e-6,-3.6983949999999997e-7,-3.7684529999999993e-7,7.005799999999966e-9,0.07715167498104596,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,29,-0.212,25,174,i1,1.1353036e-6,1.1353036e-6,PYO,SWVfast,-0.12,1.4608723e-6,1.4608723e-6,-3.2556869999999986e-7,-3.7684529999999993e-7,5.1276600000000074e-8,0.07580980435789034,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,30,-0.21,25,180,i1,1.1343188e-6,1.1343188e-6,PYO,SWVfast,-0.12,1.5111641e-6,1.5111641e-6,-3.7684529999999993e-7,-3.7684529999999993e-7,0,0.07453559924999299,7.260766999999999e-7
blank2,25uM,PYO,transfer,SWVfast,1,-0.221,25,6,i2,1.8286739e-6,1.8286739e-6,PYO,SWVfast,-0.12,1.5118567e-6,1.5118567e-6,3.168172e-7,-3.3872019999999983e-7,6.555373999999998e-7,0.408248290463863,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,2,-0.216,25,12,i2,1.6516077e-6,1.6516077e-6,PYO,SWVfast,-0.12,1.6169203e-6,1.6169203e-6,3.468739999999989e-8,-3.3872019999999983e-7,3.734075999999997e-7,0.28867513459481287,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,3,-0.214,25,18,i2,1.5820376e-6,1.5820376e-6,PYO,SWVfast,-0.12,1.6281541e-6,1.6281541e-6,-4.61165e-8,-3.3872019999999983e-7,2.9260369999999983e-7,0.23570226039551584,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,4,-0.213,25,24,i2,1.5075312e-6,1.5075312e-6,PYO,SWVfast,-0.12,1.5950638e-6,1.5950638e-6,-8.753259999999989e-8,-3.3872019999999983e-7,2.5118759999999994e-7,0.2041241452319315,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,5,-0.212,25,30,i2,1.4614384e-6,1.4614384e-6,PYO,SWVfast,-0.12,1.6021386e-6,1.6021386e-6,-1.4070019999999986e-7,-3.3872019999999983e-7,1.9801999999999997e-7,0.18257418583505536,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,6,-0.213,25,36,i2,1.4291736e-6,1.4291736e-6,PYO,SWVfast,-0.12,1.5954968e-6,1.5954968e-6,-1.663232000000001e-7,-3.3872019999999983e-7,1.7239699999999974e-7,0.16666666666666666,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,7,-0.212,25,42,i2,1.4071511e-6,1.4071511e-6,PYO,SWVfast,-0.12,1.593829e-6,1.593829e-6,-1.8667790000000014e-7,-3.3872019999999983e-7,1.520422999999997e-7,0.1543033499620919,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,8,-0.21,25,48,i2,1.3737264e-6,1.3737264e-6,PYO,SWVfast,-0.12,1.5918567e-6,1.5918567e-6,-2.181303000000001e-7,-3.3872019999999983e-7,1.2058989999999974e-7,0.14433756729740643,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,9,-0.214,25,54,i2,1.3616295e-6,1.3616295e-6,PYO,SWVfast,-0.12,1.5900396e-6,1.5900396e-6,-2.284101e-7,-3.3872019999999983e-7,1.1031009999999982e-7,0.13608276348795434,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,10,-0.212,25,60,i2,1.3153738e-6,1.3153738e-6,PYO,SWVfast,-0.12,1.5642327e-6,1.5642327e-6,-2.4885890000000005e-7,-3.3872019999999983e-7,8.986129999999978e-8,0.12909944487358055,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,11,-0.21,25,66,i2,1.3034451e-6,1.3034451e-6,PYO,SWVfast,-0.12,1.5811581e-6,1.5811581e-6,-2.7771300000000005e-7,-3.3872019999999983e-7,6.100719999999978e-8,0.12309149097933274,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,12,-0.21,25,72,i2,1.2752649e-6,1.2752649e-6,PYO,SWVfast,-0.12,1.5664747e-6,1.5664747e-6,-2.9120980000000004e-7,-3.3872019999999983e-7,4.751039999999979e-8,0.11785113019775792,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,13,-0.211,25,78,i2,1.2656271e-6,1.2656271e-6,PYO,SWVfast,-0.12,1.5519206e-6,1.5519206e-6,-2.8629350000000005e-7,-3.3872019999999983e-7,5.242669999999978e-8,0.11322770341445958,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,14,-0.211,25,84,i2,1.2592445e-6,1.2592445e-6,PYO,SWVfast,-0.12,1.5509347e-6,1.5509347e-6,-2.916901999999999e-7,-3.3872019999999983e-7,4.702999999999991e-8,0.1091089451179962,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,15,-0.212,25,90,i2,1.2657799e-6,1.2657799e-6,PYO,SWVfast,-0.12,1.5575901e-6,1.5575901e-6,-2.9181020000000005e-7,-3.3872019999999983e-7,4.6909999999999776e-8,0.10540925533894598,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,16,-0.21,25,96,i2,1.2412152e-6,1.2412152e-6,PYO,SWVfast,-0.12,1.5482592e-6,1.5482592e-6,-3.0704400000000014e-7,-3.3872019999999983e-7,3.167619999999969e-8,0.10206207261596575,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,17,-0.213,25,102,i2,1.2230032e-6,1.2230032e-6,PYO,SWVfast,-0.12,1.5297035e-6,1.5297035e-6,-3.067003e-7,-3.3872019999999983e-7,3.201989999999984e-8,0.09901475429766743,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,18,-0.212,25,108,i2,1.2035841e-6,1.2035841e-6,PYO,SWVfast,-0.12,1.5023802e-6,1.5023802e-6,-2.9879610000000004e-7,-3.3872019999999983e-7,3.992409999999979e-8,0.09622504486493763,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,19,-0.213,25,114,i2,1.205177e-6,1.205177e-6,PYO,SWVfast,-0.12,1.5057541e-6,1.5057541e-6,-3.005771000000001e-7,-3.3872019999999983e-7,3.8143099999999753e-8,0.0936585811581694,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,20,-0.21,25,120,i2,1.2052608e-6,1.2052608e-6,PYO,SWVfast,-0.12,1.5394085e-6,1.5394085e-6,-3.341476999999999e-7,-3.3872019999999983e-7,4.572499999999904e-9,0.09128709291752768,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,21,-0.211,25,126,i2,1.1946574e-6,1.1946574e-6,PYO,SWVfast,-0.12,1.5175345e-6,1.5175345e-6,-3.2287710000000006e-7,-3.3872019999999983e-7,1.5843099999999772e-8,0.0890870806374748,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,22,-0.212,25,132,i2,1.1963406e-6,1.1963406e-6,PYO,SWVfast,-0.12,1.5144986e-6,1.5144986e-6,-3.181580000000001e-7,-3.3872019999999983e-7,2.0562199999999742e-8,0.08703882797784893,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,23,-0.21,25,138,i2,1.1961693e-6,1.1961693e-6,PYO,SWVfast,-0.12,1.5348895e-6,1.5348895e-6,-3.3872019999999983e-7,-3.3872019999999983e-7,0,0.08512565307587486,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,24,-0.214,25,144,i2,1.1782677e-6,1.1782677e-6,PYO,SWVfast,-0.12,1.5129242e-6,1.5129242e-6,-3.346565000000001e-7,-3.3872019999999983e-7,4.063699999999708e-9,0.08333333333333333,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,25,-0.213,25,150,i2,1.1803041e-6,1.1803041e-6,PYO,SWVfast,-0.12,1.488731e-6,1.488731e-6,-3.0842690000000005e-7,-3.3872019999999983e-7,3.029329999999978e-8,0.08164965809277261,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,26,-0.21,25,156,i2,1.1727359e-6,1.1727359e-6,PYO,SWVfast,-0.12,1.5076685e-6,1.5076685e-6,-3.3493260000000006e-7,-3.3872019999999983e-7,3.787599999999774e-9,0.08006407690254357,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,27,-0.213,25,162,i2,1.166612e-6,1.166612e-6,PYO,SWVfast,-0.12,1.4952718e-6,1.4952718e-6,-3.286598e-7,-3.3872019999999983e-7,1.0060399999999835e-8,0.07856742013183861,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,28,-0.211,25,168,i2,1.1593016e-6,1.1593016e-6,PYO,SWVfast,-0.12,1.4949871e-6,1.4949871e-6,-3.3568550000000015e-7,-3.3872019999999983e-7,3.0346999999996798e-9,0.07715167498104596,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,29,-0.212,25,174,i2,1.1501028e-6,1.1501028e-6,PYO,SWVfast,-0.12,1.4519449e-6,1.4519449e-6,-3.0184210000000006e-7,-3.3872019999999983e-7,3.6878099999999775e-8,0.07580980435789034,6.555373999999998e-7
blank2,25uM,PYO,transfer,SWVfast,30,-0.211,25,180,i2,1.1518813e-6,1.1518813e-6,PYO,SWVfast,-0.12,1.4883506e-6,1.4883506e-6,-3.364692999999999e-7,-3.3872019999999983e-7,2.2508999999999398e-9,0.07453559924999299,6.555373999999998e-7
blank2,50uM,PYO,transfer,SWVfast,1,-0.222,50,6,i1,3.1411587e-6,3.1411587e-6,PYO,SWVfast,-0.12,1.3057582e-6,1.3057582e-6,1.8354005000000002e-6,-2.8903390000000005e-7,2.1244344e-6,0.408248290463863,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,2,-0.223,50,12,i1,2.2964052e-6,2.2964052e-6,PYO,SWVfast,-0.12,1.3472434e-6,1.3472434e-6,9.491617999999999e-7,-2.8903390000000005e-7,1.2381957e-6,0.28867513459481287,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,3,-0.218,50,18,i1,1.9845136e-6,1.9845136e-6,PYO,SWVfast,-0.12,1.3240256e-6,1.3240256e-6,6.60488e-7,-2.8903390000000005e-7,9.495219e-7,0.23570226039551584,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,4,-0.219,50,24,i1,1.8250731e-6,1.8250731e-6,PYO,SWVfast,-0.12,1.3406952e-6,1.3406952e-6,4.843778999999998e-7,-2.8903390000000005e-7,7.734117999999999e-7,0.2041241452319315,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,5,-0.216,50,30,i1,1.7002001e-6,1.7002001e-6,PYO,SWVfast,-0.12,1.3583868e-6,1.3583868e-6,3.418133e-7,-2.8903390000000005e-7,6.308472000000001e-7,0.18257418583505536,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,6,-0.217,50,36,i1,1.6101149e-6,1.6101149e-6,PYO,SWVfast,-0.12,1.3338754e-6,1.3338754e-6,2.7623950000000014e-7,-2.8903390000000005e-7,5.652734000000002e-7,0.16666666666666666,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,7,-0.217,50,42,i1,1.5458349e-6,1.5458349e-6,PYO,SWVfast,-0.12,1.337044e-6,1.337044e-6,2.0879090000000004e-7,-2.8903390000000005e-7,4.978248000000001e-7,0.1543033499620919,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,8,-0.218,50,48,i1,1.4768664e-6,1.4768664e-6,PYO,SWVfast,-0.12,1.3277886e-6,1.3277886e-6,1.4907780000000013e-7,-2.8903390000000005e-7,4.381117000000002e-7,0.14433756729740643,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,9,-0.213,50,54,i1,1.4337475e-6,1.4337475e-6,PYO,SWVfast,-0.12,1.3311843e-6,1.3311843e-6,1.025632e-7,-2.8903390000000005e-7,3.9159710000000005e-7,0.13608276348795434,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,10,-0.214,50,60,i1,1.375787e-6,1.375787e-6,PYO,SWVfast,-0.12,1.3414146e-6,1.3414146e-6,3.4372400000000086e-8,-2.8903390000000005e-7,3.2340630000000014e-7,0.12909944487358055,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,11,-0.214,50,66,i1,1.3308384e-6,1.3308384e-6,PYO,SWVfast,-0.12,1.3359054e-6,1.3359054e-6,-5.0670000000001075e-9,-2.8903390000000005e-7,2.8396689999999995e-7,0.12309149097933274,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,12,-0.21,50,72,i1,1.2635908e-6,1.2635908e-6,PYO,SWVfast,-0.12,1.3637616e-6,1.3637616e-6,-1.0017080000000007e-7,-2.8903390000000005e-7,1.8886309999999998e-7,0.11785113019775792,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,13,-0.21,50,78,i1,1.213373e-6,1.213373e-6,PYO,SWVfast,-0.12,1.3579115e-6,1.3579115e-6,-1.4453849999999995e-7,-2.8903390000000005e-7,1.444954000000001e-7,0.11322770341445958,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,14,-0.213,50,84,i1,1.1844264e-6,1.1844264e-6,PYO,SWVfast,-0.12,1.3115166e-6,1.3115166e-6,-1.2709019999999983e-7,-2.8903390000000005e-7,1.6194370000000022e-7,0.1091089451179962,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,15,-0.21,50,90,i1,1.1759497e-6,1.1759497e-6,PYO,SWVfast,-0.12,1.3542503e-6,1.3542503e-6,-1.7830060000000011e-7,-2.8903390000000005e-7,1.1073329999999994e-7,0.10540925533894598,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,16,-0.213,50,96,i1,1.1575773e-6,1.1575773e-6,PYO,SWVfast,-0.12,1.3114797e-6,1.3114797e-6,-1.5390239999999994e-7,-2.8903390000000005e-7,1.3513150000000011e-7,0.10206207261596575,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,17,-0.212,50,102,i1,1.1507543e-6,1.1507543e-6,PYO,SWVfast,-0.12,1.3303084e-6,1.3303084e-6,-1.7955409999999988e-7,-2.8903390000000005e-7,1.0947980000000017e-7,0.09901475429766743,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,18,-0.213,50,108,i1,1.1360215e-6,1.1360215e-6,PYO,SWVfast,-0.12,1.3214033e-6,1.3214033e-6,-1.853818e-7,-2.8903390000000005e-7,1.0365210000000005e-7,0.09622504486493763,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,19,-0.214,50,114,i1,1.118801e-6,1.118801e-6,PYO,SWVfast,-0.12,1.344255e-6,1.344255e-6,-2.25454e-7,-2.8903390000000005e-7,6.357990000000005e-8,0.0936585811581694,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,20,-0.21,50,120,i1,1.1238564e-6,1.1238564e-6,PYO,SWVfast,-0.12,1.3594721e-6,1.3594721e-6,-2.356157000000001e-7,-2.8903390000000005e-7,5.341819999999994e-8,0.09128709291752768,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,21,-0.214,50,126,i1,1.1112742e-6,1.1112742e-6,PYO,SWVfast,-0.12,1.354405e-6,1.354405e-6,-2.4313079999999997e-7,-2.8903390000000005e-7,4.590310000000008e-8,0.0890870806374748,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,22,-0.21,50,132,i1,1.1153345e-6,1.1153345e-6,PYO,SWVfast,-0.12,1.3627575e-6,1.3627575e-6,-2.4742300000000016e-7,-2.8903390000000005e-7,4.161089999999989e-8,0.08703882797784893,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,23,-0.21,50,138,i1,1.104667e-6,1.104667e-6,PYO,SWVfast,-0.12,1.3553823e-6,1.3553823e-6,-2.507153e-7,-2.8903390000000005e-7,3.8318600000000045e-8,0.08512565307587486,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,24,-0.211,50,144,i1,1.0979579e-6,1.0979579e-6,PYO,SWVfast,-0.12,1.3413917e-6,1.3413917e-6,-2.4343379999999986e-7,-2.8903390000000005e-7,4.560010000000019e-8,0.08333333333333333,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,25,-0.211,50,150,i1,1.0886065e-6,1.0886065e-6,PYO,SWVfast,-0.12,1.348659e-6,1.348659e-6,-2.600525000000001e-7,-2.8903390000000005e-7,2.898139999999993e-8,0.08164965809277261,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,26,-0.213,50,156,i1,1.0765139e-6,1.0765139e-6,PYO,SWVfast,-0.12,1.3089143e-6,1.3089143e-6,-2.3240040000000006e-7,-2.8903390000000005e-7,5.663349999999999e-8,0.08006407690254357,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,27,-0.211,50,162,i1,1.0742442e-6,1.0742442e-6,PYO,SWVfast,-0.12,1.3433228e-6,1.3433228e-6,-2.690786e-7,-2.8903390000000005e-7,1.9955300000000078e-8,0.07856742013183861,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,28,-0.212,50,168,i1,1.0656195e-6,1.0656195e-6,PYO,SWVfast,-0.12,1.3417e-6,1.3417e-6,-2.760805e-7,-2.8903390000000005e-7,1.2953400000000072e-8,0.07715167498104596,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,29,-0.214,50,174,i1,1.0652765e-6,1.0652765e-6,PYO,SWVfast,-0.12,1.325142e-6,1.325142e-6,-2.5986549999999983e-7,-2.8903390000000005e-7,2.916840000000022e-8,0.07580980435789034,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,30,-0.211,50,180,i1,1.0600621e-6,1.0600621e-6,PYO,SWVfast,-0.12,1.349096e-6,1.349096e-6,-2.8903390000000005e-7,-2.8903390000000005e-7,0,0.07453559924999299,2.1244344e-6
blank2,50uM,PYO,transfer,SWVfast,1,-0.222,50,6,i2,3.1945046e-6,3.1945046e-6,PYO,SWVfast,-0.12,1.4582719e-6,1.4582719e-6,1.7362326999999998e-6,-2.8673500000000006e-7,2.0229677e-6,0.408248290463863,2.0229677e-6
blank2,50uM,PYO,transfer,SWVfast,2,-0.223,50,12,i2,2.4190106e-6,2.4190106e-6,PYO,SWVfast,-0.12,1.5398684e-6,1.5398684e-6,8.791422e-7,-2.8673500000000006e-7,1.1658772e-6,0.28867513459481287,2.0229677e-6
blank2,50uM,PYO,transfer,SWVfast,3,-0.218,50,18,i2,2.128063e-6,2.128063e-6,PYO,SWVfast,-0.12,1.5273972e-6,1.5273972e-6,6.006658000000001e-7,-2.8673500000000006e-7,8.874008000000001e-7,0.23570226039551584,2.0229677e-6
blank2,50uM,PYO,transfer,SWVfast,4,-0.219,50,24,i2,1.9765539e-6,1.9765539e-6,PYO,SWVfast,-0.12,1.5476073e-6,1.5476073e-6,4.289465999999999e-7,-2.8673500000000006e-7,7.156815999999999e-7,0.2041241452319315,2.0229677e-6
blank2,50uM,PYO,transfer,SWVfast,5,-0.222,50,30,i2,1.8498994e-6,1.8498994e-6,PYO,SWVfast,-0.12,1.5330284e-6,1.5330284e-6,3.168709999999999e-7,-2.8673500000000006e-7,6.03606e-7,0.18257418583505536,2.0229677e-6
blank2,50uM,PYO,transfer,SWVfast,6,-0.218,50,36,i2,1.7487096e-6,1.7487096e-6,PYO,SWVfast,-0.12,1.5018852e-6,1.5018852e-6,2.468243999999999e-7,-2.8673500000000006e-7,5.335594e-7,0.16666666666666666,2.0229677e-6
blank2,50uM,PYO,transfer,SWVfast,7,-0.218,50,42,i2,1.6784966e-6,1.6784966e-6,PYO,SWVfast,-0.12,1.5065289e-6,1.5065289e-6,1.7196770000000015e-7,-2.8673500000000006e-7,4.587027000000002e-7,0.1543033499620919,2.0229677e-6
blank2,50uM,PYO,transfer,SWVfast,8,-0.214,50,48,i2,1.6124707e-6,1.6124707e-6,PYO,SWVfast,-0.12,1.508354e-6,1.508354e-6,1.041167e-7,-2.8673500000000006e-7,3.9085170000000006e-7,0.14433756729740643,2.0229677e-6
