strain,PHZadded,molecule.x,condition,echem.x,rep,E.x,PHZaddedInt,time,electrode,current.x,PYOmax,molecule.y,echem.y,E.y,current.y,PYOmin,swvPYOsignal,PYOminSig,swvPYOsignalBg,t0.5,I0
dPHZstar,50uM,PYO,transfer,SWV,15,-0.21,50,1575,i1,6.7846105e-7,6.7846105e-7,PYO,SWV,-0.12,5.7135537e-7,5.7135537e-7,1.0710567999999996e-7,3.345519999999999e-8,7.365047999999997e-8,0.02519763153394848,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,16,-0.21,50,1680,i1,6.7621113e-7,6.7621113e-7,PYO,SWV,-0.12,5.7584623e-7,5.7584623e-7,1.0036489999999997e-7,3.345519999999999e-8,6.690969999999998e-8,0.02439750182371333,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,17,-0.21,50,1785,i1,6.7076132e-7,6.7076132e-7,PYO,SWV,-0.12,5.7722445e-7,5.7722445e-7,9.353686999999995e-8,3.345519999999999e-8,6.008166999999996e-8,0.023669053416557544,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,18,-0.21,50,1890,i1,6.6689989e-7,6.6689989e-7,PYO,SWV,-0.12,5.7938934e-7,5.7938934e-7,8.751055000000006e-8,3.345519999999999e-8,5.405535000000007e-8,0.023002185311411807,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,19,-0.21,50,1995,i1,6.6276988e-7,6.6276988e-7,PYO,SWV,-0.12,5.8078825e-7,5.8078825e-7,8.198163000000009e-8,3.345519999999999e-8,4.85264300000001e-8,0.022388683141982252,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,20,-0.21,50,2100,i1,6.595119e-7,6.595119e-7,PYO,SWV,-0.12,5.8212282e-7,5.8212282e-7,7.738907999999998e-8,3.345519999999999e-8,4.393387999999999e-8,0.02182178902359924,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,21,-0.21,50,2205,i1,6.5587375e-7,6.5587375e-7,PYO,SWV,-0.12,5.829495e-7,5.829495e-7,7.292425000000006e-8,3.345519999999999e-8,3.946905000000007e-8,0.021295885499998,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,22,-0.21,50,2310,i1,6.5151335e-7,6.5151335e-7,PYO,SWV,-0.12,5.8325367e-7,5.8325367e-7,6.825968000000001e-8,3.345519999999999e-8,3.480448000000002e-8,0.020806259464411975,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,23,-0.21,50,2415,i1,6.481315e-7,6.481315e-7,PYO,SWV,-0.12,5.8392573e-7,5.8392573e-7,6.420577000000003e-8,3.345519999999999e-8,3.075057000000004e-8,0.02034892318891199,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,24,-0.21,50,2520,i1,6.452043e-7,6.452043e-7,PYO,SWV,-0.12,5.8453861e-7,5.8453861e-7,6.066569000000006e-8,3.345519999999999e-8,2.7210490000000074e-8,0.019920476822239894,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,25,-0.21,50,2625,i1,6.4187259e-7,6.4187259e-7,PYO,SWV,-0.12,5.8512029e-7,5.8512029e-7,5.675230000000001e-8,3.345519999999999e-8,2.329710000000002e-8,0.019518001458970664,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,26,-0.21,50,2730,i1,6.3911659e-7,6.3911659e-7,PYO,SWV,-0.12,5.8513268e-7,5.8513268e-7,5.3983910000000007e-8,3.345519999999999e-8,2.0528710000000018e-8,0.019138975058773818,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,27,-0.21,50,2835,i1,6.3625203e-7,6.3625203e-7,PYO,SWV,-0.12,5.8522244e-7,5.8522244e-7,5.1029589999999996e-8,3.345519999999999e-8,1.7574390000000008e-8,0.018781205660633703,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,28,-0.21,50,2940,i1,6.3425728e-7,6.3425728e-7,PYO,SWV,-0.12,5.851191e-7,5.851191e-7,4.91381800000001e-8,3.345519999999999e-8,1.5682980000000108e-8,0.01844277783908294,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,29,-0.21,50,3045,i1,6.3123616e-7,6.3123616e-7,PYO,SWV,-0.12,5.8536591e-7,5.8536591e-7,4.587024999999993e-8,3.345519999999999e-8,1.2415049999999939e-8,0.018122009407318746,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,30,-0.21,50,3150,i1,6.2948232e-7,6.2948232e-7,PYO,SWV,-0.12,5.8581122e-7,5.8581122e-7,4.3671099999999987e-8,3.345519999999999e-8,1.0215899999999998e-8,0.017817416127494958,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,31,-0.21,50,3255,i1,6.2716811e-7,6.2716811e-7,PYO,SWV,-0.12,5.8579474e-7,5.8579474e-7,4.137337e-8,3.345519999999999e-8,7.918170000000013e-9,0.017527682734987296,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,32,-0.21,50,3360,i1,6.2504694e-7,6.2504694e-7,PYO,SWV,-0.12,5.8590507e-7,5.8590507e-7,3.914186999999992e-8,3.345519999999999e-8,5.686669999999931e-9,0.017251638983558856,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,33,-0.21,50,3465,i1,6.2347323e-7,6.2347323e-7,PYO,SWV,-0.12,5.8612181e-7,5.8612181e-7,3.7351420000000016e-8,3.345519999999999e-8,3.896220000000028e-9,0.01698823971458752,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,34,-0.21,50,3570,i1,6.2151037e-7,6.2151037e-7,PYO,SWV,-0.12,5.8626e-7,5.8626e-7,3.525037000000007e-8,3.345519999999999e-8,1.7951700000000845e-9,0.01673654817511446,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,35,-0.21,50,3675,i1,6.2016932e-7,6.2016932e-7,PYO,SWV,-0.12,5.8671412e-7,5.8671412e-7,3.345519999999999e-8,3.345519999999999e-8,0,0.01649572197684645,9.3034154e-7
dPHZstar,50uM,PYO,transfer,SWV,1,-0.23,50,105,i2,1.5948488e-6,1.5948488e-6,PYO,SWV,-0.12,4.3963337e-7,4.3963337e-7,1.1552154299999998e-6,5.314466999999996e-8,1.1020707599999998e-6,0.09759000729485331,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,2,-0.23,50,210,i2,1.1737536e-6,1.1737536e-6,PYO,SWV,-0.12,3.8435124e-7,3.8435124e-7,7.894023599999999e-7,5.314466999999996e-8,7.362576899999999e-7,0.06900655593423542,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,3,-0.23,50,315,i2,1.0283377e-6,1.0283377e-6,PYO,SWV,-0.12,3.7405516e-7,3.7405516e-7,6.542825399999999e-7,5.314466999999996e-8,6.0113787e-7,0.05634361698190111,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,4,-0.23,50,420,i2,9.0905297e-7,9.0905297e-7,PYO,SWV,-0.12,3.5599575e-7,3.5599575e-7,5.5305722e-7,5.314466999999996e-8,4.999125500000001e-7,0.04879500364742666,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,5,-0.23,50,525,i2,8.2735596e-7,8.2735596e-7,PYO,SWV,-0.12,3.4719645e-7,3.4719645e-7,4.8015951e-7,5.314466999999996e-8,4.2701484e-7,0.04364357804719848,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,6,-0.23,50,630,i2,7.5427903e-7,7.5427903e-7,PYO,SWV,-0.12,3.3703969e-7,3.3703969e-7,4.1723934e-7,5.314466999999996e-8,3.6409467e-7,0.03984095364447979,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,7,-0.23,50,735,i2,7.012128e-7,7.012128e-7,PYO,SWV,-0.12,3.329248e-7,3.329248e-7,3.68288e-7,5.314466999999996e-8,3.1514333000000006e-7,0.03688555567816588,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,8,-0.23,50,840,i2,6.5020691e-7,6.5020691e-7,PYO,SWV,-0.12,3.2538927e-7,3.2538927e-7,3.2481764000000003e-7,5.314466999999996e-8,2.716729700000001e-7,0.03450327796711771,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,9,-0.229,50,945,i2,5.9814369e-7,5.9814369e-7,PYO,SWV,-0.12,3.2368234e-7,3.2368234e-7,2.7446135e-7,5.314466999999996e-8,2.2131668000000005e-7,0.03253000243161777,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,10,-0.229,50,1050,i2,5.6786484e-7,5.6786484e-7,PYO,SWV,-0.12,3.3047445e-7,3.3047445e-7,2.3739039000000002e-7,5.314466999999996e-8,1.8424572000000006e-7,0.03086066999241838,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,11,-0.227,50,1155,i2,5.381786e-7,5.381786e-7,PYO,SWV,-0.12,3.3544399e-7,3.3544399e-7,2.0273460999999996e-7,5.314466999999996e-8,1.4958994e-7,0.029424494316824985,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,12,-0.225,50,1260,i2,5.2322741e-7,5.2322741e-7,PYO,SWV,-0.12,3.4236956e-7,3.4236956e-7,1.8085785000000003e-7,5.314466999999996e-8,1.2771318000000007e-7,0.028171808490950554,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,13,-0.223,50,1365,i2,5.0922517e-7,5.0922517e-7,PYO,SWV,-0.12,3.4554603e-7,3.4554603e-7,1.6367913999999994e-7,5.314466999999996e-8,1.1053446999999999e-7,0.02706659809803834,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,14,-0.221,50,1470,i2,4.9672246e-7,4.9672246e-7,PYO,SWV,-0.12,3.4653692e-7,3.4653692e-7,1.5018554000000002e-7,5.314466999999996e-8,9.704087000000006e-8,0.026082026547865053,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,15,-0.218,50,1575,i2,4.9007059e-7,4.9007059e-7,PYO,SWV,-0.12,3.4971845e-7,3.4971845e-7,1.4035214e-7,5.314466999999996e-8,8.720747000000003e-8,0.02519763153394848,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,16,-0.219,50,1680,i2,4.8292736e-7,4.8292736e-7,PYO,SWV,-0.12,3.5186767e-7,3.5186767e-7,1.3105969e-7,5.314466999999996e-8,7.791502000000004e-8,0.02439750182371333,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,17,-0.216,50,1785,i2,4.747767e-7,4.747767e-7,PYO,SWV,-0.12,3.5250565e-7,3.5250565e-7,1.2227105e-7,5.314466999999996e-8,6.912638000000003e-8,0.023669053416557544,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,18,-0.216,50,1890,i2,4.6829214e-7,4.6829214e-7,PYO,SWV,-0.12,3.534179e-7,3.534179e-7,1.1487424e-7,5.314466999999996e-8,6.172957000000004e-8,0.023002185311411807,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,19,-0.214,50,1995,i2,4.6213017e-7,4.6213017e-7,PYO,SWV,-0.12,3.5402758e-7,3.5402758e-7,1.0810259e-7,5.314466999999996e-8,5.4957920000000036e-8,0.022388683141982252,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,20,-0.213,50,2100,i2,4.5666417e-7,4.5666417e-7,PYO,SWV,-0.12,3.5441224e-7,3.5441224e-7,1.0225193000000002e-7,5.314466999999996e-8,4.910726000000006e-8,0.02182178902359924,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,21,-0.211,50,2205,i2,4.5146174e-7,4.5146174e-7,PYO,SWV,-0.12,3.5443065e-7,3.5443065e-7,9.703109e-8,5.314466999999996e-8,4.388642000000004e-8,0.021295885499998,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,22,-0.212,50,2310,i2,4.4606315e-7,4.4606315e-7,PYO,SWV,-0.12,3.5482111e-7,3.5482111e-7,9.124204e-8,5.314466999999996e-8,3.8097370000000045e-8,0.020806259464411975,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,23,-0.212,50,2415,i2,4.4187817e-7,4.4187817e-7,PYO,SWV,-0.12,3.5477683e-7,3.5477683e-7,8.710134000000002e-8,5.314466999999996e-8,3.3956670000000064e-8,0.02034892318891199,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,24,-0.21,50,2520,i2,4.3823724e-7,4.3823724e-7,PYO,SWV,-0.12,3.5507702e-7,3.5507702e-7,8.316021999999996e-8,5.314466999999996e-8,3.0015550000000004e-8,0.019920476822239894,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,25,-0.211,50,2625,i2,4.3424092e-7,4.3424092e-7,PYO,SWV,-0.12,3.5546867e-7,3.5546867e-7,7.877225000000002e-8,5.314466999999996e-8,2.562758000000006e-8,0.019518001458970664,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,26,-0.21,50,2730,i2,4.3084373e-7,4.3084373e-7,PYO,SWV,-0.12,3.5521174e-7,3.5521174e-7,7.563199000000002e-8,5.314466999999996e-8,2.2487320000000057e-8,0.019138975058773818,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,27,-0.21,50,2835,i2,4.278337e-7,4.278337e-7,PYO,SWV,-0.12,3.5525315e-7,3.5525315e-7,7.258055000000002e-8,5.314466999999996e-8,1.9435880000000057e-8,0.018781205660633703,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,28,-0.21,50,2940,i2,4.2491507e-7,4.2491507e-7,PYO,SWV,-0.12,3.5509902e-7,3.5509902e-7,6.981604999999999e-8,5.314466999999996e-8,1.6671380000000033e-8,0.01844277783908294,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,29,-0.21,50,3045,i2,4.2196706e-7,4.2196706e-7,PYO,SWV,-0.12,3.5537897e-7,3.5537897e-7,6.658808999999997e-8,5.314466999999996e-8,1.3443420000000011e-8,0.018122009407318746,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,30,-0.21,50,3150,i2,4.1976028e-7,4.1976028e-7,PYO,SWV,-0.12,3.5550721e-7,3.5550721e-7,6.425307000000003e-8,5.314466999999996e-8,1.110840000000007e-8,0.017817416127494958,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,31,-0.21,50,3255,i2,4.1690186e-7,4.1690186e-7,PYO,SWV,-0.12,3.5527972e-7,3.5527972e-7,6.162214000000003e-8,5.314466999999996e-8,8.477470000000068e-9,0.017527682734987296,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,32,-0.21,50,3360,i2,4.146616e-7,4.146616e-7,PYO,SWV,-0.12,3.5542513e-7,3.5542513e-7,5.923647e-8,5.314466999999996e-8,6.091800000000041e-9,0.017251638983558856,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,33,-0.21,50,3465,i2,4.1257465e-7,4.1257465e-7,PYO,SWV,-0.12,3.5542871e-7,3.5542871e-7,5.7145939999999995e-8,5.314466999999996e-8,4.001270000000037e-9,0.01698823971458752,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,34,-0.21,50,3570,i2,4.1062845e-7,4.1062845e-7,PYO,SWV,-0.12,3.5563903e-7,3.5563903e-7,5.4989420000000005e-8,5.314466999999996e-8,1.844750000000047e-9,0.01673654817511446,1.1020707599999998e-6
dPHZstar,50uM,PYO,transfer,SWV,35,-0.21,50,3675,i2,4.0886044e-7,4.0886044e-7,PYO,SWV,-0.12,3.5571577e-7,3.5571577e-7,5.314466999999996e-8,5.314466999999996e-8,0,0.01649572197684645,1.1020707599999998e-6
