# DNA modified electrode Data by Edmund Tse. 
# The third CV cycle for electrodes with well matched (wm) or mismatched (mm) duplex DNA,
# under aerobic or anaerobic conditions, and with or without PCN covalently attached.
E,Current,Construct,Aerobic,PCN
-0.321,6.28E-08,wm,TRUE,TRUE
-0.32,6.11E-08,wm,TRUE,TRUE
-0.319,5.95E-08,wm,TRUE,TRUE
-0.318,5.78E-08,wm,TRUE,TRUE
-0.317,5.63E-08,wm,TRUE,TRUE
-0.316,5.46E-08,wm,TRUE,TRUE
-0.315,5.30E-08,wm,TRUE,TRUE
-0.314,5.15E-08,wm,TRUE,TRUE
-0.313,4.99E-08,wm,TRUE,TRUE
-0.312,4.84E-08,wm,TRUE,TRUE
-0.311,4.69E-08,wm,TRUE,TRUE
-0.31,4.55E-08,wm,TRUE,TRUE
-0.309,4.41E-08,wm,TRUE,TRUE
-0.308,4.26E-08,wm,TRUE,TRUE
-0.307,4.12E-08,wm,TRUE,TRUE
-0.306,3.98E-08,wm,TRUE,TRUE
-0.305,3.84E-08,wm,TRUE,TRUE
-0.304,3.71E-08,wm,TRUE,TRUE
-0.303,3.56E-08,wm,TRUE,TRUE
-0.302,3.43E-08,wm,TRUE,TRUE
-0.301,3.28E-08,wm,TRUE,TRUE
-0.3,3.14E-08,wm,TRUE,TRUE
-0.299,3.01E-08,wm,TRUE,TRUE
-0.298,2.86E-08,wm,TRUE,TRUE
-0.297,2.73E-08,wm,TRUE,TRUE
-0.296,2.59E-08,wm,TRUE,TRUE
-0.295,2.44E-08,wm,TRUE,TRUE
-0.294,2.31E-08,wm,TRUE,TRUE
-0.293,2.17E-08,wm,TRUE,TRUE
-0.292,2.05E-08,wm,TRUE,TRUE
-0.291,1.92E-08,wm,TRUE,TRUE
-0.29,1.79E-08,wm,TRUE,TRUE
-0.289,1.66E-08,wm,TRUE,TRUE
-0.288,1.53E-08,wm,TRUE,TRUE
-0.287,1.42E-08,wm,TRUE,TRUE
-0.286,1.31E-08,wm,TRUE,TRUE
-0.285,1.21E-08,wm,TRUE,TRUE
-0.284,1.12E-08,wm,TRUE,TRUE
-0.283,1.03E-08,wm,TRUE,TRUE
-0.282,9.51E-09,wm,TRUE,TRUE
-0.281,8.66E-09,wm,TRUE,TRUE
-0.28,7.87E-09,wm,TRUE,TRUE
-0.279,7.12E-09,wm,TRUE,TRUE
-0.278,6.34E-09,wm,TRUE,TRUE
-0.277,5.64E-09,wm,TRUE,TRUE
-0.276,4.85E-09,wm,TRUE,TRUE
-0.275,4.11E-09,wm,TRUE,TRUE
-0.274,3.37E-09,wm,TRUE,TRUE
-0.273,2.60E-09,wm,TRUE,TRUE
-0.272,1.92E-09,wm,TRUE,TRUE
-0.271,1.18E-09,wm,TRUE,TRUE
-0.27,4.85E-10,wm,TRUE,TRUE
-0.269,-1.72E-10,wm,TRUE,TRUE
-0.268,-8.49E-10,wm,TRUE,TRUE
-0.267,-1.41E-09,wm,TRUE,TRUE
-0.266,-2.01E-09,wm,TRUE,TRUE
-0.265,-2.55E-09,wm,TRUE,TRUE
-0.264,-3.06E-09,wm,TRUE,TRUE
-0.263,-3.60E-09,wm,TRUE,TRUE
-0.262,-4.06E-09,wm,TRUE,TRUE
-0.261,-4.56E-09,wm,TRUE,TRUE
-0.26,-5.00E-09,wm,TRUE,TRUE
-0.259,-5.40E-09,wm,TRUE,TRUE
-0.258,-5.85E-09,wm,TRUE,TRUE
-0.257,-6.22E-09,wm,TRUE,TRUE
-0.256,-6.67E-09,wm,TRUE,TRUE
-0.255,-7.08E-09,wm,TRUE,TRUE
-0.254,-7.48E-09,wm,TRUE,TRUE
-0.253,-7.95E-09,wm,TRUE,TRUE
-0.252,-8.38E-09,wm,TRUE,TRUE
-0.251,-8.90E-09,wm,TRUE,TRUE
-0.25,-9.38E-09,wm,TRUE,TRUE
-0.249,-9.83E-09,wm,TRUE,TRUE
-0.248,-1.03E-08,wm,TRUE,TRUE
-0.247,-1.06E-08,wm,TRUE,TRUE
-0.246,-1.10E-08,wm,TRUE,TRUE
-0.245,-1.13E-08,wm,TRUE,TRUE
-0.244,-1.16E-08,wm,TRUE,TRUE
-0.243,-1.19E-08,wm,TRUE,TRUE
-0.242,-1.22E-08,wm,TRUE,TRUE
-0.241,-1.25E-08,wm,TRUE,TRUE
-0.24,-1.28E-08,wm,TRUE,TRUE
-0.239,-1.31E-08,wm,TRUE,TRUE
-0.238,-1.34E-08,wm,TRUE,TRUE
-0.237,-1.36E-08,wm,TRUE,TRUE
-0.236,-1.38E-08,wm,TRUE,TRUE
-0.235,-1.39E-08,wm,TRUE,TRUE
-0.234,-1.41E-08,wm,TRUE,TRUE
-0.233,-1.43E-08,wm,TRUE,TRUE
-0.232,-1.44E-08,wm,TRUE,TRUE
-0.231,-1.45E-08,wm,TRUE,TRUE
-0.23,-1.46E-08,wm,TRUE,TRUE
-0.229,-1.47E-08,wm,TRUE,TRUE
-0.228,-1.48E-08,wm,TRUE,TRUE
-0.227,-1.48E-08,wm,TRUE,TRUE
-0.226,-1.49E-08,wm,TRUE,TRUE
-0.225,-1.49E-08,wm,TRUE,TRUE
-0.224,-1.49E-08,wm,TRUE,TRUE
-0.223,-1.50E-08,wm,TRUE,TRUE
-0.222,-1.50E-08,wm,TRUE,TRUE
-0.221,-1.50E-08,wm,TRUE,TRUE
-0.22,-1.50E-08,wm,TRUE,TRUE
-0.219,-1.50E-08,wm,TRUE,TRUE
-0.218,-1.51E-08,wm,TRUE,TRUE
-0.217,-1.50E-08,wm,TRUE,TRUE
-0.216,-1.51E-08,wm,TRUE,TRUE
-0.215,-1.51E-08,wm,TRUE,TRUE
-0.214,-1.51E-08,wm,TRUE,TRUE
-0.213,-1.51E-08,wm,TRUE,TRUE
-0.212,-1.51E-08,wm,TRUE,TRUE
-0.211,-1.51E-08,wm,TRUE,TRUE
-0.21,-1.50E-08,wm,TRUE,TRUE
-0.209,-1.50E-08,wm,TRUE,TRUE
-0.208,-1.49E-08,wm,TRUE,TRUE
-0.207,-1.49E-08,wm,TRUE,TRUE
-0.206,-1.49E-08,wm,TRUE,TRUE
-0.205,-1.48E-08,wm,TRUE,TRUE
-0.204,-1.46E-08,wm,TRUE,TRUE
-0.203,-1.45E-08,wm,TRUE,TRUE
-0.202,-1.43E-08,wm,TRUE,TRUE
-0.201,-1.42E-08,wm,TRUE,TRUE
-0.2,-1.42E-08,wm,TRUE,TRUE
-0.199,-1.42E-08,wm,TRUE,TRUE
-0.198,-1.42E-08,wm,TRUE,TRUE
-0.197,-1.41E-08,wm,TRUE,TRUE
-0.196,-1.41E-08,wm,TRUE,TRUE
-0.195,-1.41E-08,wm,TRUE,TRUE
-0.194,-1.41E-08,wm,TRUE,TRUE
-0.193,-1.41E-08,wm,TRUE,TRUE
-0.192,-1.41E-08,wm,TRUE,TRUE
-0.191,-1.42E-08,wm,TRUE,TRUE
-0.19,-1.43E-08,wm,TRUE,TRUE
-0.189,-1.43E-08,wm,TRUE,TRUE
-0.188,-1.44E-08,wm,TRUE,TRUE
-0.187,-1.44E-08,wm,TRUE,TRUE
-0.186,-1.45E-08,wm,TRUE,TRUE
-0.185,-1.45E-08,wm,TRUE,TRUE
-0.184,-1.46E-08,wm,TRUE,TRUE
-0.183,-1.46E-08,wm,TRUE,TRUE
-0.182,-1.46E-08,wm,TRUE,TRUE
-0.181,-1.46E-08,wm,TRUE,TRUE
-0.18,-1.45E-08,wm,TRUE,TRUE
-0.179,-1.45E-08,wm,TRUE,TRUE
-0.178,-1.45E-08,wm,TRUE,TRUE
-0.177,-1.45E-08,wm,TRUE,TRUE
-0.176,-1.46E-08,wm,TRUE,TRUE
-0.175,-1.47E-08,wm,TRUE,TRUE
-0.174,-1.48E-08,wm,TRUE,TRUE
-0.173,-1.49E-08,wm,TRUE,TRUE
-0.172,-1.49E-08,wm,TRUE,TRUE
-0.171,-1.50E-08,wm,TRUE,TRUE
-0.17,-1.50E-08,wm,TRUE,TRUE
-0.169,-1.51E-08,wm,TRUE,TRUE
-0.168,-1.52E-08,wm,TRUE,TRUE
-0.167,-1.52E-08,wm,TRUE,TRUE
-0.166,-1.53E-08,wm,TRUE,TRUE
-0.165,-1.53E-08,wm,TRUE,TRUE
-0.164,-1.54E-08,wm,TRUE,TRUE
-0.163,-1.54E-08,wm,TRUE,TRUE
-0.162,-1.54E-08,wm,TRUE,TRUE
-0.161,-1.54E-08,wm,TRUE,TRUE
-0.16,-1.55E-08,wm,TRUE,TRUE
-0.159,-1.55E-08,wm,TRUE,TRUE
-0.158,-1.56E-08,wm,TRUE,TRUE
-0.157,-1.55E-08,wm,TRUE,TRUE
-0.156,-1.56E-08,wm,TRUE,TRUE
-0.155,-1.56E-08,wm,TRUE,TRUE
-0.154,-1.56E-08,wm,TRUE,TRUE
-0.153,-1.57E-08,wm,TRUE,TRUE
-0.152,-1.57E-08,wm,TRUE,TRUE
-0.151,-1.58E-08,wm,TRUE,TRUE
-0.15,-1.59E-08,wm,TRUE,TRUE
-0.149,-1.61E-08,wm,TRUE,TRUE
-0.148,-1.62E-08,wm,TRUE,TRUE
-0.147,-1.63E-08,wm,TRUE,TRUE
-0.146,-1.64E-08,wm,TRUE,TRUE
-0.145,-1.65E-08,wm,TRUE,TRUE
-0.144,-1.65E-08,wm,TRUE,TRUE
-0.143,-1.66E-08,wm,TRUE,TRUE
-0.142,-1.67E-08,wm,TRUE,TRUE
-0.141,-1.68E-08,wm,TRUE,TRUE
-0.14,-1.69E-08,wm,TRUE,TRUE
-0.139,-1.71E-08,wm,TRUE,TRUE
-0.138,-1.73E-08,wm,TRUE,TRUE
-0.137,-1.75E-08,wm,TRUE,TRUE
-0.136,-1.77E-08,wm,TRUE,TRUE
-0.135,-1.77E-08,wm,TRUE,TRUE
-0.134,-1.77E-08,wm,TRUE,TRUE
-0.133,-1.76E-08,wm,TRUE,TRUE
-0.132,-1.75E-08,wm,TRUE,TRUE
-0.131,-1.75E-08,wm,TRUE,TRUE
-0.13,-1.76E-08,wm,TRUE,TRUE
-0.129,-1.77E-08,wm,TRUE,TRUE
-0.128,-1.78E-08,wm,TRUE,TRUE
-0.127,-1.78E-08,wm,TRUE,TRUE
-0.126,-1.78E-08,wm,TRUE,TRUE
-0.125,-1.78E-08,wm,TRUE,TRUE
-0.124,-1.77E-08,wm,TRUE,TRUE
-0.123,-1.77E-08,wm,TRUE,TRUE
-0.122,-1.76E-08,wm,TRUE,TRUE
-0.121,-1.75E-08,wm,TRUE,TRUE
-0.12,-1.75E-08,wm,TRUE,TRUE
-0.119,-1.74E-08,wm,TRUE,TRUE
-0.118,-1.74E-08,wm,TRUE,TRUE
-0.117,-1.73E-08,wm,TRUE,TRUE
-0.116,-1.73E-08,wm,TRUE,TRUE
-0.115,-1.73E-08,wm,TRUE,TRUE
-0.114,-1.73E-08,wm,TRUE,TRUE
-0.113,-1.73E-08,wm,TRUE,TRUE
-0.112,-1.73E-08,wm,TRUE,TRUE
-0.111,-1.73E-08,wm,TRUE,TRUE
-0.11,-1.74E-08,wm,TRUE,TRUE
-0.109,-1.75E-08,wm,TRUE,TRUE
-0.108,-1.78E-08,wm,TRUE,TRUE
-0.107,-1.81E-08,wm,TRUE,TRUE
-0.106,-1.85E-08,wm,TRUE,TRUE
-0.105,-1.91E-08,wm,TRUE,TRUE
-0.104,-1.96E-08,wm,TRUE,TRUE
-0.103,-2.02E-08,wm,TRUE,TRUE
-0.102,-2.06E-08,wm,TRUE,TRUE
-0.101,-2.11E-08,wm,TRUE,TRUE
-0.1,-2.13E-08,wm,TRUE,TRUE
-0.099,-2.16E-08,wm,TRUE,TRUE
-0.098,-2.18E-08,wm,TRUE,TRUE
-0.097,-2.20E-08,wm,TRUE,TRUE
-0.096,-2.22E-08,wm,TRUE,TRUE
-0.095,-2.23E-08,wm,TRUE,TRUE
-0.094,-2.23E-08,wm,TRUE,TRUE
-0.093,-2.23E-08,wm,TRUE,TRUE
-0.092,-2.21E-08,wm,TRUE,TRUE
-0.091,-2.19E-08,wm,TRUE,TRUE
-0.09,-2.16E-08,wm,TRUE,TRUE
-0.089,-2.14E-08,wm,TRUE,TRUE
-0.088,-2.11E-08,wm,TRUE,TRUE
-0.087,-2.07E-08,wm,TRUE,TRUE
-0.086,-2.04E-08,wm,TRUE,TRUE
-0.085,-2.00E-08,wm,TRUE,TRUE
-0.084,-1.96E-08,wm,TRUE,TRUE
-0.083,-1.93E-08,wm,TRUE,TRUE
-0.082,-1.89E-08,wm,TRUE,TRUE
-0.081,-1.86E-08,wm,TRUE,TRUE
-0.08,-1.82E-08,wm,TRUE,TRUE
-0.079,-1.79E-08,wm,TRUE,TRUE
-0.078,-1.77E-08,wm,TRUE,TRUE
-0.077,-1.74E-08,wm,TRUE,TRUE
-0.076,-1.74E-08,wm,TRUE,TRUE
-0.075,-1.74E-08,wm,TRUE,TRUE
-0.074,-1.74E-08,wm,TRUE,TRUE
-0.073,-1.75E-08,wm,TRUE,TRUE
-0.072,-1.74E-08,wm,TRUE,TRUE
-0.071,-1.74E-08,wm,TRUE,TRUE
-0.07,-1.73E-08,wm,TRUE,TRUE
-0.069,-1.72E-08,wm,TRUE,TRUE
-0.068,-1.72E-08,wm,TRUE,TRUE
-0.067,-1.70E-08,wm,TRUE,TRUE
-0.066,-1.69E-08,wm,TRUE,TRUE
-0.065,-1.69E-08,wm,TRUE,TRUE
-0.064,-1.69E-08,wm,TRUE,TRUE
-0.063,-1.70E-08,wm,TRUE,TRUE
-0.062,-1.71E-08,wm,TRUE,TRUE
-0.061,-1.72E-08,wm,TRUE,TRUE
-0.06,-1.73E-08,wm,TRUE,TRUE
-0.059,-1.73E-08,wm,TRUE,TRUE
-0.058,-1.73E-08,wm,TRUE,TRUE
-0.057,-1.72E-08,wm,TRUE,TRUE
-0.056,-1.71E-08,wm,TRUE,TRUE
-0.055,-1.72E-08,wm,TRUE,TRUE
-0.054,-1.73E-08,wm,TRUE,TRUE
-0.053,-1.75E-08,wm,TRUE,TRUE
-0.052,-1.78E-08,wm,TRUE,TRUE
-0.051,-1.83E-08,wm,TRUE,TRUE
-0.05,-3.44E-09,mm,TRUE,TRUE
-0.051,2.95E-09,mm,TRUE,TRUE
-0.052,7.65E-09,mm,TRUE,TRUE
-0.053,1.07E-08,mm,TRUE,TRUE
-0.054,1.12E-08,mm,TRUE,TRUE
-0.055,1.08E-08,mm,TRUE,TRUE
-0.056,1.04E-08,mm,TRUE,TRUE
-0.057,1.06E-08,mm,TRUE,TRUE
-0.058,1.06E-08,mm,TRUE,TRUE
-0.059,1.07E-08,mm,TRUE,TRUE
-0.06,1.07E-08,mm,TRUE,TRUE
-0.061,1.08E-08,mm,TRUE,TRUE
-0.062,1.08E-08,mm,TRUE,TRUE
-0.063,1.08E-08,mm,TRUE,TRUE
-0.064,1.09E-08,mm,TRUE,TRUE
-0.065,1.09E-08,mm,TRUE,TRUE
-0.066,1.09E-08,mm,TRUE,TRUE
-0.067,1.10E-08,mm,TRUE,TRUE
-0.068,1.10E-08,mm,TRUE,TRUE
-0.069,1.11E-08,mm,TRUE,TRUE
-0.07,1.11E-08,mm,TRUE,TRUE
-0.071,1.11E-08,mm,TRUE,TRUE
-0.072,1.12E-08,mm,TRUE,TRUE
-0.073,1.12E-08,mm,TRUE,TRUE
-0.074,1.12E-08,mm,TRUE,TRUE
-0.075,1.12E-08,mm,TRUE,TRUE
-0.076,1.12E-08,mm,TRUE,TRUE
-0.077,1.13E-08,mm,TRUE,TRUE
-0.078,1.13E-08,mm,TRUE,TRUE
-0.079,1.14E-08,mm,TRUE,TRUE
-0.08,1.13E-08,mm,TRUE,TRUE
-0.081,1.14E-08,mm,TRUE,TRUE
-0.082,1.14E-08,mm,TRUE,TRUE
-0.083,1.14E-08,mm,TRUE,TRUE
-0.084,1.15E-08,mm,TRUE,TRUE
-0.085,1.15E-08,mm,TRUE,TRUE
-0.086,1.15E-08,mm,TRUE,TRUE
-0.087,1.15E-08,mm,TRUE,TRUE
-0.088,1.15E-08,mm,TRUE,TRUE
-0.089,1.16E-08,mm,TRUE,TRUE
-0.09,1.16E-08,mm,TRUE,TRUE
-0.091,1.16E-08,mm,TRUE,TRUE
-0.092,1.16E-08,mm,TRUE,TRUE
-0.093,1.16E-08,mm,TRUE,TRUE
-0.094,1.17E-08,mm,TRUE,TRUE
-0.095,1.17E-08,mm,TRUE,TRUE
-0.096,1.17E-08,mm,TRUE,TRUE
-0.097,1.17E-08,mm,TRUE,TRUE
-0.098,1.17E-08,mm,TRUE,TRUE
-0.099,1.17E-08,mm,TRUE,TRUE
-0.1,1.17E-08,mm,TRUE,TRUE
-0.101,1.18E-08,mm,TRUE,TRUE
-0.102,1.18E-08,mm,TRUE,TRUE
-0.103,1.18E-08,mm,TRUE,TRUE
-0.104,1.19E-08,mm,TRUE,TRUE
-0.105,1.18E-08,mm,TRUE,TRUE
-0.106,1.18E-08,mm,TRUE,TRUE
-0.107,1.19E-08,mm,TRUE,TRUE
-0.108,1.18E-08,mm,TRUE,TRUE
-0.109,1.19E-08,mm,TRUE,TRUE
-0.11,1.19E-08,mm,TRUE,TRUE
-0.111,1.19E-08,mm,TRUE,TRUE
-0.112,1.19E-08,mm,TRUE,TRUE
-0.113,1.19E-08,mm,TRUE,TRUE
-0.114,1.20E-08,mm,TRUE,TRUE
-0.115,1.20E-08,mm,TRUE,TRUE
-0.116,1.20E-08,mm,TRUE,TRUE
-0.117,1.20E-08,mm,TRUE,TRUE
-0.118,1.20E-08,mm,TRUE,TRUE
-0.119,1.20E-08,mm,TRUE,TRUE
-0.12,1.20E-08,mm,TRUE,TRUE
-0.121,1.20E-08,mm,TRUE,TRUE
-0.122,1.21E-08,mm,TRUE,TRUE
-0.123,1.21E-08,mm,TRUE,TRUE
-0.124,1.21E-08,mm,TRUE,TRUE
-0.125,1.21E-08,mm,TRUE,TRUE
-0.126,1.21E-08,mm,TRUE,TRUE
-0.127,1.22E-08,mm,TRUE,TRUE
-0.128,1.21E-08,mm,TRUE,TRUE
-0.129,1.22E-08,mm,TRUE,TRUE
-0.13,1.22E-08,mm,TRUE,TRUE
-0.131,1.22E-08,mm,TRUE,TRUE
-0.132,1.22E-08,mm,TRUE,TRUE
-0.133,1.22E-08,mm,TRUE,TRUE
-0.134,1.23E-08,mm,TRUE,TRUE
-0.135,1.22E-08,mm,TRUE,TRUE
-0.136,1.23E-08,mm,TRUE,TRUE
-0.137,1.23E-08,mm,TRUE,TRUE
-0.138,1.23E-08,mm,TRUE,TRUE
-0.139,1.23E-08,mm,TRUE,TRUE
-0.14,1.23E-08,mm,TRUE,TRUE
-0.141,1.23E-08,mm,TRUE,TRUE
-0.142,1.24E-08,mm,TRUE,TRUE
-0.143,1.23E-08,mm,TRUE,TRUE
-0.144,1.24E-08,mm,TRUE,TRUE
-0.145,1.24E-08,mm,TRUE,TRUE
-0.146,1.24E-08,mm,TRUE,TRUE
-0.147,1.24E-08,mm,TRUE,TRUE
-0.148,1.24E-08,mm,TRUE,TRUE
-0.149,1.25E-08,mm,TRUE,TRUE
-0.15,1.25E-08,mm,TRUE,TRUE
-0.151,1.25E-08,mm,TRUE,TRUE
-0.152,1.25E-08,mm,TRUE,TRUE
-0.153,1.25E-08,mm,TRUE,TRUE
-0.154,1.26E-08,mm,TRUE,TRUE
-0.155,1.25E-08,mm,TRUE,TRUE
-0.156,1.25E-08,mm,TRUE,TRUE
-0.157,1.26E-08,mm,TRUE,TRUE
-0.158,1.26E-08,mm,TRUE,TRUE
-0.159,1.26E-08,mm,TRUE,TRUE
-0.16,1.26E-08,mm,TRUE,TRUE
-0.161,1.26E-08,mm,TRUE,TRUE
-0.162,1.27E-08,mm,TRUE,TRUE
-0.163,1.27E-08,mm,TRUE,TRUE
-0.164,1.27E-08,mm,TRUE,TRUE
-0.165,1.27E-08,mm,TRUE,TRUE
-0.166,1.27E-08,mm,TRUE,TRUE
-0.167,1.28E-08,mm,TRUE,TRUE
-0.168,1.27E-08,mm,TRUE,TRUE
-0.169,1.28E-08,mm,TRUE,TRUE
-0.17,1.28E-08,mm,TRUE,TRUE
-0.171,1.28E-08,mm,TRUE,TRUE
-0.172,1.29E-08,mm,TRUE,TRUE
-0.173,1.29E-08,mm,TRUE,TRUE
-0.174,1.29E-08,mm,TRUE,TRUE
-0.175,1.29E-08,mm,TRUE,TRUE
-0.176,1.29E-08,mm,TRUE,TRUE
-0.177,1.29E-08,mm,TRUE,TRUE
-0.178,1.29E-08,mm,TRUE,TRUE
-0.179,1.30E-08,mm,TRUE,TRUE
-0.18,1.30E-08,mm,TRUE,TRUE
-0.181,1.30E-08,mm,TRUE,TRUE
-0.182,1.30E-08,mm,TRUE,TRUE
-0.183,1.30E-08,mm,TRUE,TRUE
-0.184,1.31E-08,mm,TRUE,TRUE
-0.185,1.31E-08,mm,TRUE,TRUE
-0.186,1.31E-08,mm,TRUE,TRUE
-0.187,1.32E-08,mm,TRUE,TRUE
-0.188,1.32E-08,mm,TRUE,TRUE
-0.189,1.32E-08,mm,TRUE,TRUE
-0.19,1.32E-08,mm,TRUE,TRUE
-0.191,1.32E-08,mm,TRUE,TRUE
-0.192,1.33E-08,mm,TRUE,TRUE
-0.193,1.33E-08,mm,TRUE,TRUE
-0.194,1.33E-08,mm,TRUE,TRUE
-0.195,1.33E-08,mm,TRUE,TRUE
-0.196,1.34E-08,mm,TRUE,TRUE
-0.197,1.34E-08,mm,TRUE,TRUE
-0.198,1.34E-08,mm,TRUE,TRUE
-0.199,1.35E-08,mm,TRUE,TRUE
-0.2,1.35E-08,mm,TRUE,TRUE
-0.201,1.35E-08,mm,TRUE,TRUE
-0.202,1.36E-08,mm,TRUE,TRUE
-0.203,1.36E-08,mm,TRUE,TRUE
-0.204,1.37E-08,mm,TRUE,TRUE
-0.205,1.37E-08,mm,TRUE,TRUE
-0.206,1.37E-08,mm,TRUE,TRUE
-0.207,1.38E-08,mm,TRUE,TRUE
-0.208,1.37E-08,mm,TRUE,TRUE
-0.209,1.38E-08,mm,TRUE,TRUE
-0.21,1.38E-08,mm,TRUE,TRUE
-0.211,1.39E-08,mm,TRUE,TRUE
-0.212,1.39E-08,mm,TRUE,TRUE
-0.213,1.39E-08,mm,TRUE,TRUE
-0.214,1.40E-08,mm,TRUE,TRUE
-0.215,1.40E-08,mm,TRUE,TRUE
-0.216,1.40E-08,mm,TRUE,TRUE
-0.217,1.41E-08,mm,TRUE,TRUE
-0.218,1.41E-08,mm,TRUE,TRUE
-0.219,1.42E-08,mm,TRUE,TRUE
-0.22,1.42E-08,mm,TRUE,TRUE
-0.221,1.42E-08,mm,TRUE,TRUE
-0.222,1.43E-08,mm,TRUE,TRUE
-0.223,1.44E-08,mm,TRUE,TRUE
-0.224,1.44E-08,mm,TRUE,TRUE
-0.225,1.45E-08,mm,TRUE,TRUE
-0.226,1.45E-08,mm,TRUE,TRUE
-0.227,1.46E-08,mm,TRUE,TRUE
-0.228,1.46E-08,mm,TRUE,TRUE
-0.229,1.47E-08,mm,TRUE,TRUE
-0.23,1.47E-08,mm,TRUE,TRUE
-0.231,1.48E-08,mm,TRUE,TRUE
-0.232,1.49E-08,mm,TRUE,TRUE
-0.233,1.49E-08,mm,TRUE,TRUE
-0.234,1.50E-08,mm,TRUE,TRUE
-0.235,1.50E-08,mm,TRUE,TRUE
-0.236,1.51E-08,mm,TRUE,TRUE
-0.237,1.52E-08,mm,TRUE,TRUE
-0.238,1.52E-08,mm,TRUE,TRUE
-0.239,1.53E-08,mm,TRUE,TRUE
-0.24,1.54E-08,mm,TRUE,TRUE
-0.241,1.55E-08,mm,TRUE,TRUE
-0.242,1.56E-08,mm,TRUE,TRUE
-0.243,1.56E-08,mm,TRUE,TRUE
-0.244,1.57E-08,mm,TRUE,TRUE
-0.245,1.58E-08,mm,TRUE,TRUE
-0.246,1.58E-08,mm,TRUE,TRUE
-0.247,1.60E-08,mm,TRUE,TRUE
-0.248,1.60E-08,mm,TRUE,TRUE
-0.249,1.62E-08,mm,TRUE,TRUE
-0.25,1.62E-08,mm,TRUE,TRUE
-0.251,1.63E-08,mm,TRUE,TRUE
-0.252,1.65E-08,mm,TRUE,TRUE
-0.253,1.65E-08,mm,TRUE,TRUE
-0.254,1.67E-08,mm,TRUE,TRUE
-0.255,1.68E-08,mm,TRUE,TRUE
-0.256,1.69E-08,mm,TRUE,TRUE
-0.257,1.70E-08,mm,TRUE,TRUE
-0.258,1.70E-08,mm,TRUE,TRUE
-0.259,1.72E-08,mm,TRUE,TRUE
-0.26,1.73E-08,mm,TRUE,TRUE
-0.261,1.74E-08,mm,TRUE,TRUE
-0.262,1.76E-08,mm,TRUE,TRUE
-0.263,1.77E-08,mm,TRUE,TRUE
-0.264,1.79E-08,mm,TRUE,TRUE
-0.265,1.80E-08,mm,TRUE,TRUE
-0.266,1.81E-08,mm,TRUE,TRUE
-0.267,1.83E-08,mm,TRUE,TRUE
-0.268,1.84E-08,mm,TRUE,TRUE
-0.269,1.86E-08,mm,TRUE,TRUE
-0.27,1.87E-08,mm,TRUE,TRUE
-0.271,1.88E-08,mm,TRUE,TRUE
-0.272,1.90E-08,mm,TRUE,TRUE
-0.273,1.92E-08,mm,TRUE,TRUE
-0.274,1.94E-08,mm,TRUE,TRUE
-0.275,1.96E-08,mm,TRUE,TRUE
-0.276,1.97E-08,mm,TRUE,TRUE
-0.277,1.99E-08,mm,TRUE,TRUE
-0.278,2.01E-08,mm,TRUE,TRUE
-0.279,2.03E-08,mm,TRUE,TRUE
-0.28,2.05E-08,mm,TRUE,TRUE
-0.281,2.07E-08,mm,TRUE,TRUE
-0.282,2.09E-08,mm,TRUE,TRUE
-0.283,2.11E-08,mm,TRUE,TRUE
-0.284,2.13E-08,mm,TRUE,TRUE
-0.285,2.15E-08,mm,TRUE,TRUE
-0.286,2.18E-08,mm,TRUE,TRUE
-0.287,2.20E-08,mm,TRUE,TRUE
-0.288,2.22E-08,mm,TRUE,TRUE
-0.289,2.25E-08,mm,TRUE,TRUE
-0.29,2.27E-08,mm,TRUE,TRUE
-0.291,2.30E-08,mm,TRUE,TRUE
-0.292,2.33E-08,mm,TRUE,TRUE
-0.293,2.35E-08,mm,TRUE,TRUE
-0.294,2.38E-08,mm,TRUE,TRUE
-0.295,2.40E-08,mm,TRUE,TRUE
-0.296,2.43E-08,mm,TRUE,TRUE
-0.297,2.46E-08,mm,TRUE,TRUE
-0.298,2.49E-08,mm,TRUE,TRUE
-0.299,2.52E-08,mm,TRUE,TRUE
-0.3,2.55E-08,mm,TRUE,TRUE
-0.301,2.58E-08,mm,TRUE,TRUE
-0.302,2.61E-08,mm,TRUE,TRUE
-0.303,2.64E-08,mm,TRUE,TRUE
-0.304,2.68E-08,mm,TRUE,TRUE
-0.305,2.71E-08,mm,TRUE,TRUE
-0.306,2.75E-08,mm,TRUE,TRUE
-0.307,2.78E-08,mm,TRUE,TRUE
-0.308,2.81E-08,mm,TRUE,TRUE
-0.309,2.85E-08,mm,TRUE,TRUE
-0.31,2.88E-08,mm,TRUE,TRUE
-0.311,2.92E-08,mm,TRUE,TRUE
-0.312,2.96E-08,mm,TRUE,TRUE
-0.313,2.99E-08,mm,TRUE,TRUE
-0.314,3.04E-08,mm,TRUE,TRUE
-0.315,3.07E-08,mm,TRUE,TRUE
-0.316,3.11E-08,mm,TRUE,TRUE
-0.317,3.16E-08,mm,TRUE,TRUE
-0.318,3.19E-08,mm,TRUE,TRUE
-0.319,3.24E-08,mm,TRUE,TRUE
-0.32,3.28E-08,mm,TRUE,TRUE
-0.321,3.32E-08,mm,TRUE,TRUE
-0.322,3.37E-08,mm,TRUE,TRUE
-0.323,3.41E-08,mm,TRUE,TRUE
-0.324,3.46E-08,mm,TRUE,TRUE
