Jan. 28, 2006   03:25:27
Square Wave Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_17_19_psoralen_nonequil_2\data\control\4\75um_control_soak_4_swv_1.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A

0.099, 2.4864829e-7, 1.2989804e-7
0.098, 1.5087437e-7, 1.4973648e-7
0.097, 1.4749374e-7, 1.0580499e-7
0.096, 1.6912966e-7, 1.0206158e-7
0.095, 1.4432752e-7, 8.7203361e-8
0.094, 1.6167584e-7, 1.1279707e-7
0.093, 1.3837433e-7, 1.0780038e-7
0.092, 1.6734866e-7, 1.5324903e-7
0.091, 1.6860196e-7, 1.5550827e-7
0.090, 1.4340401e-7, 1.2986507e-7
0.089, 1.6386909e-7, 1.3880309e-7
0.088, 1.4798847e-7, 1.2864474e-7
0.087, 1.5839416e-7, 1.4228263e-7
0.086, 1.3807747e-7, 1.3499371e-7
0.085, 1.4290930e-7, 1.3507616e-7
0.084, 1.6797532e-7, 1.7765541e-7
0.083, 1.3891852e-7, 1.5976291e-7
0.082, 1.6884931e-7, 1.7030051e-7
0.081, 1.4084794e-7, 1.5224310e-7
0.080, 1.4943964e-7, 1.1312690e-7
0.079, 1.5275430e-7, 1.2941982e-7
0.078, 1.4445942e-7, 1.0679445e-7
0.077, 1.6066988e-7, 1.2663286e-7
0.076, 1.4338752e-7, 1.2166916e-7
0.075, 1.6032357e-7, 1.3095345e-7
0.074, 1.4554783e-7, 1.5580510e-7
0.073, 1.4030374e-7, 1.0382608e-7
0.072, 1.5641525e-7, 8.6428294e-8
0.071, 1.4117776e-7, 7.8298335e-8
0.070, 1.6052148e-7, 1.0186370e-7
0.069, 1.3136574e-7, 8.4977096e-8
0.068, 1.5400761e-7, 1.0626674e-7
0.067, 1.5328202e-7, 1.4599307e-7
0.066, 1.4140862e-7, 1.2475292e-7
0.065, 1.5315007e-7, 1.2394487e-7
0.064, 1.3047523e-7, 1.2051478e-7
0.063, 1.4788951e-7, 1.5503004e-7
0.062, 1.2226280e-7, 2.0905391e-7
0.061, 1.4477276e-7, 1.1680436e-7
0.060, 1.5343043e-7, 1.7631966e-7
0.059, 1.3134924e-7, 1.4309070e-7
0.058, 1.5227607e-7, 1.7531372e-7
0.057, 1.2382945e-7, 1.5094032e-7
0.056, 1.4975299e-7, 1.3407023e-7
0.055, 1.4694953e-7, 1.1792572e-7
0.054, 1.4569623e-7, 9.2299025e-8
0.053, 1.5042912e-7, 1.2506625e-7
0.052, 1.4444294e-7, 1.1226939e-7
0.051, 1.5531037e-7, 1.2529711e-7
0.050, 1.3959463e-7, 1.2056427e-7
0.049, 1.4005639e-7, 1.0690987e-7
0.048, 1.4290929e-7, 1.2236177e-7
0.047, 1.3304779e-7, 6.1213861e-8
0.046, 1.5402409e-7, 8.7450729e-8
0.045, 7.1883406e-8, 8.7401261e-8
0.044, 1.4378330e-7, 1.1116450e-7
0.043, 1.3888554e-7, 1.5689349e-7
0.042, 1.4549835e-7, 1.2097652e-7
0.041, 1.4993437e-7, 1.3675822e-7
0.040, 1.1937692e-7, 1.2565992e-7
0.039, 1.4211773e-7, 1.3045873e-7
0.038, 1.1482545e-7, 1.1865131e-7
0.037, 1.3853924e-7, 1.1052136e-7
0.036, 1.5052805e-7, 1.4322262e-7
0.035, 1.3349305e-7, 1.2227930e-7
0.034, 1.4460784e-7, 1.5794890e-7
0.033, 1.2044883e-7, 1.5235852e-7
0.032, 1.4276088e-7, 1.5237502e-7
0.031, 1.3088750e-7, 1.3322919e-7
0.030, 1.3256957e-7, 9.8779907e-8
0.029, 1.4394821e-7, 1.2506624e-7
0.028, 1.2171861e-7, 9.9225161e-8
0.027, 1.3796206e-7, 1.2351610e-7
0.026, 1.2506625e-7, 1.0705828e-7
0.025, 1.3565335e-7, 1.1429775e-7
0.024, 1.4873055e-7, 1.2493432e-7
0.023, 1.2790267e-7, 7.4076688e-8
0.022, 1.3677472e-7, 8.5999531e-8
0.021, 1.2163615e-7, 8.1184218e-8
