Dec. 9, 2005   00:21:58
Cyclic Voltammetry
File: d:\ida_biofilms\11_28_18_blankidapyo\0um_pyo_soak_gc.txt
Data Source:  Experiment
Instrument Model:  CHI760B
Header: 
Note: 

Init E (V) = 0.1
High E (V) = 0.1
Low E (V) = -0.5
Init P/N = N
Scan Rate (V/s) = 0.003
Segment = 2
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-7
2nd E (V) = 0.1
Sens 2 (A/V) = 1e-7

Potential/V, i1/A, i2/A, Time/s

0.100, -4.3371609e-9, -4.6913362e-9, 3.3333334e-1
0.099, -3.3124443e-9, -4.1614840e-9, 6.6666669e-1
0.098, -2.6086104e-9, -3.6874690e-9, 1.0000000e+0
0.097, -1.9552620e-9, -3.3800058e-9, 1.3333334e+0
0.096, -1.4936282e-9, -3.0600817e-9, 1.6666667e+0
0.095, -1.0685004e-9, -2.7765032e-9, 2.0000000e+0
0.094, -7.6383327e-10, -2.5896612e-9, 2.3333333e+0
0.093, -4.9135840e-10, -2.4219902e-9, 2.6666665e+0
0.092, -2.4971761e-10, -2.1774740e-9, 2.9999998e+0
0.091, -1.0577162e-10, -2.0801785e-9, 3.3333330e+0
0.090, 1.4737202e-10, -1.9408657e-9, 3.6666663e+0
0.089, 2.9627065e-10, -1.7819818e-9, 3.9999995e+0
0.088, 3.9596240e-10, -1.6946716e-9, 4.3333330e+0
0.087, 6.0716843e-10, -1.6264530e-9, 4.6666665e+0
0.086, 7.0662060e-10, -1.5706161e-9, 5.0000000e+0
0.085, 7.5151380e-10, -1.5096666e-9, 5.3333335e+0
0.084, 8.3155482e-10, -1.4251523e-9, 5.6666670e+0
0.083, 9.6016362e-10, -1.3248215e-9, 6.0000005e+0
0.082, 1.1479644e-9, -1.2054789e-9, 6.3333340e+0
0.081, 1.1827127e-9, -1.1875855e-9, 6.6666675e+0
0.080, 1.1898221e-9, -1.1343846e-9, 7.0000010e+0
0.079, 1.3333687e-9, -1.0574590e-9, 7.3333344e+0
0.078, 1.4116524e-9, -1.0239090e-9, 7.6666679e+0
0.077, 1.4804301e-9, -9.6016362e-10, 8.0000010e+0
0.076, 1.5889088e-9, -8.9785623e-10, 8.3333340e+0
0.075, 1.5949000e-9, -8.6518481e-10, 8.6666670e+0
0.074, 1.6429884e-9, -7.9880347e-10, 9.0000000e+0
0.073, 1.6727842e-9, -7.6533330e-10, 9.3333330e+0
0.072, 1.6801334e-9, -7.2563233e-10, 9.6666660e+0
0.071, 1.6965089e-9, -6.9328038e-10, 9.9999990e+0
0.070, 1.7258253e-9, -6.7570655e-10, 1.0333332e+1
0.069, 1.7382867e-9, -6.6244626e-10, 1.0666665e+1
0.068, 1.7862953e-9, -6.4958533e-10, 1.0999998e+1
0.067, 1.8181679e-9, -6.3864164e-10, 1.1333331e+1
0.066, 1.8074640e-9, -6.1899086e-10, 1.1666664e+1
0.065, 1.8332654e-9, -6.0589034e-10, 1.1999997e+1
0.064, 1.8419726e-9, -5.8799693e-10, 1.2333330e+1
0.063, 1.9522888e-9, -5.8176619e-10, 1.2666663e+1
0.062, 1.9427029e-9, -5.5868055e-10, 1.2999996e+1
0.061, 1.9619544e-9, -5.2345289e-10, 1.3333329e+1
0.060, 2.0826549e-9, -5.5436694e-10, 1.3666662e+1
0.059, 1.9458981e-9, -5.1722215e-10, 1.3999995e+1
0.058, 2.0467081e-9, -4.9860982e-10, 1.4333328e+1
0.057, 2.1082169e-9, -4.7240878e-10, 1.4666661e+1
0.056, 2.0649211e-9, -4.5116036e-10, 1.4999994e+1
0.055, 2.0892850e-9, -4.0938250e-10, 1.5333327e+1
0.054, 2.1238735e-9, -4.3198886e-10, 1.5666660e+1
0.053, 2.1166842e-9, -3.9644171e-10, 1.5999993e+1
0.052, 2.1247522e-9, -3.7343592e-10, 1.6333326e+1
0.051, 2.1296249e-9, -3.7359571e-10, 1.6666660e+1
0.050, 2.1372137e-9, -3.4387987e-10, 1.6999994e+1
0.049, 2.1356958e-9, -3.3868758e-10, 1.7333328e+1
0.048, 2.1450421e-9, -3.2766398e-10, 1.7666662e+1
0.047, 2.1498350e-9, -3.0322031e-10, 1.7999996e+1
0.046, 2.1470390e-9, -3.0441852e-10, 1.8333330e+1
0.045, 2.1482374e-9, -2.7150748e-10, 1.8666664e+1
0.044, 2.1615776e-9, -2.7118793e-10, 1.8999998e+1
0.043, 2.1567845e-9, -2.6551636e-10, 1.9333332e+1
0.042, 2.1626161e-9, -2.4962002e-10, 1.9666666e+1
0.041, 2.1709237e-9, -2.4714367e-10, 2.0000000e+1
0.040, 2.1616573e-9, -2.4219104e-10, 2.0333334e+1
0.039, 2.1599798e-9, -2.3747806e-10, 2.0666668e+1
0.038, 2.1648527e-9, -2.2709348e-10, 2.1000002e+1
