reactor,echem_swv,rep,minutes_swv,E_swv,electrode_swv,current_swv,min_time_swv,norm_time_swv,max_current_swv,echem_gc,minutes_gc,E_gc,electrode_gc,current_gc,min_time_gc,norm_time_gc,max_current_gc
tran1,swv,8,1354.5833333333333,-0.268,i2,5.6958402e-6,1334.5833333333333,20,5.6958402e-6,gc,1354.4166666666667,-0.399,i1,2.9990045e-7,1336.9,17.51666666666665,2.9990045e-7
tran1,swv,8,1354.5833333333333,-0.268,i2,5.6958402e-6,1334.5833333333333,20,5.6958402e-6,gc,1354.4166666666667,-0.399,i2,-2.5920573e-7,1336.9,17.51666666666665,2.5920573e-7
tran1,swv,89,1558.15,-0.27,i2,3.6633489e-6,1334.5833333333333,223.56666666666683,3.6633489e-6,gc,1557.9666666666667,-0.399,i1,3.274323e-8,1336.9,221.0666666666666,3.274323e-8
tran1,swv,89,1558.15,-0.27,i2,3.6633489e-6,1334.5833333333333,223.56666666666683,3.6633489e-6,gc,1557.9666666666667,-0.398,i2,-2.177873e-8,1336.9,221.0666666666666,2.177873e-8
tran1,swv,90,1560.65,-0.285,i2,3.6386953e-6,1334.5833333333333,226.06666666666683,3.6386953e-6,gc,1560.4833333333333,-0.399,i1,3.1823795e-8,1336.9,223.58333333333326,3.1823795e-8
tran1,swv,90,1560.65,-0.285,i2,3.6386953e-6,1334.5833333333333,226.06666666666683,3.6386953e-6,gc,1560.4833333333333,-0.396,i2,-2.0987907e-8,1336.9,223.58333333333326,2.0987907e-8
tran1,swv,91,1563.15,-0.276,i2,3.6490023e-6,1334.5833333333333,228.56666666666683,3.6490023e-6,gc,1562.9833333333333,-0.399,i1,3.1252643e-8,1336.9,226.08333333333326,3.1252643e-8
tran1,swv,91,1563.15,-0.276,i2,3.6490023e-6,1334.5833333333333,228.56666666666683,3.6490023e-6,gc,1562.9833333333333,-0.399,i2,-2.048785e-8,1336.9,226.08333333333326,2.048785e-8
tran1,swv,92,1565.65,-0.272,i2,3.6574122e-6,1334.5833333333333,231.06666666666683,3.6574122e-6,gc,1565.4833333333333,-0.399,i1,3.080531e-8,1336.9,228.58333333333326,3.080531e-8
tran1,swv,92,1565.65,-0.272,i2,3.6574122e-6,1334.5833333333333,231.06666666666683,3.6574122e-6,gc,1565.4833333333333,-0.395,i2,-2.0034125e-8,1336.9,228.58333333333326,2.0034125e-8
tran1,swv,93,1568.15,-0.275,i2,3.6329234e-6,1334.5833333333333,233.56666666666683,3.6329234e-6,gc,1567.9833333333333,-0.399,i1,3.0475402e-8,1336.9,231.08333333333326,3.0475402e-8
tran1,swv,93,1568.15,-0.275,i2,3.6329234e-6,1334.5833333333333,233.56666666666683,3.6329234e-6,gc,1567.9833333333333,-0.399,i2,-1.972818e-8,1336.9,231.08333333333326,1.972818e-8
tran1,swv,94,1570.65,-0.286,i2,3.6087645e-6,1334.5833333333333,236.06666666666683,3.6087645e-6,gc,1570.4833333333333,-0.399,i1,2.9887474e-8,1336.9,233.58333333333326,2.9887474e-8
tran1,swv,94,1570.65,-0.286,i2,3.6087645e-6,1334.5833333333333,236.06666666666683,3.6087645e-6,gc,1570.4833333333333,-0.399,i2,-1.8996468e-8,1336.9,233.58333333333326,1.8996468e-8
tran1,swv,95,1573.15,-0.281,i2,3.6145361e-6,1334.5833333333333,238.56666666666683,3.6145361e-6,gc,1572.9833333333333,-0.399,i1,2.9087863e-8,1336.9,236.08333333333326,2.9087863e-8
tran1,swv,95,1573.15,-0.281,i2,3.6145361e-6,1334.5833333333333,238.56666666666683,3.6145361e-6,gc,1572.9833333333333,-0.399,i2,-1.8074639e-8,1336.9,236.08333333333326,1.8074639e-8
tran1,swv,96,1575.65,-0.281,i2,3.5891403e-6,1334.5833333333333,241.06666666666683,3.5891403e-6,gc,1575.4833333333333,-0.399,i1,2.8015059e-8,1336.9,238.58333333333326,2.8015059e-8
tran1,swv,96,1575.65,-0.281,i2,3.5891403e-6,1334.5833333333333,241.06666666666683,3.5891403e-6,gc,1575.4833333333333,-0.398,i2,-1.7249464e-8,1336.9,238.58333333333326,1.7249464e-8
tran1,swv,97,1578.15,-0.28,i2,3.6220397e-6,1334.5833333333333,243.56666666666683,3.6220397e-6,gc,1577.9833333333333,-0.399,i1,2.7129175e-8,1336.9,241.08333333333326,2.7129175e-8
tran1,swv,97,1578.15,-0.28,i2,3.6220397e-6,1334.5833333333333,243.56666666666683,3.6220397e-6,gc,1577.9833333333333,-0.399,i2,-1.6716657e-8,1336.9,241.08333333333326,1.6716657e-8
tran1,swv,98,1580.65,-0.281,i2,3.5929334e-6,1334.5833333333333,246.06666666666683,3.5929334e-6,gc,1580.4833333333333,-0.399,i1,2.6638704e-8,1336.9,243.58333333333326,2.6638704e-8
tran1,swv,98,1580.65,-0.281,i2,3.5929334e-6,1334.5833333333333,246.06666666666683,3.5929334e-6,gc,1580.4833333333333,-0.399,i2,-1.6233376e-8,1336.9,243.58333333333326,1.6233376e-8
tran1,swv,NA,2196.9166666666665,-0.298,i2,3.7395364e-6,1334.5833333333333,862.3333333333333,3.7395364e-6,NA,NA,NA,NA,NA,NA,NA,NA
soak1,swv,0,1042.4333333333334,-0.349,i2,8.8060881e-7,1042.4333333333334,0,8.8060881e-7,NA,NA,NA,NA,NA,NA,NA,NA
soak1,swv,9,1064.9333333333334,-0.265,i2,1.5644823e-6,1042.4333333333334,22.5,1.5644823e-6,gc,1064.75,-0.399,i1,6.4182082e-8,1044.75,20,6.4182082e-8
soak1,swv,9,1064.9333333333334,-0.265,i2,1.5644823e-6,1042.4333333333334,22.5,1.5644823e-6,gc,1064.75,-0.399,i2,-9.5672856e-9,1044.75,20,9.5672856e-9
soak1,swv,99,1289.9666666666667,-0.27,i2,5.5724067e-6,1042.4333333333334,247.5333333333333,5.5724067e-6,gc,1289.8,-0.399,i1,3.1037365e-7,1044.75,245.04999999999995,3.1037365e-7
soak1,swv,99,1289.9666666666667,-0.27,i2,5.5724067e-6,1042.4333333333334,247.5333333333333,5.5724067e-6,gc,1289.8,-0.399,i2,-2.6545484e-7,1044.75,245.04999999999995,2.6545484e-7
soak1,swv,10,1067.4333333333334,-0.261,i2,1.7681438e-6,1042.4333333333334,25,1.7681438e-6,gc,1067.25,-0.399,i1,6.5344366e-8,1044.75,22.5,6.5344366e-8
soak1,swv,10,1067.4333333333334,-0.261,i2,1.7681438e-6,1042.4333333333334,25,1.7681438e-6,gc,1067.25,-0.399,i2,-1.4112528e-8,1044.75,22.5,1.4112528e-8
soak1,swv,11,1069.9333333333334,-0.256,i2,1.9222502e-6,1042.4333333333334,27.5,1.9222502e-6,gc,1069.75,-0.399,i1,6.8880702e-8,1044.75,25,6.8880702e-8
soak1,swv,11,1069.9333333333334,-0.256,i2,1.9222502e-6,1042.4333333333334,27.5,1.9222502e-6,gc,1069.75,-0.397,i2,-1.9071555e-8,1044.75,25,1.9071555e-8
soak1,swv,12,1072.4333333333334,-0.257,i2,2.075285e-6,1042.4333333333334,30,2.075285e-6,gc,1072.25,-0.399,i1,7.145767e-8,1044.75,27.5,7.145767e-8
soak1,swv,12,1072.4333333333334,-0.257,i2,2.075285e-6,1042.4333333333334,30,2.075285e-6,gc,1072.25,-0.399,i2,-2.4048157e-8,1044.75,27.5,2.4048157e-8
soak1,swv,13,1074.9333333333334,-0.264,i2,2.2122408e-6,1042.4333333333334,32.5,2.2122408e-6,gc,1074.75,-0.381,i1,7.5631462e-8,1044.75,30,7.5631462e-8
soak1,swv,13,1074.9333333333334,-0.264,i2,2.2122408e-6,1042.4333333333334,32.5,2.2122408e-6,gc,1074.75,-0.399,i2,-2.9654222e-8,1044.75,30,2.9654222e-8
soak1,swv,14,1077.4333333333334,-0.261,i2,2.3235539e-6,1042.4333333333334,35,2.3235539e-6,gc,1077.25,-0.387,i1,8.0135962e-8,1044.75,32.5,8.0135962e-8
soak1,swv,14,1077.4333333333334,-0.261,i2,2.3235539e-6,1042.4333333333334,35,2.3235539e-6,gc,1077.25,-0.399,i2,-3.4773009e-8,1044.75,32.5,3.4773009e-8
soak1,swv,15,1079.9333333333334,-0.262,i2,2.4281057e-6,1042.4333333333334,37.5,2.4281057e-6,gc,1079.75,-0.38,i1,8.5190855e-8,1044.75,35,8.5190855e-8
soak1,swv,15,1079.9333333333334,-0.262,i2,2.4281057e-6,1042.4333333333334,37.5,2.4281057e-6,gc,1079.75,-0.399,i2,-4.0573187e-8,1044.75,35,4.0573187e-8
soak1,swv,16,1082.4333333333334,-0.265,i2,2.5088279e-6,1042.4333333333334,40,2.5088279e-6,gc,1082.25,-0.383,i1,9.0387118e-8,1044.75,37.5,9.0387118e-8
soak1,swv,16,1082.4333333333334,-0.265,i2,2.5088279e-6,1042.4333333333334,40,2.5088279e-6,gc,1082.25,-0.399,i2,-4.7671435e-8,1044.75,37.5,4.7671435e-8
soak1,swv,17,1084.9333333333334,-0.263,i2,2.5977135e-6,1042.4333333333334,42.5,2.5977135e-6,gc,1084.75,-0.379,i1,9.572878e-8,1044.75,40,9.572878e-8
soak1,swv,17,1084.9333333333334,-0.263,i2,2.5977135e-6,1042.4333333333334,42.5,2.5977135e-6,gc,1084.75,-0.399,i2,-5.3427677e-8,1044.75,40,5.3427677e-8
soak1,swv,18,1087.4333333333334,-0.259,i2,2.669201e-6,1042.4333333333334,45,2.669201e-6,gc,1087.25,-0.383,i1,1.0098577e-7,1044.75,42.5,1.0098577e-7
soak1,swv,18,1087.4333333333334,-0.259,i2,2.669201e-6,1042.4333333333334,45,2.669201e-6,gc,1087.25,-0.397,i2,-5.8905929e-8,1044.75,42.5,5.8905929e-8
soak1,swv,1,1044.9333333333334,-0.349,i2,1.0382608e-6,1042.4333333333334,2.5,1.0382608e-6,gc,1044.75,-0.399,i1,1.3807703e-7,1044.75,0,1.3807703e-7
soak1,swv,1,1044.9333333333334,-0.349,i2,1.0382608e-6,1042.4333333333334,2.5,1.0382608e-6,gc,1044.75,-0.202,i2,3.4413721e-9,1044.75,0,3.4413721e-9
soak1,swv,19,1089.9333333333334,-0.262,i2,2.7814208e-6,1042.4333333333334,47.5,2.7814208e-6,gc,1089.75,-0.389,i1,1.0764466e-7,1044.75,45,1.0764466e-7
soak1,swv,19,1089.9333333333334,-0.262,i2,2.7814208e-6,1042.4333333333334,47.5,2.7814208e-6,gc,1089.75,-0.395,i1,1.0764466e-7,1044.75,45,1.0764466e-7
soak1,swv,19,1089.9333333333334,-0.262,i2,2.7814208e-6,1042.4333333333334,47.5,2.7814208e-6,gc,1089.75,-0.399,i2,-6.5096721e-8,1044.75,45,6.5096721e-8
soak1,swv,20,1092.4333333333334,-0.263,i2,2.8597524e-6,1042.4333333333334,50,2.8597524e-6,gc,1092.25,-0.394,i1,1.1261088e-7,1044.75,47.5,1.1261088e-7
soak1,swv,20,1092.4333333333334,-0.263,i2,2.8597524e-6,1042.4333333333334,50,2.8597524e-6,gc,1092.25,-0.399,i2,-7.1874645e-8,1044.75,47.5,7.1874645e-8
soak1,swv,21,1094.9333333333334,-0.26,i2,2.9344556e-6,1042.4333333333334,52.5,2.9344556e-6,gc,1094.75,-0.396,i1,1.1812669e-7,1044.75,50,1.1812669e-7
soak1,swv,21,1094.9333333333334,-0.26,i2,2.9344556e-6,1042.4333333333334,52.5,2.9344556e-6,gc,1094.75,-0.399,i2,-7.7749917e-8,1044.75,50,7.7749917e-8
soak1,swv,22,1097.4333333333334,-0.262,i2,3.0146007e-6,1042.4333333333334,55,3.0146007e-6,gc,1097.25,-0.399,i1,1.2362251e-7,1044.75,52.5,1.2362251e-7
soak1,swv,22,1097.4333333333334,-0.262,i2,3.0146007e-6,1042.4333333333334,55,3.0146007e-6,gc,1097.25,-0.399,i2,-8.2841545e-8,1044.75,52.5,8.2841545e-8
soak1,swv,23,1099.9333333333334,-0.264,i2,3.0985391e-6,1042.4333333333334,57.5,3.0985391e-6,gc,1099.75,-0.399,i1,1.2948739e-7,1044.75,55,1.2948739e-7
soak1,swv,23,1099.9333333333334,-0.264,i2,3.0985391e-6,1042.4333333333334,57.5,3.0985391e-6,gc,1099.75,-0.399,i2,-8.8457192e-8,1044.75,55,8.8457192e-8
soak1,swv,24,1102.4333333333334,-0.265,i2,3.1593077e-6,1042.4333333333334,60,3.1593077e-6,gc,1102.25,-0.399,i1,1.3572691e-7,1044.75,57.5,1.3572691e-7
soak1,swv,24,1102.4333333333334,-0.265,i2,3.1593077e-6,1042.4333333333334,60,3.1593077e-6,gc,1102.25,-0.399,i2,-9.3718171e-8,1044.75,57.5,9.3718171e-8
soak1,swv,25,1104.9333333333334,-0.263,i2,3.2340936e-6,1042.4333333333334,62.5,3.2340936e-6,gc,1104.75,-0.399,i1,1.4271173e-7,1044.75,60,1.4271173e-7
soak1,swv,25,1104.9333333333334,-0.263,i2,3.2340936e-6,1042.4333333333334,62.5,3.2340936e-6,gc,1104.75,-0.399,i2,-9.9074214e-8,1044.75,60,9.9074214e-8
soak1,swv,26,1107.4333333333334,-0.266,i2,3.3045092e-6,1042.4333333333334,65,3.3045092e-6,gc,1107.2666666666667,-0.399,i1,1.4885619e-7,1044.75,62.51666666666665,1.4885619e-7
soak1,swv,26,1107.4333333333334,-0.266,i2,3.3045092e-6,1042.4333333333334,65,3.3045092e-6,gc,1107.2666666666667,-0.399,i2,-1.0514758e-7,1044.75,62.51666666666665,1.0514758e-7
soak1,swv,27,1109.9333333333334,-0.268,i2,3.3759145e-6,1042.4333333333334,67.5,3.3759145e-6,gc,1109.7666666666667,-0.399,i1,1.5480575e-7,1044.75,65.01666666666665,1.5480575e-7
soak1,swv,27,1109.9333333333334,-0.268,i2,3.3759145e-6,1042.4333333333334,67.5,3.3759145e-6,gc,1109.7666666666667,-0.399,i2,-1.1013856e-7,1044.75,65.01666666666665,1.1013856e-7
soak1,swv,28,1112.4333333333334,-0.262,i2,3.4398986e-6,1042.4333333333334,70,3.4398986e-6,gc,1112.2666666666667,-0.399,i1,1.6017776e-7,1044.75,67.51666666666665,1.6017776e-7
soak1,swv,28,1112.4333333333334,-0.262,i2,3.4398986e-6,1042.4333333333334,70,3.4398986e-6,gc,1112.2666666666667,-0.399,i2,-1.1559924e-7,1044.75,67.51666666666665,1.1559924e-7
soak1,swv,2,1047.4333333333334,-0.348,i2,9.7963607e-7,1042.4333333333334,5,9.7963607e-7,gc,1047.25,-0.399,i1,1.1080078e-7,1044.75,2.5,1.1080078e-7
soak1,swv,2,1047.4333333333334,-0.348,i2,9.7963607e-7,1042.4333333333334,5,9.7963607e-7,gc,1047.25,-0.202,i2,3.6115193e-9,1044.75,2.5,3.6115193e-9
soak1,swv,29,1114.9333333333334,-0.262,i2,3.5198791e-6,1042.4333333333334,72.5,3.5198791e-6,gc,1114.7666666666667,-0.399,i1,1.6496425e-7,1044.75,70.01666666666665,1.6496425e-7
soak1,swv,29,1114.9333333333334,-0.262,i2,3.5198791e-6,1042.4333333333334,72.5,3.5198791e-6,gc,1114.7666666666667,-0.399,i2,-1.2028347e-7,1044.75,70.01666666666665,1.2028347e-7
soak1,swv,30,1117.4333333333334,-0.268,i2,3.6075278e-6,1042.4333333333334,75,3.6075278e-6,gc,1117.2666666666667,-0.399,i1,1.6973716e-7,1044.75,72.51666666666665,1.6973716e-7
soak1,swv,30,1117.4333333333334,-0.268,i2,3.6075278e-6,1042.4333333333334,75,3.6075278e-6,gc,1117.2666666666667,-0.399,i2,-1.2556123e-7,1044.75,72.51666666666665,1.2556123e-7
soak1,swv,31,1119.9333333333334,-0.265,i2,3.6465285e-6,1042.4333333333334,77.5,3.6465285e-6,gc,1119.7666666666667,-0.399,i1,1.7419691e-7,1044.75,75.01666666666665,1.7419691e-7
soak1,swv,31,1119.9333333333334,-0.265,i2,3.6465285e-6,1042.4333333333334,77.5,3.6465285e-6,gc,1119.7666666666667,-0.399,i2,-1.3037408e-7,1044.75,75.01666666666665,1.3037408e-7
soak1,swv,32,1122.4333333333334,-0.267,i2,3.7119967e-6,1042.4333333333334,80,3.7119967e-6,gc,1122.2666666666667,-0.399,i1,1.7850012e-7,1044.75,77.51666666666665,1.7850012e-7
soak1,swv,32,1122.4333333333334,-0.267,i2,3.7119967e-6,1042.4333333333334,80,3.7119967e-6,gc,1122.2666666666667,-0.396,i2,-1.3499042e-7,1044.75,77.51666666666665,1.3499042e-7
soak1,swv,33,1124.9333333333334,-0.268,i2,3.7835671e-6,1042.4333333333334,82.5,3.7835671e-6,gc,1124.7666666666667,-0.399,i1,1.8309328e-7,1044.75,80.01666666666665,1.8309328e-7
soak1,swv,33,1124.9333333333334,-0.268,i2,3.7835671e-6,1042.4333333333334,82.5,3.7835671e-6,gc,1124.7666666666667,-0.399,i2,-1.3866335e-7,1044.75,80.01666666666665,1.3866335e-7
soak1,swv,34,1127.4333333333334,-0.268,i2,3.821166e-6,1042.4333333333334,85,3.821166e-6,gc,1127.2666666666667,-0.399,i1,1.8719439e-7,1044.75,82.51666666666665,1.8719439e-7
soak1,swv,34,1127.4333333333334,-0.268,i2,3.821166e-6,1042.4333333333334,85,3.821166e-6,gc,1127.2666666666667,-0.399,i2,-1.4297613e-7,1044.75,82.51666666666665,1.4297613e-7
soak1,swv,35,1129.9333333333334,-0.267,i2,3.9505367e-6,1042.4333333333334,87.5,3.9505367e-6,gc,1129.7666666666667,-0.399,i1,1.9146006e-7,1044.75,85.01666666666665,1.9146006e-7
soak1,swv,35,1129.9333333333334,-0.267,i2,3.9505367e-6,1042.4333333333334,87.5,3.9505367e-6,gc,1129.7666666666667,-0.399,i2,-1.4741833e-7,1044.75,85.01666666666665,1.4741833e-7
soak1,swv,36,1132.4333333333334,-0.264,i2,3.9938245e-6,1042.4333333333334,90,3.9938245e-6,gc,1132.2666666666667,-0.399,i1,1.9556515e-7,1044.75,87.51666666666665,1.9556515e-7
soak1,swv,36,1132.4333333333334,-0.264,i2,3.9938245e-6,1042.4333333333334,90,3.9938245e-6,gc,1132.2666666666667,-0.399,i2,-1.516768e-7,1044.75,87.51666666666665,1.516768e-7
soak1,swv,37,1134.9333333333334,-0.266,i2,4.0308464e-6,1042.4333333333334,92.5,4.0308464e-6,gc,1134.7666666666667,-0.399,i1,1.9871966e-7,1044.75,90.01666666666665,1.9871966e-7
soak1,swv,37,1134.9333333333334,-0.266,i2,4.0308464e-6,1042.4333333333334,92.5,4.0308464e-6,gc,1134.7666666666667,-0.399,i2,-1.5598241e-7,1044.75,90.01666666666665,1.5598241e-7
soak1,swv,38,1137.4333333333334,-0.271,i2,4.0938412e-6,1042.4333333333334,95,4.0938412e-6,gc,1137.2666666666667,-0.399,i1,2.0268097e-7,1044.75,92.51666666666665,2.0268097e-7
soak1,swv,38,1137.4333333333334,-0.271,i2,4.0938412e-6,1042.4333333333334,95,4.0938412e-6,gc,1137.2666666666667,-0.399,i2,-1.5927429e-7,1044.75,92.51666666666665,1.5927429e-7
soak1,swv,3,1049.9333333333334,-0.349,i2,9.6471183e-7,1042.4333333333334,7.5,9.6471183e-7,gc,1049.75,-0.399,i1,9.4080036e-8,1044.75,5,9.4080036e-8
soak1,swv,3,1049.9333333333334,-0.349,i2,9.6471183e-7,1042.4333333333334,7.5,9.6471183e-7,gc,1049.75,-0.203,i2,3.6147145e-9,1044.75,5,3.6147145e-9
soak1,swv,39,1139.9333333333334,-0.266,i2,4.1684625e-6,1042.4333333333334,97.5,4.1684625e-6,gc,1139.7666666666667,-0.399,i1,2.0650329e-7,1044.75,95.01666666666665,2.0650329e-7
soak1,swv,39,1139.9333333333334,-0.266,i2,4.1684625e-6,1042.4333333333334,97.5,4.1684625e-6,gc,1139.7666666666667,-0.399,i2,-1.6256701e-7,1044.75,95.01666666666665,1.6256701e-7
soak1,swv,40,1142.4333333333334,-0.271,i2,4.2015263e-6,1042.4333333333334,100,4.2015263e-6,gc,1142.2666666666667,-0.399,i1,2.0995176e-7,1044.75,97.51666666666665,2.0995176e-7
soak1,swv,40,1142.4333333333334,-0.271,i2,4.2015263e-6,1042.4333333333334,100,4.2015263e-6,gc,1142.2666666666667,-0.399,i2,-1.6649237e-7,1044.75,97.51666666666665,1.6649237e-7
soak1,swv,41,1144.9333333333334,-0.27,i2,4.260316e-6,1042.4333333333334,102.5,4.260316e-6,gc,1144.7666666666667,-0.399,i1,2.126102e-7,1044.75,100.01666666666665,2.126102e-7
soak1,swv,41,1144.9333333333334,-0.27,i2,4.260316e-6,1042.4333333333334,102.5,4.260316e-6,gc,1144.7666666666667,-0.399,i2,-1.7025238e-7,1044.75,100.01666666666665,1.7025238e-7
soak1,swv,42,1147.4333333333334,-0.267,i2,4.3090463e-6,1042.4333333333334,105,4.3090463e-6,gc,1147.2666666666667,-0.399,i1,2.163742e-7,1044.75,102.51666666666665,2.163742e-7
soak1,swv,42,1147.4333333333334,-0.267,i2,4.3090463e-6,1042.4333333333334,105,4.3090463e-6,gc,1147.2666666666667,-0.399,i2,-1.7264722e-7,1044.75,102.51666666666665,1.7264722e-7
soak1,swv,43,1149.9333333333334,-0.268,i2,4.3708046e-6,1042.4333333333334,107.5,4.3708046e-6,gc,1149.7666666666667,-0.399,i1,2.2001919e-7,1044.75,105.01666666666665,2.2001919e-7
soak1,swv,43,1149.9333333333334,-0.268,i2,4.3708046e-6,1042.4333333333334,107.5,4.3708046e-6,gc,1149.7666666666667,-0.399,i2,-1.764903e-7,1044.75,105.01666666666665,1.764903e-7
soak1,swv,44,1152.4333333333334,-0.269,i2,4.3875425e-6,1042.4333333333334,110,4.3875425e-6,gc,1152.2666666666667,-0.399,i1,2.2295163e-7,1044.75,107.51666666666665,2.2295163e-7
soak1,swv,44,1152.4333333333334,-0.269,i2,4.3875425e-6,1042.4333333333334,110,4.3875425e-6,gc,1152.2666666666667,-0.399,i2,-1.8030623e-7,1044.75,107.51666666666665,1.8030623e-7
soak1,swv,45,1154.9333333333334,-0.268,i2,4.4278627e-6,1042.4333333333334,112.5,4.4278627e-6,gc,1154.7666666666667,-0.399,i1,2.2617164e-7,1044.75,110.01666666666665,2.2617164e-7
soak1,swv,45,1154.9333333333334,-0.268,i2,4.4278627e-6,1042.4333333333334,112.5,4.4278627e-6,gc,1154.7666666666667,-0.399,i2,-1.8285604e-7,1044.75,110.01666666666665,1.8285604e-7
soak1,swv,46,1157.4333333333334,-0.268,i2,4.4741191e-6,1042.4333333333334,115,4.4741191e-6,gc,1157.2666666666667,-0.399,i1,2.2700161e-7,1044.75,112.51666666666665,2.2700161e-7
soak1,swv,46,1157.4333333333334,-0.268,i2,4.4741191e-6,1042.4333333333334,115,4.4741191e-6,gc,1157.2666666666667,-0.297,i2,-1.8831912e-7,1044.75,112.51666666666665,1.8831912e-7
soak1,swv,47,1159.9333333333334,-0.271,i2,4.5054521e-6,1042.4333333333334,117.5,4.5054521e-6,gc,1159.7666666666667,-0.399,i1,2.3076561e-7,1044.75,115.01666666666665,2.3076561e-7
soak1,swv,47,1159.9333333333334,-0.271,i2,4.5054521e-6,1042.4333333333334,117.5,4.5054521e-6,gc,1159.7666666666667,-0.399,i2,-1.8981049e-7,1044.75,115.01666666666665,1.8981049e-7
soak1,swv,48,1162.4333333333334,-0.268,i2,4.5788361e-6,1042.4333333333334,120,4.5788361e-6,gc,1162.2666666666667,-0.399,i1,2.3203494e-7,1044.75,117.51666666666665,2.3203494e-7
soak1,swv,48,1162.4333333333334,-0.268,i2,4.5788361e-6,1042.4333333333334,120,4.5788361e-6,gc,1162.2666666666667,-0.399,i2,-1.9168931e-7,1044.75,117.51666666666665,1.9168931e-7
soak1,swv,4,1052.4333333333334,-0.349,i2,9.5539451e-7,1042.4333333333334,10,9.5539451e-7,gc,1052.25,-0.399,i1,8.2137788e-8,1044.75,7.5,8.2137788e-8
soak1,swv,4,1052.4333333333334,-0.349,i2,9.5539451e-7,1042.4333333333334,10,9.5539451e-7,gc,1052.25,-0.202,i2,3.621105e-9,1044.75,7.5,3.621105e-9
soak1,swv,49,1164.9333333333334,-0.263,i2,4.5539346e-6,1042.4333333333334,122.5,4.5539346e-6,gc,1164.7666666666667,-0.399,i1,2.3510476e-7,1044.75,120.01666666666665,2.3510476e-7
soak1,swv,49,1164.9333333333334,-0.263,i2,4.5539346e-6,1042.4333333333334,122.5,4.5539346e-6,gc,1164.7666666666667,-0.399,i2,-1.9520569e-7,1044.75,120.01666666666665,1.9520569e-7
soak1,swv,50,1167.4333333333334,-0.267,i2,4.6235259e-6,1042.4333333333334,125,4.6235259e-6,gc,1167.2666666666667,-0.399,i1,2.3665925e-7,1044.75,122.51666666666665,2.3665925e-7
soak1,swv,50,1167.4333333333334,-0.267,i2,4.6235259e-6,1042.4333333333334,125,4.6235259e-6,gc,1167.2666666666667,-0.399,i2,-1.9676257e-7,1044.75,122.51666666666665,1.9676257e-7
soak1,swv,51,1169.9333333333334,-0.265,i2,4.6443865e-6,1042.4333333333334,127.5,4.6443865e-6,gc,1169.7666666666667,-0.399,i1,2.3955573e-7,1044.75,125.01666666666665,2.3955573e-7
soak1,swv,51,1169.9333333333334,-0.265,i2,4.6443865e-6,1042.4333333333334,127.5,4.6443865e-6,gc,1169.7666666666667,-0.399,i2,-2.0027414e-7,1044.75,125.01666666666665,2.0027414e-7
soak1,swv,52,1172.4333333333334,-0.269,i2,4.6794294e-6,1042.4333333333334,130,4.6794294e-6,gc,1172.2666666666667,-0.399,i1,2.4156714e-7,1044.75,127.51666666666665,2.4156714e-7
soak1,swv,52,1172.4333333333334,-0.269,i2,4.6794294e-6,1042.4333333333334,130,4.6794294e-6,gc,1172.2666666666667,-0.399,i2,-2.0211222e-7,1044.75,127.51666666666665,2.0211222e-7
soak1,swv,53,1174.9333333333334,-0.269,i2,4.714308e-6,1042.4333333333334,132.5,4.714308e-6,gc,1174.7666666666667,-0.399,i1,2.4420802e-7,1044.75,130.01666666666665,2.4420802e-7
soak1,swv,53,1174.9333333333334,-0.269,i2,4.714308e-6,1042.4333333333334,132.5,4.714308e-6,gc,1174.7666666666667,-0.399,i2,-2.0519323e-7,1044.75,130.01666666666665,2.0519323e-7
soak1,swv,54,1177.4333333333334,-0.272,i2,4.754133e-6,1042.4333333333334,135,4.754133e-6,gc,1177.2666666666667,-0.399,i1,2.4595343e-7,1044.75,132.51666666666665,2.4595343e-7
soak1,swv,54,1177.4333333333334,-0.272,i2,4.754133e-6,1042.4333333333334,135,4.754133e-6,gc,1177.2666666666667,-0.399,i2,-2.0682121e-7,1044.75,132.51666666666665,2.0682121e-7
soak1,swv,55,1179.9333333333334,-0.265,i2,4.7655121e-6,1042.4333333333334,137.5,4.7655121e-6,gc,1179.7666666666667,-0.399,i1,2.4832272e-7,1044.75,135.01666666666665,2.4832272e-7
soak1,swv,55,1179.9333333333334,-0.265,i2,4.7655121e-6,1042.4333333333334,137.5,4.7655121e-6,gc,1179.7666666666667,-0.399,i2,-2.1013389e-7,1044.75,135.01666666666665,2.1013389e-7
soak1,swv,56,1182.45,-0.268,i2,4.7975864e-6,1042.4333333333334,140.01666666666665,4.7975864e-6,gc,1182.2666666666667,-0.399,i1,2.5042439e-7,1044.75,137.51666666666665,2.5042439e-7
soak1,swv,56,1182.45,-0.268,i2,4.7975864e-6,1042.4333333333334,140.01666666666665,4.7975864e-6,gc,1182.2666666666667,-0.399,i2,-2.1146391e-7,1044.75,137.51666666666665,2.1146391e-7
soak1,swv,57,1184.95,-0.264,i2,4.8307329e-6,1042.4333333333334,142.51666666666665,4.8307329e-6,gc,1184.7666666666667,-0.399,i1,2.5246214e-7,1044.75,140.01666666666665,2.5246214e-7
soak1,swv,57,1184.95,-0.264,i2,4.8307329e-6,1042.4333333333334,142.51666666666665,4.8307329e-6,gc,1184.7666666666667,-0.399,i2,-2.1486525e-7,1044.75,140.01666666666665,2.1486525e-7
