PHZadded,PHZ,biofilm,reactor,reactor_num,soak_condition,echem,rep,minutes,E,electrode,current
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.268,i1,1.8751196e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.269,i1,1.8790279e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.27,i1,1.907458e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.271,i1,1.9033847e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.272,i1,1.9344041e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.273,i1,1.9409345e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.274,i1,1.9342556e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.275,i1,1.9516206e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.276,i1,1.9529562e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.277,i1,1.9818317e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.278,i1,1.9624219e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.279,i1,1.9783852e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.28,i1,1.9706013e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.281,i1,1.9818151e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.282,i1,1.9775275e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.283,i1,1.9659342e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.284,i1,1.9754825e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.285,i1,1.950928e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.286,i1,1.9446777e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.287,i1,1.9302813e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.288,i1,1.9117786e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.289,i1,1.9277911e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.29,i1,1.8902085e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.291,i1,1.8938531e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.292,i1,1.870931e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.293,i1,1.8439355e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.294,i1,1.8452713e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.295,i1,1.8053636e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.296,i1,1.7973325e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.297,i1,1.7721675e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.298,i1,1.7443475e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.299,i1,1.7298191e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.3,i1,1.6946772e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.301,i1,1.6907194e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.302,i1,1.646854e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.303,i1,1.6401092e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.304,i1,1.5918736e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.305,i1,1.5684566e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.306,i1,1.5503826e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.307,i1,1.5108377e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.308,i1,1.5061709e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.309,i1,1.458562e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.31,i1,1.4444292e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.311,i1,1.4131298e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.312,i1,1.375712e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.313,i1,1.3704516e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.314,i1,1.3099964e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.315,i1,1.298865e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.316,i1,1.2627996e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.317,i1,1.2477105e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.318,i1,1.2152071e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.319,i1,1.1843033e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.32,i1,1.1709789e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.321,i1,1.1261733e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.322,i1,1.1152894e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.323,i1,1.0773605e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.324,i1,1.0581654e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.325,i1,1.0428782e-6
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.326,i1,9.9558281e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.327,i1,9.8619944e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.328,i1,9.5933592e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.329,i1,9.3357721e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.33,i1,9.2411153e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.331,i1,8.8483046e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.332,i1,8.846655e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.333,i1,8.4017347e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.334,i1,8.3802956e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.335,i1,8.140355e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.336,i1,7.8520941e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.337,i1,7.8802941e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.338,i1,7.4662114e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.339,i1,7.4737954e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.34,i1,7.2886053e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.341,i1,7.073894e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.342,i1,6.9678589e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.343,i1,6.6106685e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.344,i1,6.724124e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.345,i1,6.4104694e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.346,i1,6.4070048e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.347,i1,6.2341837e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.348,i1,6.2013663e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.349,i1,6.0661421e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.35,i1,5.7872819e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.351,i1,5.9074995e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.352,i1,5.6111605e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.353,i1,5.4703287e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.354,i1,5.4986924e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.355,i1,5.2600706e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.356,i1,5.340051e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.357,i1,5.0887309e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.358,i1,5.1439753e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.359,i1,5.004793e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.36,i1,4.8402148e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.361,i1,4.9053534e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.362,i1,4.5989549e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.363,i1,4.8309812e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.364,i1,4.5362896e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.365,i1,4.6010985e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.366,i1,4.6235263e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.367,i1,4.3484593e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.368,i1,4.5390934e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.369,i1,4.1842111e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.37,i1,4.3379052e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.371,i1,4.2867842e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.372,i1,4.0638287e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.373,i1,4.1596397e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.374,i1,4.0366189e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.375,i1,4.1931159e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.376,i1,4.0120469e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.377,i1,4.0254042e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.378,i1,3.9208527e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.379,i1,4.0201283e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.38,i1,3.9756023e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.381,i1,3.7071317e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.382,i1,3.9688413e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.383,i1,3.7204899e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.384,i1,3.7762285e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.385,i1,3.7551206e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.386,i1,3.6451263e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.387,i1,3.8893555e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.388,i1,3.6424882e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.389,i1,3.6997119e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.39,i1,3.6009305e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.391,i1,3.5857596e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.392,i1,3.6667299e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.393,i1,3.5473363e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.394,i1,3.6396844e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.395,i1,3.4774146e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.396,i1,3.5567359e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.397,i1,3.6569998e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.398,i1,3.4216765e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.399,i1,3.5814716e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.4,i1,3.4541634e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.401,i1,3.4516893e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.402,i1,3.3788004e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.403,i1,3.4023822e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.404,i1,3.5606934e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.405,i1,3.2829894e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.406,i1,3.5409053e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.407,i1,3.3324613e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.408,i1,3.4142553e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.409,i1,3.4111218e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.41,i1,3.1939385e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.411,i1,3.5280419e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.412,i1,3.1878369e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.413,i1,3.443609e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.414,i1,3.4381671e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.415,i1,3.331142e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.416,i1,3.461914e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.417,i1,3.1855279e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.418,i1,3.4591108e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.419,i1,3.3405416e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.42,i1,3.3637934e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.421,i1,3.2092748e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.422,i1,3.1851982e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.423,i1,3.4643875e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.424,i1,3.2378034e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.425,i1,3.3161353e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.426,i1,3.319598e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.427,i1,3.2739192e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.428,i1,3.3979293e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.429,i1,3.1426515e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.43,i1,3.3289982e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.431,i1,3.2686415e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.432,i1,3.3278437e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.433,i1,3.3644528e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.434,i1,3.2986551e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.435,i1,3.3501061e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.436,i1,3.2145525e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.437,i1,3.3891894e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.438,i1,3.3027774e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.439,i1,3.2874419e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.44,i1,3.3435097e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.441,i1,3.1111546e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.442,i1,3.4309113e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.443,i1,3.2579226e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.444,i1,3.3746781e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.445,i1,3.2839787e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.446,i1,3.2810095e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.447,i1,3.4124412e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.448,i1,3.1861879e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.449,i1,3.3677514e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.45,i1,3.265674e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.451,i1,3.3410362e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.452,i1,3.3393877e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.453,i1,3.2328566e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.454,i1,3.4686752e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.455,i1,3.2681473e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.456,i1,3.3334501e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.457,i1,3.3560431e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.458,i1,3.2373089e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.459,i1,3.414915e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.46,i1,3.1914649e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.461,i1,3.4056808e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.462,i1,3.4218408e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.463,i1,3.3857265e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.464,i1,3.4079889e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.465,i1,3.2039975e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.466,i1,3.4736226e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.467,i1,3.2411023e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.468,i1,3.4149153e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.469,i1,3.3690711e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.47,i1,3.2445655e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.471,i1,3.500667e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.472,i1,3.2256008e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.473,i1,3.502316e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.474,i1,3.3771508e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.475,i1,3.3402114e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.476,i1,3.3397171e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.477,i1,3.2861226e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.478,i1,3.488629e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.479,i1,3.225436e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.48,i1,3.3941365e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.481,i1,3.4167294e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.482,i1,3.3718737e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.483,i1,3.5466763e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.484,i1,3.3238857e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.485,i1,3.4973698e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.486,i1,3.3583513e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.487,i1,3.3855616e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.488,i1,3.3939725e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.489,i1,3.3092093e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.49,i1,3.5219406e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.491,i1,3.3001393e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.492,i1,3.4216765e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.493,i1,3.3980939e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.494,i1,3.3133321e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.495,i1,3.5519534e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.496,i1,3.225106e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.497,i1,3.5413998e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.498,i1,3.4653766e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.499,i1,3.4074947e-7
75uM,PYO,B,soak,1,PBS,SWV,1,1000.55,-0.5,i1,3.53068e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.099,i1,1.6205513e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.098,i1,1.5760259e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.097,i1,1.8219038e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.096,i1,1.7472003e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.095,i1,1.7753996e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.094,i1,1.8149778e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.093,i1,1.6899774e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.092,i1,1.9356904e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.091,i1,1.7096013e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.09,i1,1.8568645e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.089,i1,1.7310393e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.088,i1,1.7752348e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.087,i1,1.8372401e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.086,i1,1.6434731e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.085,i1,1.8093706e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.084,i1,1.6467715e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.083,i1,1.73912e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.082,i1,1.7465408e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.081,i1,1.6309403e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.08,i1,1.8748392e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.079,i1,1.6772793e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.078,i1,1.7701227e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.077,i1,1.728566e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.076,i1,1.6314351e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.075,i1,1.8032692e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.074,i1,1.5674507e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.073,i1,1.7767189e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.072,i1,1.6490802e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.071,i1,1.7025103e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.07,i1,1.7775434e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.069,i1,1.5535984e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.068,i1,1.8093708e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.067,i1,1.5372726e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.066,i1,1.6413296e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.065,i1,1.6505643e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.064,i1,1.5564018e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.063,i1,1.8070621e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.062,i1,1.5128661e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.061,i1,1.7531373e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.06,i1,1.6650762e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.059,i1,1.6550169e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.058,i1,1.665241e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.057,i1,1.5478267e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.056,i1,1.75693e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.055,i1,1.5532686e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.054,i1,1.6571606e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.053,i1,1.6886581e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.052,i1,1.6670552e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.051,i1,1.7699577e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.05,i1,1.5204519e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.049,i1,1.7638561e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.048,i1,1.5661314e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.047,i1,1.6207159e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.046,i1,1.6441329e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.045,i1,1.423321e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.044,i1,1.7269168e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.043,i1,1.4587764e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.042,i1,1.6659008e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.041,i1,1.6057093e-7
75uM,PYO,B,soak,1,PBS,SWV,2,1003.7166666666667,0.04,i1,1.5846011e-7
