biofilm,condition,electrode,rep,reactor,reactor_num,echem,minutes,E,current,pred
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.156,1.7386252e-7,1.8136315941413455e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.157,1.9421216e-7,1.8206691837087613e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.158,1.7749051e-7,1.8278342957578597e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.159,1.8954526e-7,1.8351677173606115e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.16,1.8097006e-7,1.8427102355889857e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.161,1.7631965e-7,1.8505026375149547e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.162,2.0069305e-7,1.858585710210487e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.163,1.7148784e-7,1.8670002407475537e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.164,2.0710796e-7,1.8753918184467715e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.165,1.7983218e-7,1.8834910748418246e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.166,1.8900107e-7,1.8914663603242828e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.167,1.9627352e-7,1.8994860252857163e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.168,1.7999709e-7,1.9077184201176965e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.169,2.0595361e-7,1.9163318952117932e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.17,1.8200899e-7,1.925494800959577e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.171,1.9958819e-7,1.9353754877526186e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.172,1.8784672e-7,1.9461423059824877e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.173,1.9309081e-7,1.9572593582974148e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.174,2.1042263e-7,1.9681935494752962e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.175,1.8205846e-7,1.9791174331022028e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.176,2.0944967e-7,1.990203562764206e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.177,1.9228274e-7,2.0016244920473774e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.178,2.0136918e-7,2.0135527745377878e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.179,2.0666275e-7,2.0261609638215074e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.18,1.9187048e-7,2.0396216134846095e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.181,2.1873399e-7,2.054107277113163e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.182,1.9838434e-7,2.0697905082932407e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.183,2.1217066e-7,2.086165491215042e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.184,2.0585468e-7,2.1027187584228997e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.185,2.1558425e-7,2.1196113860340843e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.186,2.2638572e-7,2.137004450165866e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.187,2.0404069e-7,2.1550590269355157e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.188,2.2673203e-7,2.1739361924603032e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.189,2.1380323e-7,2.1937970228574985e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.19,2.2524787e-7,2.2148025942443729e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.191,2.2524787e-7,2.2371139827381962e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.192,2.1718385e-7,2.2602851554524636e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.193,2.3380656e-7,2.2838478167179783e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.194,2.2399456e-7,2.3079296484779713e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.195,2.3758298e-7,2.3326583326756746e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.196,2.3410342e-7,2.3581615512543187e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.197,2.3565357e-7,2.384566986157136e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.198,2.5695965e-7,2.412002319327358e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.199,2.2231248e-7,2.4405952327082173e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.2,2.5720703e-7,2.4704734082429437e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.201,2.3987519e-7,2.50176452787477e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.202,2.5925192e-7,2.5339562494870325e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.203,2.640837e-7,2.566584591952332e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.204,2.497367e-7,2.59984977869779e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.205,2.7661667e-7,2.633952033150533e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.206,2.538429e-7,2.6690915787376844e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.207,2.866926e-7,2.705468638886367e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.208,2.7028423e-7,2.743283437023706e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.209,2.6894847e-7,2.782736196576825e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.21,2.8964445e-7,2.8240271409728474e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.211,2.7277434e-7,2.866762439579714e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.212,3.062342e-7,2.9104733811513203e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.213,2.880943e-7,2.955247868193721e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.214,3.103074e-7,3.0011738032129727e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.215,3.0826254e-7,3.0483390887151315e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.216,3.0430476e-7,3.096831627206253e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.217,3.2462142e-7,3.146739321192391e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.218,2.9742813e-7,3.1981500731796045e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.219,3.2958513e-7,3.2511517856739473e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.22,3.2069661e-7,3.30598684939317e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.221,3.3624744e-7,3.3627105313744914e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.222,3.5059443e-7,3.421130048603175e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.223,3.4170588e-7,3.4810526180644824e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.224,3.6174222e-7,3.5422854567436754e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.225,3.5080882e-7,3.6046357816260163e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.226,3.766994e-7,3.6679108096967667e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.227,3.6731615e-7,3.7319177579411885e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.228,3.7252721e-7,3.7964638433445445e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.229,3.9272845e-7,3.862753059869603e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.23,3.809705e-7,3.931788212260966e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.231,4.1324301e-7,4.0030747336766424e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.232,4.0592104e-7,4.076118057274643e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.233,4.1568364e-7,4.1504236162129796e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.234,4.2495145e-7,4.2254968436496606e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.235,4.2021861e-7,4.3008431727426957e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.236,4.4965469e-7,4.3759680366500985e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.237,4.3565399e-7,4.450376868529878e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.238,4.5611907e-7,4.523575101540044e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.239,4.5486578e-7,4.597848024690899e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.24,4.6451288e-7,4.6751953827061216e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.241,4.870393e-7,4.754694292313788e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.242,4.7246147e-7,4.835421870241971e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.243,4.9853338e-7,4.916455233218747e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.244,4.8989227e-7,4.99687149797219e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.245,5.0514626e-7,5.075747781230375e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.246,5.1845433e-7,5.152161199721376e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.247,5.1024188e-7,5.22518887017327e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.248,5.4683494e-7,5.297740349172301e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.249,5.219174e-7,5.372709044552769e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.25,5.5766941e-7,5.449147849914813e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.251,5.5122155e-7,5.526109658858586e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.252,5.5285415e-7,5.602647364984228e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.253,5.8250458e-7,5.677813861891892e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.254,5.5890627e-7,5.750662043181719e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.255,5.9546636e-7,5.820244802453856e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.256,5.7610617e-7,5.885615033308451e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.257,6.0311811e-7,5.945825629345649e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.258,5.9996836e-7,6.00384797908328e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.259,6.0123818e-7,6.062639896199794e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.26,6.2300597e-7,6.121233912036262e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.261,6.0860953e-7,6.178662557933761e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.262,6.3194398e-7,6.233958365233362e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.263,6.2843145e-7,6.286153865276141e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.264,6.3290042e-7,6.334281589403169e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.265,6.455324e-7,6.377374068955524e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.266,6.2701326e-7,6.414463835274276e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.267,6.5644929e-7,6.44722569390414e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.268,6.3981008e-7,6.477780805355423e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.269,6.5921972e-7,6.505831233417589e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.27,6.5519606e-7,6.531079041880103e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.271,6.5366237e-7,6.553226294532431e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.272,6.6833923e-7,6.571975055164038e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.273,6.4754431e-7,6.587027387564386e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.274,6.6637676e-7,6.598085355522943e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.275,6.5369539e-7,6.604851022829171e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.276,6.5687811e-7,6.607026453272536e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.277,6.7183521e-7,6.604332774835384e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.278,6.5066104e-7,6.59693951514549e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.279,6.7658459e-7,6.585221337460479e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.28,6.5328311e-7,6.569552905037964e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.281,6.6636028e-7,6.550308881135563e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.282,6.5014984e-7,6.5278639290109e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.283,6.4719802e-7,6.502592711921582e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.284,6.5912081e-7,6.474869893125237e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.285,6.3225735e-7,6.445070135879474e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.286,6.5021578e-7,6.411132835556731e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.287,6.2579289e-7,6.371346712443286e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.288,6.3153175e-7,6.326610417167532e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.289,6.3819402e-7,6.277822600357863e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.29,6.1011019e-7,6.225881912642671e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.291,6.3476392e-7,6.17168700465035e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.292,6.0371173e-7,6.116136527009292e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.293,6.102091e-7,6.060129130347891e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.294,5.9775851e-7,6.004563465294539e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.295,5.9081594e-7,5.946070842774334e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.296,5.9675261e-7,5.881559505024644e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.297,5.6982321e-7,5.812343499642266e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.298,5.8690762e-7,5.739736874224001e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.299,5.6068723e-7,5.665053676366641e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.3,5.6551903e-7,5.58960795366699e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.301,5.501002e-7,5.514713753721842e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.302,5.3476373e-7,5.441685124127996e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.303,5.518977e-7,5.37183611248225e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.304,5.223626e-7,5.301976091765956e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.305,5.2417664e-7,5.228609208486643e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.306,5.1861923e-7,5.152591670530369e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.307,5.0729005e-7,5.074779685783195e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.308,5.1223731e-7,4.996029462131176e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.309,4.7328601e-7,4.917197207460375e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.31,4.9198661e-7,4.839139129656848e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.311,4.6568377e-7,4.762711436606657e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.312,4.7318704e-7,4.6887703361958595e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.313,4.5176552e-7,4.6181720363105146e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.314,4.3890267e-7,4.548877593989737e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.315,4.5740535e-7,4.4786224239219015e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.316,4.2803524e-7,4.407924270466959e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.317,4.4127736e-7,4.3373008779848595e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.318,4.2218096e-7,4.2672699908355544e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.319,4.1886636e-7,4.198349353378993e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.32,4.2582548e-7,4.131056709975126e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.321,3.9696656e-7,4.0659098049839053e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.322,4.1167638e-7,4.003426382765281e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.323,3.8336165e-7,3.9428217684810515e-07
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.324,3.983518e-7,3.8830406937915635e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.325,3.8895206e-7,3.824195012804578e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.326,3.679263e-7,3.7663965796278645e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.327,3.8449951e-7,3.709757248369185e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.328,3.5244142e-7,3.6543888731363074e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.329,3.6271518e-7,3.6004033080369945e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.33,3.4300868e-7,3.547912407179015e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.331,3.4996782e-7,3.4970280246701306e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.332,3.5300209e-7,3.4478620146181093e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.333,3.300469e-7,3.400201265694115e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.334,3.4470725e-7,3.3537738197235397e-07
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.335,3.2735892e-7,3.30860326054549e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.336,3.329163e-7,3.26471317199907e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.337,3.2335166e-7,3.2221271379233867e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.338,3.0509631e-7,3.180868742157545e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.339,3.2861217e-7,3.140961568540651e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.34,2.854558e-7,3.10242920091181e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.341,3.1830544e-7,3.065295223110128e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.342,2.9624078e-7,3.0300771737070205e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.343,3.0135291e-7,2.997094054745152e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.344,2.997368e-7,2.966071645270509e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.345,2.8499403e-7,2.9367357243290715e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.346,3.0648158e-7,2.908812070966824e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.347,2.7778756e-7,2.882026464229749e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.348,2.9127705e-7,2.8561046831638314e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.349,2.8547225e-7,2.8307725068150523e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.35,2.7247754e-7,2.805755714229397e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.351,2.8687396e-7,2.7807800844528473e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.352,2.6083498e-7,2.7566499755851536e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.353,2.8514245e-7,2.7341905275391287e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.354,2.6677174e-7,2.7131586920803544e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.355,2.713891e-7,2.693311420974411e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.356,2.7140561e-7,2.6744056659868776e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.357,2.5735545e-7,2.656198378883336e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.358,2.8034361e-7,2.638446511429366e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.359,2.4637257e-7,2.620907015390548e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.36,2.6606259e-7,2.603336842532463e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.361,2.6231919e-7,2.586122826070308e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.362,2.5794913e-7,2.569767695090937e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.363,2.6287989e-7,2.554202245167413e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.364,2.4121096e-7,2.5393572718728017e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.365,2.6934427e-7,2.5251635707801656e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.366,2.4736204e-7,2.51155193746257e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.367,2.4784026e-7,2.498453167493078e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.368,2.4523467e-7,2.4857980564447545e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.369,2.2938707e-7,2.473517399890663e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.37,2.5432115e-7,2.461728675533496e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.371,2.3431781e-7,2.4505822118076806e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.372,2.5879012e-7,2.440058080383887e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.373,2.4290949e-7,2.430136352932783e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.374,2.4414632e-7,2.420797101125037e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.375,2.479722e-7,2.4120203966313193e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.376,2.2892533e-7,2.403786311122297e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.377,2.5542604e-7,2.396074916268639e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.378,2.2716083e-7,2.3888662837410146e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.379,2.4216746e-7,2.3825015400624576e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.38,2.3870439e-7,2.3772274980348903e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.381,2.2920565e-7,2.3728827587473115e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.382,2.4622418e-7,2.3693059232887213e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.383,2.2458821e-7,2.3663355927481175e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.384,2.4373404e-7,2.3638103682145012e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.385,2.3060737e-7,2.3615688507768708e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.386,2.3339429e-7,2.3594496415242272e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.387,2.4497083e-7,2.3572913415455677e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.388,2.1759612e-7,2.354932551929893e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.389,2.5029738e-7,2.3527984642117363e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.39,2.2574258e-7,2.3513420120333921e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.391,2.3571951e-7,2.3504434096455042e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.392,2.3977626e-7,2.3499828712987152e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.393,2.314319e-7,2.3498406112436677e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.394,2.4891213e-7,2.349896843731005e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.395,2.272927e-7,2.35003178301137e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.396,2.4342071000000003e-07,2.3501256433354055e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.397,2.2836461e-7,2.350058638953755e-7
B,pbsPBS,i1,0,transfer,1,swv,1007.7833333333333,-0.398,2.3085474e-7,2.3500009874412282e-7
