Jan. 28, 2006   05:11:24
Square Wave Voltammetry
File: z:\users\scottsaunders\git\labwork\ida\01_17_19_psoralen_nonequil_2\data\control\5\75um_control_transfer_5_swv_22.txt
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.1
Final E (V) = -0.5
Incr E (V) = 0.001
Amplitude (V) = 0.025
Frequency (Hz) = 300
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-6
Sens 2 (A/V) = 1e-6

Potential/V, i1/A, i2/A

0.099, 2.0710799e-7, 9.8186241e-8
0.098, 1.7185066e-7, 1.2617113e-7
0.097, 1.6753008e-7, 1.0196263e-7
0.096, 1.5423848e-7, 1.1098309e-7
0.095, 1.5526091e-7, 1.0770144e-7
0.094, 1.4038621e-7, 7.9271288e-8
0.093, 1.7780383e-7, 1.1048837e-7
0.092, 1.1955834e-7, 8.9940833e-8
0.091, 1.1121397e-7, 1.7067981e-7
0.090, 1.3886904e-7, 1.4658676e-7
0.089, 1.4863161e-7, 1.3999042e-7
0.088, 1.5282026e-7, 1.5065996e-7
0.087, 1.2998051e-7, 1.0019811e-7
0.086, 1.6644165e-7, 1.3731891e-7
0.085, 1.9010596e-7, 1.0517834e-7
0.084, 1.6769496e-7, 1.4995086e-7
0.083, 1.5572266e-7, 1.4271140e-7
0.082, 1.3656035e-7, 1.6743111e-7
0.081, 1.7102610e-7, 1.8758288e-7
0.080, 1.2796863e-7, 1.5460127e-7
0.079, 1.2340068e-7, 1.8278405e-7
0.078, 1.3359200e-7, 1.4231563e-7
0.077, 1.5156697e-7, 1.5374374e-7
0.076, 1.5430444e-7, 9.6570140e-8
0.075, 1.1647454e-7, 6.3605029e-8
0.074, 1.5915273e-7, 1.2524765e-7
0.073, 1.3347656e-7, 9.5844541e-8
0.072, 1.6015868e-7, 1.3697260e-7
0.071, 1.4307419e-7, 1.1914605e-7
0.070, 1.3827538e-7, 1.2988156e-7
0.069, 1.9500374e-7, 1.3471336e-7
0.068, 1.1487493e-7, 1.0117107e-7
0.067, 1.5966395e-7, 1.5522792e-7
0.066, 1.2646795e-7, 6.4330621e-8
0.065, 1.5225957e-7, 7.4126156e-8
0.064, 1.2882614e-7, 8.0079332e-8
0.063, 8.0771954e-8, 7.5973126e-8
0.062, 1.5661315e-7, 1.1560053e-7
0.061, 1.1647453e-7, 9.9538482e-8
0.060, 1.6169233e-7, 1.0981225e-7
0.059, 1.3530703e-7, 1.4683411e-7
0.058, 1.6035656e-7, 1.2514870e-7
0.057, 1.9130979e-7, 1.3479583e-7
0.056, 1.1442968e-7, 1.0354574e-7
0.055, 1.5237502e-7, 1.5207817e-7
0.054, 1.1025751e-7, 1.5907028e-7
0.053, 1.4554782e-7, 1.1375356e-7
0.052, 1.1591385e-7, 1.3388883e-7
0.051, 9.8087291e-8, 1.6024113e-7
0.050, 1.5831171e-7, 1.7915607e-7
0.049, 1.0491448e-7, 1.4556431e-7
0.048, 1.5654719e-7, 1.0329839e-7
0.047, 1.2976612e-7, 1.3748382e-7
0.046, 1.4699901e-7, 1.1871728e-7
0.045, 1.4853266e-7, 1.1347322e-7
0.044, 1.0288611e-7, 8.5587267e-8
0.043, 1.5730576e-7, 1.3726944e-7
0.042, 1.3654385e-7, 1.2831494e-7
0.041, 1.4007287e-7, 1.3319621e-7
0.040, 1.3644490e-7, 1.2452205e-7
0.039, 1.2422522e-7, 1.1830502e-7
0.038, 1.5446935e-7, 1.3971008e-7
0.037, 1.0404047e-7, 8.3113640e-8
0.036, 9.7411174e-8, 9.2711296e-8
0.035, 1.2077864e-7, 8.3789772e-8
0.034, 1.3344356e-7, 7.7985007e-8
0.033, 1.4932422e-7, 9.9719884e-8
0.032, 9.9340596e-8, 6.0125465e-8
0.031, 1.5557423e-7, 1.2323576e-7
0.030, 1.8283353e-7, 1.1213746e-7
0.029, 1.4892844e-7, 1.3764873e-7
0.028, 1.3134924e-7, 1.2028391e-7
0.027, 1.2542904e-7, 1.3126679e-7
0.026, 1.4378331e-7, 1.5900432e-7
0.025, 9.6504181e-8, 9.3222503e-8
0.024, 9.8219218e-8, 1.4675165e-7
0.023, 1.1492440e-7, 1.0343031e-7
0.022, 1.3865466e-7, 1.4920879e-7
0.021, 1.4581167e-7, 1.3571930e-7
0.020, 1.0641514e-7, 1.0397451e-7
0.019, 1.3715400e-7, 1.6414944e-7
0.018, 1.1993761e-7, 9.8450087e-8
0.017, 1.4223318e-7, 1.4056761e-7
0.016, 1.2523115e-7, 1.2928790e-7
0.015, 1.1571596e-7, 1.2523115e-7
0.014, 1.5303465e-7, 1.3275096e-7
0.013, 9.8301669e-8, 9.0518014e-8
0.012, 1.4891194e-7, 1.2086109e-7
0.011, 1.1170870e-7, 9.1540450e-8
0.010, 1.3327866e-7, 1.2486836e-7
0.009, 1.2734198e-7, 1.1182414e-7
0.008, 7.5560855e-8, 6.9475753e-8
0.007, 1.4295877e-7, 9.6471197e-8
0.006, 1.0413942e-7, 6.7134060e-8
0.005, 1.4670218e-7, 7.7803605e-8
0.004, 1.1828853e-7, 9.0798359e-8
0.003, 1.5108873e-7, 9.0105743e-8
0.002, 1.8106901e-7, 1.3116784e-7
0.001, 1.0412293e-7, 1.1405039e-7
-0.000, 1.4554783e-7, 1.4401417e-7
-0.001, 9.7526602e-8, 1.4482222e-7
-0.002, 1.3067313e-7, 1.0796528e-7
-0.003, 9.9686901e-8, 1.1551806e-7
-0.004, 6.9343827e-8, 1.0735512e-7
-0.005, 1.4986841e-7, 1.2358207e-7
-0.006, 9.1375540e-8, 1.0951541e-7
-0.007, 1.4318964e-7, 9.3041109e-8
-0.008, 1.2094355e-7, 1.6396805e-7
-0.009, 1.4444294e-7, 1.4625692e-7
-0.010, 1.3713750e-7, 1.4691656e-7
-0.011, 9.4294407e-8, 1.0755301e-7
-0.012, 1.3698910e-7, 1.3354253e-7
-0.013, 1.0567307e-7, 1.2424171e-7
-0.014, 1.2321928e-7, 1.1715066e-7
-0.015, 1.2191650e-7, 1.1812362e-7
-0.016, 1.0874035e-7, 1.0272120e-7
-0.017, 1.6123057e-7, 1.2232877e-7
-0.018, 9.9868302e-8, 9.5959976e-8
-0.019, 8.9248218e-8, 1.1873378e-7
-0.020, 1.1914605e-7, 9.8367636e-8
-0.021, 1.1964077e-7, 6.6903183e-8
-0.022, 1.2869421e-7, 7.7440802e-8
-0.023, 9.8680957e-8, 5.5821367e-8
-0.024, 1.5001683e-7, 8.6725130e-8
-0.025, 1.5836117e-7, 7.0151877e-8
-0.026, 1.3223975e-7, 9.8680957e-8
-0.027, 1.2265859e-7, 1.3161309e-7
-0.028, 1.1624368e-7, 1.2041585e-7
-0.029, 1.3565334e-7, 1.5468372e-7
-0.030, 9.2167099e-8, 9.5712615e-8
-0.031, 7.5989618e-8, 1.4244756e-7
-0.032, 9.8070799e-8, 9.8334652e-8
-0.033, 1.2338418e-7, 1.0445275e-7
-0.034, 1.2782021e-7, 9.8483071e-8
-0.035, 9.2299025e-8, 7.5049641e-8
-0.036, 1.3756627e-7, 1.5359532e-7
-0.037, 1.2282349e-7, 1.1029049e-7
-0.038, 1.4165599e-7, 1.5343042e-7
-0.039, 1.1480897e-7, 1.5323253e-7
-0.040, 1.0474957e-7, 1.4828530e-7
-0.041, 1.4510258e-7, 1.5329850e-7
-0.042, 9.3469865e-8, 7.8100442e-8
-0.043, 1.1983866e-7, 1.2117441e-7
-0.044, 1.1454512e-7, 8.5554291e-8
-0.045, 1.2839739e-7, 1.0222649e-7
-0.046, 1.3501020e-7, 9.5597180e-8
-0.047, 6.6688806e-8, 7.9436198e-8
-0.048, 1.2979910e-7, 1.2026743e-7
-0.049, 9.0880810e-8, 8.1464563e-8
-0.050, 1.3151414e-7, 7.3994229e-8
-0.051, 1.1322585e-7, 6.8931556e-8
-0.052, 1.3113485e-7, 7.0531165e-8
-0.053, 1.7305449e-7, 7.2691456e-8
-0.054, 8.4977103e-8, 3.2734242e-8
-0.055, 1.4440997e-7, 9.5382802e-8
-0.056, 9.7477134e-8, 1.3947920e-7
-0.057, 1.1879973e-7, 1.1062031e-7
-0.058, 9.1359055e-8, 1.2120739e-7
-0.059, 4.4459203e-8, 1.1164273e-7
-0.060, 1.2970015e-7, 1.3962763e-7
-0.061, 8.4746233e-8, 8.2272621e-8
-0.062, 1.3766522e-7, 6.4347113e-8
-0.063, 1.1327532e-7, 9.1639393e-8
-0.064, 1.3644490e-7, 1.1616121e-7
-0.065, 1.4132618e-7, 1.4257947e-7
-0.066, 8.9808907e-8, 1.4066654e-7
-0.067, 1.3603263e-7, 1.6096672e-7
-0.068, 9.6685575e-8, 1.9365149e-7
-0.069, 1.2544554e-7, 1.3184396e-7
-0.070, 1.0956489e-7, 1.2204843e-7
-0.071, 9.2430945e-8, 9.8878843e-8
-0.072, 1.3365795e-7, 1.0364469e-7
-0.073, 9.4327390e-8, 8.6444786e-8
-0.074, 1.0577201e-7, 7.8743582e-8
-0.075, 1.1652401e-7, 9.5020006e-8
-0.076, 1.2107547e-7, 9.0353105e-8
-0.077, 1.3070610e-7, 1.0911964e-7
-0.078, 9.2414460e-8, 7.6072070e-8
-0.079, 1.2663287e-7, 1.0380960e-7
-0.080, 1.4340401e-7, 7.6913103e-8
-0.081, 1.2625358e-7, 6.9706630e-8
-0.082, 1.1645804e-7, 6.6886699e-8
-0.083, 1.0456817e-7, 5.1929540e-8
-0.084, 1.3763224e-7, 1.0799826e-7
-0.085, 9.6718551e-8, 8.0837914e-8
-0.086, 7.1273249e-8, 1.3811047e-7
-0.087, 1.0654708e-7, 1.1157677e-7
-0.088, 1.2125687e-7, 1.2104249e-7
-0.089, 1.2214738e-7, 1.1291253e-7
-0.090, 8.7368271e-8, 6.5320073e-8
-0.091, 1.2737496e-7, 1.2564342e-7
-0.092, 1.3270149e-7, 6.9079974e-8
-0.093, 1.3618106e-7, 1.2242772e-7
-0.094, 1.1563350e-7, 1.3400427e-7
-0.095, 1.0634919e-7, 1.2999701e-7
-0.096, 1.3778065e-7, 1.7508286e-7
-0.097, 9.9159195e-8, 1.2953525e-7
-0.098, 1.1025752e-7, 1.7279064e-7
-0.099, 1.0789932e-7, 1.2214737e-7
-0.100, 1.2236175e-7, 1.1934394e-7
-0.101, 1.3068961e-7, 8.0673004e-8
-0.102, 6.7018618e-8, 7.0498182e-8
-0.103, 1.3995744e-7, 1.0445275e-7
-0.104, 9.7510110e-8, 7.2097791e-8
-0.105, 1.2899106e-7, 1.0658006e-7
-0.106, 1.1713416e-7, 1.0801476e-7
-0.107, 1.1744750e-7, 1.1416582e-7
-0.108, 1.7663299e-7, 1.0184720e-7
-0.109, 8.8934897e-8, 8.6824073e-8
-0.110, 1.3260255e-7, 1.0846001e-7
-0.111, 8.9709971e-8, 9.5514729e-8
-0.112, 1.1741452e-7, 6.4132728e-8
-0.113, 9.8466579e-8, 7.1537102e-8
-0.114, 4.6438103e-8, 6.2731011e-8
-0.115, 1.3341059e-7, 9.5481745e-8
-0.116, 8.1283162e-8, 9.6817502e-8
-0.117, 1.3618104e-7, 8.8192806e-8
-0.118, 1.1071924e-7, 1.2222984e-7
-0.119, 1.3624701e-7, 1.1609524e-7
-0.120, 1.4500363e-7, 1.0441976e-7
-0.121, 8.6857057e-8, 9.8516047e-8
-0.122, 1.2955175e-7, 1.3002997e-7
-0.123, 9.1029236e-8, 1.5964746e-7
-0.124, 1.2491782e-7, 1.0989471e-7
-0.125, 1.0095670e-7, 1.1921202e-7
-0.126, 7.8694107e-8, 1.1810712e-7
-0.127, 1.3413619e-7, 1.6137899e-7
-0.128, 8.5801638e-8, 1.2089407e-7
-0.129, 1.2102601e-7, 1.1320935e-7
-0.130, 1.1029049e-7, 1.3817643e-7
-0.131, 1.2712761e-7, 1.2262561e-7
-0.132, 1.2377996e-7, 1.1807415e-7
-0.133, 7.5329986e-8, 1.0958139e-7
-0.134, 1.3136574e-7, 1.0263875e-7
-0.135, 1.3977603e-7, 1.0372715e-7
-0.136, 1.2696269e-7, 1.1881623e-7
-0.137, 1.2595675e-7, 1.1970674e-7
-0.138, 1.0996067e-7, 9.6801010e-8
-0.139, 1.5211116e-7, 1.1875026e-7
-0.140, 8.9116298e-8, 8.9000864e-8
-0.141, 7.9947412e-8, 1.2330173e-7
-0.142, 1.1170870e-7, 9.0468546e-8
-0.143, 1.2133933e-7, 8.2140687e-8
-0.144, 1.2651743e-7, 8.3921691e-8
-0.145, 9.8417111e-8, 3.4416306e-8
-0.146, 1.3837432e-7, 8.1266677e-8
-0.147, 1.5781698e-7, 5.9696703e-8
-0.148, 1.4097986e-7, 9.8582021e-8
-0.149, 1.1975621e-7, 1.2067969e-7
-0.150, 1.0362820e-7, 1.3644490e-7
-0.151, 1.4018832e-7, 1.6766199e-7
-0.152, 9.9917770e-8, 9.7757479e-8
-0.153, 9.4442832e-8, 1.4770811e-7
-0.154, 1.0357873e-7, 1.0547517e-7
-0.155, 1.2414276e-7, 1.1551807e-7
-0.156, 1.3388883e-7, 9.1490975e-8
-0.157, 8.4845176e-8, 7.0316780e-8
-0.158, 1.3444951e-7, 1.1362163e-7
-0.159, 1.1184062e-7, 1.0671199e-7
-0.160, 1.3304779e-7, 1.6451224e-7
-0.161, 1.1916254e-7, 1.5676157e-7
-0.162, 1.1696926e-7, 1.6502347e-7
-0.163, 1.5341394e-7, 1.6535328e-7
-0.164, 9.2991634e-8, 1.3268499e-7
-0.165, 1.3029383e-7, 1.5730576e-7
-0.166, 9.7048378e-8, 1.1344023e-7
-0.167, 1.3126679e-7, 9.9571466e-8
-0.168, 1.1614472e-7, 1.0145141e-7
-0.169, 7.0646593e-8, 1.0634918e-7
-0.170, 1.4126022e-7, 1.2946929e-7
-0.171, 1.0067635e-7, 1.0428784e-7
-0.172, 1.4185387e-7, 1.0000024e-7
-0.173, 1.1891517e-7, 1.1855238e-7
-0.174, 1.4386576e-7, 1.1284656e-7
-0.175, 1.7831505e-7, 1.1916254e-7
-0.176, 9.4113005e-8, 8.5933571e-8
-0.177, 1.4436048e-7, 1.1540264e-7
-0.178, 1.0067635e-7, 1.2401084e-7
-0.179, 1.3436706e-7, 8.2948738e-8
-0.180, 1.0352926e-7, 9.9868295e-8
-0.181, 7.2444095e-8, 8.8374208e-8
-0.182, 1.4111180e-7, 1.2206492e-7
-0.183, 1.0343031e-7, 9.4426326e-8
-0.184, 1.3754978e-7, 8.9231733e-8
-0.185, 1.1327533e-7, 1.4543238e-7
-0.186, 1.3210781e-7, 1.2206492e-7
-0.187, 1.3730242e-7, 1.3573580e-7
-0.188, 9.2150600e-8, 1.1543563e-7
-0.189, 1.4492117e-7, 1.5887240e-7
-0.190, 1.1541912e-7, 1.4825231e-7
-0.191, 1.2358208e-7, 1.4256298e-7
-0.192, 1.3190993e-7, 1.2920543e-7
-0.193, 1.1690330e-7, 1.4971999e-7
-0.194, 1.4978596e-7, 1.5460128e-7
-0.195, 1.0357873e-7, 1.5230904e-7
-0.196, 1.0385907e-7, 1.6901423e-7
-0.197, 1.2394487e-7, 1.6327544e-7
-0.198, 1.2831494e-7, 1.4257948e-7
-0.199, 1.4119425e-7, 1.5283675e-7
-0.200, 1.0699232e-7, 1.2432416e-7
-0.201, 1.5336445e-7, 1.3067311e-7
-0.202, 1.7252678e-7, 9.1392025e-8
-0.203, 1.4671866e-7, 1.2193298e-7
-0.204, 1.3502668e-7, 1.3275096e-7
-0.205, 1.2912298e-7, 1.2970015e-7
-0.206, 1.5527741e-7, 1.6414945e-7
-0.207, 1.0239140e-7, 9.9291121e-8
-0.208, 8.9825399e-8, 1.6238494e-7
-0.209, 1.1825554e-7, 1.1301147e-7
-0.210, 1.3225623e-7, 1.1093363e-7
-0.211, 1.4981894e-7, 9.0715915e-8
-0.212, 1.1198905e-7, 2.8908374e-8
-0.213, 1.5079189e-7, 1.2152073e-7
-0.214, 1.3591720e-7, 8.1827359e-8
-0.215, 1.5776750e-7, 1.2054777e-7
-0.216, 1.3692313e-7, 1.3167906e-7
-0.217, 1.3096995e-7, 1.8431770e-7
-0.218, 1.6720024e-7, 1.8438367e-7
-0.219, 1.1193957e-7, 1.2480238e-7
-0.220, 1.4375033e-7, 1.7613826e-7
