run,quencher_eq,term,estimate,std.error,statistic,p.value,conf.low,conf.high
1,NA,A1,0.14681440824799963,6.55105324365966e-4,224.10809802239325,5.495718809726073e-250,0.1449057419950189,0.14802112856758254
1,NA,lrc1,18.08103050871779,0.00924714760193897,1955.3089543987064,0,18.06265813199811,18.103958488082423
1,NA,A2,0.004843867155863324,8.913547214958413e-4,5.434275534811226,1.5317774233415666e-7,0.00323987043203969,0.007517097702826519
1,NA,lrc2,16.53840168417485,0.13649822436694226,121.16202801082146,7.05177595125226e-195,16.201445795290198,16.83428471012761
2,0,A1,0.13427997892219823,6.148927650648703e-4,218.37950704791896,1.7094140110958317e-271,0.13306819657865152,0.13551064765424775
2,0,lrc1,17.946952175081613,0.007785739821959368,2305.1055629245343,0,17.930748130435926,17.963387504183594
2,0,A2,0.012760815664904133,2.661176509929357e-4,47.95178229362501,1.0581577191903439e-122,0.012191950470096323,0.013357460527275775
2,0,lrc2,15.091306678588175,0.03407235195964376,442.9194291155109,0,15.01391626106736,15.167620610129731
3,1,A1,0.13141901525148397,5.345595528004013e-4,245.84541528257827,1.9799017142693856e-283,0.1303672302401388,0.1324854859687959
3,1,lrc1,17.973975648310628,0.0068232648626882705,2634.219249878149,0,17.959828703631313,17.988338716044023
3,1,A2,0.01029513736285576,2.2753559255442852e-4,45.24627223054377,2.1555155927772183e-117,0.009809362279577087,0.010807038126026873
3,1,lrc2,15.13951194406663,0.03569789456948184,424.1009764483257,0,15.058146901363518,15.219692976185405
4,2,A1,0.13591590195963482,4.545273685310191e-4,299.0268823611207,3.4927609429885135e-303,0.1350203115508424,0.13682175040142605
4,2,lrc1,17.980704846776053,0.005757115411508509,3123.214242124192,0,17.968767119706886,17.9928478189457
4,2,A2,0.00908510196884003,2.0929044731941222e-4,43.409061833456,1.2164219590475302e-113,0.008640651917208812,0.009555607993321627
4,2,lrc2,15.245846496368184,0.03551232149076042,429.31145744259055,0,15.16556738268559,15.325029947008804
5,3,A1,0.128625607254625,4.449454231953739e-4,289.08176272698944,9.050407028935631e-300,0.12775091968476962,0.1295103763884098
5,3,lrc1,17.978669930291936,0.006075696396846842,2959.1126277511967,0,17.96622547172904,17.99140425751536
5,3,A2,0.007068762878697032,2.1628261126991794e-4,32.68299211477203,5.45731951272216e-89,0.006620199565572455,0.007553478335463339
5,3,lrc2,15.300085193519532,0.04591990151893854,333.19072313797074,4.184932357e-314,15.197955895212072,15.400652316406259
6,4,A1,0.12804918270439447,4.823192068483044e-4,265.4863851288999,4.533486218221682e-287,0.12709894104285616,0.12901152312301606
6,4,lrc1,18.00138841657746,0.006769109338761409,2659.343720967476,0,17.98722418886721,18.01609015791091
6,4,A2,0.006207953786186449,2.539010481360894e-4,24.45028814083124,8.893299717159214e-66,0.005670144090684237,0.006811518680395639
6,4,lrc2,15.43570563625646,0.05793431247973218,266.434604564549,2.009062367740021e-287,15.301068589630356,15.567897973137088
7,6,A1,0.11817375764113125,4.4943779293385796e-4,262.9368502139348,3.310300704641739e-290,0.11728980795499962,0.11906940454138153
7,6,lrc1,18.03492551647355,0.006743461768744381,2674.431343270093,0,18.020675978977444,18.049761089833037
7,6,A2,0.005337366626128944,2.3380716924786008e-4,22.828070855563787,2.3567924188723286e-61,0.00483248963584119,0.005909086061292768
7,6,lrc2,15.500597620039258,0.06089574338855433,254.5432038022,6.187040413311337e-287,15.354244968500801,15.643083261571565
8,8,A1,0.1084866426027159,4.2016007756904953e-4,258.2031192263551,2.8203836161741376e-282,0.10765838513076285,0.10932565113828449
8,8,lrc1,18.04019782823822,0.007127117497272042,2531.205334434748,0,18.024777483756704,18.056796391274993
8,8,A2,0.004029305502590747,2.4234841054844084e-4,16.626085945735408,3.90167229105224e-41,0.003498092505661459,0.004680901746569024
8,8,lrc2,15.610706488935353,0.07908059133796635,197.40250072511407,6.34265033059325e-256,15.410946023107037,15.806929355142278
9,10,A1,0.10785710754199036,5.190702317814584e-4,207.7890445996543,7.071038660010029e-262,0.10682806273494616,0.10889432161944872
9,10,lrc1,18.04425909198508,0.00952761121247021,1893.891206262474,0,18.02320696849261,18.068905746805463
9,10,A2,0.003548046641883146,3.647807110512072e-4,9.72651934269923,6.316504189937204e-19,0.002755810885316716,0.004719388171354295
9,10,lrc2,15.7947334490445,0.12219103813790168,129.2626176988444,2.774215562715292e-215,15.459948920082976,16.118873105319135
10,12,A1,0.09559244482980324,4.248446175718368e-4,225.00566295544408,4.398718046718465e-260,0.09464094698664527,0.09644091675576481
10,12,lrc1,18.049913464072112,0.009750685298347102,1851.143064491258,0,18.028617199987664,18.077097223632016
10,12,A2,0.002679325846924716,4.039822097765946e-4,6.632286724720885,2.568179832156776e-10,0.0018485642120362072,0.00414946623553655
10,12,lrc2,16.058015297991215,0.15313750418709854,104.86010845763845,1.6062204669831504e-188,15.62365450139408,16.463092931756904
